discount_price,is_active,item_price,quantity,registration_price,tax,total_price,create_time,update_time,channel_order_id,channel_order_item_id,contract_id,currency,entity,field,hash_code,install_id,material_id,order_id,order_item_id,order_item_status,order_item_type,value
,Y,,1,,,,2024-12-02 08:05:45.945000 +00:00,2024-12-03 13:10:54.428000 +00:00,100117331267454734,1001173312674547341348548,0105433700051-0101-70000A,,CollectOrder,orderId,cb7a3089bc1d518ec138a161ac7cbee8,1YznWvtHQyy,WP_113727,0105433700051,0105433700051-0101,INSTALL_COMPLETED,RENTAL,0105433700051
,Y,,1,,,,2024-12-02 08:05:43.919000 +00:00,2024-12-03 13:11:00.038000 +00:00,100117331267432220,1001173312674322201577177,0105433700050-0101-N0000A,,CollectOrder,orderId,a6b48dc31e522ba3ae227ceb3b9bb520,1YznWmZT2Ln,WP_113786,0105433700050,0105433700050-0101,INSTALL_COMPLETED,RENTAL,0105433700050
,Y,,1,,,,2024-12-02 08:05:41.810000 +00:00,2024-12-03 13:11:05.934000 +00:00,100117331267413932,1001173312674139321001674,0105433700049-0101-50000A,,CollectOrder,orderId,31fdcc3bae87be699c2d9d55197049e4,1YznWcoIEsh,WP_113818,0105433700049,0105433700049-0101,INSTALL_COMPLETED,RENTAL,0105433700049
,Y,,1,,,,2024-12-02 08:05:39.843000 +00:00,2024-12-03 13:11:11.612000 +00:00,100117331267394422,1001173312673944221156984,0105433700048-0101-50000A,,CollectOrder,orderId,ec330a13a71f51f66a5a1acc1d3064a5,1YznWTqOjn2,WP_113713,0105433700048,0105433700048-0101,INSTALL_COMPLETED,RENTAL,0105433700048
,Y,,1,,,,2024-12-02 08:05:38.136000 +00:00,2024-12-03 13:11:17.118000 +00:00,100117331267377183,1001173312673771831140535,0105433700047-0101-30000A,,CollectOrder,orderId,aa7105a325e028b9f5880b705ecb4367,1YznWLxQmmR,WP_113781,0105433700047,0105433700047-0101,INSTALL_COMPLETED,RENTAL,0105433700047
,Y,,1,,,,2024-12-02 08:05:35.767000 +00:00,2024-12-03 13:11:22.762000 +00:00,100117331267351190,1001173312673511901232019,0105433700046-0101-70000A,,CollectOrder,orderId,822f7387db19be3e52f9838e511aa68f,1YznWBJ4tpF,WP_113627,0105433700046,0105433700046-0101,INSTALL_COMPLETED,RENTAL,0105433700046
,Y,,1,,,,2024-12-02 08:05:33.633000 +00:00,2024-12-03 13:11:28.204000 +00:00,100117331267329470,1001173312673294701141780,0105433700045-0101-50000A,,CollectOrder,orderId,604befb7d79b92a1c17627563ff8d1e3,1YznW1N7LUe,WP_113783,0105433700045,0105433700045-0101,INSTALL_COMPLETED,RENTAL,0105433700045
,Y,,1,,,,2024-12-02 08:05:31.342000 +00:00,2024-12-03 07:17:04.901000 +00:00,100117331267308334,1001173312673083341337735,0105433700044-0101-N0000A,,CollectOrder,orderId,175c46a05756a0553332088df56bb7ed,1YznVqz3WH6,WP_113637,0105433700044,0105433700044-0101,WORK_IN_PROGRESS,RENTAL,0105433700044
,Y,,1,,,,2024-12-02 08:05:29.191000 +00:00,2024-12-03 13:11:33.621000 +00:00,100117331267285013,1001173312672850131982410,0105433700043-0101-30000A,,CollectOrder,orderId,916b9d62f5f75f57f1ad9b36b7a29f50,1YznVgxWthU,WP_113713,0105433700043,0105433700043-0101,INSTALL_COMPLETED,RENTAL,0105433700043
,Y,,1,,,,2024-12-02 08:05:27.214000 +00:00,2024-12-03 13:11:39.114000 +00:00,100117331267265854,1001173312672658541291239,0105433700042-0101-30000A,,CollectOrder,orderId,21042f3aa5e1c0f8cb9db63be620396b,1YznVXuoDNA,WP_113780,0105433700042,0105433700042-0101,INSTALL_COMPLETED,RENTAL,0105433700042
,Y,,1,,,,2024-12-02 08:05:25.069000 +00:00,2024-12-03 13:11:44.591000 +00:00,100117331267246654,1001173312672466541676113,0105433700041-0101-30000A,,CollectOrder,orderId,d97c281de2f0575f84a25a3e6388f187,1YznVO8KKgK,WP_113792,0105433700041,0105433700041-0101,INSTALL_COMPLETED,RENTAL,0105433700041
,Y,,1,,,,2024-12-02 08:05:22.813000 +00:00,2024-12-03 13:11:50.108000 +00:00,100117331267224130,1001173312672241301694281,0105433700040-0101-N0000A,,CollectOrder,orderId,c9027702f109d361c7c3bb75334d7e3c,1YznVDxbdRq,WP_113627,0105433700040,0105433700040-0101,INSTALL_COMPLETED,RENTAL,0105433700040
,Y,,1,,,,2024-12-02 08:05:20.885000 +00:00,2024-12-03 13:11:57.653000 +00:00,100117331267205212,1001173312672052121462639,0105433700038-0101-50000A,,CollectOrder,orderId,70ce2f0330211e48d91a69ce9dd42386,1YznV52pinp,WP_113637,0105433700038,0105433700038-0101,INSTALL_COMPLETED,RENTAL,0105433700038
,Y,,1,,,,2024-12-02 08:05:18.671000 +00:00,2024-12-03 13:12:04.914000 +00:00,100117331267182721,1001173312671827211940522,0105433700037-0101-N0000A,,CollectOrder,orderId,e14c20c630560fe1d772e313f5bd89e1,1YznUuz2J7R,WP_113792,0105433700037,0105433700037-0101,INSTALL_COMPLETED,RENTAL,0105433700037
,Y,,1,,,,2024-12-02 03:10:21.554000 +00:00,2024-12-06 09:04:04.494000 +00:00,G-241202-000004,S-241202-000003,,,CollectOrder,orderId,0d9cebfd061b066ed1063f4ba8e9eb9b,1YzSQ6RNpCt,WP_113627,0105433700010,0105433700010-0102,BOOKING_CONFIRMED,ONETIME,0105433700010
,Y,,1,,,,2024-12-02 08:05:16.634000 +00:00,2024-12-03 13:12:10.355000 +00:00,100117331267161670,1001173312671616701821956,0105433700036-0101-70000A,,CollectOrder,orderId,57fa010f4f18382b1f4b620030d98c35,1YznUlf05yx,WP_113819,0105433700036,0105433700036-0101,INSTALL_COMPLETED,RENTAL,0105433700036
,Y,,1,,,,2024-12-02 08:05:14.464000 +00:00,2024-12-03 06:26:03.194000 +00:00,100117331267140901,1001173312671409011723609,0105433700035-0101-N0000A,,CollectOrder,orderId,e2f7bb42c337eb0234118df830ffbbd8,1YznUbj9RrA,WP_113729,0105433700035,0105433700035-0101,ORDER_ON_HOLD,RENTAL,0105433700035
,Y,,1,,,,2024-12-02 08:05:12.157000 +00:00,2024-12-03 06:04:10.433000 +00:00,100117331267115072,1001173312671150721875710,0105433700034-0101-N0000A,,CollectOrder,orderId,adfbeb0d7eaa19b89b1c06ec2251c4d5,1YznURDzdJc,WP_113819,0105433700034,0105433700034-0101,ORDER_ON_HOLD,RENTAL,0105433700034
,Y,,1,,,,2024-12-02 08:05:09.782000 +00:00,2024-12-03 13:12:15.693000 +00:00,100117331267093672,1001173312670936721159648,0105433700033-0101-N0000A,,CollectOrder,orderId,d806ea1a95ead3ee4901699da0cd0d94,1YznUGHrvXZ,WP_113786,0105433700033,0105433700033-0101,INSTALL_COMPLETED,RENTAL,0105433700033
,Y,,1,,,,2024-12-02 08:05:07.969000 +00:00,2024-12-03 06:09:04.162000 +00:00,100117331267075794,1001173312670757941420731,0105433700032-0101-30000A,,CollectOrder,orderId,2d496a1242f93f828f3c483a47527968,1YznU7qRcik,WP_113783,0105433700032,0105433700032-0101,ORDER_ON_HOLD,RENTAL,0105433700032
,Y,,1,,,,2024-12-02 08:05:05.764000 +00:00,2024-12-03 13:12:23.119000 +00:00,100117331267051314,1001173312670513141469555,0105433700031-0101-70000A,,CollectOrder,orderId,0d00b8a3d1c76f126cfd10f10f962061,1YznTy796ri,WP_113637,0105433700031,0105433700031-0101,INSTALL_COMPLETED,RENTAL,0105433700031
,Y,,1,,,,2024-12-02 08:05:03.714000 +00:00,2024-12-03 13:12:30.685000 +00:00,100117331267030214,1001173312670302141805296,0105433700030-0101-30000A,,CollectOrder,orderId,4445b3c799792691c05d9dbca1e26c57,1YznToNOJ9v,WP_113727,0105433700030,0105433700030-0101,INSTALL_COMPLETED,RENTAL,0105433700030
,Y,,1,,,,2024-12-02 08:05:00.562000 +00:00,2024-12-03 13:12:36.027000 +00:00,100117331266988931,1001173312669889311741778,0105433700029-0101-30000A,,CollectOrder,orderId,ff63e77c87067ddbd33b86ed7cb01620,1YznTZsiHJs,WP_113793,0105433700029,0105433700029-0101,INSTALL_COMPLETED,RENTAL,0105433700029
,Y,,1,,,,2024-12-02 08:03:55.323000 +00:00,2024-12-02 08:03:55.849000 +00:00,G-241202-000033,S-241202-000027,,,CollectOrder,orderId,023608cb77722dcb5ad7bd0aa4f6f463,1YznOkyohha,WP_113627,0105433700027,0105433700027-0102,BOOKING_SCHEDULED,ONETIME,0105433700027
,Y,,1,,,,2024-12-02 08:03:55.323000 +00:00,2024-12-02 08:03:56.203000 +00:00,G-241202-000033,S-241202-000028,,,CollectOrder,orderId,43ec8bd84d48cb5a2d9207964e9e65ff,1YznOnYLGpU,WP_113627,0105433700027,0105433700027-0202,BOOKING_SCHEDULED,ONETIME,0105433700027
,Y,,1,,,,2024-12-02 08:00:22.960000 +00:00,2024-12-02 08:00:25.030000 +00:00,G-241202-000030,S-241202-000014,,,CollectOrder,orderId,79180e38a0d7180e7efb18b930a66eef,1Yzn94x0gIk,WP_113725,0105433700025,0105433700025-0102,SUSPENDED,ONETIME,0105433700025
,Y,,1,,,,2024-12-02 08:00:22.960000 +00:00,2024-12-02 08:00:26.500000 +00:00,G-241202-000030,S-241202-000015,,,CollectOrder,orderId,75d975d51b53678ddb61338ab05afcef,1Yzn9EMKMdT,WP_113725,0105433700025,0105433700025-0202,SUSPENDED,ONETIME,0105433700025
,Y,,1,,,,2024-12-02 08:00:22.960000 +00:00,2024-12-02 08:00:28.144000 +00:00,G-241202-000030,S-241202-000022,,,CollectOrder,orderId,b36e698da67f0dd4ed82c1bd86f82e06,1Yzn9KyD8Ul,WPP_1237716,0105433700025,0105433700025-0302,SUSPENDED,ONETIME,0105433700025
,Y,,1,,,,2024-12-02 08:00:22.960000 +00:00,2024-12-02 08:00:29.319000 +00:00,G-241202-000030,S-241202-000023,,,CollectOrder,orderId,1ad35851f52eb028ab3624c9461e8e7d,1Yzn9Sbg3UU,WPP_1237716,0105433700025,0105433700025-0402,SUSPENDED,ONETIME,0105433700025
,Y,,1,,,,2024-12-02 08:00:22.960000 +00:00,2024-12-02 08:00:31.497000 +00:00,G-241202-000030,S-241202-000024,,,CollectOrder,orderId,06bf53b0814fd6e3ae3ff4d9dd066e84,1Yzn9Xu5x1Z,WPP_1237716,0105433700025,0105433700025-0502,SUSPENDED,ONETIME,0105433700025
,Y,,1,,,,2024-12-02 08:00:22.960000 +00:00,2024-12-02 08:00:32.287000 +00:00,G-241202-000030,S-241202-000025,,,CollectOrder,orderId,c6e66af66b8880178a3b736aab27f93c,1Yzn9hrTUyC,WP_113637,0105433700025,0105433700025-0602,SUSPENDED,ONETIME,0105433700025
,Y,,1,,,,2024-12-02 07:12:03.670000 +00:00,2024-12-02 07:12:04.291000 +00:00,G-241202-000031,S-241202-000016,,,CollectOrder,orderId,fd6922ff9b7e104aabd2dd16e3ccfc97,1Yzjgz9yYkH,WP_113725,0105433700024,0105433700024-0102,BOOKING_SCHEDULED,ONETIME,0105433700024
,Y,,1,,,,2024-12-02 07:12:03.670000 +00:00,2024-12-02 07:12:04.681000 +00:00,G-241202-000031,S-241202-000017,,,CollectOrder,orderId,44dc7f1435822c60bdeb12e82c6951a3,1Yzjh23ee7P,WP_113627,0105433700024,0105433700024-0202,BOOKING_SCHEDULED,ONETIME,0105433700024
,Y,,1,,,,2024-12-02 07:12:03.670000 +00:00,2024-12-02 07:12:06.651000 +00:00,G-241202-000031,S-241202-000018,,,CollectOrder,orderId,a78316eaa6c6ddac0ccf517612149220,1Yzjh3locns,WP_113627,0105433700024,0105433700024-0302,SUSPENDED,ONETIME,0105433700024
,Y,,1,,,,2024-12-02 07:12:03.670000 +00:00,2024-12-02 07:12:08.346000 +00:00,G-241202-000031,S-241202-000019,,,CollectOrder,orderId,1149cc4c3e58d40630c427841f907534,1YzjhCem2JT,WP_113637,0105433700024,0105433700024-0402,SUSPENDED,ONETIME,0105433700024
,Y,,1,,,,2024-12-02 07:12:03.670000 +00:00,2024-12-02 07:12:09.775000 +00:00,G-241202-000031,S-241202-000020,,,CollectOrder,orderId,69c36fa166f1674b668d984abd094716,1YzjhKPu7pM,WP_113637,0105433700024,0105433700024-0502,SUSPENDED,ONETIME,0105433700024
,Y,,1,,,,2024-12-02 07:12:03.670000 +00:00,2024-12-02 07:12:11.536000 +00:00,G-241202-000031,S-241202-000021,,,CollectOrder,orderId,6aa2d7e63ccd4f3d6e80be980eb6e31f,1YzjhR0Mu2h,WP_113637,0105433700024,0105433700024-0602,SUSPENDED,ONETIME,0105433700024
,Y,,1,,,,2024-12-02 04:42:49.644000 +00:00,2024-12-06 07:27:57.444000 +00:00,G-241202-000023,S-241202-000012,,,CollectOrder,orderId,33df413111d1741be9d9216428d4808d,1YzZ1nL4CkJ,WP_113637,0105433700020,0105433700020-0102,ORDER_ON_HOLD,ONETIME,0105433700020
,Y,,1,,,,2024-12-02 04:42:48.916000 +00:00,2024-12-06 07:53:19.731000 +00:00,G-241202-000022,S-241202-000011,,,CollectOrder,orderId,5a42b65d60fc109547e8eb6a42f180a6,1YzZ1jlwgO3,WP_113637,0105433700019,0105433700019-0102,CANCELLATION_COMPLETED,ONETIME,0105433700019
,Y,,1,,,,2024-12-02 04:36:08.244000 +00:00,2024-12-02 04:36:08.898000 +00:00,G-241202-000008,S-241202-000008,0105433700018-0101-30000A,,CollectOrder,orderId,0482f2ad4f8442c69aae693aac668d60,1YzYY9b8vb4,WP_113820,0105433700018,0105433700018-0101,BOOKING_SCHEDULED,RENTAL,0105433700018
,Y,,1,,,,2024-12-02 04:29:40.123000 +00:00,2024-12-03 04:08:37.599000 +00:00,G-241202-000012,S-241202-000010,0105433700016-0101-30000A,,CollectOrder,orderId,a9ebb943b76854f11c5f076058c67e32,1YzY5Ui1Amo,WP_113627,0105433700016,0105433700016-0101,BOOKING_SCHEDULED,RENTAL,0105433700016
,Y,,1,,,,2024-12-02 04:24:50.171000 +00:00,2024-12-02 04:24:50.639000 +00:00,G-241202-000006,S-241202-000006,,,CollectOrder,orderId,ca06261969ee96a3e88dd5720828d39d,1YzXk52Ivwn,WP_113786,0105433700013,0105433700013-0102,BOOKING_SCHEDULED,ONETIME,0105433700013
,Y,,1,,,,2024-12-02 04:24:50.171000 +00:00,2024-12-02 04:24:51.024000 +00:00,G-241202-000006,S-241202-000007,,,CollectOrder,orderId,4d901989a1aae218b58f20bc2783ed94,1YzXk7Dhb1t,WP_113786,0105433700013,0105433700013-0202,BOOKING_SCHEDULED,ONETIME,0105433700013
,Y,,1,,,,2024-12-02 04:24:50.171000 +00:00,2024-12-02 04:24:51.424000 +00:00,G-241202-000006,S-241202-000008,,,CollectOrder,orderId,828ae3e1abc4c287f3d34ccde3154b4d,1YzXk92fwpz,WP_113786,0105433700013,0105433700013-0302,BOOKING_SCHEDULED,ONETIME,0105433700013
,Y,,1,,,,2024-12-02 04:24:50.171000 +00:00,2024-12-02 04:24:51.789000 +00:00,G-241202-000006,S-241202-000009,,,CollectOrder,orderId,49dbb7c40fa030749207146b41c80d39,1YzXkApwhrn,WP_113637,0105433700013,0105433700013-0402,BOOKING_SCHEDULED,ONETIME,0105433700013
,Y,,1,,,,2024-12-02 04:06:53.000000 +00:00,2024-12-02 04:10:05.061000 +00:00,G-241202-000006,S-241202-000006,0105433700012-0101-70000A,,CollectOrder,orderId,f6c7b754b82c3df2890bf2bc5bd89467,1YzWSXpQeID,WP_113782,0105433700012,0105433700012-0101,BOOKING_SCHEDULED,RENTAL,0105433700012
,Y,,1,,,,2024-12-02 03:47:00.706000 +00:00,2024-12-06 09:04:04.825000 +00:00,G-241202-000005,S-241202-000005,0105433700011-0101-30000A,,CollectOrder,orderId,e6832e46a8c3951f75051c99b24ee759,1YzV2V0quqQ,WP_113627,0105433700011,0105433700011-0101,BOOKING_CONFIRMED,RENTAL,0105433700011
,Y,,1,,,,2024-12-02 03:10:21.554000 +00:00,2024-12-06 09:04:04.906000 +00:00,G-241202-000004,S-241202-000004,,,CollectOrder,orderId,58fdf9747fbf257cc7869786d194e130,1YzSQ9KmJR0,WP_113627,0105433700010,0105433700010-0202,BOOKING_CONFIRMED,ONETIME,0105433700010
,Y,,1,,,,2024-12-02 03:01:21.366000 +00:00,2024-12-04 09:05:03.023000 +00:00,G-241202-000003,S-241202-000002,,,CollectOrder,orderId,19311cd46caa786c29face0bb3090b7c,1YzRmDHX5SG,WP_113627,0105433700009,0105433700009-0102,BOOKING_CONFIRMED,ONETIME,0105433700009
,Y,,1,,,,2024-12-02 02:56:06.163000 +00:00,2024-12-04 06:44:42.201000 +00:00,G-241202-000002,S-241202-000001,0105433700008-0101-70000A,,CollectOrder,orderId,739a7b4b46cf0541ea58e4403a76ba03,1YzROwrcJgg,WP_113627,0105433700008,0105433700008-0101,BOOKING_SCHEDULED,RENTAL,0105433700008
,Y,,1,,,,2024-12-02 02:06:45.545000 +00:00,2024-12-03 13:12:47.817000 +00:00,G-241202-000005,S-241202-000005,0105433700007-0101-30000A,,CollectOrder,orderId,065efcd6f832f52fa460c4d740550345,1YzNsK5cqb8,WP_113725,0105433700007,0105433700007-0101,INSTALL_COMPLETED,RENTAL,0105433700007
,Y,,1,,,,2024-12-02 02:06:12.942000 +00:00,2024-12-02 02:06:13.773000 +00:00,G-241202-000004,S-241202-000004,0105433700006-0101-30000A,,CollectOrder,orderId,92c2a2bb6e8d564ea1ccfbeb8edbb61b,1YzNpukEj2z,WP_113727,0105433700006,0105433700006-0101,BOOKING_SCHEDULED,RENTAL,0105433700006
,Y,,1,,,,2024-12-02 01:22:20.550000 +00:00,2024-12-02 01:22:21.419000 +00:00,G-241202-000002,S-241202-000002,0105433700002-0101-30000A,,CollectOrder,orderId,03dd60c197ea6db366f883e3cc3bea89,1YzKhX66qbp,WP_113782,0105433700002,0105433700002-0101,BOOKING_SCHEDULED,RENTAL,0105433700002
,Y,,1,,,,2024-12-02 01:09:52.558000 +00:00,2024-12-02 01:09:53.227000 +00:00,G-241202-000001,S-241202-000001,,,CollectOrder,orderId,1654fb64c7208a7158c46e8d683268a6,1YzJoIKieNq,WP_113785,0105433700001,0105433700001-0102,BOOKING_SCHEDULED,ONETIME,0105433700001
,Y,,1,,,,2024-11-29 08:28:27.919000 +00:00,2024-12-01 09:04:58.491000 +00:00,100117328689074701,1001173286890747011344053,0105433400060-0101-N0000A,,CollectOrder,orderId,179b57b796b2cd896a6fd29e313bac41,1YuqRNcIMlk,WP_113729,0105433400060,0105433400060-0101,BOOKING_CONFIRMED,RENTAL,0105433400060
,Y,,1,,,,2024-11-29 08:28:24.244000 +00:00,2024-12-01 09:04:57.047000 +00:00,100117328689027622,1001173286890276221607923,0105433400059-0101-30000A,,CollectOrder,orderId,cc70a9dbf4832243b6fdf09496713e0b,1YuqR6hSX7f,WP_113713,0105433400059,0105433400059-0101,BOOKING_CONFIRMED,RENTAL,0105433400059
,Y,,1,,,,2024-11-29 08:28:21.262000 +00:00,2024-12-01 09:04:58.267000 +00:00,100117328689005412,1001173286890054121263297,0105433400058-0101-N0000A,,CollectOrder,orderId,a9980f35203fac9ce0ce28cb1a129148,1YuqQt9vyOV,WP_113785,0105433400058,0105433400058-0101,BOOKING_CONFIRMED,RENTAL,0105433400058
,Y,,1,,,,2024-11-29 08:28:19.130000 +00:00,2024-12-01 09:04:56.802000 +00:00,100117328688982794,1001173286889827941298724,0105433400057-0101-N0000A,,CollectOrder,orderId,4e40da370a476c8cc455aea0c6a3f8ba,1YuqQjRJZ6D,WP_113792,0105433400057,0105433400057-0101,BOOKING_CONFIRMED,RENTAL,0105433400057
,Y,,1,,,,2024-11-29 08:28:16.768000 +00:00,2024-12-01 09:04:57.919000 +00:00,100117328688932852,1001173286889328521142360,0105433400056-0101-N0000A,,CollectOrder,orderId,8ccdd0413854f6d5d4aa8e7d7f7abb20,1YuqQYaTKgK,WP_113785,0105433400056,0105433400056-0101,BOOKING_CONFIRMED,RENTAL,0105433400056
,Y,,1,,,,2024-11-29 08:28:12.106000 +00:00,2024-12-01 09:04:56.582000 +00:00,100117328688910404,1001173286889104041898761,0105433400055-0101-30000A,,CollectOrder,orderId,2a88786eaa04630156c643ba72727809,1YuqQD0V9dB,WP_113725,0105433400055,0105433400055-0101,BOOKING_CONFIRMED,RENTAL,0105433400055
,Y,,1,,,,2024-11-29 08:28:09.672000 +00:00,2024-12-02 04:20:55.772000 +00:00,100117328688869512,1001173286888695121965490,0105433400054-0101-30000A,,CollectOrder,orderId,d7839917364cf1aa94b7f3682b3ffd52,1YuqQ1wbN6y,WP_113637,0105433400054,0105433400054-0101,ORDER_ON_HOLD,RENTAL,0105433400054
,Y,,1,,,,2024-11-29 08:28:05.443000 +00:00,2024-12-01 09:04:55.952000 +00:00,100117328688846333,1001173286888463331684620,0105433400053-0101-N0000A,,CollectOrder,orderId,d0a8ee6514b6b723f70870523c688060,1YuqPijNoJ2,WP_113816,0105433400053,0105433400053-0101,BOOKING_CONFIRMED,RENTAL,0105433400053
,Y,,1,,,,2024-11-29 08:28:02.870000 +00:00,2024-12-02 04:40:11.339000 +00:00,100117328688824290,1001173286888242901925252,0105433400052-0101-70000A,,CollectOrder,orderId,d311d5e16dd92960ccb2114c721df447,1YuqPWwB7D9,WP_113819,0105433400052,0105433400052-0101,ORDER_ON_HOLD,RENTAL,0105433400052
,Y,,1,,,,2024-11-29 08:28:01.199000 +00:00,2024-12-01 09:04:56.091000 +00:00,100117328688797322,1001173286887973221039071,0105433400051-0101-30000A,,CollectOrder,orderId,fecc7b5f35d0c6fd7385b9e1e7ce16c0,1YuqPP4EeaY,WP_113729,0105433400051,0105433400051-0101,BOOKING_CONFIRMED,RENTAL,0105433400051
,Y,,1,,,,2024-11-29 08:27:58.402000 +00:00,2024-12-01 09:04:57.220000 +00:00,100117328688779171,1001173286887791711755220,0105433400050-0101-30000A,,CollectOrder,orderId,34c88fed230f191204417d5362ec8501,1YuqPCJJIp0,WP_113785,0105433400050,0105433400050-0101,BOOKING_CONFIRMED,RENTAL,0105433400050
,Y,,1,,,,2024-11-29 08:27:56.084000 +00:00,2024-12-02 04:18:53.868000 +00:00,100117328688743554,1001173286887435541244928,0105433400049-0101-70000A,,CollectOrder,orderId,b246e6ffaaa1b724afe92a09057eabae,1YuqP1zn2cU,WP_113729,0105433400049,0105433400049-0101,ORDER_ON_HOLD,RENTAL,0105433400049
,Y,,1,,,,2024-11-29 08:27:52.379000 +00:00,2024-12-02 05:57:27.805000 +00:00,100117328688715334,1001173286887153341619209,0105433400048-0101-50000A,,CollectOrder,orderId,ef419b8515a89c79c3ce497b357cd845,1YuqOkr9lwr,WP_113793,0105433400048,0105433400048-0101,ORDER_ON_HOLD,RENTAL,0105433400048
,Y,,1,,,,2024-11-29 08:27:49.914000 +00:00,2024-12-01 09:05:01.199000 +00:00,100117328688684882,1001173286886848821944723,0105433400047-0101-N0000A,,CollectOrder,orderId,1c6868de6d66ca8016e2dc62ad08e4b1,1YuqOZi9CsQ,WP_113784,0105433400047,0105433400047-0101,BOOKING_CONFIRMED,RENTAL,0105433400047
,Y,,1,,,,2024-11-29 08:27:46.865000 +00:00,2024-12-02 07:24:15.028000 +00:00,100117328688663764,1001173286886637641580999,0105433400046-0101-50000A,,CollectOrder,orderId,83c198795326884de20d869d2e99f181,1YuqOLbsgEB,WP_113713,0105433400046,0105433400046-0101,ORDER_ON_HOLD,RENTAL,0105433400046
,Y,,1,,,,2024-11-29 08:27:45.071000 +00:00,2024-12-01 09:04:59.193000 +00:00,100117328688640413,1001173286886404131268290,0105433400045-0101-30000A,,CollectOrder,orderId,222f3931d775d7f7d2232fefdf29fda6,1YuqODKmpOz,WP_113729,0105433400045,0105433400045-0101,BOOKING_CONFIRMED,RENTAL,0105433400045
,Y,,1,,,,2024-11-29 08:27:42.674000 +00:00,2024-12-01 09:05:00.603000 +00:00,100117328688622463,1001173286886224631249913,0105433400044-0101-30000A,,CollectOrder,orderId,b27d950d5e83643392806599dfcd5e86,1YuqO2MOKTB,WP_113784,0105433400044,0105433400044-0101,BOOKING_CONFIRMED,RENTAL,0105433400044
,Y,,1,,,,2024-11-29 08:27:40.861000 +00:00,2024-12-01 09:04:58.653000 +00:00,100117328688603650,1001173286886036501720107,0105433400043-0101-30000A,,CollectOrder,orderId,f87748c2aed55521661f234c9cea78f4,1YuqNu9cEuD,WP_113725,0105433400043,0105433400043-0101,BOOKING_CONFIRMED,RENTAL,0105433400043
,Y,,1,,,,2024-11-29 08:27:38.774000 +00:00,2024-12-02 07:25:22.353000 +00:00,100117328688580484,1001173286885804841980929,0105433400042-0101-70000A,,CollectOrder,orderId,7cce823ec411f13e6686517a43c08a9b,1YuqNkjqGfX,WP_113729,0105433400042,0105433400042-0101,ORDER_ON_HOLD,RENTAL,0105433400042
,Y,,1,,,,2024-11-29 08:27:36.275000 +00:00,2024-12-01 09:04:59.533000 +00:00,100117328688557884,1001173286885578841271639,0105433400041-0101-50000A,,CollectOrder,orderId,f8165ad149efc7164314830e5549a362,1YuqNZmkr3q,WP_113819,0105433400041,0105433400041-0101,BOOKING_CONFIRMED,RENTAL,0105433400041
,Y,,1,,,,2024-11-29 08:27:34.239000 +00:00,2024-12-01 09:05:00.159000 +00:00,100117328688536174,1001173286885361741109684,0105433400040-0101-50000A,,CollectOrder,orderId,73a8044ed4139b3dc0c59a838f25aa70,1YuqNPzhm9j,WP_113786,0105433400040,0105433400040-0101,BOOKING_CONFIRMED,RENTAL,0105433400040
,Y,,1,,,,2024-11-29 08:27:31.966000 +00:00,2024-12-01 09:04:58.534000 +00:00,100117328688512610,1001173286885126101075328,0105433400039-0101-30000A,,CollectOrder,orderId,0a83cf16062ec70c6f19e952f2a0282b,1YuqNFK2nvo,WP_113793,0105433400039,0105433400039-0101,BOOKING_CONFIRMED,RENTAL,0105433400039
,Y,,1,,,,2024-11-29 08:27:29.455000 +00:00,2024-12-02 07:58:39.487000 +00:00,100117328688475203,1001173286884752031708347,0105433400038-0101-50000A,,CollectOrder,orderId,32ef5f40d986a719eb9727372f437a12,1YuqN40oh9D,WP_113713,0105433400038,0105433400038-0101,ORDER_ON_HOLD,RENTAL,0105433400038
,Y,,1,,,,2024-11-29 08:27:24.547000 +00:00,2024-12-01 09:04:58.041000 +00:00,100117328688414643,1001173286884146431469742,0105433400037-0101-50000A,,CollectOrder,orderId,19a2a2966f35bb931cb8b8dcb574ad42,1YuqMhZCJko,WP_113729,0105433400037,0105433400037-0101,BOOKING_CONFIRMED,RENTAL,0105433400037
,Y,,1,,,,2024-11-29 08:02:03.002000 +00:00,2024-11-29 08:02:04.696000 +00:00,G-241129-000025,S-241129-000015,0105433400033-0101-30000A,,CollectOrder,orderId,51d2c34da0064148417b59bb230adfcc,1YuoYLXRtb2,WP_113637,0105433400033,0105433400033-0101,BOOKING_SCHEDULED,RENTAL,0105433400033
,Y,,1,,,,2024-11-29 07:25:53.964000 +00:00,2024-12-04 09:56:54.465000 +00:00,G-241129-000021,S-241129-000014,0105433400032-0101-N0000A,,CollectOrder,orderId,2c5adfb6342e6f2c36c3bf6ff069158d,1YulyBSoHhv,WP_113637,0105433400032,0105433400032-0101,ORDER_ON_HOLD,RENTAL,0105433400032
,Y,,1,,,,2024-11-29 07:22:55.903000 +00:00,2024-11-29 07:22:57.796000 +00:00,G-241129-000020,S-241129-000013,,,CollectOrder,orderId,4366cd610ec99e65853afea935719d51,1Yull7pQvyV,WP_113637,0105433400031,0105433400031-0202,BOOKING_SCHEDULED,ONETIME,0105433400031
