hash_code,create_time,update_time,is_active,entity,field,value,discount_price,item_price,prepaid_amount,tax,currency
154ad3d251d56665f9ed371bbe663cbc,2024-12-06 14:06:01.610094 +00:00,2024-12-06 14:06:01.610095 +00:00,Y,CollectChargeItem,order_item_id,0105433300175-0101,0.0000,0.0000,0.0000,,USD
2938a6e2123cd52fab6c48d7bf008183,2024-12-06 14:06:01.610305 +00:00,2024-12-06 14:06:01.610306 +00:00,Y,CollectChargeItem,order_item_id,0105433300175-0201,0.0000,0.0000,0.0000,,USD
a459108abfbbdaf7c510d6cfee7c86e7,2024-12-06 14:06:01.610494 +00:00,2024-12-06 14:06:01.610495 +00:00,Y,CollectChargeItem,order_item_id,0105433300175-0301,0.0000,0.0000,0.0000,,USD
f21351df9e44eea470bb9bda40ddf837,2024-12-06 14:06:01.610667 +00:00,2024-12-06 14:06:01.610668 +00:00,Y,CollectChargeItem,order_item_id,0105433300171-0101,0.0000,0.0000,0.0000,,USD
3af6c1ea7da6d9daea9d882fe67f2039,2024-12-06 14:06:01.610832 +00:00,2024-12-06 14:06:01.610833 +00:00,Y,CollectChargeItem,order_item_id,0105433300170-0101,0.0000,0.0000,0.0000,,USD
5104df903d42f6bd251e88b52ea60f63,2024-12-06 14:06:01.611042 +00:00,2024-12-06 14:06:01.611043 +00:00,Y,CollectChargeItem,order_item_id,0105433300169-0101,0.0000,0.0000,0.0000,,USD
8e0e04eaa6fe81f54b2b9371caaddf84,2024-12-06 14:06:01.611206 +00:00,2024-12-06 14:06:01.611207 +00:00,Y,CollectChargeItem,order_item_id,0105433300168-0101,0.0000,0.0000,0.0000,,USD
edaffb5db43c7abb129a442104a0b5b7,2024-12-06 14:06:01.611363 +00:00,2024-12-06 14:06:01.611365 +00:00,Y,CollectChargeItem,order_item_id,0105433300167-0101,0.0000,0.0000,0.0000,,USD
fed4f02fba75978edc1286a8f91cb60b,2024-12-06 14:06:01.611523 +00:00,2024-12-06 14:06:01.611524 +00:00,Y,CollectChargeItem,order_item_id,0105433300166-0101,0.0000,0.0000,0.0000,,USD
7fbaf2259126912eb3e22ca67ed09a2c,2024-12-06 14:06:01.611680 +00:00,2024-12-06 14:06:01.611681 +00:00,Y,CollectChargeItem,order_item_id,0105433300165-0101,0.0000,0.0000,0.0000,,USD
47591bbfe655a763e2eb75e0e0a30cf0,2024-12-06 14:06:01.611834 +00:00,2024-12-06 14:06:01.611835 +00:00,Y,CollectChargeItem,order_item_id,0105433300164-0101,0.0000,0.0000,0.0000,,USD
9382e0d3d60a9be38e98c33249ca81ae,2024-12-06 14:06:01.612019 +00:00,2024-12-06 14:06:01.612020 +00:00,Y,CollectChargeItem,order_item_id,0105433300163-0101,0.0000,0.0000,0.0000,,USD
5e315b7f331b578805a086058e734178,2024-12-06 14:06:01.612204 +00:00,2024-12-06 14:06:01.612205 +00:00,Y,CollectChargeItem,order_item_id,0105433300162-0101,0.0000,0.0000,0.0000,,USD
84c89dae5dbdc83aaa4a6dad1e7dd1c3,2024-12-06 14:06:01.612362 +00:00,2024-12-06 14:06:01.612363 +00:00,Y,CollectChargeItem,order_item_id,0105433300161-0101,0.0000,0.0000,0.0000,,USD
637312e36000050073ad7f16529aaf61,2024-12-06 14:06:01.612539 +00:00,2024-12-06 14:06:01.612540 +00:00,Y,CollectChargeItem,order_item_id,0105433300160-0101,0.0000,0.0000,0.0000,,USD
509693cbdeeea61b5b1391e2554fcf59,2024-12-06 14:06:01.612702 +00:00,2024-12-06 14:06:01.612703 +00:00,Y,CollectChargeItem,order_item_id,0105433300159-0101,0.0000,0.0000,0.0000,,USD
3dfb53fb0a5ee4779b335abb731cce24,2024-12-06 14:06:01.612856 +00:00,2024-12-06 14:06:01.612857 +00:00,Y,CollectChargeItem,order_item_id,0105433300158-0101,0.0000,0.0000,0.0000,,USD
5c159cd4047d2223e16dc4577cb45cfb,2024-12-06 14:06:01.613107 +00:00,2024-12-06 14:06:01.613109 +00:00,Y,CollectChargeItem,order_item_id,0105433300157-0101,0.0000,0.0000,0.0000,,USD
832b6eb90b62c9871fbd7600dc68a8ca,2024-12-06 14:06:01.613283 +00:00,2024-12-06 14:06:01.613284 +00:00,Y,CollectChargeItem,order_item_id,0105433300156-0101,0.0000,0.0000,0.0000,,USD
17044f9e3ec70f5f5fa26b8df606a1bb,2024-12-06 14:06:01.613445 +00:00,2024-12-06 14:06:01.613446 +00:00,Y,CollectChargeItem,order_item_id,0105433300155-0101,0.0000,0.0000,0.0000,,USD
5b18e4af168b5af8615d07d839c70082,2024-12-06 14:06:01.613614 +00:00,2024-12-06 14:06:01.613615 +00:00,Y,CollectChargeItem,order_item_id,0105433300154-0101,0.0000,0.0000,0.0000,,USD
b78f340695c7888379a0b033a6c92cf3,2024-12-06 14:06:01.613771 +00:00,2024-12-06 14:06:01.613772 +00:00,Y,CollectChargeItem,order_item_id,0105433300153-0101,0.0000,0.0000,0.0000,,USD
d7186643ada054d7325a2d56ca0f2dbb,2024-12-06 14:06:01.613924 +00:00,2024-12-06 14:06:01.613925 +00:00,Y,CollectChargeItem,order_item_id,0105433300152-0101,0.0000,0.0000,0.0000,,USD
615ca52c375f85ed286fb9bad2d4102e,2024-12-06 14:06:01.614101 +00:00,2024-12-06 14:06:01.614102 +00:00,Y,CollectChargeItem,order_item_id,0105433300151-0101,0.0000,0.0000,0.0000,,USD
8bdc69a7b5307d4d4e35a07380448f7e,2024-12-06 14:06:01.614262 +00:00,2024-12-06 14:06:01.614263 +00:00,Y,CollectChargeItem,order_item_id,0105433300150-0101,0.0000,0.0000,0.0000,,USD
56ad94c7dcc4a0607fcf1ffd7473c72d,2024-12-06 14:06:01.614426 +00:00,2024-12-06 14:06:01.614427 +00:00,Y,CollectChargeItem,order_item_id,0105433300149-0101,0.0000,0.0000,0.0000,,USD
42be8afb181922c52c7eb7ff0b413bde,2024-12-06 14:06:01.614579 +00:00,2024-12-06 14:06:01.614580 +00:00,Y,CollectChargeItem,order_item_id,0105433300148-0101,0.0000,0.0000,0.0000,,USD
fb2166d07c9da2b1c5e0b3072f7cb066,2024-12-06 14:06:01.614743 +00:00,2024-12-06 14:06:01.614744 +00:00,Y,CollectChargeItem,order_item_id,0105433300147-0101,0.0000,0.0000,0.0000,,USD
d94d6a51a6536094afb455325634ef09,2024-12-06 14:06:01.614915 +00:00,2024-12-06 14:06:01.614916 +00:00,Y,CollectChargeItem,order_item_id,0105433300146-0101,0.0000,0.0000,0.0000,,USD
8883c839d5519f7fc3a5d9d019a10629,2024-12-06 14:06:01.615112 +00:00,2024-12-06 14:06:01.615113 +00:00,Y,CollectChargeItem,order_item_id,0105433300145-0101,0.0000,0.0000,0.0000,,USD
1cc9f074fffa604206734ba276389d63,2024-12-06 14:06:01.615274 +00:00,2024-12-06 14:06:01.615275 +00:00,Y,CollectChargeItem,order_item_id,0105433300144-0101,0.0000,0.0000,0.0000,,USD
588a9e8843b70214e27f8c63a5ec4039,2024-12-06 14:06:01.615423 +00:00,2024-12-06 14:06:01.615424 +00:00,Y,CollectChargeItem,order_item_id,0105433300143-0101,0.0000,0.0000,0.0000,,USD
a8e1b8153f55b11dec459276183572c5,2024-12-06 14:06:01.615583 +00:00,2024-12-06 14:06:01.615584 +00:00,Y,CollectChargeItem,order_item_id,0105433300142-0101,0.0000,0.0000,0.0000,,USD
41c1e4587ca9a752d66d0ea1aabcbc8e,2024-12-06 14:06:01.615743 +00:00,2024-12-06 14:06:01.615744 +00:00,Y,CollectChargeItem,order_item_id,0105433300141-0101,0.0000,0.0000,0.0000,,USD
afead0f913d929ad11e69e5effb33d31,2024-12-06 14:06:01.615917 +00:00,2024-12-06 14:06:01.615919 +00:00,Y,CollectChargeItem,order_item_id,0105433300140-0101,0.0000,0.0000,0.0000,,USD
0c1deb6c55a11633a72733cf9f53217e,2024-12-06 14:06:01.616097 +00:00,2024-12-06 14:06:01.616098 +00:00,Y,CollectChargeItem,order_item_id,0105433300139-0101,0.0000,0.0000,0.0000,,USD
0d9336723dc3e6bdf03f86b09ad332ce,2024-12-06 14:06:01.616260 +00:00,2024-12-06 14:06:01.616261 +00:00,Y,CollectChargeItem,order_item_id,0105433300138-0101,0.0000,0.0000,0.0000,,USD
371838922abb260caa88aa266160d9d4,2024-12-06 14:06:01.616420 +00:00,2024-12-06 14:06:01.616421 +00:00,Y,CollectChargeItem,order_item_id,0105433300137-0101,0.0000,0.0000,0.0000,,USD
5e1104368b5a140e6a47b6f99d10765a,2024-12-06 14:06:01.616571 +00:00,2024-12-06 14:06:01.616572 +00:00,Y,CollectChargeItem,order_item_id,0105433300136-0101,0.0000,0.0000,0.0000,,USD
dd59b3a3719518a20a714a070ba4711c,2024-12-06 14:06:01.616743 +00:00,2024-12-06 14:06:01.616744 +00:00,Y,CollectChargeItem,order_item_id,0105433300135-0101,0.0000,0.0000,0.0000,,USD
901d72edf0e35e7e5e97c8c2ec4a81c5,2024-12-06 14:06:01.616909 +00:00,2024-12-06 14:06:01.616910 +00:00,Y,CollectChargeItem,order_item_id,0105433300134-0101,0.0000,0.0000,0.0000,,USD
7fe3cd3499b3d1eaf43beec95b4137e6,2024-12-06 14:06:01.617063 +00:00,2024-12-06 14:06:01.617064 +00:00,Y,CollectChargeItem,order_item_id,0105433300133-0101,0.0000,0.0000,0.0000,,USD
54cd8ebd2af980d1dc97f800f6c68331,2024-12-06 14:06:01.617250 +00:00,2024-12-06 14:06:01.617251 +00:00,Y,CollectChargeItem,order_item_id,0105433300132-0101,0.0000,0.0000,0.0000,,USD
be1859aa344ac052e5158f7ee510dafe,2024-12-06 14:06:01.617412 +00:00,2024-12-06 14:06:01.617413 +00:00,Y,CollectChargeItem,order_item_id,0105433300131-0101,0.0000,0.0000,0.0000,,USD
39b6dcc018ef05c948b98ac326e715ea,2024-12-06 14:06:01.617576 +00:00,2024-12-06 14:06:01.617577 +00:00,Y,CollectChargeItem,order_item_id,0105433300130-0101,0.0000,0.0000,0.0000,,USD
7ccc2acbe58f5ce12c097140c95e4bd4,2024-12-06 14:06:01.617738 +00:00,2024-12-06 14:06:01.617739 +00:00,Y,CollectChargeItem,order_item_id,0105433300129-0101,0.0000,0.0000,0.0000,,USD
cccdf2621d5eb13447570433ae6ffe45,2024-12-06 14:06:01.617897 +00:00,2024-12-06 14:06:01.617898 +00:00,Y,CollectChargeItem,order_item_id,0105433300128-0101,0.0000,0.0000,0.0000,,USD
e0af19310d5d3de1415d86207a5e5a03,2024-12-06 14:06:01.618100 +00:00,2024-12-06 14:06:01.618102 +00:00,Y,CollectChargeItem,order_item_id,0105433300127-0101,0.0000,0.0000,0.0000,,USD
e1faf97d03dedc6626e5d819b981c2fc,2024-12-06 14:06:01.618270 +00:00,2024-12-06 14:06:01.618271 +00:00,Y,CollectChargeItem,order_item_id,0105433300126-0101,0.0000,0.0000,0.0000,,USD
c30619db994620550960768636ecd862,2024-12-06 14:06:01.618431 +00:00,2024-12-06 14:06:01.618432 +00:00,Y,CollectChargeItem,order_item_id,0105433300125-0101,0.0000,0.0000,0.0000,,USD
0e6c14d3f6e73f14cd48660aa20cf936,2024-12-06 14:06:01.618580 +00:00,2024-12-06 14:06:01.618581 +00:00,Y,CollectChargeItem,order_item_id,0105433300124-0101,0.0000,0.0000,0.0000,,USD
3fbfd97562f2341b5a6507b703ac1f8c,2024-12-06 14:06:01.618753 +00:00,2024-12-06 14:06:01.618755 +00:00,Y,CollectChargeItem,order_item_id,0105433300123-0101,0.0000,0.0000,0.0000,,USD
7a948da8ab7c928a8609553a8d6a3285,2024-12-06 14:06:01.618917 +00:00,2024-12-06 14:06:01.618918 +00:00,Y,CollectChargeItem,order_item_id,0105433300122-0101,0.0000,0.0000,0.0000,,USD
d24cb0ebe85e0318fbf191a42bc591c3,2024-12-06 14:06:01.619084 +00:00,2024-12-06 14:06:01.619085 +00:00,Y,CollectChargeItem,order_item_id,0105433300121-0101,0.0000,0.0000,0.0000,,USD
4d319686bfe4e2ac20a20cc535fb51aa,2024-12-06 14:06:01.619249 +00:00,2024-12-06 14:06:01.619250 +00:00,Y,CollectChargeItem,order_item_id,0105433300120-0101,0.0000,0.0000,0.0000,,USD
4fe85169aef4a1a4fbe5220ab9e138ac,2024-12-06 14:06:01.619415 +00:00,2024-12-06 14:06:01.619417 +00:00,Y,CollectChargeItem,order_item_id,0105433300119-0101,0.0000,0.0000,0.0000,,USD
f0587bf878a7d2efead8871a5bd384e6,2024-12-06 14:06:01.619577 +00:00,2024-12-06 14:06:01.619579 +00:00,Y,CollectChargeItem,order_item_id,0105433300118-0101,0.0000,0.0000,0.0000,,USD
9836585849aab26e8bd2aa3c0180f05f,2024-12-06 14:06:01.619738 +00:00,2024-12-06 14:06:01.619739 +00:00,Y,CollectChargeItem,order_item_id,0105433300117-0101,0.0000,0.0000,0.0000,,USD
9cdc3ca0d1a315096a38848e1d6d1d82,2024-12-06 14:06:01.619893 +00:00,2024-12-06 14:06:01.619894 +00:00,Y,CollectChargeItem,order_item_id,0105433300116-0101,0.0000,0.0000,0.0000,,USD
78f68373c7b1faab70aa116211bc4aee,2024-12-06 14:06:01.620072 +00:00,2024-12-06 14:06:01.620073 +00:00,Y,CollectChargeItem,order_item_id,0105433300115-0101,0.0000,0.0000,0.0000,,USD
b5ee22dfcd565d65169b24e6f5f64f75,2024-12-06 14:06:01.620248 +00:00,2024-12-06 14:06:01.620250 +00:00,Y,CollectChargeItem,order_item_id,0105433300114-0101,0.0000,0.0000,0.0000,,USD
60f12fb864a415437ac6b283c93d5cd9,2024-12-06 14:06:01.620424 +00:00,2024-12-06 14:06:01.620425 +00:00,Y,CollectChargeItem,order_item_id,0105433300113-0101,0.0000,0.0000,0.0000,,USD
b0f7b9b3add540c74e34813ba016a2c3,2024-12-06 14:06:01.620582 +00:00,2024-12-06 14:06:01.620583 +00:00,Y,CollectChargeItem,order_item_id,0105433300112-0101,0.0000,0.0000,0.0000,,USD
6a61e7a34d1341dc8d81c3654296b43b,2024-12-06 14:06:01.620775 +00:00,2024-12-06 14:06:01.620776 +00:00,Y,CollectChargeItem,order_item_id,0105433300111-0101,0.0000,0.0000,0.0000,,USD
499570320b5af5b1c4adf7673d3e2a28,2024-12-06 14:06:01.620943 +00:00,2024-12-06 14:06:01.620944 +00:00,Y,CollectChargeItem,order_item_id,0105433300110-0101,0.0000,0.0000,0.0000,,USD
5ecc586f22b1c850dde89243a5bae7f9,2024-12-06 14:06:01.621137 +00:00,2024-12-06 14:06:01.621138 +00:00,Y,CollectChargeItem,order_item_id,0105433300109-0101,0.0000,0.0000,0.0000,,USD
4800ed7e80e0e9616f8b728de8a746d5,2024-12-06 14:06:01.621294 +00:00,2024-12-06 14:06:01.621295 +00:00,Y,CollectChargeItem,order_item_id,0105433300108-0101,0.0000,0.0000,0.0000,,USD
d549e5e41fb7d70dee917cf5e9143dea,2024-12-06 14:06:01.621450 +00:00,2024-12-06 14:06:01.621452 +00:00,Y,CollectChargeItem,order_item_id,0105433300107-0101,0.0000,0.0000,0.0000,,USD
4ec84d4f077dd1d8ee277c7459589d33,2024-12-06 14:06:01.621619 +00:00,2024-12-06 14:06:01.621620 +00:00,Y,CollectChargeItem,order_item_id,0105433300106-0101,0.0000,0.0000,0.0000,,USD
f56fd2ef7503be3d4f9c99627111cb7c,2024-12-06 14:06:01.621777 +00:00,2024-12-06 14:06:01.621778 +00:00,Y,CollectChargeItem,order_item_id,0105433300105-0101,0.0000,0.0000,0.0000,,USD
6c5dcc1e1e4bf2e6e6bf4fd1815c66c3,2024-12-06 14:06:01.621926 +00:00,2024-12-06 14:06:01.621927 +00:00,Y,CollectChargeItem,order_item_id,0105433300104-0101,0.0000,0.0000,0.0000,,USD
716c58de6022a138cdf27b58fd72f2b3,2024-12-06 14:06:01.622117 +00:00,2024-12-06 14:06:01.622119 +00:00,Y,CollectChargeItem,order_item_id,0105433300103-0101,0.0000,0.0000,0.0000,,USD
1878d4c3a2648032a958dad099599308,2024-12-06 14:06:01.622281 +00:00,2024-12-06 14:06:01.622282 +00:00,Y,CollectChargeItem,order_item_id,0105433300102-0101,0.0000,0.0000,0.0000,,USD
b5be29ddf35d55d6a40721eae9659fb2,2024-12-06 14:06:01.622456 +00:00,2024-12-06 14:06:01.622458 +00:00,Y,CollectChargeItem,order_item_id,0105433300101-0102,0.0000,1350.0000,0.0000,,USD
6777296319e6a7109ed52fa72cee8928,2024-12-06 14:06:01.622623 +00:00,2024-12-06 14:06:01.622624 +00:00,Y,CollectChargeItem,order_item_id,0105433300099-0102,0.0000,1350.0000,0.0000,,USD
4eb3319bd20da437ed911d1770932f2d,2024-12-06 14:06:01.622779 +00:00,2024-12-06 14:06:01.622780 +00:00,Y,CollectChargeItem,order_item_id,0105433300099-0202,0.0000,1350.0000,0.0000,,USD
ad5acb514fb3f9484d71b26d53437d25,2024-12-06 14:06:01.622937 +00:00,2024-12-06 14:06:01.622938 +00:00,Y,CollectChargeItem,order_item_id,0105433300096-0101,0.0000,0.0000,0.0000,,USD
29f415a7dcc8669716ffd3c7304bdf18,2024-12-06 14:06:01.623117 +00:00,2024-12-06 14:06:01.623118 +00:00,Y,CollectChargeItem,order_item_id,0105433300095-0102,0.0000,1520.0000,0.0000,,USD
03768f3338e777820d8c366c777829fe,2024-12-06 14:06:01.623264 +00:00,2024-12-06 14:06:01.623265 +00:00,Y,CollectChargeItem,order_item_id,0105433300094-0101,0.0000,0.0000,0.0000,,USD
a7d5b81e6f5161d7e227533f63fc3216,2024-12-06 14:06:01.623407 +00:00,2024-12-06 14:06:01.623409 +00:00,Y,CollectChargeItem,order_item_id,0105433300093-0102,0.0000,1350.0000,0.0000,,USD
2f1b6655d2880adf388e6124ea8457ce,2024-12-06 14:06:01.623568 +00:00,2024-12-06 14:06:01.623569 +00:00,Y,CollectChargeItem,order_item_id,0105433300090-0102,0.0000,2030.0000,0.0000,,USD
7ffa7384ab8b1415b145804ef6ff9f97,2024-12-06 14:06:01.623738 +00:00,2024-12-06 14:06:01.623739 +00:00,Y,CollectChargeItem,order_item_id,0105433300088-0101,0.0000,0.0000,0.0000,,USD
5fd921fc875b89b1576d46aae6b33080,2024-12-06 14:06:01.623913 +00:00,2024-12-06 14:06:01.623915 +00:00,Y,CollectChargeItem,order_item_id,0105433300087-0102,0.0000,2030.0000,0.0000,,USD
3361ae1507e1eccf41e61f8072fc1a4b,2024-12-06 14:06:01.624088 +00:00,2024-12-06 14:06:01.624089 +00:00,Y,CollectChargeItem,order_item_id,0105433300086-0101,0.0000,0.0000,0.0000,,USD
85334bb1a4889c6448c5dd124c3955d5,2024-12-06 14:06:01.624229 +00:00,2024-12-06 14:06:01.624230 +00:00,Y,CollectChargeItem,order_item_id,0105433300085-0101,0.0000,0.0000,0.0000,,USD
bd324c42706b7e2dab47f8183677fd00,2024-12-06 14:06:01.624375 +00:00,2024-12-06 14:06:01.624376 +00:00,Y,CollectChargeItem,order_item_id,0105433300085-0201,0.0000,0.0000,0.0000,,USD
5c9caf1f5aca5e4da157d587a9c5bfc1,2024-12-06 14:06:01.624529 +00:00,2024-12-06 14:06:01.624531 +00:00,Y,CollectChargeItem,order_item_id,0105433300085-0301,0.0000,0.0000,0.0000,,USD
aff9f0209ed16add65ef4733e0e80620,2024-12-06 14:06:01.624684 +00:00,2024-12-06 14:06:01.624685 +00:00,Y,CollectChargeItem,order_item_id,0105433300085-0401,0.0000,0.0000,0.0000,,USD
7b25df66138fbc8ed6020368136b9a1a,2024-12-06 14:06:01.624866 +00:00,2024-12-06 14:06:01.624867 +00:00,Y,CollectChargeItem,order_item_id,0105433300085-0501,0.0000,0.0000,0.0000,,USD
42aa0a4b508c1016128903cb6f4fcf41,2024-12-06 14:06:01.625056 +00:00,2024-12-06 14:06:01.625058 +00:00,Y,CollectChargeItem,order_item_id,0105433300085-0601,0.0000,0.0000,0.0000,,USD
f0164516c83d3db08af60d4e486e54cf,2024-12-06 14:06:01.625208 +00:00,2024-12-06 14:06:01.625209 +00:00,Y,CollectChargeItem,order_item_id,0105433300084-0102,0.0000,1350.0000,0.0000,,USD
b508c0d830d4cb6c425c822c3fa2719b,2024-12-06 14:06:01.625395 +00:00,2024-12-06 14:06:01.625396 +00:00,Y,CollectChargeItem,order_item_id,0105433300083-0101,0.0000,0.0000,0.0000,,USD
7269b4994511e75b00fcaf5dd84c2a4c,2024-12-06 14:06:01.625555 +00:00,2024-12-06 14:06:01.625557 +00:00,Y,CollectChargeItem,order_item_id,0105433300082-0102,0.0000,1350.0000,0.0000,,USD
89284f9f47a0c6d5112402125a2c0f1a,2024-12-06 14:06:01.625712 +00:00,2024-12-06 14:06:01.625713 +00:00,Y,CollectChargeItem,order_item_id,0105433300081-0101,0.0000,0.0000,0.0000,,USD
53a4cef830f5ac985ca26e4afe95fb0a,2024-12-06 14:06:01.625893 +00:00,2024-12-06 14:06:01.625894 +00:00,Y,CollectChargeItem,order_item_id,0105433300080-0101,0.0000,0.0000,0.0000,,USD
38aa06de166cdf89928a60b505fc9d5e,2024-12-06 14:06:01.626061 +00:00,2024-12-06 14:06:01.626062 +00:00,Y,CollectChargeItem,order_item_id,0105433300079-0101,0.0000,0.0000,0.0000,,USD
5be7cb9f6ef215491b075200d2fd01c6,2024-12-06 14:06:01.626220 +00:00,2024-12-06 14:06:01.626221 +00:00,Y,CollectChargeItem,order_item_id,0105433300072-0101,0.0000,0.0000,0.0000,,USD
d1a2e8ebfdc21151e8a05b22381c4dda,2024-12-06 14:06:01.626395 +00:00,2024-12-06 14:06:01.626396 +00:00,Y,CollectChargeItem,order_item_id,0105433300022-0102,0.0000,37.0000,0.0000,,USD
bc10d042f8fb178e275634a17e188e62,2024-12-06 14:06:01.626672 +00:00,2024-12-06 14:06:01.626673 +00:00,Y,CollectChargeItem,order_item_id,0105433300013-0102,0.0000,1350.0000,0.0000,,USD
3bd82d0c7b1a977b30c21cac93c6a4d6,2024-12-06 14:06:01.626952 +00:00,2024-12-06 14:06:01.626954 +00:00,Y,CollectChargeItem,order_item_id,0105433300009-0102,0.0000,2030.0000,0.0000,,USD
214441a4cca02056a9dcd88bbff032bc,2024-12-06 14:06:01.627150 +00:00,2024-12-06 14:06:01.627152 +00:00,Y,CollectChargeItem,order_item_id,0105433300008-0102,0.0000,2030.0000,0.0000,,USD
5eeb2ba8435bbb5525cacf5c13f47720,2024-12-06 14:06:01.627333 +00:00,2024-12-06 14:06:01.627335 +00:00,Y,CollectChargeItem,order_item_id,0105433300007-0101,0.0000,0.0000,0.0000,,USD
46aa381704b8e362a9764f5aabae2aed,2024-12-06 14:06:01.627530 +00:00,2024-12-06 14:06:01.627531 +00:00,Y,CollectChargeItem,order_item_id,0105433300006-0101,0.0000,0.0000,0.0000,,USD
89ecea26a58ee59e7483580c07c13299,2024-12-06 14:06:01.627694 +00:00,2024-12-06 14:06:01.627695 +00:00,Y,CollectChargeItem,order_item_id,0105433300005-0102,0.0000,2030.0000,0.0000,,USD
49e8c19249f7b4f6e04eb6db0aea0623,2024-12-06 14:06:01.627915 +00:00,2024-12-06 14:06:01.627917 +00:00,Y,CollectChargeItem,order_item_id,0105433300004-0101,0.0000,0.0000,0.0000,,USD
1ae2bbafecfc8d52abd73eca5788d4c5,2024-12-06 14:06:01.628096 +00:00,2024-12-06 14:06:01.628097 +00:00,Y,CollectChargeItem,order_item_id,0105433300004-0201,0.0000,0.0000,0.0000,,USD
2aed6dfea901be72c7e4671d16665802,2024-12-06 14:06:01.628258 +00:00,2024-12-06 14:06:01.628259 +00:00,Y,CollectChargeItem,order_item_id,0105433300003-0101,0.0000,0.0000,0.0000,,USD
7edbee1fb21fe79449f5ae44968e2b1a,2024-12-06 14:06:01.628406 +00:00,2024-12-06 14:06:01.628407 +00:00,Y,CollectChargeItem,order_item_id,0105433300002-0101,0.0000,0.0000,0.0000,,USD
e2c36b32c45cb42873c86bfc311bc385,2024-12-06 14:06:01.628585 +00:00,2024-12-06 14:06:01.628586 +00:00,Y,CollectChargeItem,order_item_id,0105433300001-0101,0.0000,0.0000,0.0000,,USD
2d275b762df57bb3d520e398e8adf3f6,2024-12-06 14:06:01.628769 +00:00,2024-12-06 14:06:01.628770 +00:00,Y,CollectChargeItem,order_item_id,0105433200076-0101,0.0000,0.0000,0.0000,,USD
c9ac6ebce9e3dd4b3d715de534c5dcaf,2024-12-06 14:06:01.628990 +00:00,2024-12-06 14:06:01.628991 +00:00,Y,CollectChargeItem,order_item_id,0105433200075-0101,0.0000,0.0000,0.0000,,USD
5711f7c8e6cae6e6f3b117a75e08c4ff,2024-12-06 14:06:01.629147 +00:00,2024-12-06 14:06:01.629148 +00:00,Y,CollectChargeItem,order_item_id,0105433200074-0101,0.0000,0.0000,0.0000,,USD
b1bdb1d03a76824a92e1683d795cb908,2024-12-06 14:06:01.629332 +00:00,2024-12-06 14:06:01.629333 +00:00,Y,CollectChargeItem,order_item_id,0105433200073-0101,0.0000,0.0000,0.0000,,USD
a850dcfe3944c084b38606d8d7112c34,2024-12-06 14:06:01.629517 +00:00,2024-12-06 14:06:01.629518 +00:00,Y,CollectChargeItem,order_item_id,0105433200072-0101,0.0000,0.0000,0.0000,,USD
09a4f02328e54cd04412c747175227e8,2024-12-06 14:06:01.629679 +00:00,2024-12-06 14:06:01.629680 +00:00,Y,CollectChargeItem,order_item_id,0105433200071-0101,0.0000,0.0000,0.0000,,USD
5da9c69869bb6a0d536d5b25b30cce16,2024-12-06 14:06:01.629851 +00:00,2024-12-06 14:06:01.629852 +00:00,Y,CollectChargeItem,order_item_id,0105433200070-0101,0.0000,0.0000,0.0000,,USD
d2355d1dc57bc06e5ba8daf940bc41f6,2024-12-06 14:06:01.630040 +00:00,2024-12-06 14:06:01.630041 +00:00,Y,CollectChargeItem,order_item_id,0105433200069-0101,0.0000,0.0000,0.0000,,USD
e5efd18a0bd674b93a257f1fd3114705,2024-12-06 14:06:01.630191 +00:00,2024-12-06 14:06:01.630192 +00:00,Y,CollectChargeItem,order_item_id,0105433200068-0101,0.0000,0.0000,0.0000,,USD
330aaee0f55b41d997f5b2715a37a770,2024-12-06 14:06:01.630355 +00:00,2024-12-06 14:06:01.630356 +00:00,Y,CollectChargeItem,order_item_id,0105433200067-0101,0.0000,0.0000,0.0000,,USD
6b94a60a5d7a38502d3ba2140490997e,2024-12-06 14:06:01.630517 +00:00,2024-12-06 14:06:01.630518 +00:00,Y,CollectChargeItem,order_item_id,0105433200066-0101,0.0000,0.0000,0.0000,,USD
f91a34344fb89542d0dede40702d7190,2024-12-06 14:06:01.630680 +00:00,2024-12-06 14:06:01.630681 +00:00,Y,CollectChargeItem,order_item_id,0105433200065-0101,0.0000,0.0000,0.0000,,USD
b3a1156bf5eedac07e7e3a69c2405a34,2024-12-06 14:06:01.630860 +00:00,2024-12-06 14:06:01.630861 +00:00,Y,CollectChargeItem,order_item_id,0105433200064-0101,0.0000,0.0000,0.0000,,USD
a291c9508928b2e8f98e4cb5cd85fc4b,2024-12-06 14:06:01.631073 +00:00,2024-12-06 14:06:01.631074 +00:00,Y,CollectChargeItem,order_item_id,0105433200063-0101,0.0000,0.0000,0.0000,,USD
b1d664473278566e115b2ebe2106ab90,2024-12-06 14:06:01.631245 +00:00,2024-12-06 14:06:01.631246 +00:00,Y,CollectChargeItem,order_item_id,0105433200062-0101,0.0000,0.0000,0.0000,,USD
a327f338e44389560a277c0aa27e7892,2024-12-06 14:06:01.631419 +00:00,2024-12-06 14:06:01.631420 +00:00,Y,CollectChargeItem,order_item_id,0105433200061-0101,0.0000,0.0000,0.0000,,USD
fbf04f94a35262f7a965d1ae3bbaa6e6,2024-12-06 14:06:01.631596 +00:00,2024-12-06 14:06:01.631597 +00:00,Y,CollectChargeItem,order_item_id,0105433200060-0101,0.0000,0.0000,0.0000,,USD
