billing_cycle,end_date,is_active,start_date,total_price,create_time,update_time,charge_id,charge_status,contract_id,hash_code,receipt_id,target_month
8,,Y,,32.00,2024-12-02 08:05:41.811776 +00:00,2024-12-03 13:11:05.934316 +00:00,0105433700049-0101-50000A-08,CREATED,0105433700049-0101-50000A,87f5e396623ee6dc25528bea83819d78,,2025-07
7,,Y,,32.00,2024-12-02 08:05:41.811738 +00:00,2024-12-03 13:11:05.934293 +00:00,0105433700049-0101-50000A-07,CREATED,0105433700049-0101-50000A,e16bce15bbac476b585ae56ace8e0de7,,2025-06
6,,Y,,32.00,2024-12-02 08:05:41.811701 +00:00,2024-12-03 13:11:05.934269 +00:00,0105433700049-0101-50000A-06,CREATED,0105433700049-0101-50000A,c45404612f6293a3757689bf68aace7b,,2025-05
5,,Y,,32.00,2024-12-02 08:05:41.811670 +00:00,2024-12-03 13:11:05.934246 +00:00,0105433700049-0101-50000A-05,CREATED,0105433700049-0101-50000A,335242f4db5d36a83d787da5b262603b,,2025-04
4,,Y,,32.00,2024-12-02 08:05:41.811638 +00:00,2024-12-03 13:11:05.934223 +00:00,0105433700049-0101-50000A-04,CREATED,0105433700049-0101-50000A,a2af4443830cfcfbc320c7a47e6470a3,,2025-03
3,,Y,,32.00,2024-12-02 08:05:41.811606 +00:00,2024-12-03 13:11:05.934200 +00:00,0105433700049-0101-50000A-03,CREATED,0105433700049-0101-50000A,fbcc6ea7d3debd22591a376b36fa9c6c,,2025-02
2,,Y,,32.00,2024-12-02 08:05:41.811565 +00:00,2024-12-03 13:11:05.934176 +00:00,0105433700049-0101-50000A-02,CREATED,0105433700049-0101-50000A,cfd48d3cb2f149dc167524ac6fce797d,,2025-01
1,,Y,,30.08,2024-12-02 08:05:41.811501 +00:00,2024-12-03 13:11:05.934146 +00:00,0105433700049-0101-50000A-01,SCHEDULED,0105433700049-0101-50000A,fdb0accca5a7ac70390df7d9f86515a7,,2024-12
60,,Y,,48.00,2024-12-02 08:05:39.852592 +00:00,2024-12-03 13:11:11.638024 +00:00,0105433700048-0101-50000A-60,CREATED,0105433700048-0101-50000A,fb09a146c5619c2145cf615e651dcb24,,2029-11
59,,Y,,48.00,2024-12-02 08:05:39.852561 +00:00,2024-12-03 13:11:11.637755 +00:00,0105433700048-0101-50000A-59,CREATED,0105433700048-0101-50000A,bb5b166b2344d2b2dd3c3a39ac7bf1b3,,2029-10
58,,Y,,48.00,2024-12-02 08:05:39.852529 +00:00,2024-12-03 13:11:11.637733 +00:00,0105433700048-0101-50000A-58,CREATED,0105433700048-0101-50000A,48aa96b9207203fdfec50bc0f513cfcd,,2029-09
57,,Y,,48.00,2024-12-02 08:05:39.852497 +00:00,2024-12-03 13:11:11.637712 +00:00,0105433700048-0101-50000A-57,CREATED,0105433700048-0101-50000A,008b46f511c893bf9ed971f9861d4c82,,2029-08
56,,Y,,48.00,2024-12-02 08:05:39.852460 +00:00,2024-12-03 13:11:11.637689 +00:00,0105433700048-0101-50000A-56,CREATED,0105433700048-0101-50000A,723dab6243afb28c3a4c05d9e8716a43,,2029-07
55,,Y,,48.00,2024-12-02 08:05:39.852411 +00:00,2024-12-03 13:11:11.637668 +00:00,0105433700048-0101-50000A-55,CREATED,0105433700048-0101-50000A,fa78b459397488507346f270835843b8,,2029-06
54,,Y,,48.00,2024-12-02 08:05:39.852379 +00:00,2024-12-03 13:11:11.637646 +00:00,0105433700048-0101-50000A-54,CREATED,0105433700048-0101-50000A,07b7c49f7b79f6b15a563445dbf26833,,2029-05
53,,Y,,48.00,2024-12-02 08:05:39.852348 +00:00,2024-12-03 13:11:11.637624 +00:00,0105433700048-0101-50000A-53,CREATED,0105433700048-0101-50000A,e2f9d51069bad2e3cc33bd94f9565eea,,2029-04
52,,Y,,48.00,2024-12-02 08:05:39.852316 +00:00,2024-12-03 13:11:11.637603 +00:00,0105433700048-0101-50000A-52,CREATED,0105433700048-0101-50000A,54c61af023d2149d19aebd6fc1570c45,,2029-03
51,,Y,,48.00,2024-12-02 08:05:39.852273 +00:00,2024-12-03 13:11:11.637581 +00:00,0105433700048-0101-50000A-51,CREATED,0105433700048-0101-50000A,be2a28f5136ae0948ab7f7678a704926,,2029-02
50,,Y,,48.00,2024-12-02 08:05:39.852242 +00:00,2024-12-03 13:11:11.637559 +00:00,0105433700048-0101-50000A-50,CREATED,0105433700048-0101-50000A,a53d31ec7d9730272854d227d7042619,,2029-01
49,,Y,,48.00,2024-12-02 08:05:39.852210 +00:00,2024-12-03 13:11:11.637534 +00:00,0105433700048-0101-50000A-49,CREATED,0105433700048-0101-50000A,e29a9210809db881f6d694291d248513,,2028-12
48,,Y,,48.00,2024-12-02 08:05:39.852179 +00:00,2024-12-03 13:11:11.637512 +00:00,0105433700048-0101-50000A-48,CREATED,0105433700048-0101-50000A,4b44b86749329f56632697eda6a0f085,,2028-11
47,,Y,,48.00,2024-12-02 08:05:39.852147 +00:00,2024-12-03 13:11:11.637490 +00:00,0105433700048-0101-50000A-47,CREATED,0105433700048-0101-50000A,e88db0352f9008e8bafe5bf4885a43ae,,2028-10
46,,Y,,48.00,2024-12-02 08:05:39.852114 +00:00,2024-12-03 13:11:11.637467 +00:00,0105433700048-0101-50000A-46,CREATED,0105433700048-0101-50000A,da543d922968e8367cc862c168294ee5,,2028-09
45,,Y,,48.00,2024-12-02 08:05:39.852082 +00:00,2024-12-03 13:11:11.637445 +00:00,0105433700048-0101-50000A-45,CREATED,0105433700048-0101-50000A,fd23143c6ceb5c47744a3152d0460ac5,,2028-08
44,,Y,,48.00,2024-12-02 08:05:39.852050 +00:00,2024-12-03 13:11:11.637424 +00:00,0105433700048-0101-50000A-44,CREATED,0105433700048-0101-50000A,9997ccc72f08c5447bc24b9e6ffe2849,,2028-07
43,,Y,,48.00,2024-12-02 08:05:39.852019 +00:00,2024-12-03 13:11:11.637402 +00:00,0105433700048-0101-50000A-43,CREATED,0105433700048-0101-50000A,333cae44017bac70608b40b59d939ad5,,2028-06
42,,Y,,48.00,2024-12-02 08:05:39.851984 +00:00,2024-12-03 13:11:11.637380 +00:00,0105433700048-0101-50000A-42,CREATED,0105433700048-0101-50000A,83629bdfd371f26acedfbbf063c69372,,2028-05
41,,Y,,48.00,2024-12-02 08:05:39.851941 +00:00,2024-12-03 13:11:11.637359 +00:00,0105433700048-0101-50000A-41,CREATED,0105433700048-0101-50000A,3e880e3f54797ac6d34f1d2c0edc24ef,,2028-04
40,,Y,,48.00,2024-12-02 08:05:39.851909 +00:00,2024-12-03 13:11:11.637337 +00:00,0105433700048-0101-50000A-40,CREATED,0105433700048-0101-50000A,18c69105ca07f17961626c8c7cf63b72,,2028-03
39,,Y,,48.00,2024-12-02 08:05:39.851873 +00:00,2024-12-03 13:11:11.637313 +00:00,0105433700048-0101-50000A-39,CREATED,0105433700048-0101-50000A,fe92f9e8465f87ed184e99aa97ca7aa5,,2028-02
38,,Y,,48.00,2024-12-02 08:05:39.851839 +00:00,2024-12-03 13:11:11.637292 +00:00,0105433700048-0101-50000A-38,CREATED,0105433700048-0101-50000A,947c2bac0ea58e2b4fae946941fbfd44,,2028-01
37,,Y,,48.00,2024-12-02 08:05:39.851777 +00:00,2024-12-03 13:11:11.637270 +00:00,0105433700048-0101-50000A-37,CREATED,0105433700048-0101-50000A,63d5375986ae08a7fe046c7b9d3e0e8f,,2027-12
36,,Y,,48.00,2024-12-02 08:05:39.851707 +00:00,2024-12-03 13:11:11.637245 +00:00,0105433700048-0101-50000A-36,CREATED,0105433700048-0101-50000A,37bce9c1cdb784965e0e3e48b33ae580,,2027-11
35,,Y,,48.00,2024-12-02 08:05:39.851674 +00:00,2024-12-03 13:11:11.637223 +00:00,0105433700048-0101-50000A-35,CREATED,0105433700048-0101-50000A,cbb10e37ba44e22045c84d2fed3a131b,,2027-10
34,,Y,,48.00,2024-12-02 08:05:39.851638 +00:00,2024-12-03 13:11:11.637201 +00:00,0105433700048-0101-50000A-34,CREATED,0105433700048-0101-50000A,b77cb00aaf0b4b81efb0bac50975a149,,2027-09
33,,Y,,48.00,2024-12-02 08:05:39.851562 +00:00,2024-12-03 13:11:11.637179 +00:00,0105433700048-0101-50000A-33,CREATED,0105433700048-0101-50000A,e7c27e1abb263b5cd5a7ad57cd1eb177,,2027-08
32,,Y,,48.00,2024-12-02 08:05:39.851529 +00:00,2024-12-03 13:11:11.637158 +00:00,0105433700048-0101-50000A-32,CREATED,0105433700048-0101-50000A,b5b6bab1b0d184d81b1d1919b97de25f,,2027-07
31,,Y,,48.00,2024-12-02 08:05:39.851493 +00:00,2024-12-03 13:11:11.637136 +00:00,0105433700048-0101-50000A-31,CREATED,0105433700048-0101-50000A,1ab68f16867faf69e708826d618f28ee,,2027-06
30,,Y,,48.00,2024-12-02 08:05:39.851446 +00:00,2024-12-03 13:11:11.637114 +00:00,0105433700048-0101-50000A-30,CREATED,0105433700048-0101-50000A,b738024e82c8d5a75ecfa955049093ee,,2027-05
29,,Y,,48.00,2024-12-02 08:05:39.851272 +00:00,2024-12-03 13:11:11.637093 +00:00,0105433700048-0101-50000A-29,CREATED,0105433700048-0101-50000A,5dd0e0b0a2eff9897a98b667a46a8a30,,2027-04
28,,Y,,48.00,2024-12-02 08:05:39.846791 +00:00,2024-12-03 13:11:11.637071 +00:00,0105433700048-0101-50000A-28,CREATED,0105433700048-0101-50000A,ed279fdb358a1089271481f28af71b41,,2027-03
27,,Y,,48.00,2024-12-02 08:05:39.846760 +00:00,2024-12-03 13:11:11.637049 +00:00,0105433700048-0101-50000A-27,CREATED,0105433700048-0101-50000A,09219f4ab50a2fbf57d2faf20960e062,,2027-02
26,,Y,,48.00,2024-12-02 08:05:39.846730 +00:00,2024-12-03 13:11:11.637027 +00:00,0105433700048-0101-50000A-26,CREATED,0105433700048-0101-50000A,9f623c40d34d716a513e5e6d0214684c,,2027-01
25,,Y,,48.00,2024-12-02 08:05:39.846697 +00:00,2024-12-03 13:11:11.637005 +00:00,0105433700048-0101-50000A-25,CREATED,0105433700048-0101-50000A,55cb92ad7fbb38f40c1a6ca23d088db5,,2026-12
24,,Y,,48.00,2024-12-02 08:05:39.846666 +00:00,2024-12-03 13:11:11.636982 +00:00,0105433700048-0101-50000A-24,CREATED,0105433700048-0101-50000A,bcd5c3787848a6dc2b4988e53e354758,,2026-11
23,,Y,,48.00,2024-12-02 08:05:39.846631 +00:00,2024-12-03 13:11:11.636959 +00:00,0105433700048-0101-50000A-23,CREATED,0105433700048-0101-50000A,1b9cf4b02ac21f858625543cdade4986,,2026-10
22,,Y,,48.00,2024-12-02 08:05:39.846600 +00:00,2024-12-03 13:11:11.636937 +00:00,0105433700048-0101-50000A-22,CREATED,0105433700048-0101-50000A,7f9b94a9bcd3975d2ec6aa5b2060b0a9,,2026-09
21,,Y,,48.00,2024-12-02 08:05:39.846569 +00:00,2024-12-03 13:11:11.636915 +00:00,0105433700048-0101-50000A-21,CREATED,0105433700048-0101-50000A,8196c9471b9f8fb7abb7f320ede33521,,2026-08
20,,Y,,48.00,2024-12-02 08:05:39.846538 +00:00,2024-12-03 13:11:11.636894 +00:00,0105433700048-0101-50000A-20,CREATED,0105433700048-0101-50000A,df3cc41f18b11ee13a18424bcaa6ba24,,2026-07
19,,Y,,48.00,2024-12-02 08:05:39.846506 +00:00,2024-12-03 13:11:11.636872 +00:00,0105433700048-0101-50000A-19,CREATED,0105433700048-0101-50000A,7863eaa2e9c57a92b47f1ac609bd3766,,2026-06
18,,Y,,48.00,2024-12-02 08:05:39.846473 +00:00,2024-12-03 13:11:11.636850 +00:00,0105433700048-0101-50000A-18,CREATED,0105433700048-0101-50000A,bf8414a7560fdb67c81f9c90bf2dc1c8,,2026-05
17,,Y,,48.00,2024-12-02 08:05:39.846442 +00:00,2024-12-03 13:11:11.636827 +00:00,0105433700048-0101-50000A-17,CREATED,0105433700048-0101-50000A,3baeae15e0feab7eb6ec094c82d12ebd,,2026-04
16,,Y,,48.00,2024-12-02 08:05:39.846411 +00:00,2024-12-03 13:11:11.636805 +00:00,0105433700048-0101-50000A-16,CREATED,0105433700048-0101-50000A,198fafbbce9981461276a6d8036c1c38,,2026-03
15,,Y,,48.00,2024-12-02 08:05:39.846379 +00:00,2024-12-03 13:11:11.636784 +00:00,0105433700048-0101-50000A-15,CREATED,0105433700048-0101-50000A,c51cdff14507d32be826014be703c664,,2026-02
14,,Y,,48.00,2024-12-02 08:05:39.846347 +00:00,2024-12-03 13:11:11.636763 +00:00,0105433700048-0101-50000A-14,CREATED,0105433700048-0101-50000A,7959b7f6efc06d564f88a510d8bd22a2,,2026-01
13,,Y,,48.00,2024-12-02 08:05:39.846312 +00:00,2024-12-03 13:11:11.636738 +00:00,0105433700048-0101-50000A-13,CREATED,0105433700048-0101-50000A,083af9eaecdafc4e50b977f4b6ff9791,,2025-12
12,,Y,,48.00,2024-12-02 08:05:39.846135 +00:00,2024-12-03 13:11:11.636717 +00:00,0105433700048-0101-50000A-12,CREATED,0105433700048-0101-50000A,687ee6ae6891e8e1f2e473e442d0a201,,2025-11
11,,Y,,48.00,2024-12-02 08:05:39.846105 +00:00,2024-12-03 13:11:11.636695 +00:00,0105433700048-0101-50000A-11,CREATED,0105433700048-0101-50000A,38eb66b9332a2332d6cd849271dd6bfe,,2025-10
10,,Y,,48.00,2024-12-02 08:05:39.846076 +00:00,2024-12-03 13:11:11.636674 +00:00,0105433700048-0101-50000A-10,CREATED,0105433700048-0101-50000A,af82ca46087dcebfbf22a2d237d480a4,,2025-09
9,,Y,,48.00,2024-12-02 08:05:39.846045 +00:00,2024-12-03 13:11:11.636652 +00:00,0105433700048-0101-50000A-09,CREATED,0105433700048-0101-50000A,3c4016d5b342c5a76915ce836765a028,,2025-08
8,,Y,,48.00,2024-12-02 08:05:39.846015 +00:00,2024-12-03 13:11:11.636630 +00:00,0105433700048-0101-50000A-08,CREATED,0105433700048-0101-50000A,b60ba81aecc02ec98fdafcf225931091,,2025-07
7,,Y,,48.00,2024-12-02 08:05:39.845983 +00:00,2024-12-03 13:11:11.636607 +00:00,0105433700048-0101-50000A-07,CREATED,0105433700048-0101-50000A,6e3b063d0594a00687a3e4bc4ed61d43,,2025-06
6,,Y,,48.00,2024-12-02 08:05:39.845950 +00:00,2024-12-03 13:11:11.636570 +00:00,0105433700048-0101-50000A-06,CREATED,0105433700048-0101-50000A,34cdd5f876a036f52892f9b05fe070a9,,2025-05
5,,Y,,48.00,2024-12-02 08:05:39.845919 +00:00,2024-12-03 13:11:11.636548 +00:00,0105433700048-0101-50000A-05,CREATED,0105433700048-0101-50000A,7d58932d78efe3b113c4aa6207ac73f6,,2025-04
4,,Y,,48.00,2024-12-02 08:05:39.845889 +00:00,2024-12-03 13:11:11.636521 +00:00,0105433700048-0101-50000A-04,CREATED,0105433700048-0101-50000A,889e0fe5bc27c29151e2e88bbc4bad08,,2025-03
3,,Y,,48.00,2024-12-02 08:05:39.845858 +00:00,2024-12-03 13:11:11.636500 +00:00,0105433700048-0101-50000A-03,CREATED,0105433700048-0101-50000A,c41d9969f930b0fa570508962e587f2a,,2025-02
2,,Y,,48.00,2024-12-02 08:05:39.845825 +00:00,2024-12-03 13:11:11.636476 +00:00,0105433700048-0101-50000A-02,CREATED,0105433700048-0101-50000A,f43912d7ea13bb90e295b6cfcb9640d5,,2025-01
1,,Y,,45.12,2024-12-02 08:05:39.845770 +00:00,2024-12-03 13:11:11.636426 +00:00,0105433700048-0101-50000A-01,SCHEDULED,0105433700048-0101-50000A,4b671727285976aa98edb8d305051054,,2024-12
36,,Y,,40.00,2024-12-02 08:05:38.142279 +00:00,2024-12-03 13:11:17.119191 +00:00,0105433700047-0101-30000A-36,CREATED,0105433700047-0101-30000A,649d8f90bf8086efa6a032c5d5be7faf,,2027-11
35,,Y,,40.00,2024-12-02 08:05:38.142248 +00:00,2024-12-03 13:11:17.119169 +00:00,0105433700047-0101-30000A-35,CREATED,0105433700047-0101-30000A,074d65d8f670aa78f2c3a54b1a80444c,,2027-10
34,,Y,,40.00,2024-12-02 08:05:38.142217 +00:00,2024-12-03 13:11:17.119147 +00:00,0105433700047-0101-30000A-34,CREATED,0105433700047-0101-30000A,736b93aebdb526f82779dc8b39a546d4,,2027-09
33,,Y,,40.00,2024-12-02 08:05:38.142184 +00:00,2024-12-03 13:11:17.119125 +00:00,0105433700047-0101-30000A-33,CREATED,0105433700047-0101-30000A,4058bc8feedf611050c3d82832eb5a3a,,2027-08
32,,Y,,40.00,2024-12-02 08:05:38.142152 +00:00,2024-12-03 13:11:17.119102 +00:00,0105433700047-0101-30000A-32,CREATED,0105433700047-0101-30000A,9d3eff0f2cf25d7928edd37866f17caa,,2027-07
31,,Y,,40.00,2024-12-02 08:05:38.142119 +00:00,2024-12-03 13:11:17.119080 +00:00,0105433700047-0101-30000A-31,CREATED,0105433700047-0101-30000A,328a24997a9256950aea6befc8d7f380,,2027-06
30,,Y,,40.00,2024-12-02 08:05:38.142085 +00:00,2024-12-03 13:11:17.119057 +00:00,0105433700047-0101-30000A-30,CREATED,0105433700047-0101-30000A,7e80477cd04db8bd5aefad353ede81a1,,2027-05
29,,Y,,40.00,2024-12-02 08:05:38.142029 +00:00,2024-12-03 13:11:17.119031 +00:00,0105433700047-0101-30000A-29,CREATED,0105433700047-0101-30000A,031dcfd519519be917c71ed3f414a6c6,,2027-04
28,,Y,,40.00,2024-12-02 08:05:38.140261 +00:00,2024-12-03 13:11:17.118991 +00:00,0105433700047-0101-30000A-28,CREATED,0105433700047-0101-30000A,7b471ad55dcece85f8169e5059f474b5,,2027-03
27,,Y,,40.00,2024-12-02 08:05:38.140186 +00:00,2024-12-03 13:11:17.118885 +00:00,0105433700047-0101-30000A-27,CREATED,0105433700047-0101-30000A,50634de1975d81c6e8f63614afac11e2,,2027-02
26,,Y,,40.00,2024-12-02 08:05:38.140126 +00:00,2024-12-03 13:11:17.118860 +00:00,0105433700047-0101-30000A-26,CREATED,0105433700047-0101-30000A,a8b7567553a56a33c8197da06338c4f6,,2027-01
25,,Y,,40.00,2024-12-02 08:05:38.140024 +00:00,2024-12-03 13:11:17.118828 +00:00,0105433700047-0101-30000A-25,CREATED,0105433700047-0101-30000A,cec6744dc7dbaa23073e164f17729b55,,2026-12
24,,Y,,40.00,2024-12-02 08:05:38.138861 +00:00,2024-12-03 13:11:17.118790 +00:00,0105433700047-0101-30000A-24,CREATED,0105433700047-0101-30000A,4d9a9a13e81d739231445be96e98fc8e,,2026-11
23,,Y,,40.00,2024-12-02 08:05:38.138828 +00:00,2024-12-03 13:11:17.118766 +00:00,0105433700047-0101-30000A-23,CREATED,0105433700047-0101-30000A,00ee3c211d6adb835ab23faf30937070,,2026-10
22,,Y,,40.00,2024-12-02 08:05:38.138765 +00:00,2024-12-03 13:11:17.118744 +00:00,0105433700047-0101-30000A-22,CREATED,0105433700047-0101-30000A,e2b21a096e76978f803b5069184dc0b4,,2026-09
21,,Y,,40.00,2024-12-02 08:05:38.138701 +00:00,2024-12-03 13:11:17.118722 +00:00,0105433700047-0101-30000A-21,CREATED,0105433700047-0101-30000A,165bbb8ff3f1b0539306e6bc194d6848,,2026-08
20,,Y,,40.00,2024-12-02 08:05:38.138663 +00:00,2024-12-03 13:11:17.118699 +00:00,0105433700047-0101-30000A-20,CREATED,0105433700047-0101-30000A,e858239abcee099667957ea6bd4bb60b,,2026-07
19,,Y,,40.00,2024-12-02 08:05:38.138631 +00:00,2024-12-03 13:11:17.118658 +00:00,0105433700047-0101-30000A-19,CREATED,0105433700047-0101-30000A,bce1dce3ae850d94cf7947e4b7308832,,2026-06
18,,Y,,40.00,2024-12-02 08:05:38.138598 +00:00,2024-12-03 13:11:17.118637 +00:00,0105433700047-0101-30000A-18,CREATED,0105433700047-0101-30000A,fa2b26a5f3fa18ea4cf2cfd4e4ac261d,,2026-05
17,,Y,,40.00,2024-12-02 08:05:38.138566 +00:00,2024-12-03 13:11:17.118615 +00:00,0105433700047-0101-30000A-17,CREATED,0105433700047-0101-30000A,bdff0888b9817c7a0056c347cd1fcff8,,2026-04
16,,Y,,40.00,2024-12-02 08:05:38.138535 +00:00,2024-12-03 13:11:17.118592 +00:00,0105433700047-0101-30000A-16,CREATED,0105433700047-0101-30000A,a0df9a238a4d1a0132d9b86485e38f49,,2026-03
15,,Y,,40.00,2024-12-02 08:05:38.138502 +00:00,2024-12-03 13:11:17.118570 +00:00,0105433700047-0101-30000A-15,CREATED,0105433700047-0101-30000A,bbb5c50c1080648e19627a800f90dc79,,2026-02
14,,Y,,40.00,2024-12-02 08:05:38.138470 +00:00,2024-12-03 13:11:17.118546 +00:00,0105433700047-0101-30000A-14,CREATED,0105433700047-0101-30000A,2d4715fbaca81c36afcd95431f1706d1,,2026-01
13,,Y,,40.00,2024-12-02 08:05:38.138440 +00:00,2024-12-03 13:11:17.118508 +00:00,0105433700047-0101-30000A-13,CREATED,0105433700047-0101-30000A,677ed0549acfff13382bc38839998e3e,,2025-12
12,,Y,,40.00,2024-12-02 08:05:38.138405 +00:00,2024-12-03 13:11:17.118486 +00:00,0105433700047-0101-30000A-12,CREATED,0105433700047-0101-30000A,81f573e98c3aeaea1255aa4766432b8f,,2025-11
11,,Y,,40.00,2024-12-02 08:05:38.138374 +00:00,2024-12-03 13:11:17.118464 +00:00,0105433700047-0101-30000A-11,CREATED,0105433700047-0101-30000A,0daa944dc2c0c9c8fc33b2f4ab1ac83d,,2025-10
10,,Y,,40.00,2024-12-02 08:05:38.138343 +00:00,2024-12-03 13:11:17.118442 +00:00,0105433700047-0101-30000A-10,CREATED,0105433700047-0101-30000A,f748014bc902912026d265f1c88d2da4,,2025-09
9,,Y,,40.00,2024-12-02 08:05:38.138311 +00:00,2024-12-03 13:11:17.118420 +00:00,0105433700047-0101-30000A-09,CREATED,0105433700047-0101-30000A,e501d10b3a1c23185f293125dde48c9a,,2025-08
8,,Y,,40.00,2024-12-02 08:05:38.138278 +00:00,2024-12-03 13:11:17.118398 +00:00,0105433700047-0101-30000A-08,CREATED,0105433700047-0101-30000A,8c0965240facea85c3eb1b144ce5ec4f,,2025-07
7,,Y,,40.00,2024-12-02 08:05:38.138245 +00:00,2024-12-03 13:11:17.118375 +00:00,0105433700047-0101-30000A-07,CREATED,0105433700047-0101-30000A,d403c10ae8f50ffde7bf96a99d29a4d6,,2025-06
6,,Y,,40.00,2024-12-02 08:05:38.138214 +00:00,2024-12-03 13:11:17.118349 +00:00,0105433700047-0101-30000A-06,CREATED,0105433700047-0101-30000A,65ddd6c9821b310035b9230bca8980c9,,2025-05
5,,Y,,40.00,2024-12-02 08:05:38.138182 +00:00,2024-12-03 13:11:17.118326 +00:00,0105433700047-0101-30000A-05,CREATED,0105433700047-0101-30000A,36f2b16cd8e417354f98f7c5ba889d4f,,2025-04
4,,Y,,40.00,2024-12-02 08:05:38.138150 +00:00,2024-12-03 13:11:17.118302 +00:00,0105433700047-0101-30000A-04,CREATED,0105433700047-0101-30000A,977bdb1129202723c6edf87bb5292830,,2025-03
3,,Y,,40.00,2024-12-02 08:05:38.138117 +00:00,2024-12-03 13:11:17.118279 +00:00,0105433700047-0101-30000A-03,CREATED,0105433700047-0101-30000A,371edfb1f73718fac1f7208ec247e2e0,,2025-02
2,,Y,,40.00,2024-12-02 08:05:38.138083 +00:00,2024-12-03 13:11:17.118249 +00:00,0105433700047-0101-30000A-02,CREATED,0105433700047-0101-30000A,82ce7accced4139545cf0351571a5f96,,2025-01
1,,Y,,37.60,2024-12-02 08:05:38.138030 +00:00,2024-12-03 13:11:17.118187 +00:00,0105433700047-0101-30000A-01,SCHEDULED,0105433700047-0101-30000A,38be49d1e6cc8848af8e01729dbdc296,,2024-12
84,,Y,,27.00,2024-12-02 08:05:35.771552 +00:00,2024-12-03 13:11:22.765031 +00:00,0105433700046-0101-70000A-84,CREATED,0105433700046-0101-70000A,dd0c380d24e992008e82ecb15fb8c877,,2031-11
83,,Y,,27.00,2024-12-02 08:05:35.771489 +00:00,2024-12-03 13:11:22.765007 +00:00,0105433700046-0101-70000A-83,CREATED,0105433700046-0101-70000A,f151c2b236cc1499485a6be5009241f7,,2031-10
82,,Y,,27.00,2024-12-02 08:05:35.771456 +00:00,2024-12-03 13:11:22.764985 +00:00,0105433700046-0101-70000A-82,CREATED,0105433700046-0101-70000A,5cd5a578ab9afbcb05e0e09d271017bb,,2031-09
81,,Y,,27.00,2024-12-02 08:05:35.771425 +00:00,2024-12-03 13:11:22.764962 +00:00,0105433700046-0101-70000A-81,CREATED,0105433700046-0101-70000A,1a0989a6e9a6e24e5aae551cb0daf237,,2031-08
80,,Y,,27.00,2024-12-02 08:05:35.771394 +00:00,2024-12-03 13:11:22.764940 +00:00,0105433700046-0101-70000A-80,CREATED,0105433700046-0101-70000A,ce8349db29d60a63503b32bf8c4f67fe,,2031-07
79,,Y,,27.00,2024-12-02 08:05:35.771360 +00:00,2024-12-03 13:11:22.764918 +00:00,0105433700046-0101-70000A-79,CREATED,0105433700046-0101-70000A,26b9db070b08c36a9578357c9ca2e2bd,,2031-06
78,,Y,,27.00,2024-12-02 08:05:35.771330 +00:00,2024-12-03 13:11:22.764896 +00:00,0105433700046-0101-70000A-78,CREATED,0105433700046-0101-70000A,6c8618eead3253f24185fff13399d6ae,,2031-05
77,,Y,,27.00,2024-12-02 08:05:35.771298 +00:00,2024-12-03 13:11:22.764873 +00:00,0105433700046-0101-70000A-77,CREATED,0105433700046-0101-70000A,a96a3da2bd42956868ba3e9618d495c1,,2031-04
76,,Y,,27.00,2024-12-02 08:05:35.771267 +00:00,2024-12-03 13:11:22.764850 +00:00,0105433700046-0101-70000A-76,CREATED,0105433700046-0101-70000A,63e59344fc8a219ee5c1a1910062b742,,2031-03
75,,Y,,27.00,2024-12-02 08:05:35.771236 +00:00,2024-12-03 13:11:22.764827 +00:00,0105433700046-0101-70000A-75,CREATED,0105433700046-0101-70000A,62a1d119af464085e3e4a40a99c7355e,,2031-02
74,,Y,,27.00,2024-12-02 08:05:35.771204 +00:00,2024-12-03 13:11:22.764802 +00:00,0105433700046-0101-70000A-74,CREATED,0105433700046-0101-70000A,8533cd4c69fd6ee6b38f6670bee74e2e,,2031-01
73,,Y,,27.00,2024-12-02 08:05:35.771173 +00:00,2024-12-03 13:11:22.764764 +00:00,0105433700046-0101-70000A-73,CREATED,0105433700046-0101-70000A,bd9665d58c3834f7bf30480770f6e3e6,,2030-12
72,,Y,,27.00,2024-12-02 08:05:35.771141 +00:00,2024-12-03 13:11:22.764741 +00:00,0105433700046-0101-70000A-72,CREATED,0105433700046-0101-70000A,4588efc83fcb8a6be57fc234b1993e40,,2030-11
71,,Y,,27.00,2024-12-02 08:05:35.771110 +00:00,2024-12-03 13:11:22.764719 +00:00,0105433700046-0101-70000A-71,CREATED,0105433700046-0101-70000A,ab68d94ad5200bbd58b32a402e70113f,,2030-10
70,,Y,,27.00,2024-12-02 08:05:35.771079 +00:00,2024-12-03 13:11:22.764697 +00:00,0105433700046-0101-70000A-70,CREATED,0105433700046-0101-70000A,f44efdd61adcfd6eded44bd215e798ba,,2030-09
69,,Y,,27.00,2024-12-02 08:05:35.771049 +00:00,2024-12-03 13:11:22.764673 +00:00,0105433700046-0101-70000A-69,CREATED,0105433700046-0101-70000A,e1b31e78e7647601a5ef6731b3ac4d85,,2030-08
68,,Y,,27.00,2024-12-02 08:05:35.771018 +00:00,2024-12-03 13:11:22.764647 +00:00,0105433700046-0101-70000A-68,CREATED,0105433700046-0101-70000A,06d4d9b5ff7f90676fde2f7cbe0133d8,,2030-07
67,,Y,,27.00,2024-12-02 08:05:35.770987 +00:00,2024-12-03 13:11:22.764605 +00:00,0105433700046-0101-70000A-67,CREATED,0105433700046-0101-70000A,f57860c75c01876bb71d085a8c1c0d3b,,2030-06
