is_active,is_tax_exempt,quantity,total_price,create_time,update_time,charge_id,charge_item_id,charge_item_type,entity,field,hash_code,receipt_id,service_flow_id,value
Y,false,1,32.00,2024-12-03 13:11:05.893924 +00:00,,0105433700049-0101-50000A-09,1Z1oFlDBM40,RENTAL_FEE,CollectCharge,charge_id,99feeb1987780e3216163d49c279fbaf,,,0105433700049-0101-50000A-09
Y,false,1,32.00,2024-12-03 13:11:05.893875 +00:00,,0105433700049-0101-50000A-08,1Z1oFlDBM3y,RENTAL_FEE,CollectCharge,charge_id,aad5d86bb84622a006e5ce4832506f90,,,0105433700049-0101-50000A-08
Y,false,1,32.00,2024-12-03 13:11:05.893824 +00:00,,0105433700049-0101-50000A-07,1Z1oFlDBM3w,RENTAL_FEE,CollectCharge,charge_id,7ae64e1d79ef981f3143281d08b01a28,,,0105433700049-0101-50000A-07
Y,false,1,32.00,2024-12-03 13:11:05.893774 +00:00,,0105433700049-0101-50000A-06,1Z1oFlDBM3u,RENTAL_FEE,CollectCharge,charge_id,53a267fc08c5b518e01914de3f4ea96c,,,0105433700049-0101-50000A-06
Y,false,1,32.00,2024-12-03 13:11:05.893721 +00:00,,0105433700049-0101-50000A-05,1Z1oFlDBM3s,RENTAL_FEE,CollectCharge,charge_id,e035f84158ee5220551c06b67397e10b,,,0105433700049-0101-50000A-05
Y,false,1,32.00,2024-12-03 13:11:05.893670 +00:00,,0105433700049-0101-50000A-04,1Z1oFlDBM3q,RENTAL_FEE,CollectCharge,charge_id,8579c0cad90fe73bbd60cffc57afc8a0,,,0105433700049-0101-50000A-04
Y,false,1,32.00,2024-12-03 13:11:05.893624 +00:00,,0105433700049-0101-50000A-03,1Z1oFlDBM3o,RENTAL_FEE,CollectCharge,charge_id,a37b3f35ef12befa9cafa06f8858c33d,,,0105433700049-0101-50000A-03
Y,false,1,32.00,2024-12-03 13:11:05.893544 +00:00,,0105433700049-0101-50000A-02,1Z1oFlDBM3m,RENTAL_FEE,CollectCharge,charge_id,a8d797d5f0a39e2b9f73aa9ed54a87bc,,,0105433700049-0101-50000A-02
Y,false,1,30.08,2024-12-03 13:11:05.870671 +00:00,,0105433700049-0101-50000A-01,1Z1oFlDBM3k,RENTAL_FEE,CollectCharge,charge_id,f1e58ed4cb40960ad59503184944e0a2,,,0105433700049-0101-50000A-01
Y,false,1,48.00,2024-12-03 13:11:11.592655 +00:00,,0105433700048-0101-50000A-60,1Z1oGBWoTRf,RENTAL_FEE,CollectCharge,charge_id,12c26fb69199f8d1cc863d41b831c746,,,0105433700048-0101-50000A-60
Y,false,1,48.00,2024-12-03 13:11:11.592608 +00:00,,0105433700048-0101-50000A-59,1Z1oGBWoTRd,RENTAL_FEE,CollectCharge,charge_id,3772f49c76bc7399614bbab4dd455d85,,,0105433700048-0101-50000A-59
Y,false,1,48.00,2024-12-03 13:11:11.592561 +00:00,,0105433700048-0101-50000A-58,1Z1oGBWoTRb,RENTAL_FEE,CollectCharge,charge_id,4f6527503fef5737b0f4e317be04de26,,,0105433700048-0101-50000A-58
Y,false,1,48.00,2024-12-03 13:11:11.592512 +00:00,,0105433700048-0101-50000A-57,1Z1oGBWoTRZ,RENTAL_FEE,CollectCharge,charge_id,f8cc50dde7dbf02ebb70828afe8b771a,,,0105433700048-0101-50000A-57
Y,false,1,48.00,2024-12-03 13:11:11.592462 +00:00,,0105433700048-0101-50000A-56,1Z1oGBWWsJT,RENTAL_FEE,CollectCharge,charge_id,caa49d19e476bf350005fc0214c9d0f6,,,0105433700048-0101-50000A-56
Y,false,1,48.00,2024-12-03 13:11:11.592414 +00:00,,0105433700048-0101-50000A-55,1Z1oGBWWsJR,RENTAL_FEE,CollectCharge,charge_id,28a765913aa0c7a69f89e04427d8783f,,,0105433700048-0101-50000A-55
Y,false,1,48.00,2024-12-03 13:11:11.592366 +00:00,,0105433700048-0101-50000A-54,1Z1oGBWWsJP,RENTAL_FEE,CollectCharge,charge_id,b642272d05de02d7545abc3980014021,,,0105433700048-0101-50000A-54
Y,false,1,48.00,2024-12-03 13:11:11.592317 +00:00,,0105433700048-0101-50000A-53,1Z1oGBWWsJN,RENTAL_FEE,CollectCharge,charge_id,d504900224acb43134c1b87743b5e1c4,,,0105433700048-0101-50000A-53
Y,false,1,48.00,2024-12-03 13:11:11.592267 +00:00,,0105433700048-0101-50000A-52,1Z1oGBWWsJL,RENTAL_FEE,CollectCharge,charge_id,2f6ed2366678d20e97cc2a0335788c7d,,,0105433700048-0101-50000A-52
Y,false,1,48.00,2024-12-03 13:11:11.592220 +00:00,,0105433700048-0101-50000A-51,1Z1oGBWWsJJ,RENTAL_FEE,CollectCharge,charge_id,0ddbe5c7de3def31fca2b4fd100ef38a,,,0105433700048-0101-50000A-51
Y,false,1,48.00,2024-12-03 13:11:11.592171 +00:00,,0105433700048-0101-50000A-50,1Z1oGBWWsJH,RENTAL_FEE,CollectCharge,charge_id,65462c158cb9d0ae56d9d4112d905a61,,,0105433700048-0101-50000A-50
Y,false,1,48.00,2024-12-03 13:11:11.592116 +00:00,,0105433700048-0101-50000A-49,1Z1oGBWWsJF,RENTAL_FEE,CollectCharge,charge_id,b4a14a8ae58d6a729dd4ebfd9a7b8398,,,0105433700048-0101-50000A-49
Y,false,1,48.00,2024-12-03 13:11:11.591991 +00:00,,0105433700048-0101-50000A-48,1Z1oGBWWsJD,RENTAL_FEE,CollectCharge,charge_id,3ba67532474ca2394d6011e1c12691cd,,,0105433700048-0101-50000A-48
Y,false,1,48.00,2024-12-03 13:11:11.587782 +00:00,,0105433700048-0101-50000A-47,1Z1oGBWWsJB,RENTAL_FEE,CollectCharge,charge_id,98d0b9bbef18675d2753e88ce6931b28,,,0105433700048-0101-50000A-47
Y,false,1,48.00,2024-12-03 13:11:11.587676 +00:00,,0105433700048-0101-50000A-46,1Z1oGBWWsJ9,RENTAL_FEE,CollectCharge,charge_id,fafe570bcac3a70d3dfe0dbe7cf1ac18,,,0105433700048-0101-50000A-46
Y,false,1,48.00,2024-12-03 13:11:11.587607 +00:00,,0105433700048-0101-50000A-45,1Z1oGBWWsJ7,RENTAL_FEE,CollectCharge,charge_id,69425f6a9a313ebf4b3d32b8bd90a956,,,0105433700048-0101-50000A-45
Y,false,1,48.00,2024-12-03 13:11:11.587554 +00:00,,0105433700048-0101-50000A-44,1Z1oGBWWsJ5,RENTAL_FEE,CollectCharge,charge_id,b168a09dd0115f0f2460eb7b9aba4409,,,0105433700048-0101-50000A-44
Y,false,1,48.00,2024-12-03 13:11:11.587502 +00:00,,0105433700048-0101-50000A-43,1Z1oGBWWsJ3,RENTAL_FEE,CollectCharge,charge_id,033ae678774d0ddc5a396a66f1349163,,,0105433700048-0101-50000A-43
Y,false,1,48.00,2024-12-03 13:11:11.587446 +00:00,,0105433700048-0101-50000A-42,1Z1oGBWWsJ1,RENTAL_FEE,CollectCharge,charge_id,452710ab140dac080d210605dc8f7945,,,0105433700048-0101-50000A-42
Y,false,1,48.00,2024-12-03 13:11:11.587386 +00:00,,0105433700048-0101-50000A-41,1Z1oGBWWsIz,RENTAL_FEE,CollectCharge,charge_id,0fd99d1473a9a816f360df2d4ce458ce,,,0105433700048-0101-50000A-41
Y,false,1,48.00,2024-12-03 13:11:11.587332 +00:00,,0105433700048-0101-50000A-40,1Z1oGBWWsIx,RENTAL_FEE,CollectCharge,charge_id,1717e8d9c96e169d984c37f3a1cdd17f,,,0105433700048-0101-50000A-40
Y,false,1,48.00,2024-12-03 13:11:11.587279 +00:00,,0105433700048-0101-50000A-39,1Z1oGBWWsIv,RENTAL_FEE,CollectCharge,charge_id,51e36f3c6c25cb2f0d3bcc429f087665,,,0105433700048-0101-50000A-39
Y,false,1,48.00,2024-12-03 13:11:11.587224 +00:00,,0105433700048-0101-50000A-38,1Z1oGBWWsIt,RENTAL_FEE,CollectCharge,charge_id,a4fdaaa4f32869787ac1a10a43ad49ce,,,0105433700048-0101-50000A-38
Y,false,1,48.00,2024-12-03 13:11:11.587170 +00:00,,0105433700048-0101-50000A-37,1Z1oGBWWsIr,RENTAL_FEE,CollectCharge,charge_id,b334b218b4416f6eb6d795b9a4dfd198,,,0105433700048-0101-50000A-37
Y,false,1,48.00,2024-12-03 13:11:11.587113 +00:00,,0105433700048-0101-50000A-36,1Z1oGBWWsIp,RENTAL_FEE,CollectCharge,charge_id,d5e7d400db97b4ce90eca45d22057710,,,0105433700048-0101-50000A-36
Y,false,1,48.00,2024-12-03 13:11:11.587058 +00:00,,0105433700048-0101-50000A-35,1Z1oGBWWsIn,RENTAL_FEE,CollectCharge,charge_id,4c56e7545a7797c4724c1dba9c21278d,,,0105433700048-0101-50000A-35
Y,false,1,48.00,2024-12-03 13:11:11.586995 +00:00,,0105433700048-0101-50000A-34,1Z1oGBWWsIl,RENTAL_FEE,CollectCharge,charge_id,40b9e44f0041bee56be21192b9b18b8c,,,0105433700048-0101-50000A-34
Y,false,1,48.00,2024-12-03 13:11:11.586912 +00:00,,0105433700048-0101-50000A-33,1Z1oGBWWsIj,RENTAL_FEE,CollectCharge,charge_id,303818f66e8708b6dbb85a20c7aba62b,,,0105433700048-0101-50000A-33
Y,false,1,48.00,2024-12-03 13:11:11.586817 +00:00,,0105433700048-0101-50000A-32,1Z1oGBWWsIh,RENTAL_FEE,CollectCharge,charge_id,64eef648ac1a2ef3cff7461fe5d06631,,,0105433700048-0101-50000A-32
Y,false,1,48.00,2024-12-03 13:11:11.586759 +00:00,,0105433700048-0101-50000A-31,1Z1oGBWWsIf,RENTAL_FEE,CollectCharge,charge_id,5e8c69faf9e02ac913ec1657c41c8d76,,,0105433700048-0101-50000A-31
Y,false,1,48.00,2024-12-03 13:11:11.586680 +00:00,,0105433700048-0101-50000A-30,1Z1oGBWWsId,RENTAL_FEE,CollectCharge,charge_id,f938a3c38492bf321b51ce64c467051d,,,0105433700048-0101-50000A-30
Y,false,1,48.00,2024-12-03 13:11:11.586619 +00:00,,0105433700048-0101-50000A-29,1Z1oGBWWsIb,RENTAL_FEE,CollectCharge,charge_id,11af8f3acc79e161db77ffa12adc9932,,,0105433700048-0101-50000A-29
Y,false,1,48.00,2024-12-03 13:11:11.586566 +00:00,,0105433700048-0101-50000A-28,1Z1oGBWWsIZ,RENTAL_FEE,CollectCharge,charge_id,0dbd4e3d2ce1c22cfcc7a22a265054c9,,,0105433700048-0101-50000A-28
Y,false,1,48.00,2024-12-03 13:11:11.586506 +00:00,,0105433700048-0101-50000A-27,1Z1oGBWWsIX,RENTAL_FEE,CollectCharge,charge_id,d14b5980440d1c5ff3773b3391313fff,,,0105433700048-0101-50000A-27
Y,false,1,48.00,2024-12-03 13:11:11.586414 +00:00,,0105433700048-0101-50000A-26,1Z1oGBWWsIV,RENTAL_FEE,CollectCharge,charge_id,405d2b8937489cc3457e751c66736e4a,,,0105433700048-0101-50000A-26
Y,false,1,48.00,2024-12-03 13:11:11.586355 +00:00,,0105433700048-0101-50000A-25,1Z1oGBWWsIT,RENTAL_FEE,CollectCharge,charge_id,1080fa033a6cb9a448a88e2f3a8f17f0,,,0105433700048-0101-50000A-25
Y,false,1,48.00,2024-12-03 13:11:11.586297 +00:00,,0105433700048-0101-50000A-24,1Z1oGBWWsIR,RENTAL_FEE,CollectCharge,charge_id,ca1afb87baa7971cdde7fb7d8d97d094,,,0105433700048-0101-50000A-24
Y,false,1,48.00,2024-12-03 13:11:11.586236 +00:00,,0105433700048-0101-50000A-23,1Z1oGBWWsIP,RENTAL_FEE,CollectCharge,charge_id,1dc95b6f48d07cb372fae696f017c28a,,,0105433700048-0101-50000A-23
Y,false,1,48.00,2024-12-03 13:11:11.586160 +00:00,,0105433700048-0101-50000A-22,1Z1oGBWWsIN,RENTAL_FEE,CollectCharge,charge_id,f7a3cbd9e24654e9adfb21dbade2d40f,,,0105433700048-0101-50000A-22
Y,false,1,48.00,2024-12-03 13:11:11.585948 +00:00,,0105433700048-0101-50000A-21,1Z1oGBWWsIL,RENTAL_FEE,CollectCharge,charge_id,5f6290623a4eef9cf1a1501513f60ded,,,0105433700048-0101-50000A-21
Y,false,1,48.00,2024-12-03 13:11:11.585728 +00:00,,0105433700048-0101-50000A-20,1Z1oGBWWsIJ,RENTAL_FEE,CollectCharge,charge_id,718d1dadba4d47caef2222277e02a46d,,,0105433700048-0101-50000A-20
Y,false,1,48.00,2024-12-03 13:11:11.585676 +00:00,,0105433700048-0101-50000A-19,1Z1oGBWWsIH,RENTAL_FEE,CollectCharge,charge_id,963ff61144c25895b56dfeec993fc232,,,0105433700048-0101-50000A-19
Y,false,1,48.00,2024-12-03 13:11:11.585623 +00:00,,0105433700048-0101-50000A-18,1Z1oGBWWsIF,RENTAL_FEE,CollectCharge,charge_id,d322a34dd046e42b0c363b324c5a27b9,,,0105433700048-0101-50000A-18
Y,false,1,48.00,2024-12-03 13:11:11.585569 +00:00,,0105433700048-0101-50000A-17,1Z1oGBWFHA9,RENTAL_FEE,CollectCharge,charge_id,3426f995ad7f10a8ef7efa32a28f9f69,,,0105433700048-0101-50000A-17
Y,false,1,48.00,2024-12-03 13:11:11.585515 +00:00,,0105433700048-0101-50000A-16,1Z1oGBWFHA7,RENTAL_FEE,CollectCharge,charge_id,7d2aff6f7a953c552d93e6249d7428e5,,,0105433700048-0101-50000A-16
Y,false,1,48.00,2024-12-03 13:11:11.585459 +00:00,,0105433700048-0101-50000A-15,1Z1oGBWFHA5,RENTAL_FEE,CollectCharge,charge_id,28ca2709795af178637e501e1494943f,,,0105433700048-0101-50000A-15
Y,false,1,48.00,2024-12-03 13:11:11.585404 +00:00,,0105433700048-0101-50000A-14,1Z1oGBWFHA3,RENTAL_FEE,CollectCharge,charge_id,4bb49d38bdc40eb6416315129a7e9ffb,,,0105433700048-0101-50000A-14
Y,false,1,48.00,2024-12-03 13:11:11.585339 +00:00,,0105433700048-0101-50000A-13,1Z1oGBWFHA1,RENTAL_FEE,CollectCharge,charge_id,76cc9adca1d4d238ab5cbf3fff2d2b1e,,,0105433700048-0101-50000A-13
Y,false,1,48.00,2024-12-03 13:11:11.585283 +00:00,,0105433700048-0101-50000A-12,1Z1oGBWFH9z,RENTAL_FEE,CollectCharge,charge_id,465570c460f13f6e13f674b1488ec210,,,0105433700048-0101-50000A-12
Y,false,1,48.00,2024-12-03 13:11:11.585223 +00:00,,0105433700048-0101-50000A-11,1Z1oGBWFH9x,RENTAL_FEE,CollectCharge,charge_id,34d79f548073d7a0e3fa5af332114503,,,0105433700048-0101-50000A-11
Y,false,1,48.00,2024-12-03 13:11:11.585125 +00:00,,0105433700048-0101-50000A-10,1Z1oGBWFH9v,RENTAL_FEE,CollectCharge,charge_id,e6616464fc902e056ab87c001428e42d,,,0105433700048-0101-50000A-10
Y,false,1,48.00,2024-12-03 13:11:11.585068 +00:00,,0105433700048-0101-50000A-09,1Z1oGBWFH9t,RENTAL_FEE,CollectCharge,charge_id,d398ffcb4aaeb2f4cebf27f613262ea7,,,0105433700048-0101-50000A-09
Y,false,1,48.00,2024-12-03 13:11:11.585008 +00:00,,0105433700048-0101-50000A-08,1Z1oGBWFH9r,RENTAL_FEE,CollectCharge,charge_id,0cefc2845b867023bbbb22cd43d6746a,,,0105433700048-0101-50000A-08
Y,false,1,48.00,2024-12-03 13:11:11.584954 +00:00,,0105433700048-0101-50000A-07,1Z1oGBWFH9p,RENTAL_FEE,CollectCharge,charge_id,2b3f214f844d805a1618200fd1788045,,,0105433700048-0101-50000A-07
Y,false,1,48.00,2024-12-03 13:11:11.584897 +00:00,,0105433700048-0101-50000A-06,1Z1oGBWFH9n,RENTAL_FEE,CollectCharge,charge_id,7071916ecead6d1c0f4b3c4da27e3bf0,,,0105433700048-0101-50000A-06
Y,false,1,48.00,2024-12-03 13:11:11.584839 +00:00,,0105433700048-0101-50000A-05,1Z1oGBWFH9l,RENTAL_FEE,CollectCharge,charge_id,00bccad858d1daac8e8339803b9ae2d3,,,0105433700048-0101-50000A-05
Y,false,1,48.00,2024-12-03 13:11:11.584775 +00:00,,0105433700048-0101-50000A-04,1Z1oGBWFH9j,RENTAL_FEE,CollectCharge,charge_id,8f6519daee4468f6d67b10f31c561c42,,,0105433700048-0101-50000A-04
Y,false,1,48.00,2024-12-03 13:11:11.584700 +00:00,,0105433700048-0101-50000A-03,1Z1oGBWFH9h,RENTAL_FEE,CollectCharge,charge_id,ae0d8f0983f547b418325c632fce365c,,,0105433700048-0101-50000A-03
Y,false,1,48.00,2024-12-03 13:11:11.584637 +00:00,,0105433700048-0101-50000A-02,1Z1oGBWFH9f,RENTAL_FEE,CollectCharge,charge_id,80427b75ca4aefe64a644dc45276fda8,,,0105433700048-0101-50000A-02
Y,false,1,45.12,2024-12-03 13:11:11.584510 +00:00,,0105433700048-0101-50000A-01,1Z1oGBWFH9d,RENTAL_FEE,CollectCharge,charge_id,8db0e11820552b4e358928a8175ff363,,,0105433700048-0101-50000A-01
Y,false,1,40.00,2024-12-03 13:11:17.107556 +00:00,,0105433700047-0101-30000A-36,1Z1oGanxqf1,RENTAL_FEE,CollectCharge,charge_id,832eff72335d2174269a2b6982faedc5,,,0105433700047-0101-30000A-36
Y,false,1,40.00,2024-12-03 13:11:17.107489 +00:00,,0105433700047-0101-30000A-35,1Z1oGanxqez,RENTAL_FEE,CollectCharge,charge_id,9fd0209a82de4edf12daf49a174fd370,,,0105433700047-0101-30000A-35
Y,false,1,40.00,2024-12-03 13:11:17.107446 +00:00,,0105433700047-0101-30000A-34,1Z1oGanxqex,RENTAL_FEE,CollectCharge,charge_id,e09a17d9118afebbc17c200d79b47140,,,0105433700047-0101-30000A-34
Y,false,1,40.00,2024-12-03 13:11:17.107402 +00:00,,0105433700047-0101-30000A-33,1Z1oGanxqev,RENTAL_FEE,CollectCharge,charge_id,ab66020136ca66bd65b2fad25f97ca6a,,,0105433700047-0101-30000A-33
Y,false,1,40.00,2024-12-03 13:11:17.107359 +00:00,,0105433700047-0101-30000A-32,1Z1oGanxqet,RENTAL_FEE,CollectCharge,charge_id,468e3b8b8f6efc2e4f4aa0ab7389bef0,,,0105433700047-0101-30000A-32
Y,false,1,40.00,2024-12-03 13:11:17.107317 +00:00,,0105433700047-0101-30000A-31,1Z1oGanxqer,RENTAL_FEE,CollectCharge,charge_id,ab808684d32ea3c8428d5d20c1bd28ec,,,0105433700047-0101-30000A-31
Y,false,1,40.00,2024-12-03 13:11:17.107276 +00:00,,0105433700047-0101-30000A-30,1Z1oGanxqep,RENTAL_FEE,CollectCharge,charge_id,7087d25004dabe38d546d41491389aca,,,0105433700047-0101-30000A-30
Y,false,1,40.00,2024-12-03 13:11:17.107234 +00:00,,0105433700047-0101-30000A-29,1Z1oGanxqen,RENTAL_FEE,CollectCharge,charge_id,ca83a2d377a81727f6abef9d2e7b98db,,,0105433700047-0101-30000A-29
Y,false,1,40.00,2024-12-03 13:11:17.107192 +00:00,,0105433700047-0101-30000A-28,1Z1oGanxqel,RENTAL_FEE,CollectCharge,charge_id,3c0c171cc5f5cda6de6286d3c678d6b8,,,0105433700047-0101-30000A-28
Y,false,1,40.00,2024-12-03 13:11:17.107149 +00:00,,0105433700047-0101-30000A-27,1Z1oGanxqej,RENTAL_FEE,CollectCharge,charge_id,bbd41e08347e18e1e24bbfd4091c5bd3,,,0105433700047-0101-30000A-27
Y,false,1,40.00,2024-12-03 13:11:17.107097 +00:00,,0105433700047-0101-30000A-26,1Z1oGanxqeh,RENTAL_FEE,CollectCharge,charge_id,0339bebdb1f88b8ac660c201b0685535,,,0105433700047-0101-30000A-26
Y,false,1,40.00,2024-12-03 13:11:17.106879 +00:00,,0105433700047-0101-30000A-25,1Z1oGanxqef,RENTAL_FEE,CollectCharge,charge_id,652508b966f8c61471e1f61c1b44faf5,,,0105433700047-0101-30000A-25
Y,false,1,40.00,2024-12-03 13:11:17.106838 +00:00,,0105433700047-0101-30000A-24,1Z1oGanxqed,RENTAL_FEE,CollectCharge,charge_id,a4c917a5d3c1a9728042bc0c67ef5644,,,0105433700047-0101-30000A-24
Y,false,1,40.00,2024-12-03 13:11:17.106797 +00:00,,0105433700047-0101-30000A-23,1Z1oGanxqeb,RENTAL_FEE,CollectCharge,charge_id,01ae431912d1a20462b7ea27302d06be,,,0105433700047-0101-30000A-23
Y,false,1,40.00,2024-12-03 13:11:17.106755 +00:00,,0105433700047-0101-30000A-22,1Z1oGanxqeZ,RENTAL_FEE,CollectCharge,charge_id,d775151fcd3550f707630fefaf68c27c,,,0105433700047-0101-30000A-22
Y,false,1,40.00,2024-12-03 13:11:17.106711 +00:00,,0105433700047-0101-30000A-21,1Z1oGanxqeX,RENTAL_FEE,CollectCharge,charge_id,526e63db60b98e654b1bbd19cf0a27db,,,0105433700047-0101-30000A-21
Y,false,1,40.00,2024-12-03 13:11:17.106668 +00:00,,0105433700047-0101-30000A-20,1Z1oGanxqeV,RENTAL_FEE,CollectCharge,charge_id,7e0391396aff674ec327f7befb4dbde1,,,0105433700047-0101-30000A-20
Y,false,1,40.00,2024-12-03 13:11:17.106626 +00:00,,0105433700047-0101-30000A-19,1Z1oGanxqeT,RENTAL_FEE,CollectCharge,charge_id,b7fffa042edc76998911c0453798961d,,,0105433700047-0101-30000A-19
Y,false,1,40.00,2024-12-03 13:11:17.106582 +00:00,,0105433700047-0101-30000A-18,1Z1oGangFWN,RENTAL_FEE,CollectCharge,charge_id,0e13aee90b69ea4717e54965bb27490a,,,0105433700047-0101-30000A-18
Y,false,1,40.00,2024-12-03 13:11:17.106541 +00:00,,0105433700047-0101-30000A-17,1Z1oGangFWL,RENTAL_FEE,CollectCharge,charge_id,bea182fd78f82b5e89decf51012ff00c,,,0105433700047-0101-30000A-17
Y,false,1,40.00,2024-12-03 13:11:17.106501 +00:00,,0105433700047-0101-30000A-16,1Z1oGangFWJ,RENTAL_FEE,CollectCharge,charge_id,3bbcbf3e215b022a32b0fb348bc305f3,,,0105433700047-0101-30000A-16
Y,false,1,40.00,2024-12-03 13:11:17.106460 +00:00,,0105433700047-0101-30000A-15,1Z1oGangFWH,RENTAL_FEE,CollectCharge,charge_id,46d49250a086f0071625c4a4bcf1a119,,,0105433700047-0101-30000A-15
Y,false,1,40.00,2024-12-03 13:11:17.106419 +00:00,,0105433700047-0101-30000A-14,1Z1oGangFWF,RENTAL_FEE,CollectCharge,charge_id,1a66d2664891f15435ddc49cd8c695f9,,,0105433700047-0101-30000A-14
Y,false,1,40.00,2024-12-03 13:11:17.106378 +00:00,,0105433700047-0101-30000A-13,1Z1oGangFWD,RENTAL_FEE,CollectCharge,charge_id,a3896233d07bcf66e63f688a311e3bb2,,,0105433700047-0101-30000A-13
Y,false,1,40.00,2024-12-03 13:11:17.106335 +00:00,,0105433700047-0101-30000A-12,1Z1oGangFWB,RENTAL_FEE,CollectCharge,charge_id,08a97259499a742fecb50eb0b1bcc987,,,0105433700047-0101-30000A-12
Y,false,1,40.00,2024-12-03 13:11:17.106291 +00:00,,0105433700047-0101-30000A-11,1Z1oGangFW9,RENTAL_FEE,CollectCharge,charge_id,965b84062f46deb46f8a58afe59b2943,,,0105433700047-0101-30000A-11
Y,false,1,40.00,2024-12-03 13:11:17.106247 +00:00,,0105433700047-0101-30000A-10,1Z1oGangFW7,RENTAL_FEE,CollectCharge,charge_id,e177a9c7d4dcd8ca968b612cb981c612,,,0105433700047-0101-30000A-10
Y,false,1,40.00,2024-12-03 13:11:17.106203 +00:00,,0105433700047-0101-30000A-09,1Z1oGangFW5,RENTAL_FEE,CollectCharge,charge_id,ab8cb4446578f800bfe396fdb727601a,,,0105433700047-0101-30000A-09
Y,false,1,40.00,2024-12-03 13:11:17.106159 +00:00,,0105433700047-0101-30000A-08,1Z1oGangFW3,RENTAL_FEE,CollectCharge,charge_id,c3bc45634e45f756f5e899f4a65d3cab,,,0105433700047-0101-30000A-08
Y,false,1,40.00,2024-12-03 13:11:17.106115 +00:00,,0105433700047-0101-30000A-07,1Z1oGangFW1,RENTAL_FEE,CollectCharge,charge_id,4990beafd6fc543bde8555664a04b915,,,0105433700047-0101-30000A-07
Y,false,1,40.00,2024-12-03 13:11:17.106069 +00:00,,0105433700047-0101-30000A-06,1Z1oGangFVz,RENTAL_FEE,CollectCharge,charge_id,7aace06b4da884c6a21f2379d848022b,,,0105433700047-0101-30000A-06
Y,false,1,40.00,2024-12-03 13:11:17.106024 +00:00,,0105433700047-0101-30000A-05,1Z1oGangFVx,RENTAL_FEE,CollectCharge,charge_id,f299ad47939bba38e03b216d7d7eb55b,,,0105433700047-0101-30000A-05
Y,false,1,40.00,2024-12-03 13:11:17.105974 +00:00,,0105433700047-0101-30000A-04,1Z1oGangFVv,RENTAL_FEE,CollectCharge,charge_id,1ac4d5c18e1439ad6c7fa22ff91296e3,,,0105433700047-0101-30000A-04
Y,false,1,40.00,2024-12-03 13:11:17.105926 +00:00,,0105433700047-0101-30000A-03,1Z1oGangFVt,RENTAL_FEE,CollectCharge,charge_id,203960ccf4f0d2e1ec29166579f615e9,,,0105433700047-0101-30000A-03
Y,false,1,40.00,2024-12-03 13:11:17.105868 +00:00,,0105433700047-0101-30000A-02,1Z1oGangFVr,RENTAL_FEE,CollectCharge,charge_id,4e83f034652cda60b679505fb1dbb739,,,0105433700047-0101-30000A-02
Y,false,1,37.60,2024-12-03 13:11:17.105762 +00:00,,0105433700047-0101-30000A-01,1Z1oGangFVp,RENTAL_FEE,CollectCharge,charge_id,fb5fb1bc517a7c35552763304ef460b9,,,0105433700047-0101-30000A-01
Y,false,1,27.00,2024-12-03 13:11:22.750015 +00:00,,0105433700046-0101-70000A-84,1Z1oH0aL6Bx,RENTAL_FEE,CollectCharge,charge_id,16c8d87b5cf38d0de0c93c2d30406a7b,,,0105433700046-0101-70000A-84
Y,false,1,27.00,2024-12-03 13:11:22.749977 +00:00,,0105433700046-0101-70000A-83,1Z1oH0aL6Bv,RENTAL_FEE,CollectCharge,charge_id,c5230ea4ac95a823e0af67545e69939c,,,0105433700046-0101-70000A-83
Y,false,1,27.00,2024-12-03 13:11:22.749940 +00:00,,0105433700046-0101-70000A-82,1Z1oH0aL6Bt,RENTAL_FEE,CollectCharge,charge_id,96c6608aac53cffc9ab5530d619df1f6,,,0105433700046-0101-70000A-82
Y,false,1,27.00,2024-12-03 13:11:22.749902 +00:00,,0105433700046-0101-70000A-81,1Z1oH0aL6Br,RENTAL_FEE,CollectCharge,charge_id,027633198877549ecf6440d866b16b87,,,0105433700046-0101-70000A-81
Y,false,1,27.00,2024-12-03 13:11:22.749862 +00:00,,0105433700046-0101-70000A-80,1Z1oH0aL6Bp,RENTAL_FEE,CollectCharge,charge_id,1ecf2892163b6765bbac6b8660f0847a,,,0105433700046-0101-70000A-80
Y,false,1,27.00,2024-12-03 13:11:22.749809 +00:00,,0105433700046-0101-70000A-79,1Z1oH0aL6Bn,RENTAL_FEE,CollectCharge,charge_id,01a1d6fc2e8cfb19d3ce845c9569662d,,,0105433700046-0101-70000A-79
Y,false,1,27.00,2024-12-03 13:11:22.749723 +00:00,,0105433700046-0101-70000A-78,1Z1oH0a3V3h,RENTAL_FEE,CollectCharge,charge_id,8b2ef56bc4eadbabffa4f80a2238fb14,,,0105433700046-0101-70000A-78
Y,false,1,27.00,2024-12-03 13:11:22.748170 +00:00,,0105433700046-0101-70000A-77,1Z1oH0a3V3f,RENTAL_FEE,CollectCharge,charge_id,33301bd00b845e92a244fe6c4329fbfd,,,0105433700046-0101-70000A-77
Y,false,1,27.00,2024-12-03 13:11:22.748126 +00:00,,0105433700046-0101-70000A-76,1Z1oH0a3V3d,RENTAL_FEE,CollectCharge,charge_id,9dce58ebc578bdcea073453ffb0f6be6,,,0105433700046-0101-70000A-76
