id,material_model_name_prefix,rental_code,material_care_type,price,currency,tax_included,period_type,start_date
301,CHPI-1500L,322XXA,HOME_CARE,35.00,USD,N,MONTHLY,2025-02-01
302,CHPI-1500L,34XXXA,HOME_CARE,35.00,USD,N,MONTHLY,2025-02-01
303,CHPI-1500L,5XXXXA,HOME_CARE,45.00,USD,N,MONTHLY,2025-02-01
304,CHPI-1500L,50XXXA,HOME_CARE,45.00,USD,N,MONTHLY,2025-02-01
305,CHPI-1500L,52XXXA,HOME_CARE,33.00,USD,N,MONTHLY,2025-02-01
306,CHPI-1500L,7XXXXA,HOME_CARE,40.00,USD,N,MONTHLY,2025-02-01
307,HP-1100R,NXXXXA,SELF_CARE,64.00,USD,N,MONTHLY,2025-02-01
308,HP-1100R,N3XXXA,SELF_CARE,44.00,USD,N,MONTHLY,2025-02-01
309,HP-1100R,N30XXA,SELF_CARE,31.00,USD,N,MONTHLY,2025-02-01
310,HP-1100R,N32XXA,SELF_CARE,31.00,USD,N,MONTHLY,2025-02-01
311,HP-1100R,N320XA,SELF_CARE,31.00,USD,N,MONTHLY,2025-02-01
312,HP-1100R,N5XXXA,SELF_CARE,35.00,USD,N,MONTHLY,2025-02-01
313,HP-1100R,N50XXA,SELF_CARE,35.00,USD,N,MONTHLY,2025-02-01
314,HP-1100R,3XXXXA,SELF_CARE,44.00,USD,N,MONTHLY,2025-02-01
315,HP-1100R,30XXXA,SELF_CARE,31.00,USD,N,MONTHLY,2025-02-01
316,HP-1100R,32XXXA,SELF_CARE,31.00,USD,N,MONTHLY,2025-02-01
317,HP-1100R,320XXA,SELF_CARE,31.00,USD,N,MONTHLY,2025-02-01
318,HP-1100R,322XXA,SELF_CARE,25.00,USD,N,MONTHLY,2025-02-01
319,HP-1100R,34XXXA,SELF_CARE,25.00,USD,N,MONTHLY,2025-02-01
320,HP-1100R,5XXXXA,SELF_CARE,35.00,USD,N,MONTHLY,2025-02-01
321,HP-1100R,50XXXA,SELF_CARE,35.00,USD,N,MONTHLY,2025-02-01
322,HP-1100R,52XXXA,SELF_CARE,23.00,USD,N,MONTHLY,2025-02-01
323,HP-1100R,7XXXXA,SELF_CARE,30.00,USD,N,MONTHLY,2025-02-01
324,HP-1100R,NXXXXA,HOME_CARE,74.00,USD,N,MONTHLY,2025-02-01
325,HP-1100R,N3XXXA,HOME_CARE,54.00,USD,N,MONTHLY,2025-02-01
326,HP-1100R,N30XXA,HOME_CARE,41.00,USD,N,MONTHLY,2025-02-01
327,HP-1100R,N32XXA,HOME_CARE,41.00,USD,N,MONTHLY,2025-02-01
328,HP-1100R,N320XA,HOME_CARE,41.00,USD,N,MONTHLY,2025-02-01
329,HP-1100R,N5XXXA,HOME_CARE,45.00,USD,N,MONTHLY,2025-02-01
330,HP-1100R,N50XXA,HOME_CARE,45.00,USD,N,MONTHLY,2025-02-01
331,HP-1100R,3XXXXA,HOME_CARE,54.00,USD,N,MONTHLY,2025-02-01
332,HP-1100R,30XXXA,HOME_CARE,41.00,USD,N,MONTHLY,2025-02-01
333,HP-1100R,32XXXA,HOME_CARE,41.00,USD,N,MONTHLY,2025-02-01
334,HP-1100R,320XXA,HOME_CARE,41.00,USD,N,MONTHLY,2025-02-01
335,HP-1100R,322XXA,HOME_CARE,35.00,USD,N,MONTHLY,2025-02-01
336,HP-1100R,34XXXA,HOME_CARE,35.00,USD,N,MONTHLY,2025-02-01
337,HP-1100R,5XXXXA,HOME_CARE,45.00,USD,N,MONTHLY,2025-02-01
338,HP-1100R,50XXXA,HOME_CARE,45.00,USD,N,MONTHLY,2025-02-01
339,HP-1100R,52XXXA,HOME_CARE,33.00,USD,N,MONTHLY,2025-02-01
340,HP-1100R,7XXXXA,HOME_CARE,40.00,USD,N,MONTHLY,2025-02-01
341,CHP-1100R,NXXXXA,SELF_CARE,79.00,USD,N,MONTHLY,2025-02-01
342,CHP-1100R,N3XXXA,SELF_CARE,55.00,USD,N,MONTHLY,2025-02-01
343,CHP-1100R,N30XXA,SELF_CARE,55.00,USD,N,MONTHLY,2025-02-01
344,CHP-1100R,N32XXA,SELF_CARE,39.00,USD,N,MONTHLY,2025-02-01
345,CHP-1100R,N320XA,SELF_CARE,39.00,USD,N,MONTHLY,2025-02-01
346,CHP-1100R,N5XXXA,SELF_CARE,43.00,USD,N,MONTHLY,2025-02-01
347,CHP-1100R,N50XXA,SELF_CARE,43.00,USD,N,MONTHLY,2025-02-01
348,CHP-1100R,3XXXXA,SELF_CARE,55.00,USD,N,MONTHLY,2025-02-01
349,CHP-1100R,30XXXA,SELF_CARE,55.00,USD,N,MONTHLY,2025-02-01
350,CHP-1100R,32XXXA,SELF_CARE,39.00,USD,N,MONTHLY,2025-02-01
351,CHP-1100R,320XXA,SELF_CARE,39.00,USD,N,MONTHLY,2025-02-01
352,CHP-1100R,322XXA,SELF_CARE,31.00,USD,N,MONTHLY,2025-02-01
353,CHP-1100R,34XXXA,SELF_CARE,31.00,USD,N,MONTHLY,2025-02-01
354,CHP-1100R,5XXXXA,SELF_CARE,43.00,USD,N,MONTHLY,2025-02-01
355,CHP-1100R,50XXXA,SELF_CARE,43.00,USD,N,MONTHLY,2025-02-01
356,CHP-1100R,52XXXA,SELF_CARE,28.00,USD,N,MONTHLY,2025-02-01
357,CHP-1100R,7XXXXA,SELF_CARE,37.00,USD,N,MONTHLY,2025-02-01
358,CHP-1100R,NXXXXA,HOME_CARE,89.00,USD,N,MONTHLY,2025-02-01
359,CHP-1100R,N3XXXA,HOME_CARE,65.00,USD,N,MONTHLY,2025-02-01
360,CHP-1100R,N30XXA,HOME_CARE,65.00,USD,N,MONTHLY,2025-02-01
361,CHP-1100R,N32XXA,HOME_CARE,49.00,USD,N,MONTHLY,2025-02-01
362,CHP-1100R,N320XA,HOME_CARE,49.00,USD,N,MONTHLY,2025-02-01
363,CHP-1100R,N5XXXA,HOME_CARE,53.00,USD,N,MONTHLY,2025-02-01
364,CHP-1100R,N50XXA,HOME_CARE,53.00,USD,N,MONTHLY,2025-02-01
365,CHP-1100R,3XXXXA,HOME_CARE,65.00,USD,N,MONTHLY,2025-02-01
366,CHP-1100R,30XXXA,HOME_CARE,65.00,USD,N,MONTHLY,2025-02-01
367,CHP-1100R,32XXXA,HOME_CARE,49.00,USD,N,MONTHLY,2025-02-01
368,CHP-1100R,320XXA,HOME_CARE,49.00,USD,N,MONTHLY,2025-02-01
369,CHP-1100R,322XXA,HOME_CARE,41.00,USD,N,MONTHLY,2025-02-01
370,CHP-1100R,34XXXA,HOME_CARE,41.00,USD,N,MONTHLY,2025-02-01
371,CHP-1100R,5XXXXA,HOME_CARE,53.00,USD,N,MONTHLY,2025-02-01
372,CHP-1100R,50XXXA,HOME_CARE,53.00,USD,N,MONTHLY,2025-02-01
373,CHP-1100R,52XXXA,HOME_CARE,38.00,USD,N,MONTHLY,2025-02-01
374,CHP-1100R,7XXXXA,HOME_CARE,47.00,USD,N,MONTHLY,2025-02-01
375,CHP-1110N,NXXXXA,SELF_CARE,71.00,USD,N,MONTHLY,2025-02-01
376,CHP-1110N,N3XXXA,SELF_CARE,49.00,USD,N,MONTHLY,2025-02-01
377,CHP-1110N,N30XXA,SELF_CARE,49.00,USD,N,MONTHLY,2025-02-01
378,CHP-1110N,N32XXA,SELF_CARE,35.00,USD,N,MONTHLY,2025-02-01
379,CHP-1110N,N320XA,SELF_CARE,35.00,USD,N,MONTHLY,2025-02-01
380,CHP-1110N,N5XXXA,SELF_CARE,39.00,USD,N,MONTHLY,2025-02-01
381,CHP-1110N,N50XXA,SELF_CARE,39.00,USD,N,MONTHLY,2025-02-01
382,CHP-1110N,3XXXXA,SELF_CARE,49.00,USD,N,MONTHLY,2025-02-01
383,CHP-1110N,30XXXA,SELF_CARE,49.00,USD,N,MONTHLY,2025-02-01
384,CHP-1110N,32XXXA,SELF_CARE,35.00,USD,N,MONTHLY,2025-02-01
385,CHP-1110N,320XXA,SELF_CARE,35.00,USD,N,MONTHLY,2025-02-01
386,CHP-1110N,322XXA,SELF_CARE,27.00,USD,N,MONTHLY,2025-02-01
387,CHP-1110N,34XXXA,SELF_CARE,27.00,USD,N,MONTHLY,2025-02-01
388,CHP-1110N,5XXXXA,SELF_CARE,39.00,USD,N,MONTHLY,2025-02-01
389,CHP-1110N,50XXXA,SELF_CARE,39.00,USD,N,MONTHLY,2025-02-01
390,CHP-1110N,52XXXA,SELF_CARE,26.00,USD,N,MONTHLY,2025-02-01
391,CHP-1110N,7XXXXA,SELF_CARE,33.00,USD,N,MONTHLY,2025-02-01
392,CHP-1110N,NXXXXA,HOME_CARE,81.00,USD,N,MONTHLY,2025-02-01
393,CHP-1110N,N3XXXA,HOME_CARE,59.00,USD,N,MONTHLY,2025-02-01
394,CHP-1110N,N30XXA,HOME_CARE,59.00,USD,N,MONTHLY,2025-02-01
395,CHP-1110N,N32XXA,HOME_CARE,45.00,USD,N,MONTHLY,2025-02-01
396,CHP-1110N,N320XA,HOME_CARE,45.00,USD,N,MONTHLY,2025-02-01
397,CHP-1110N,N5XXXA,HOME_CARE,49.00,USD,N,MONTHLY,2025-02-01
398,CHP-1110N,N50XXA,HOME_CARE,49.00,USD,N,MONTHLY,2025-02-01
399,CHP-1110N,3XXXXA,HOME_CARE,59.00,USD,N,MONTHLY,2025-02-01
400,CHP-1110N,30XXXA,HOME_CARE,59.00,USD,N,MONTHLY,2025-02-01
401,CHP-1110N,32XXXA,HOME_CARE,45.00,USD,N,MONTHLY,2025-02-01
402,CHP-1110N,320XXA,HOME_CARE,45.00,USD,N,MONTHLY,2025-02-01
403,CHP-1110N,322XXA,HOME_CARE,37.00,USD,N,MONTHLY,2025-02-01
404,CHP-1110N,34XXXA,HOME_CARE,37.00,USD,N,MONTHLY,2025-02-01
405,CHP-1110N,5XXXXA,HOME_CARE,49.00,USD,N,MONTHLY,2025-02-01
406,CHP-1110N,50XXXA,HOME_CARE,49.00,USD,N,MONTHLY,2025-02-01
407,CHP-1110N,52XXXA,HOME_CARE,36.00,USD,N,MONTHLY,2025-02-01
408,CHP-1110N,7XXXXA,HOME_CARE,43.00,USD,N,MONTHLY,2025-02-01
