doc_item_id,attribute_type,value,create_time
SA2500300186-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.615422
SA2500300186-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.615423
SA2500300186-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.615423
SA2500300186-002,ORDER_ID,0105433700010,2025-01-03 11:57:13.615423
SA2500300186-002,ORDER_ITEM_ID,0105433700010-0202,2025-01-03 11:57:13.615424
SA2500300186-002,SALES_TYPE,ONETIME,2025-01-03 11:57:13.615424
SA2500300186-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.615424
SA2500300186-002,MATERIAL_ID,WP_113627,2025-01-03 11:57:13.615424
SA2500300186-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.615424
SA2500300186-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.615424
SA2500300186-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.615425
SA2500300186-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.615425
SA2500300186-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.615425
SA2500300187-001,ORDER_ID,0105435600008,2025-01-03 11:57:13.618234
SA2500300187-001,ORDER_ITEM_ID,0105435600008-0102,2025-01-03 11:57:13.618234
SA2500300187-001,SALES_TYPE,ONETIME,2025-01-03 11:57:13.618235
SA2500300187-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.618235
SA2500300187-001,MATERIAL_ID,WP_113627,2025-01-03 11:57:13.618235
SA2500300187-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.618235
SA2500300187-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.618235
SA2500300187-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.618236
SA2500300187-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.618236
SA2500300187-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.618236
SA2500300187-002,ORDER_ID,0105435600008,2025-01-03 11:57:13.618236
SA2500300187-002,ORDER_ITEM_ID,0105435600008-0102,2025-01-03 11:57:13.618237
SA2500300187-002,SALES_TYPE,ONETIME,2025-01-03 11:57:13.618237
SA2500300187-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.618237
SA2500300187-002,MATERIAL_ID,WP_113627,2025-01-03 11:57:13.618237
SA2500300187-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.618237
SA2500300187-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.618237
SA2500300187-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.618238
SA2500300187-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.618238
SA2500300187-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.618238
SA2500300188-001,ORDER_ID,0105434700030,2025-01-03 11:57:13.620990
SA2500300188-001,ORDER_ITEM_ID,0105434700030-0102,2025-01-03 11:57:13.620991
SA2500300188-001,SALES_TYPE,ONETIME,2025-01-03 11:57:13.620991
SA2500300188-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.620992
SA2500300188-001,MATERIAL_ID,WP_113627,2025-01-03 11:57:13.620992
SA2500300188-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.620992
SA2500300188-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.620992
SA2500300188-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.620992
SA2500300188-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.620992
SA2500300188-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.620993
SA2500300188-002,ORDER_ID,0105434700030,2025-01-03 11:57:13.620993
SA2500300188-002,ORDER_ITEM_ID,0105434700030-0102,2025-01-03 11:57:13.620993
SA2500300188-002,SALES_TYPE,ONETIME,2025-01-03 11:57:13.620994
SA2500300188-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.620994
SA2500300188-002,MATERIAL_ID,WP_113627,2025-01-03 11:57:13.620994
SA2500300188-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.620994
SA2500300188-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.620994
SA2500300188-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.620994
SA2500300188-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.620995
SA2500300188-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.620995
SA2500300189-001,ORDER_ID,0105434700030,2025-01-03 11:57:13.622821
SA2500300189-001,ORDER_ITEM_ID,0105434700030-0202,2025-01-03 11:57:13.622822
SA2500300189-001,SALES_TYPE,ONETIME,2025-01-03 11:57:13.622822
SA2500300189-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.622822
SA2500300189-001,MATERIAL_ID,WP_113627,2025-01-03 11:57:13.622822
SA2500300189-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.622822
SA2500300189-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.622823
SA2500300189-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.622823
SA2500300189-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.622823
SA2500300189-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.622823
SA2500300189-002,ORDER_ID,0105434700030,2025-01-03 11:57:13.622824
SA2500300189-002,ORDER_ITEM_ID,0105434700030-0202,2025-01-03 11:57:13.622824
SA2500300189-002,SALES_TYPE,ONETIME,2025-01-03 11:57:13.622824
SA2500300189-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.622824
SA2500300189-002,MATERIAL_ID,WP_113627,2025-01-03 11:57:13.622824
SA2500300189-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.622825
SA2500300189-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.622825
SA2500300189-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.622825
SA2500300189-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.622825
SA2500300189-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.622825
SA2500300190-001,ORDER_ID,0105434700030,2025-01-03 11:57:13.626133
SA2500300190-001,ORDER_ITEM_ID,0105434700030-0302,2025-01-03 11:57:13.626134
SA2500300190-001,SALES_TYPE,ONETIME,2025-01-03 11:57:13.626134
SA2500300190-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.626134
SA2500300190-001,MATERIAL_ID,WP_113785,2025-01-03 11:57:13.626134
SA2500300190-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.626134
SA2500300190-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.626135
SA2500300190-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.626135
SA2500300190-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.626135
SA2500300190-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.626135
SA2500300190-002,ORDER_ID,0105434700030,2025-01-03 11:57:13.626136
SA2500300190-002,ORDER_ITEM_ID,0105434700030-0302,2025-01-03 11:57:13.626136
SA2500300190-002,SALES_TYPE,ONETIME,2025-01-03 11:57:13.626136
SA2500300190-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.626136
SA2500300190-002,MATERIAL_ID,WP_113785,2025-01-03 11:57:13.626136
SA2500300190-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.626137
SA2500300190-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.626137
SA2500300190-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.626137
SA2500300190-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.626137
SA2500300190-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.626137
SA2500300191-001,ORDER_ID,0105434700030,2025-01-03 11:57:13.629612
SA2500300191-001,ORDER_ITEM_ID,0105434700030-0402,2025-01-03 11:57:13.629613
SA2500300191-001,SALES_TYPE,ONETIME,2025-01-03 11:57:13.629613
SA2500300191-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.629613
SA2500300191-001,MATERIAL_ID,WP_113783,2025-01-03 11:57:13.629613
SA2500300191-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.629614
SA2500300191-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.629614
SA2500300191-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.629614
SA2500300191-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.629614
SA2500300191-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.629614
SA2500300191-002,ORDER_ID,0105434700030,2025-01-03 11:57:13.629615
SA2500300191-002,ORDER_ITEM_ID,0105434700030-0402,2025-01-03 11:57:13.629615
SA2500300191-002,SALES_TYPE,ONETIME,2025-01-03 11:57:13.629615
SA2500300191-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.629615
SA2500300191-002,MATERIAL_ID,WP_113783,2025-01-03 11:57:13.629616
SA2500300191-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.629616
SA2500300191-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.629616
SA2500300191-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.629616
SA2500300191-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.629616
SA2500300191-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.629616
SA2500300192-001,ORDER_ID,0105434700030,2025-01-03 11:57:13.633993
SA2500300192-001,ORDER_ITEM_ID,0105434700030-0502,2025-01-03 11:57:13.633994
SA2500300192-001,SALES_TYPE,ONETIME,2025-01-03 11:57:13.633994
SA2500300192-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.633994
SA2500300192-001,MATERIAL_ID,WP_113783,2025-01-03 11:57:13.633995
SA2500300192-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.633995
SA2500300192-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.633995
SA2500300192-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.633995
SA2500300192-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.633995
SA2500300192-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.633995
SA2500300192-002,ORDER_ID,0105434700030,2025-01-03 11:57:13.633996
SA2500300192-002,ORDER_ITEM_ID,0105434700030-0502,2025-01-03 11:57:13.633996
SA2500300192-002,SALES_TYPE,ONETIME,2025-01-03 11:57:13.633996
SA2500300192-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.633997
SA2500300192-002,MATERIAL_ID,WP_113783,2025-01-03 11:57:13.633997
SA2500300192-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.633997
SA2500300192-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.633997
SA2500300192-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.633997
SA2500300192-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.633998
SA2500300192-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.633998
SA2500300193-001,ORDER_ID,0105434700030,2025-01-03 11:57:13.637363
SA2500300193-001,ORDER_ITEM_ID,0105434700030-0602,2025-01-03 11:57:13.637364
SA2500300193-001,SALES_TYPE,ONETIME,2025-01-03 11:57:13.637364
SA2500300193-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.637364
SA2500300193-001,MATERIAL_ID,WP_113783,2025-01-03 11:57:13.637364
SA2500300193-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.637364
SA2500300193-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.637365
SA2500300193-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.637365
SA2500300193-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.637365
SA2500300193-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.637365
SA2500300193-002,ORDER_ID,0105434700030,2025-01-03 11:57:13.637366
SA2500300193-002,ORDER_ITEM_ID,0105434700030-0602,2025-01-03 11:57:13.637366
SA2500300193-002,SALES_TYPE,ONETIME,2025-01-03 11:57:13.637366
SA2500300193-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.637366
SA2500300193-002,MATERIAL_ID,WP_113783,2025-01-03 11:57:13.637366
SA2500300193-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.637367
SA2500300193-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.637367
SA2500300193-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.637367
SA2500300193-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.637367
SA2500300193-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.637367
SA2500300194-001,ORDER_ID,0105434300035,2025-01-03 11:57:13.640108
SA2500300194-001,ORDER_ITEM_ID,0105434300035-0102,2025-01-03 11:57:13.640109
SA2500300194-001,SALES_TYPE,ONETIME,2025-01-03 11:57:13.640109
SA2500300194-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.640109
SA2500300194-001,MATERIAL_ID,WP_113786,2025-01-03 11:57:13.640109
SA2500300194-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.640109
SA2500300194-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.640109
SA2500300194-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.640110
SA2500300194-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.640110
SA2500300194-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.640110
SA2500300194-002,ORDER_ID,0105434300035,2025-01-03 11:57:13.640111
SA2500300194-002,ORDER_ITEM_ID,0105434300035-0102,2025-01-03 11:57:13.640111
SA2500300194-002,SALES_TYPE,ONETIME,2025-01-03 11:57:13.640111
SA2500300194-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.640111
SA2500300194-002,MATERIAL_ID,WP_113786,2025-01-03 11:57:13.640111
SA2500300194-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.640111
SA2500300194-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.640112
SA2500300194-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.640112
SA2500300194-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.640112
SA2500300194-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:13.640112
SA2500300195-001,ORDER_ID,0105434500044,2025-01-03 11:57:13.641846
SA2500300195-001,ORDER_ITEM_ID,0105434500044-0102,2025-01-03 11:57:13.641846
SA2500300195-001,SALES_TYPE,ONETIME,2025-01-03 11:57:13.641847
SA2500300195-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.641847
SA2500300195-001,MATERIAL_ID,WP_113780,2025-01-03 11:57:13.641847
SA2500300195-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.641847
SA2500300195-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.641847
SA2500300195-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.641847
SA2500300195-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.641848
SA2500300195-001,FEATURE_TYPE,HOT_PURIFIED,2025-01-03 11:57:13.641848
SA2500300195-002,ORDER_ID,0105434500044,2025-01-03 11:57:13.641848
SA2500300195-002,ORDER_ITEM_ID,0105434500044-0102,2025-01-03 11:57:13.641849
SA2500300195-002,SALES_TYPE,ONETIME,2025-01-03 11:57:13.641849
SA2500300195-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:13.641849
SA2500300195-002,MATERIAL_ID,WP_113780,2025-01-03 11:57:13.641849
SA2500300195-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:13.641849
SA2500300195-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:13.641849
SA2500300195-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:13.641850
SA2500300195-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:13.641850
SA2500300195-002,FEATURE_TYPE,HOT_PURIFIED,2025-01-03 11:57:13.641850
SA2500300196-001,ORDER_ID,0105434300039,2025-01-03 11:57:35.440794
SA2500300196-001,ORDER_ITEM_ID,0105434300039-0102,2025-01-03 11:57:35.440795
SA2500300196-001,SALES_TYPE,ONETIME,2025-01-03 11:57:35.440796
SA2500300196-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.440796
SA2500300196-001,MATERIAL_ID,WP_113725,2025-01-03 11:57:35.440796
SA2500300196-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.440796
SA2500300196-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.440796
SA2500300196-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.440796
SA2500300196-001,FILTER_TYPE,NANO_TRAP,2025-01-03 11:57:35.440797
SA2500300196-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:35.440797
SA2500300196-002,ORDER_ID,0105434300039,2025-01-03 11:57:35.440797
SA2500300196-002,ORDER_ITEM_ID,0105434300039-0102,2025-01-03 11:57:35.440798
SA2500300196-002,SALES_TYPE,ONETIME,2025-01-03 11:57:35.440798
SA2500300196-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.440798
SA2500300196-002,MATERIAL_ID,WP_113725,2025-01-03 11:57:35.440798
SA2500300196-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.440798
SA2500300196-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.440798
SA2500300196-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.440799
SA2500300196-002,FILTER_TYPE,NANO_TRAP,2025-01-03 11:57:35.440799
SA2500300196-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:35.440799
SA2500300196-003,ORDER_ID,0105434300039,2025-01-03 11:57:35.440799
SA2500300196-003,ORDER_ITEM_ID,0105434300039-0102,2025-01-03 11:57:35.440800
SA2500300196-003,SALES_TYPE,ONETIME,2025-01-03 11:57:35.440800
SA2500300196-003,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.440800
SA2500300196-003,MATERIAL_ID,WP_113725,2025-01-03 11:57:35.440800
SA2500300196-003,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.440800
SA2500300196-003,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.440800
SA2500300196-003,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.440801
SA2500300196-003,FILTER_TYPE,NANO_TRAP,2025-01-03 11:57:35.440801
SA2500300196-003,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:35.440801
SA2500300197-001,ORDER_ID,0105434500040,2025-01-03 11:57:35.442746
SA2500300197-001,ORDER_ITEM_ID,0105434500040-0102,2025-01-03 11:57:35.442746
SA2500300197-001,SALES_TYPE,ONETIME,2025-01-03 11:57:35.442746
SA2500300197-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.442746
SA2500300197-001,MATERIAL_ID,WP_113780,2025-01-03 11:57:35.442746
SA2500300197-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.442747
SA2500300197-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.442747
SA2500300197-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.442747
SA2500300197-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:35.442747
SA2500300197-001,FEATURE_TYPE,HOT_PURIFIED,2025-01-03 11:57:35.442747
SA2500300197-002,ORDER_ID,0105434500040,2025-01-03 11:57:35.442748
SA2500300197-002,ORDER_ITEM_ID,0105434500040-0102,2025-01-03 11:57:35.442748
SA2500300197-002,SALES_TYPE,ONETIME,2025-01-03 11:57:35.442748
SA2500300197-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.442748
SA2500300197-002,MATERIAL_ID,WP_113780,2025-01-03 11:57:35.442749
SA2500300197-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.442749
SA2500300197-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.442749
SA2500300197-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.442749
SA2500300197-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:35.442749
SA2500300197-002,FEATURE_TYPE,HOT_PURIFIED,2025-01-03 11:57:35.442749
SA2500300197-003,ORDER_ID,0105434500040,2025-01-03 11:57:35.442750
SA2500300197-003,ORDER_ITEM_ID,0105434500040-0102,2025-01-03 11:57:35.442750
SA2500300197-003,SALES_TYPE,ONETIME,2025-01-03 11:57:35.442750
SA2500300197-003,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.442750
SA2500300197-003,MATERIAL_ID,WP_113780,2025-01-03 11:57:35.442751
SA2500300197-003,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.442751
SA2500300197-003,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.442751
SA2500300197-003,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.442751
SA2500300197-003,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:35.442751
SA2500300197-003,FEATURE_TYPE,HOT_PURIFIED,2025-01-03 11:57:35.442751
SA2500300198-001,ORDER_ID,0105434900006,2025-01-03 11:57:35.444667
SA2500300198-001,ORDER_ITEM_ID,0105434900006-0102,2025-01-03 11:57:35.444668
SA2500300198-001,SALES_TYPE,ONETIME,2025-01-03 11:57:35.444668
SA2500300198-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.444668
SA2500300198-001,MATERIAL_ID,WP_113783,2025-01-03 11:57:35.444668
SA2500300198-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.444668
SA2500300198-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.444668
SA2500300198-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.444669
SA2500300198-001,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:35.444669
SA2500300198-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:35.444669
SA2500300198-002,ORDER_ID,0105434900006,2025-01-03 11:57:35.444669
SA2500300198-002,ORDER_ITEM_ID,0105434900006-0102,2025-01-03 11:57:35.444670
SA2500300198-002,SALES_TYPE,ONETIME,2025-01-03 11:57:35.444670
SA2500300198-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.444670
SA2500300198-002,MATERIAL_ID,WP_113783,2025-01-03 11:57:35.444670
SA2500300198-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.444670
SA2500300198-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.444671
SA2500300198-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.444671
SA2500300198-002,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:35.444671
SA2500300198-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:35.444671
SA2500300198-003,ORDER_ID,0105434900006,2025-01-03 11:57:35.444672
SA2500300198-003,ORDER_ITEM_ID,0105434900006-0102,2025-01-03 11:57:35.444672
SA2500300198-003,SALES_TYPE,ONETIME,2025-01-03 11:57:35.444672
SA2500300198-003,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.444672
SA2500300198-003,MATERIAL_ID,WP_113783,2025-01-03 11:57:35.444672
SA2500300198-003,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.444672
SA2500300198-003,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.444673
SA2500300198-003,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.444673
SA2500300198-003,FILTER_TYPE,REVERSE_OSMOSIS,2025-01-03 11:57:35.444673
SA2500300198-003,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:35.444673
SA2500300199-001,ORDER_ID,0105436500008,2025-01-03 11:57:35.448768
SA2500300199-001,ORDER_ITEM_ID,0105436500008-0102,2025-01-03 11:57:35.448769
SA2500300199-001,SALES_TYPE,ONETIME,2025-01-03 11:57:35.448769
SA2500300199-001,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.448769
SA2500300199-001,MATERIAL_ID,WP_987014,2025-01-03 11:57:35.448769
SA2500300199-001,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.448769
SA2500300199-001,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.448770
SA2500300199-001,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.448770
SA2500300199-001,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:35.448770
SA2500300199-002,ORDER_ID,0105436500008,2025-01-03 11:57:35.448770
SA2500300199-002,ORDER_ITEM_ID,0105436500008-0102,2025-01-03 11:57:35.448771
SA2500300199-002,SALES_TYPE,ONETIME,2025-01-03 11:57:35.448771
SA2500300199-002,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.448771
SA2500300199-002,MATERIAL_ID,WP_987014,2025-01-03 11:57:35.448771
SA2500300199-002,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.448771
SA2500300199-002,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.448772
SA2500300199-002,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.448772
SA2500300199-002,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:35.448772
SA2500300199-003,ORDER_ID,0105436500008,2025-01-03 11:57:35.448772
SA2500300199-003,ORDER_ITEM_ID,0105436500008-0102,2025-01-03 11:57:35.448773
SA2500300199-003,SALES_TYPE,ONETIME,2025-01-03 11:57:35.448773
SA2500300199-003,SALES_ITEM,PRODUCT,2025-01-03 11:57:35.448773
SA2500300199-003,MATERIAL_ID,WP_987014,2025-01-03 11:57:35.448773
SA2500300199-003,MATERIAL_TYPE,PRODUCT,2025-01-03 11:57:35.448773
SA2500300199-003,MATERIAL_CATEGORY_CODE,WATER_PURIFIER,2025-01-03 11:57:35.448774
SA2500300199-003,PRODUCT_CATEGORY,PRIMARY,2025-01-03 11:57:35.448774
SA2500300199-003,FEATURE_TYPE,COLD_HOT_PURIFIED,2025-01-03 11:57:35.448774
