id,doc_id,version,doc_hash,doc_type,doc_status,workflow_status,workflow_id,document_date,posting_date,entry_date,fiscal_year,fiscal_month,company_code,tx_currency,tx_amount,currency,amount,reference,text,is_deleted,create_time,created_by,update_time,updated_by
89,SA2500300089,1,c5fd1f417b014b738b90e74918c15315,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105434700011-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.291337,ONETIME,2025-01-03 11:57:14.268131,ONETIME
90,SA2500300090,1,aedd5d79a0d273a013edd1d71529a638,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105436500016-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.291502,ONETIME,2025-01-03 11:57:14.268871,ONETIME
91,SA2500300091,1,48318c13514d51c80dd07ecee608eefb,SA,NO,IN,,2024-12-22,2024-12-22,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105435800004-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.291738,ONETIME,2025-01-03 11:57:14.269567,ONETIME
92,SA2500300092,1,9144fcc664bdf6a044bebd322d308912,SA,NO,IN,,2024-12-22,2024-12-22,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105435800004-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.291899,ONETIME,2025-01-03 11:57:14.270362,ONETIME
93,SA2500300093,1,45d3f694858dc64ebc96801b72634a7b,SA,NO,IN,,2024-12-22,2024-12-22,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105435800004-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.292030,ONETIME,2025-01-03 11:57:14.271160,ONETIME
94,SA2500300094,1,1cc243f52609e5e5ee1d9694facad359,SA,NO,IN,,2024-12-22,2024-12-22,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105435800004-0402,[일시불] 주문접수,N,2025-01-03 11:57:12.292176,ONETIME,2025-01-03 11:57:14.272705,ONETIME
95,SA2500300095,1,4059030807df73f9ba70aeb0516761d8,SA,NO,IN,,2024-12-22,2024-12-22,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105435800004-0502,[일시불] 주문접수,N,2025-01-03 11:57:12.292313,ONETIME,2025-01-03 11:57:14.273507,ONETIME
96,SA2500300096,1,d68fc48da7ca1226659ffc038e0d50c1,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105433700013-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.292659,ONETIME,2025-01-03 11:57:14.274353,ONETIME
97,SA2500300097,1,62bb0ac708853b110d0e7aa47e4653c3,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105433700013-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.292797,ONETIME,2025-01-03 11:57:14.275195,ONETIME
98,SA2500300098,1,0614ed9b0082e36e5a87bcb0cc551592,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700013-0402,[일시불] 주문접수,N,2025-01-03 11:57:12.292952,ONETIME,2025-01-03 11:57:14.276329,ONETIME
99,SA2500300099,1,facd4363b0306a695da1d2d5030a6d31,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105433700013-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.293090,ONETIME,2025-01-03 11:57:14.277796,ONETIME
100,SA2500300100,1,3d07c2b017d404fe38bec1365f838e87,SA,NO,IN,,2024-12-03,2024-12-03,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105433900076-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.293361,ONETIME,2025-01-03 11:57:14.278774,ONETIME
101,SA2500300101,1,9f2bda9c990435137a4bc377f20fff2d,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1447.8800,USD,1447.8800,0105436500006-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.293494,ONETIME,2025-01-03 11:57:14.279670,ONETIME
102,SA2500300102,1,808ba4caccc8ed32e311ad1246cd82df,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1447.8800,USD,1447.8800,0105436500006-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.293639,ONETIME,2025-01-03 11:57:14.280491,ONETIME
103,SA2500300103,1,2e94388ca553bc4625ed2c28fdf1b12f,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1447.8800,USD,1447.8800,0105436500006-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.293778,ONETIME,2025-01-03 11:57:14.281333,ONETIME
104,SA2500300104,1,88ad25a024ec42e309beb8c9ad05609a,SA,NO,IN,,2024-12-29,2024-12-29,2025-01-03,2024,12,N200,USD,1447.8800,USD,1447.8800,0105436500006-0402,[일시불] 주문접수,N,2025-01-03 11:57:12.293915,ONETIME,2025-01-03 11:57:14.282083,ONETIME
105,SA2500300105,1,22b573c21f4d05aabb5f543c9fa15eed,SA,NO,IN,,2024-12-08,2024-12-08,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400014-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.294684,ONETIME,2025-01-03 11:57:14.282791,ONETIME
106,SA2500300106,1,08160f43cbc01661c02cc65f5a7092b1,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105433900079-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.295162,ONETIME,2025-01-03 11:57:14.283701,ONETIME
107,SA2500300107,1,5cbfbe2cd8346fcef725bd049208e96c,SA,NO,IN,,2024-12-08,2024-12-08,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400018-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.295328,ONETIME,2025-01-03 11:57:14.284612,ONETIME
108,SA2500300108,1,411244cc37c507afd1b3cbb94753eff4,SA,NO,IN,,2024-12-03,2024-12-03,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433800037-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.295709,ONETIME,2025-01-03 11:57:14.285448,ONETIME
109,SA2500300109,1,8f710e85ac18a4c5a9cd212a41810542,SA,NO,IN,,2024-12-03,2024-12-03,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433800037-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.296054,ONETIME,2025-01-03 11:57:14.286270,ONETIME
110,SA2500300110,1,927369f5cb1b151dc9bfebc256ef08d7,SA,NO,IN,,2024-12-03,2024-12-03,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433800037-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.296311,ONETIME,2025-01-03 11:57:14.287139,ONETIME
111,SA2500300111,1,aa0f679fae04b46519f741a9e8e11685,SA,NO,IN,,2024-12-09,2024-12-09,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400042-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.296605,ONETIME,2025-01-03 11:57:14.288075,ONETIME
112,SA2500300112,1,48b82893b4b9a7d0ba3e7d339191cd87,SA,NO,IN,,2024-12-09,2024-12-09,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434400042-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.296725,ONETIME,2025-01-03 11:57:14.289057,ONETIME
113,SA2500300113,1,b200e81f28ab5d6aa35203f42edb5d9c,SA,NO,IN,,2024-12-03,2024-12-03,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433800036-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.297078,ONETIME,2025-01-03 11:57:14.289966,ONETIME
114,SA2500300114,1,2da6155d2c2a62a2f621534ca3a6a85f,SA,NO,IN,,2024-12-03,2024-12-03,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433800036-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.297205,ONETIME,2025-01-03 11:57:14.290994,ONETIME
115,SA2500300115,1,c437e2f940c4ce8c9b2f6bd369b6bf53,SA,NO,IN,,2024-12-03,2024-12-03,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433800036-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.297349,ONETIME,2025-01-03 11:57:14.291968,ONETIME
116,SA2500300116,1,201daa709199f0d5443de95f832e2b64,SA,NO,IN,,2024-12-03,2024-12-03,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433800036-0402,[일시불] 주문접수,N,2025-01-03 11:57:12.298052,ONETIME,2025-01-03 11:57:14.292943,ONETIME
117,SA2500300117,1,ee282d0fefc0b4ab8f2e51a548108cfe,SA,NO,IN,,2024-12-03,2024-12-03,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433800036-0502,[일시불] 주문접수,N,2025-01-03 11:57:12.298316,ONETIME,2025-01-03 11:57:14.294049,ONETIME
118,SA2500300118,1,af3c22c3fc650f76a0132466bcf70b85,SA,NO,IN,,2024-12-03,2024-12-03,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433800036-0602,[일시불] 주문접수,N,2025-01-03 11:57:12.298445,ONETIME,2025-01-03 11:57:14.294911,ONETIME
119,SA2500300119,1,1edf7cdc996b7fd52a89bf412ae1eb63,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700024-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.298572,ONETIME,2025-01-03 11:57:14.295876,ONETIME
120,SA2500300120,1,8caaa52af7e3dc84d641160d1ee818b3,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105433700024-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.298800,ONETIME,2025-01-03 11:57:14.296753,ONETIME
121,SA2500300121,1,32cddf02eb70009f75d3f03cfe9303eb,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105433700024-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.298938,ONETIME,2025-01-03 11:57:14.297588,ONETIME
122,SA2500300122,1,5b99506a1fe629625b1203a4104b53d0,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700024-0402,[일시불] 주문접수,N,2025-01-03 11:57:12.299081,ONETIME,2025-01-03 11:57:14.298549,ONETIME
123,SA2500300123,1,1e2b525425eb3c8a883896cbca5396a7,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700024-0502,[일시불] 주문접수,N,2025-01-03 11:57:12.299216,ONETIME,2025-01-03 11:57:14.299574,ONETIME
124,SA2500300124,1,f5e003bb85356becf31bb5c2d238d47c,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700024-0602,[일시불] 주문접수,N,2025-01-03 11:57:12.299384,ONETIME,2025-01-03 11:57:14.300380,ONETIME
125,SA2500300125,1,e2e428b4dd83baeebea089939d16d3ca,SA,NO,IN,,2024-12-23,2024-12-23,2025-01-03,2024,12,N200,USD,1447.8800,USD,1447.8800,0105435900005-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.299542,ONETIME,2025-01-03 11:57:14.301255,ONETIME
126,SA2500300126,1,ed79e65579657aa4c12eed92cd2fd4b9,SA,NO,IN,,2024-12-16,2024-12-16,2025-01-03,2024,12,N200,USD,1335.2600,USD,1335.2600,0105435200009-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.299707,ONETIME,2025-01-03 11:57:14.302223,ONETIME
127,SA2500300127,1,9cb051b705260310dcd6ec2c7ac59494,SA,NO,IN,,2024-12-08,2024-12-08,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434300027-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.299908,ONETIME,2025-01-03 11:57:14.303236,ONETIME
128,SA2500300128,1,de4b7b69c99ecf41fa14c1d8c90db2b2,SA,NO,IN,,2024-12-08,2024-12-08,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434300027-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.300028,ONETIME,2025-01-03 11:57:14.304366,ONETIME
129,SA2500300129,1,b46eb8b725b481eafd42d2ab961b9057,SA,NO,IN,,2024-12-08,2024-12-08,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434300027-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.300178,ONETIME,2025-01-03 11:57:14.306192,ONETIME
130,SA2500300130,1,63f2dd6dde5b21f3bcec55c1c601045f,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434200024-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.300395,ONETIME,2025-01-03 11:57:14.307154,ONETIME
131,SA2500300131,1,e1c9f77f88748a542de3e053f5617470,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434200024-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.300533,ONETIME,2025-01-03 11:57:14.308031,ONETIME
132,SA2500300132,1,2ad7eba08c738b015270dd00d8a5ce27,SA,NO,IN,,2024-12-05,2024-12-05,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434100044-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.300702,ONETIME,2025-01-03 11:57:14.308886,ONETIME
133,SA2500300133,1,5b65b8475d4e1fa11cca870ec7a95b67,SA,NO,IN,,2024-12-05,2024-12-05,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434100044-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.300933,ONETIME,2025-01-03 11:57:14.310419,ONETIME
134,SA2500300134,1,d03b3535fe3b99c285a361f1df518a8c,SA,NO,IN,,2024-12-05,2024-12-05,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434100044-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.301135,ONETIME,2025-01-03 11:57:14.312558,ONETIME
135,SA2500300135,1,7d3fa3068491819e4900d4cef0271282,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434000004-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.301528,ONETIME,2025-01-03 11:57:14.313406,ONETIME
136,SA2500300136,1,cade24fa383c131197bb2f77ed2354dd,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434000004-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.301666,ONETIME,2025-01-03 11:57:14.314281,ONETIME
137,SA2500300137,1,1a98d6064f0d7cb17e5964ed2d334f24,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434000004-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.301794,ONETIME,2025-01-03 11:57:14.315047,ONETIME
138,SA2500300138,1,5010d04f28863758bef7aaab8c92b4d8,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434000004-0402,[일시불] 주문접수,N,2025-01-03 11:57:12.301919,ONETIME,2025-01-03 11:57:14.316029,ONETIME
139,SA2500300139,1,22ebaeb42f87ff840f514a535a5928ac,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434000004-0502,[일시불] 주문접수,N,2025-01-03 11:57:12.302067,ONETIME,2025-01-03 11:57:14.316869,ONETIME
140,SA2500300140,1,13c4a17563764f4026be86ed00263502,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434000004-0602,[일시불] 주문접수,N,2025-01-03 11:57:12.302326,ONETIME,2025-01-03 11:57:14.317704,ONETIME
141,SA2500300141,1,776753b152d9f5e55fbaf1e7ed2f6d56,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434200020-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.302749,ONETIME,2025-01-03 11:57:14.318522,ONETIME
142,SA2500300142,1,58ca20a4cb68f4847ac539911cb894a6,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434200020-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.302881,ONETIME,2025-01-03 11:57:14.319673,ONETIME
143,SA2500300143,1,d131df1681be6579a3bb51321cbe8173,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434200020-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.303046,ONETIME,2025-01-03 11:57:14.320563,ONETIME
144,SA2500300144,1,170602b7762a1c3e5a9526004f7a96a0,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434200020-0402,[일시불] 주문접수,N,2025-01-03 11:57:12.303197,ONETIME,2025-01-03 11:57:14.321507,ONETIME
145,SA2500300145,1,bdc25f4db63f1c56ef87721a31f3dd78,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434200020-0502,[일시불] 주문접수,N,2025-01-03 11:57:12.303329,ONETIME,2025-01-03 11:57:14.322439,ONETIME
146,SA2500300146,1,a8078395f0d8f795e05eba85230c4285,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434200020-0602,[일시불] 주문접수,N,2025-01-03 11:57:12.303456,ONETIME,2025-01-03 11:57:14.323278,ONETIME
147,SA2500300147,1,ded7ba60de6e99aef7b4feb993502960,SA,NO,IN,,2024-12-14,2024-12-14,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105435000001-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.303577,ONETIME,2025-01-03 11:57:14.324088,ONETIME
148,SA2500300148,1,5116d7a53d897933e5d41ed145d6eb29,SA,NO,IN,,2024-12-23,2024-12-23,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105435800081-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.303702,ONETIME,2025-01-03 11:57:14.324820,ONETIME
149,SA2500300149,1,4694bf1c3254490e725b25354dda8fad,SA,NO,IN,,2024-12-25,2024-12-25,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105436100013-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.303845,ONETIME,2025-01-03 11:57:14.325713,ONETIME
150,SA2500300150,1,ce203acd8eeb4de99d1bd870b9c43f65,SA,NO,IN,,2024-12-24,2024-12-24,2025-01-03,2024,12,N200,USD,1461.3800,USD,1461.3800,0105435900027-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.303996,ONETIME,2025-01-03 11:57:14.327424,ONETIME
151,SA2500300151,1,421c9758d951990f2605daa930597dd4,SA,NO,IN,,2024-12-24,2024-12-24,2025-01-03,2024,12,N200,USD,1347.7100,USD,1347.7100,0105435900027-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.304131,ONETIME,2025-01-03 11:57:14.328429,ONETIME
152,SA2500300152,1,135f2b18813a9baedae277dcd9621206,SA,NO,IN,,2024-12-24,2024-12-24,2025-01-03,2024,12,N200,USD,1347.7100,USD,1347.7100,0105435900027-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.304253,ONETIME,2025-01-03 11:57:14.329441,ONETIME
153,SA2500300153,1,45afc0c1c3601888aeb314f943f380fb,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434600061-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.304394,ONETIME,2025-01-03 11:57:14.330286,ONETIME
154,SA2500300154,1,e02d10b950ae66d54dc9ca8d60bf04cf,SA,NO,IN,,2024-12-10,2024-12-10,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434600001-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.304595,ONETIME,2025-01-03 11:57:14.331161,ONETIME
155,SA2500300155,1,365516ade4731840ad75d4c35f0438a2,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434300015-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.304718,ONETIME,2025-01-03 11:57:14.332090,ONETIME
156,SA2500300156,1,c4bec7a4822d288061b4a335769011d9,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434300015-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.304839,ONETIME,2025-01-03 11:57:14.332898,ONETIME
157,SA2500300157,1,309185e2894e44af391e3d08b5826dee,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434300015-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.304961,ONETIME,2025-01-03 11:57:14.333690,ONETIME
158,SA2500300158,1,5026d7436ffc9f50145171f02fce762d,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434300015-0402,[일시불] 주문접수,N,2025-01-03 11:57:12.305113,ONETIME,2025-01-03 11:57:14.334521,ONETIME
159,SA2500300159,1,29a258ffc73243bbb02682367e1e93e7,SA,NO,IN,,2024-12-07,2024-12-07,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434300015-0502,[일시불] 주문접수,N,2025-01-03 11:57:12.305241,ONETIME,2025-01-03 11:57:14.335400,ONETIME
160,SA2500300160,1,287cec2ede1b1171f6ba95a5ccf759c9,SA,NO,IN,,2024-12-08,2024-12-08,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434400008-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.305379,ONETIME,2025-01-03 11:57:14.336237,ONETIME
161,SA2500300161,1,50a7da5f47d9c799c3eb961a873e55d4,SA,NO,IN,,2024-12-02,2024-12-02,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105433800004-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.305658,ONETIME,2025-01-03 11:57:14.337101,ONETIME
162,SA2500300162,1,e5354194ff2391b4e0016f7d68ae0345,SA,NO,IN,,2024-12-02,2024-12-02,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105433800004-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.305906,ONETIME,2025-01-03 11:57:14.337918,ONETIME
163,SA2500300163,1,d8fef55b4f2e0aac4c80ce0e63df51fe,SA,NO,IN,,2024-12-11,2024-12-11,2025-01-03,2024,12,N200,USD,2197.4750,USD,2197.4750,0105434600065-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.306198,ONETIME,2025-01-03 11:57:14.338730,ONETIME
164,SA2500300164,1,58d58746ef085833f396aa2639a20878,SA,NO,IN,,2024-12-16,2024-12-16,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105435200008-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.306378,ONETIME,2025-01-03 11:57:14.339591,ONETIME
165,SA2500300165,1,26ddc778e454f854fce90a97ada43b4d,SA,NO,IN,,2024-12-16,2024-12-16,2025-01-03,2024,12,N200,USD,1630.2000,USD,1630.2000,0105435200008-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.306509,ONETIME,2025-01-03 11:57:14.340467,ONETIME
166,SA2500300166,1,63d3a62b63d18a7011b6aaa87abbb4a6,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105433700027-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.306672,ONETIME,2025-01-03 11:57:14.341247,ONETIME
167,SA2500300167,1,97a293682292facc47725e3def8d7f60,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105433700027-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.306797,ONETIME,2025-01-03 11:57:14.342086,ONETIME
168,SA2500300168,1,8fc733ded9331817ad6fcb6657bcc0f4,SA,NO,IN,,2024-12-10,2024-12-10,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434600003-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.306954,ONETIME,2025-01-03 11:57:14.342990,ONETIME
169,SA2500300169,1,7490b81abc7c6a9e8f7a01ec0c99cec5,SA,NO,IN,,2024-12-10,2024-12-10,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434600003-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.307095,ONETIME,2025-01-03 11:57:14.343866,ONETIME
170,SA2500300170,1,427571ad4b8a19977560224b210662e3,SA,NO,IN,,2024-12-04,2024-12-04,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434000055-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.307219,ONETIME,2025-01-03 11:57:14.344724,ONETIME
171,SA2500300171,1,2f65dbfb73c40b9807c1f81c64c83367,SA,NO,IN,,2024-12-08,2024-12-08,2025-01-03,2024,12,N200,USD,1645.4000,USD,1645.4000,0105434300041-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.307369,ONETIME,2025-01-03 11:57:14.345584,ONETIME
172,SA2500300172,1,3e502a08682abe46b33108723dc7a6fb,SA,NO,IN,,2024-12-10,2024-12-10,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105434600002-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.307509,ONETIME,2025-01-03 11:57:14.346453,ONETIME
173,SA2500300173,1,7dcda0ca09ca7ad6e56601de4123a851,SA,NO,IN,,2024-12-01,2024-12-01,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700019-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.307646,ONETIME,2025-01-03 11:57:14.347264,ONETIME
174,SA2500300174,1,06c2b91a969b9e36cb2eaf8fc5825d8f,SA,NO,IN,,2024-12-02,2024-12-02,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700057-0102,[일시불] 주문접수,N,2025-01-03 11:57:12.308120,ONETIME,2025-01-03 11:57:14.348046,ONETIME
175,SA2500300175,1,0e339267f83aef9414e26622366893fb,SA,NO,IN,,2024-12-02,2024-12-02,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700057-0202,[일시불] 주문접수,N,2025-01-03 11:57:12.308350,ONETIME,2025-01-03 11:57:14.348840,ONETIME
176,SA2500300176,1,d19c484b6133665c9e47c00b3b594331,SA,NO,IN,,2024-12-02,2024-12-02,2025-01-03,2024,12,N200,USD,1461.3750,USD,1461.3750,0105433700057-0302,[일시불] 주문접수,N,2025-01-03 11:57:12.308719,ONETIME,2025-01-03 11:57:14.349706,ONETIME
