id,doc_item_id,version,doc_item_status,doc_id,line_number,account_code,account_side,company_code,tx_currency,tx_amount,currency,amount,exchange_rate_id,text,doc_template_code,cost_center,profit_center,segment,project,customer_id,vendor_id,create_time,created_by,update_time,updated_by
262,SA2500300131-002,1,NO,SA2500300131,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,699c5899e9403aa95f3ce6e5e6163952,,2025-01-03 11:57:13.359974,ONETIME,2025-01-03 11:57:14.623080,ONETIME
263,SA2500300132-001,1,NO,SA2500300132,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.365156,ONETIME,2025-01-03 11:57:14.623881,ONETIME
264,SA2500300132-002,1,NO,SA2500300132,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.365169,ONETIME,2025-01-03 11:57:14.624968,ONETIME
265,SA2500300133-001,1,NO,SA2500300133,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.369044,ONETIME,2025-01-03 11:57:14.626124,ONETIME
266,SA2500300133-002,1,NO,SA2500300133,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.369049,ONETIME,2025-01-03 11:57:14.627234,ONETIME
267,SA2500300134-001,1,NO,SA2500300134,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.380346,ONETIME,2025-01-03 11:57:14.628150,ONETIME
268,SA2500300134-002,1,NO,SA2500300134,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.380351,ONETIME,2025-01-03 11:57:14.629034,ONETIME
269,SA2500300135-001,1,NO,SA2500300135,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.384748,ONETIME,2025-01-03 11:57:14.635619,ONETIME
270,SA2500300135-002,1,NO,SA2500300135,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.384754,ONETIME,2025-01-03 11:57:14.637202,ONETIME
271,SA2500300136-001,1,NO,SA2500300136,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.389834,ONETIME,2025-01-03 11:57:14.638117,ONETIME
272,SA2500300136-002,1,NO,SA2500300136,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.389839,ONETIME,2025-01-03 11:57:14.639161,ONETIME
273,SA2500300137-001,1,NO,SA2500300137,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.397873,ONETIME,2025-01-03 11:57:14.640167,ONETIME
274,SA2500300137-002,1,NO,SA2500300137,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.397879,ONETIME,2025-01-03 11:57:14.641164,ONETIME
275,SA2500300138-001,1,NO,SA2500300138,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.400874,ONETIME,2025-01-03 11:57:14.642031,ONETIME
276,SA2500300138-002,1,NO,SA2500300138,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.400886,ONETIME,2025-01-03 11:57:14.643140,ONETIME
277,SA2500300139-001,1,NO,SA2500300139,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.404014,ONETIME,2025-01-03 11:57:14.644286,ONETIME
278,SA2500300139-002,1,NO,SA2500300139,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.404082,ONETIME,2025-01-03 11:57:14.645229,ONETIME
279,SA2500300140-001,1,NO,SA2500300140,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.425656,ONETIME,2025-01-03 11:57:14.646076,ONETIME
280,SA2500300140-002,1,NO,SA2500300140,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.425662,ONETIME,2025-01-03 11:57:14.646851,ONETIME
281,SA2500300141-001,1,NO,SA2500300141,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.433077,ONETIME,2025-01-03 11:57:14.647768,ONETIME
282,SA2500300141-002,1,NO,SA2500300141,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.433083,ONETIME,2025-01-03 11:57:14.648646,ONETIME
283,SA2500300142-001,1,NO,SA2500300142,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.437539,ONETIME,2025-01-03 11:57:14.649642,ONETIME
284,SA2500300142-002,1,NO,SA2500300142,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.437545,ONETIME,2025-01-03 11:57:14.650543,ONETIME
285,SA2500300143-001,1,NO,SA2500300143,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.442813,ONETIME,2025-01-03 11:57:14.651411,ONETIME
286,SA2500300143-002,1,NO,SA2500300143,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.442819,ONETIME,2025-01-03 11:57:14.652332,ONETIME
287,SA2500300144-001,1,NO,SA2500300144,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.446175,ONETIME,2025-01-03 11:57:14.653158,ONETIME
288,SA2500300144-002,1,NO,SA2500300144,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.446180,ONETIME,2025-01-03 11:57:14.653958,ONETIME
289,SA2500300145-001,1,NO,SA2500300145,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.450319,ONETIME,2025-01-03 11:57:14.654791,ONETIME
290,SA2500300145-002,1,NO,SA2500300145,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.450325,ONETIME,2025-01-03 11:57:14.655661,ONETIME
291,SA2500300146-001,1,NO,SA2500300146,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.452944,ONETIME,2025-01-03 11:57:14.656461,ONETIME
292,SA2500300146-002,1,NO,SA2500300146,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.452949,ONETIME,2025-01-03 11:57:14.657415,ONETIME
293,SA2500300147-001,1,NO,SA2500300147,1,1136010,D,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,6dc44375a471696f912604eb8e84da34,,2025-01-03 11:57:13.455902,ONETIME,2025-01-03 11:57:14.658340,ONETIME
294,SA2500300147-002,1,NO,SA2500300147,2,2111010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,6dc44375a471696f912604eb8e84da34,,2025-01-03 11:57:13.455907,ONETIME,2025-01-03 11:57:14.659420,ONETIME
295,SA2500300148-001,1,NO,SA2500300148,1,1136010,D,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,474bc8f13be920f88d3615e2a8115c0f,,2025-01-03 11:57:13.461699,ONETIME,2025-01-03 11:57:14.660338,ONETIME
296,SA2500300148-002,1,NO,SA2500300148,2,2111010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,474bc8f13be920f88d3615e2a8115c0f,,2025-01-03 11:57:13.461705,ONETIME,2025-01-03 11:57:14.661143,ONETIME
297,SA2500300149-001,1,NO,SA2500300149,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,e5a7cb04444f35d921d38b8f6e1e6c61,,2025-01-03 11:57:13.464118,ONETIME,2025-01-03 11:57:14.661870,ONETIME
298,SA2500300149-002,1,NO,SA2500300149,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,e5a7cb04444f35d921d38b8f6e1e6c61,,2025-01-03 11:57:13.464123,ONETIME,2025-01-03 11:57:14.662628,ONETIME
299,SA2500300150-001,1,NO,SA2500300150,1,1136010,D,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.466197,ONETIME,2025-01-03 11:57:14.663452,ONETIME
300,SA2500300150-002,1,NO,SA2500300150,2,2111010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.466202,ONETIME,2025-01-03 11:57:14.664231,ONETIME
301,SA2500300151-001,1,NO,SA2500300151,1,1136010,D,N200,USD,1347.7100,USD,1347.7100,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.468198,ONETIME,2025-01-03 11:57:14.665026,ONETIME
302,SA2500300151-002,1,NO,SA2500300151,2,2111010,C,N200,USD,1347.7100,USD,1347.7100,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.468203,ONETIME,2025-01-03 11:57:14.666021,ONETIME
303,SA2500300152-001,1,NO,SA2500300152,1,1136010,D,N200,USD,1347.7100,USD,1347.7100,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.471982,ONETIME,2025-01-03 11:57:14.666947,ONETIME
304,SA2500300152-002,1,NO,SA2500300152,2,2111010,C,N200,USD,1347.7100,USD,1347.7100,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.472120,ONETIME,2025-01-03 11:57:14.667856,ONETIME
305,SA2500300153-001,1,NO,SA2500300153,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.475772,ONETIME,2025-01-03 11:57:14.668670,ONETIME
306,SA2500300153-002,1,NO,SA2500300153,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.475778,ONETIME,2025-01-03 11:57:14.669530,ONETIME
307,SA2500300154-001,1,NO,SA2500300154,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,f0361e559914e805a06822130f8584fc,,2025-01-03 11:57:13.479127,ONETIME,2025-01-03 11:57:14.670382,ONETIME
308,SA2500300154-002,1,NO,SA2500300154,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,f0361e559914e805a06822130f8584fc,,2025-01-03 11:57:13.479217,ONETIME,2025-01-03 11:57:14.671201,ONETIME
309,SA2500300155-001,1,NO,SA2500300155,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.482747,ONETIME,2025-01-03 11:57:14.672066,ONETIME
310,SA2500300155-002,1,NO,SA2500300155,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.482752,ONETIME,2025-01-03 11:57:14.672794,ONETIME
311,SA2500300156-001,1,NO,SA2500300156,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.485573,ONETIME,2025-01-03 11:57:14.673720,ONETIME
312,SA2500300156-002,1,NO,SA2500300156,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.485578,ONETIME,2025-01-03 11:57:14.674537,ONETIME
313,SA2500300157-001,1,NO,SA2500300157,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.488613,ONETIME,2025-01-03 11:57:14.676437,ONETIME
314,SA2500300157-002,1,NO,SA2500300157,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.489135,ONETIME,2025-01-03 11:57:14.677377,ONETIME
315,SA2500300158-001,1,NO,SA2500300158,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.506661,ONETIME,2025-01-03 11:57:14.678474,ONETIME
316,SA2500300158-002,1,NO,SA2500300158,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.506667,ONETIME,2025-01-03 11:57:14.679445,ONETIME
317,SA2500300159-001,1,NO,SA2500300159,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.515596,ONETIME,2025-01-03 11:57:14.680375,ONETIME
318,SA2500300159-002,1,NO,SA2500300159,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.515610,ONETIME,2025-01-03 11:57:14.681276,ONETIME
319,SA2500300160-001,1,NO,SA2500300160,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,cec51c756b0a7bba176b9b710ae59ba6,,2025-01-03 11:57:13.518888,ONETIME,2025-01-03 11:57:14.682351,ONETIME
320,SA2500300160-002,1,NO,SA2500300160,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,cec51c756b0a7bba176b9b710ae59ba6,,2025-01-03 11:57:13.518894,ONETIME,2025-01-03 11:57:14.683590,ONETIME
321,SA2500300161-001,1,NO,SA2500300161,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.522800,ONETIME,2025-01-03 11:57:14.684656,ONETIME
322,SA2500300161-002,1,NO,SA2500300161,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.522814,ONETIME,2025-01-03 11:57:14.686417,ONETIME
323,SA2500300162-001,1,NO,SA2500300162,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.526147,ONETIME,2025-01-03 11:57:14.687603,ONETIME
324,SA2500300162-002,1,NO,SA2500300162,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.526153,ONETIME,2025-01-03 11:57:14.688701,ONETIME
325,SA2500300163-001,1,NO,SA2500300163,1,1136010,D,N200,USD,2197.4750,USD,2197.4750,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.529378,ONETIME,2025-01-03 11:57:14.691412,ONETIME
326,SA2500300163-002,1,NO,SA2500300163,2,2111010,C,N200,USD,2197.4750,USD,2197.4750,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.529384,ONETIME,2025-01-03 11:57:14.692816,ONETIME
327,SA2500300164-001,1,NO,SA2500300164,1,1136010,D,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.531394,ONETIME,2025-01-03 11:57:14.693971,ONETIME
328,SA2500300164-002,1,NO,SA2500300164,2,2111010,C,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.531399,ONETIME,2025-01-03 11:57:14.694998,ONETIME
329,SA2500300165-001,1,NO,SA2500300165,1,1136010,D,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.533120,ONETIME,2025-01-03 11:57:14.695890,ONETIME
330,SA2500300165-002,1,NO,SA2500300165,2,2111010,C,N200,USD,1630.2000,USD,1630.2000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.533124,ONETIME,2025-01-03 11:57:14.696976,ONETIME
331,SA2500300166-001,1,NO,SA2500300166,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.536621,ONETIME,2025-01-03 11:57:14.697847,ONETIME
332,SA2500300166-002,1,NO,SA2500300166,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.536626,ONETIME,2025-01-03 11:57:14.698725,ONETIME
333,SA2500300167-001,1,NO,SA2500300167,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.539210,ONETIME,2025-01-03 11:57:14.699665,ONETIME
334,SA2500300167-002,1,NO,SA2500300167,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.539215,ONETIME,2025-01-03 11:57:14.700575,ONETIME
335,SA2500300168-001,1,NO,SA2500300168,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,a42e898b4b1425033517f5f0a42fc2a8,,2025-01-03 11:57:13.541193,ONETIME,2025-01-03 11:57:14.701557,ONETIME
336,SA2500300168-002,1,NO,SA2500300168,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,a42e898b4b1425033517f5f0a42fc2a8,,2025-01-03 11:57:13.541198,ONETIME,2025-01-03 11:57:14.702441,ONETIME
337,SA2500300169-001,1,NO,SA2500300169,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,a42e898b4b1425033517f5f0a42fc2a8,,2025-01-03 11:57:13.545519,ONETIME,2025-01-03 11:57:14.703436,ONETIME
338,SA2500300169-002,1,NO,SA2500300169,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,a42e898b4b1425033517f5f0a42fc2a8,,2025-01-03 11:57:13.545525,ONETIME,2025-01-03 11:57:14.704550,ONETIME
339,SA2500300170-001,1,NO,SA2500300170,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.552467,ONETIME,2025-01-03 11:57:14.705593,ONETIME
340,SA2500300170-002,1,NO,SA2500300170,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.552473,ONETIME,2025-01-03 11:57:14.706487,ONETIME
341,SA2500300171-001,1,NO,SA2500300171,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,da63f385f0c064b8a34cb2ee6fe4ea90,,2025-01-03 11:57:13.559244,ONETIME,2025-01-03 11:57:14.707327,ONETIME
342,SA2500300171-002,1,NO,SA2500300171,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,da63f385f0c064b8a34cb2ee6fe4ea90,,2025-01-03 11:57:13.559249,ONETIME,2025-01-03 11:57:14.708292,ONETIME
343,SA2500300172-001,1,NO,SA2500300172,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,dcbf02fef1ff6a3b795bc2402afe0f54,,2025-01-03 11:57:13.563793,ONETIME,2025-01-03 11:57:14.709272,ONETIME
344,SA2500300172-002,1,NO,SA2500300172,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,dcbf02fef1ff6a3b795bc2402afe0f54,,2025-01-03 11:57:13.563798,ONETIME,2025-01-03 11:57:14.710157,ONETIME
345,SA2500300173-001,1,NO,SA2500300173,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.567856,ONETIME,2025-01-03 11:57:14.710991,ONETIME
346,SA2500300173-002,1,NO,SA2500300173,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.567861,ONETIME,2025-01-03 11:57:14.711809,ONETIME
347,SA2500300174-001,1,NO,SA2500300174,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.572893,ONETIME,2025-01-03 11:57:14.712635,ONETIME
348,SA2500300174-002,1,NO,SA2500300174,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.572899,ONETIME,2025-01-03 11:57:14.713420,ONETIME
349,SA2500300175-001,1,NO,SA2500300175,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.581415,ONETIME,2025-01-03 11:57:14.714459,ONETIME
350,SA2500300175-002,1,NO,SA2500300175,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.581420,ONETIME,2025-01-03 11:57:14.715309,ONETIME
351,SA2500300176-001,1,NO,SA2500300176,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.584868,ONETIME,2025-01-03 11:57:14.716167,ONETIME
352,SA2500300176-002,1,NO,SA2500300176,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.584874,ONETIME,2025-01-03 11:57:14.717001,ONETIME
353,SA2500300177-001,1,NO,SA2500300177,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.587552,ONETIME,2025-01-03 11:57:14.717853,ONETIME
354,SA2500300177-002,1,NO,SA2500300177,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.587556,ONETIME,2025-01-03 11:57:14.718640,ONETIME
355,SA2500300178-001,1,NO,SA2500300178,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.589528,ONETIME,2025-01-03 11:57:14.720467,ONETIME
356,SA2500300178-002,1,NO,SA2500300178,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.589532,ONETIME,2025-01-03 11:57:14.721490,ONETIME
357,SA2500300179-001,1,NO,SA2500300179,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.592308,ONETIME,2025-01-03 11:57:14.722480,ONETIME
