id,version,doc_item_status,doc_id,line_number,account_code,account_side,company_code,tx_currency,tx_amount,currency,amount,exchange_rate_id,text,doc_template_code,cost_center,profit_center,segment,project,customer_id,vendor_id,create_time,created_by,update_time,updated_by
SA2500300114-001,1,NO,SA2500300114,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.272429,ONETIME,2025-01-03 11:57:13.272430,ONETIME
SA2500300114-002,1,NO,SA2500300114,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.272447,ONETIME,2025-01-03 11:57:13.272448,ONETIME
SA2500300115-001,1,NO,SA2500300115,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.277175,ONETIME,2025-01-03 11:57:13.277175,ONETIME
SA2500300115-002,1,NO,SA2500300115,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.277182,ONETIME,2025-01-03 11:57:13.277182,ONETIME
SA2500300116-001,1,NO,SA2500300116,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.280551,ONETIME,2025-01-03 11:57:13.280551,ONETIME
SA2500300116-002,1,NO,SA2500300116,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.280557,ONETIME,2025-01-03 11:57:13.280557,ONETIME
SA2500300117-001,1,NO,SA2500300117,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.282769,ONETIME,2025-01-03 11:57:13.282769,ONETIME
SA2500300117-002,1,NO,SA2500300117,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.282774,ONETIME,2025-01-03 11:57:13.282775,ONETIME
SA2500300118-001,1,NO,SA2500300118,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.286318,ONETIME,2025-01-03 11:57:13.286319,ONETIME
SA2500300118-002,1,NO,SA2500300118,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.286324,ONETIME,2025-01-03 11:57:13.286324,ONETIME
SA2500300119-001,1,NO,SA2500300119,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.297758,ONETIME,2025-01-03 11:57:13.297758,ONETIME
SA2500300119-002,1,NO,SA2500300119,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.297766,ONETIME,2025-01-03 11:57:13.297766,ONETIME
SA2500300120-001,1,NO,SA2500300120,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.313351,ONETIME,2025-01-03 11:57:13.313351,ONETIME
SA2500300120-002,1,NO,SA2500300120,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.313357,ONETIME,2025-01-03 11:57:13.313357,ONETIME
SA2500300121-001,1,NO,SA2500300121,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.318299,ONETIME,2025-01-03 11:57:13.318299,ONETIME
SA2500300121-002,1,NO,SA2500300121,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.318305,ONETIME,2025-01-03 11:57:13.318305,ONETIME
SA2500300122-001,1,NO,SA2500300122,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.328959,ONETIME,2025-01-03 11:57:13.328960,ONETIME
SA2500300122-002,1,NO,SA2500300122,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.328967,ONETIME,2025-01-03 11:57:13.328967,ONETIME
SA2500300123-001,1,NO,SA2500300123,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.332275,ONETIME,2025-01-03 11:57:13.332275,ONETIME
SA2500300123-002,1,NO,SA2500300123,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.332281,ONETIME,2025-01-03 11:57:13.332281,ONETIME
SA2500300124-001,1,NO,SA2500300124,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.336734,ONETIME,2025-01-03 11:57:13.336738,ONETIME
SA2500300124-002,1,NO,SA2500300124,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.336771,ONETIME,2025-01-03 11:57:13.336772,ONETIME
SA2500300125-001,1,NO,SA2500300125,1,1136010,D,N200,USD,1447.8800,USD,1447.8800,0,[일시불] 주문접수,CTOR001,C0001,,,,0be7bb4b8c098a9db971dfb35bc397ff,,2025-01-03 11:57:13.340286,ONETIME,2025-01-03 11:57:13.340287,ONETIME
SA2500300125-002,1,NO,SA2500300125,2,2111010,C,N200,USD,1447.8800,USD,1447.8800,0,[일시불] 주문접수,CTOR001,C0001,,,,0be7bb4b8c098a9db971dfb35bc397ff,,2025-01-03 11:57:13.340298,ONETIME,2025-01-03 11:57:13.340299,ONETIME
SA2500300126-001,1,NO,SA2500300126,1,1136010,D,N200,USD,1335.2600,USD,1335.2600,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.343376,ONETIME,2025-01-03 11:57:13.343377,ONETIME
SA2500300126-002,1,NO,SA2500300126,2,2111010,C,N200,USD,1335.2600,USD,1335.2600,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.343470,ONETIME,2025-01-03 11:57:13.343471,ONETIME
SA2500300127-001,1,NO,SA2500300127,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.347436,ONETIME,2025-01-03 11:57:13.347436,ONETIME
SA2500300127-002,1,NO,SA2500300127,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.347468,ONETIME,2025-01-03 11:57:13.347469,ONETIME
SA2500300128-001,1,NO,SA2500300128,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.350364,ONETIME,2025-01-03 11:57:13.350364,ONETIME
SA2500300128-002,1,NO,SA2500300128,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.350369,ONETIME,2025-01-03 11:57:13.350370,ONETIME
SA2500300129-001,1,NO,SA2500300129,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.352949,ONETIME,2025-01-03 11:57:13.352949,ONETIME
SA2500300129-002,1,NO,SA2500300129,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.352954,ONETIME,2025-01-03 11:57:13.352954,ONETIME
SA2500300130-001,1,NO,SA2500300130,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,699c5899e9403aa95f3ce6e5e6163952,,2025-01-03 11:57:13.356014,ONETIME,2025-01-03 11:57:13.356015,ONETIME
SA2500300130-002,1,NO,SA2500300130,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,699c5899e9403aa95f3ce6e5e6163952,,2025-01-03 11:57:13.356020,ONETIME,2025-01-03 11:57:13.356020,ONETIME
SA2500300131-001,1,NO,SA2500300131,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,699c5899e9403aa95f3ce6e5e6163952,,2025-01-03 11:57:13.359969,ONETIME,2025-01-03 11:57:13.359969,ONETIME
SA2500300131-002,1,NO,SA2500300131,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,699c5899e9403aa95f3ce6e5e6163952,,2025-01-03 11:57:13.359974,ONETIME,2025-01-03 11:57:13.359974,ONETIME
SA2500300132-001,1,NO,SA2500300132,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.365156,ONETIME,2025-01-03 11:57:13.365157,ONETIME
SA2500300132-002,1,NO,SA2500300132,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.365169,ONETIME,2025-01-03 11:57:13.365170,ONETIME
SA2500300133-001,1,NO,SA2500300133,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.369044,ONETIME,2025-01-03 11:57:13.369044,ONETIME
SA2500300133-002,1,NO,SA2500300133,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.369049,ONETIME,2025-01-03 11:57:13.369049,ONETIME
SA2500300134-001,1,NO,SA2500300134,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.380346,ONETIME,2025-01-03 11:57:13.380346,ONETIME
SA2500300134-002,1,NO,SA2500300134,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.380351,ONETIME,2025-01-03 11:57:13.380351,ONETIME
SA2500300135-001,1,NO,SA2500300135,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.384748,ONETIME,2025-01-03 11:57:13.384748,ONETIME
SA2500300135-002,1,NO,SA2500300135,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.384754,ONETIME,2025-01-03 11:57:13.384754,ONETIME
SA2500300136-001,1,NO,SA2500300136,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.389834,ONETIME,2025-01-03 11:57:13.389834,ONETIME
SA2500300136-002,1,NO,SA2500300136,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.389839,ONETIME,2025-01-03 11:57:13.389840,ONETIME
SA2500300137-001,1,NO,SA2500300137,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.397873,ONETIME,2025-01-03 11:57:13.397873,ONETIME
SA2500300137-002,1,NO,SA2500300137,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.397879,ONETIME,2025-01-03 11:57:13.397879,ONETIME
SA2500300138-001,1,NO,SA2500300138,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.400874,ONETIME,2025-01-03 11:57:13.400874,ONETIME
SA2500300138-002,1,NO,SA2500300138,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.400886,ONETIME,2025-01-03 11:57:13.400887,ONETIME
SA2500300139-001,1,NO,SA2500300139,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.404014,ONETIME,2025-01-03 11:57:13.404014,ONETIME
SA2500300139-002,1,NO,SA2500300139,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.404082,ONETIME,2025-01-03 11:57:13.404083,ONETIME
SA2500300140-001,1,NO,SA2500300140,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.425656,ONETIME,2025-01-03 11:57:13.425656,ONETIME
SA2500300140-002,1,NO,SA2500300140,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,d0a651277d7b2cacc5910e946debd9db,,2025-01-03 11:57:13.425662,ONETIME,2025-01-03 11:57:13.425662,ONETIME
SA2500300141-001,1,NO,SA2500300141,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.433077,ONETIME,2025-01-03 11:57:13.433078,ONETIME
SA2500300141-002,1,NO,SA2500300141,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.433083,ONETIME,2025-01-03 11:57:13.433083,ONETIME
SA2500300142-001,1,NO,SA2500300142,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.437539,ONETIME,2025-01-03 11:57:13.437539,ONETIME
SA2500300142-002,1,NO,SA2500300142,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.437545,ONETIME,2025-01-03 11:57:13.437545,ONETIME
SA2500300143-001,1,NO,SA2500300143,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.442813,ONETIME,2025-01-03 11:57:13.442813,ONETIME
SA2500300143-002,1,NO,SA2500300143,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.442819,ONETIME,2025-01-03 11:57:13.442819,ONETIME
SA2500300144-001,1,NO,SA2500300144,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.446175,ONETIME,2025-01-03 11:57:13.446175,ONETIME
SA2500300144-002,1,NO,SA2500300144,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.446180,ONETIME,2025-01-03 11:57:13.446180,ONETIME
SA2500300145-001,1,NO,SA2500300145,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.450319,ONETIME,2025-01-03 11:57:13.450320,ONETIME
SA2500300145-002,1,NO,SA2500300145,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.450325,ONETIME,2025-01-03 11:57:13.450325,ONETIME
SA2500300146-001,1,NO,SA2500300146,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.452944,ONETIME,2025-01-03 11:57:13.452944,ONETIME
SA2500300146-002,1,NO,SA2500300146,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.452949,ONETIME,2025-01-03 11:57:13.452949,ONETIME
SA2500300147-001,1,NO,SA2500300147,1,1136010,D,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,6dc44375a471696f912604eb8e84da34,,2025-01-03 11:57:13.455902,ONETIME,2025-01-03 11:57:13.455902,ONETIME
SA2500300147-002,1,NO,SA2500300147,2,2111010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,6dc44375a471696f912604eb8e84da34,,2025-01-03 11:57:13.455907,ONETIME,2025-01-03 11:57:13.455907,ONETIME
SA2500300148-001,1,NO,SA2500300148,1,1136010,D,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,474bc8f13be920f88d3615e2a8115c0f,,2025-01-03 11:57:13.461699,ONETIME,2025-01-03 11:57:13.461700,ONETIME
SA2500300148-002,1,NO,SA2500300148,2,2111010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,474bc8f13be920f88d3615e2a8115c0f,,2025-01-03 11:57:13.461705,ONETIME,2025-01-03 11:57:13.461705,ONETIME
SA2500300149-001,1,NO,SA2500300149,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,e5a7cb04444f35d921d38b8f6e1e6c61,,2025-01-03 11:57:13.464118,ONETIME,2025-01-03 11:57:13.464119,ONETIME
SA2500300149-002,1,NO,SA2500300149,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,e5a7cb04444f35d921d38b8f6e1e6c61,,2025-01-03 11:57:13.464123,ONETIME,2025-01-03 11:57:13.464123,ONETIME
SA2500300150-001,1,NO,SA2500300150,1,1136010,D,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.466197,ONETIME,2025-01-03 11:57:13.466198,ONETIME
SA2500300150-002,1,NO,SA2500300150,2,2111010,C,N200,USD,1461.3800,USD,1461.3800,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.466202,ONETIME,2025-01-03 11:57:13.466202,ONETIME
SA2500300151-001,1,NO,SA2500300151,1,1136010,D,N200,USD,1347.7100,USD,1347.7100,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.468198,ONETIME,2025-01-03 11:57:13.468198,ONETIME
SA2500300151-002,1,NO,SA2500300151,2,2111010,C,N200,USD,1347.7100,USD,1347.7100,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.468203,ONETIME,2025-01-03 11:57:13.468203,ONETIME
SA2500300152-001,1,NO,SA2500300152,1,1136010,D,N200,USD,1347.7100,USD,1347.7100,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.471982,ONETIME,2025-01-03 11:57:13.471983,ONETIME
SA2500300152-002,1,NO,SA2500300152,2,2111010,C,N200,USD,1347.7100,USD,1347.7100,0,[일시불] 주문접수,CTOR001,C0001,,,,d338a11b8ce6ef049f1db2c9136f6f32,,2025-01-03 11:57:13.472120,ONETIME,2025-01-03 11:57:13.472121,ONETIME
SA2500300153-001,1,NO,SA2500300153,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.475772,ONETIME,2025-01-03 11:57:13.475773,ONETIME
SA2500300153-002,1,NO,SA2500300153,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,adbd61bbb9a0636b478e4b5c95fcea1b,,2025-01-03 11:57:13.475778,ONETIME,2025-01-03 11:57:13.475778,ONETIME
SA2500300154-001,1,NO,SA2500300154,1,1136010,D,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,f0361e559914e805a06822130f8584fc,,2025-01-03 11:57:13.479127,ONETIME,2025-01-03 11:57:13.479128,ONETIME
SA2500300154-002,1,NO,SA2500300154,2,2111010,C,N200,USD,1461.3750,USD,1461.3750,0,[일시불] 주문접수,CTOR001,C0001,,,,f0361e559914e805a06822130f8584fc,,2025-01-03 11:57:13.479217,ONETIME,2025-01-03 11:57:13.479219,ONETIME
SA2500300155-001,1,NO,SA2500300155,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.482747,ONETIME,2025-01-03 11:57:13.482747,ONETIME
SA2500300155-002,1,NO,SA2500300155,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.482752,ONETIME,2025-01-03 11:57:13.482752,ONETIME
SA2500300156-001,1,NO,SA2500300156,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.485573,ONETIME,2025-01-03 11:57:13.485573,ONETIME
SA2500300156-002,1,NO,SA2500300156,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.485578,ONETIME,2025-01-03 11:57:13.485578,ONETIME
SA2500300157-001,1,NO,SA2500300157,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.488613,ONETIME,2025-01-03 11:57:13.488614,ONETIME
SA2500300157-002,1,NO,SA2500300157,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.489135,ONETIME,2025-01-03 11:57:13.489136,ONETIME
SA2500300158-001,1,NO,SA2500300158,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.506661,ONETIME,2025-01-03 11:57:13.506662,ONETIME
SA2500300158-002,1,NO,SA2500300158,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.506667,ONETIME,2025-01-03 11:57:13.506667,ONETIME
SA2500300159-001,1,NO,SA2500300159,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.515596,ONETIME,2025-01-03 11:57:13.515597,ONETIME
SA2500300159-002,1,NO,SA2500300159,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,571da871e422fafdb7f1920522784445,,2025-01-03 11:57:13.515610,ONETIME,2025-01-03 11:57:13.515611,ONETIME
SA2500300160-001,1,NO,SA2500300160,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,cec51c756b0a7bba176b9b710ae59ba6,,2025-01-03 11:57:13.518888,ONETIME,2025-01-03 11:57:13.518889,ONETIME
SA2500300160-002,1,NO,SA2500300160,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,cec51c756b0a7bba176b9b710ae59ba6,,2025-01-03 11:57:13.518894,ONETIME,2025-01-03 11:57:13.518894,ONETIME
SA2500300161-001,1,NO,SA2500300161,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.522800,ONETIME,2025-01-03 11:57:13.522801,ONETIME
SA2500300161-002,1,NO,SA2500300161,2,2111010,C,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.522814,ONETIME,2025-01-03 11:57:13.522815,ONETIME
SA2500300162-001,1,NO,SA2500300162,1,1136010,D,N200,USD,1645.4000,USD,1645.4000,0,[일시불] 주문접수,CTOR001,C0001,,,,d669fdc307c8372dc05d0b13554c007b,,2025-01-03 11:57:13.526147,ONETIME,2025-01-03 11:57:13.526147,ONETIME
