company_code,doc_template_code,line_order,account_code,ref_doc_template_code,account_side,requirement_type,cost_center,profit_center,segment,project,item_text_kor,item_text_eng
N200,FLEASE_COGS_RECOGNITION,1,5103020,,DEBIT,REQUIRED,C0003,,,,[금융리스] 설치완료-매출원가 인식-상품매출원가-금융리스,[Finance Lease] Installation Complete - Cost Recognition-COGS-F-Lease
N200,FLEASE_COGS_RECOGNITION,2,1230010,,CREDIT,REQUIRED,C0003,,,,[금융리스] 설치완료-매출원가 인식-시송품-상품,[Finance Lease] Installation Complete - Cost Recognition-Goods in Transit-Merchandise
N200,FLEASE_PRICE_DIFFERENCE,1,5103020,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 설치완료-재고가액 확정-상품매출원가-금융리스,[Finance Lease] Installation Complete - Inventory Value Confirmation-COGS-F-Lease
N200,FLEASE_PRICE_DIFFERENCE,2,5199030,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 설치완료-재고가액 확정-가격차이-상품,[Finance Lease] Installation Complete - Inventory Value Confirmation-Price Variance-Goods
N200,FLEASE_PAYMENT_BILLING,1,1117040,,DEBIT,REQUIRED,C0003,,,,[금융리스] 청구-금융리스채권-월렌탈료,[Finance Lease] Billing-Accounts Receivable-F Lease-Monthly
N200,FLEASE_PAYMENT_BILLING,2,1117060,,CREDIT,REQUIRED,C0003,,,,[금융리스] 청구-금융리스채권-할부발생,[Finance Lease] Billing-Accounts Receivable-F Lease-Installment
N200,FLEASE_PAYMENT_BILLING,3,2111010,,CREDIT,REQUIRED,C0003,,,,[금융리스] 청구-선수금,[Finance Lease] Billing-AdvancesfromCustomers
N200,FLEASE_PAYMENT_BILLING,4,1117014,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 청구-외상매출금-A/S,[Finance Lease] Billing-Accounts Receivable - After-Sales Service
N200,FLEASE_PAYMENT_BILLING,5,4116040,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 청구-용역매출-A/S,[Finance Lease] Billing-Service Revenue - After-Sales Service
N200,FLEASE_PAYMENT_BILLING,6,1117013,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 청구-외상매출금-부품,[Finance Lease] Billing-Accounts Receivable - Parts
N200,FLEASE_PAYMENT_BILLING,7,4199040,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 청구-기타매출-부품,[Finance Lease] Billing-Miscellaneous Income-Parts
N200,FLEASE_PAYMENT_BILLING,8,4116010,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 청구-용역매출-설치해체,[Finance Lease] Billing-Sales Service-Labor
N200,FLEASE_PAYMENT_BILLING,9,1117011,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 청구-외상매출금-회수비,[Finance Lease] Billing-Accounts Receivable-ReturnFee
N200,FLEASE_PAYMENT_BILLING,10,1136060,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 청구-미수금-분실료,[Finance Lease] Billing-Other Receivables-Lost Fee
N200,FLEASE_PAYMENT_BILLING,11,4299020,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 청구-잡이익-분실료,[Finance Lease] Billing-Miscellaneous Income - Lost Fee
N200,FLEASE_PAYMENT_BILLING,12,1117070,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 청구-금융리스채권-위약금,[Finance Lease] Billing-Accounts Receivable-F Lease-Penalty
N200,FLEASE_PAYMENT_BILLING,13,5471040,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 청구-계약해지이익-위약금-금융리스,[Finance Lease] Billing-Termination Loss - Penalty - Finance Lease
N200,FLEASE_PAYMENT_BILLING,14,1136050,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 청구-미수금-연체료,[Finance Lease] Billing-Other Receivables-Late Fee
N200,FLEASE_PAYMENT_BILLING,15,4299010,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 청구-잡이익-연체료,[Finance Lease] Billing-Miscellaneous Income - Late Fee
N200,FLEASE_PAYMENT_RECEIVED,1,1136010,,DEBIT,REQUIRED,C0003,,,,[금융리스] 수납-카드미수금,[Finance Lease] Collection-Other Receivables-CreditCard
N200,FLEASE_PAYMENT_RECEIVED,2,1117040,FLEASE_PAYMENT_BILLING,CREDIT,REQUIRED,C0003,,,,[금융리스] 수납-금융리스채권-월렌탈료,[Finance Lease] Collection-Accounts Receivable-F Lease-Monthly
N200,FLEASE_PAYMENT_RECEIVED,3,2115020,,CREDIT,REQUIRED,C0003,,,,[금융리스] 수납-예수금-판매세-State,[Finance Lease] Collection-Deposits-SalesTax-State
N200,FLEASE_PAYMENT_RECEIVED,4,2115030,,CREDIT,REQUIRED,C0003,,,,[금융리스] 수납-예수금-판매세-County,[Finance Lease] Collection-Deposits-SalesTax-County
N200,FLEASE_PAYMENT_RECEIVED,5,2115040,,CREDIT,REQUIRED,C0003,,,,[금융리스] 수납-예수금-판매세-City,[Finance Lease] Collection-Deposits-SalesTax-City
N200,FLEASE_PAYMENT_RECEIVED,6,2115050,,CREDIT,REQUIRED,C0003,,,,[금융리스] 수납-예수금-판매세-Special,[Finance Lease] Collection-Deposits-SalesTax-Special
N200,FLEASE_PAYMENT_RECEIVED,7,1117014,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 수납-외상매출금-A/S,[Finance Lease] Collection-Accounts Receivable - After-Sales Service
N200,FLEASE_PAYMENT_RECEIVED,8,4116040,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 수납-용역매출-A/S,[Finance Lease] Collection-Service Revenue - After-Sales Service
N200,FLEASE_PAYMENT_RECEIVED,9,1117013,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 수납-외상매출금-부품,[Finance Lease] Collection-Accounts Receivable - Parts
N200,FLEASE_PAYMENT_RECEIVED,10,4199040,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 수납-기타매출-부품,[Finance Lease] Collection-Miscellaneous Income-Parts
N200,FLEASE_PAYMENT_RECEIVED,11,4116010,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 수납-용역매출-설치해체,[Finance Lease] Collection-Sales Service-Labor
N200,FLEASE_PAYMENT_RECEIVED,12,1117011,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 수납-외상매출금-회수비,[Finance Lease] Collection-Accounts Receivable-ReturnFee
N200,FLEASE_PAYMENT_RECEIVED,13,1136060,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 수납-미수금-분실료,[Finance Lease] Collection-Other Receivables-Lost Fee
N200,FLEASE_PAYMENT_RECEIVED,14,4299020,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 수납-잡이익-분실료,[Finance Lease] Collection-Miscellaneous Income - Lost Fee
N200,FLEASE_PAYMENT_RECEIVED,15,1117070,,DEBIT,OPTIONAL,C0003,,,,[금융리스] 수납-금융리스채권-위약금,[Finance Lease] Collection-Accounts Receivable-F Lease-Penalty
N200,FLEASE_PAYMENT_RECEIVED,16,5471040,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 수납-계약해지이익-위약금-금융리스,[Finance Lease] Collection-Termination Loss - Penalty - Finance Lease
N200,FLEASE_PAYMENT_RECEIVED,17,1136050,,CREDIT,OPTIONAL,C0003,,,,[금융리스] 수납-미수금-연체료,[Finance Lease] Collection-Other Receivables-Late Fee
N200,FLEASE_PAYMENT_DEPOSIT,1,1101010,,DEBIT,REQUIRED,C0003,,,,[금융리스] 입금-현금-보통예금,[Finance Lease] Payment Received-Cash - Regular Deposits
N200,FLEASE_PAYMENT_DEPOSIT,2,5423020,,DEBIT,REQUIRED,C0003,,,,[금융리스] 입금-지급수수료-카드수수료,[Finance Lease] Payment Received-ServiceFees-CreditCard-Fees
N200,FLEASE_PAYMENT_DEPOSIT,3,1136010,FLEASE_PAYMENT_RECEIVED,CREDIT,REQUIRED,C0003,,,,[금융리스] 입금-카드미수금,[Finance Lease] Payment Received-Other Receivables-CreditCard
N200,FLEASE_FILTER_SHIPPED,1,2111010,,DEBIT,REQUIRED,C0003,,,,[금융리스:서비스매출] 필터배송-선수금,[Finance Lease:Revenue] Service Revenue - Filter Delivery-AdvancesfromCustomers
N200,FLEASE_FILTER_SHIPPED,2,4116030,,CREDIT,REQUIRED,C0003,,,,[금융리스:서비스매출] 필터배송-용역매출-금융리스,[Finance Lease:Revenue] Service Revenue - Filter Delivery-Sales Service-Labor-F-Lease
N200,FLEASE_PRODUCT_SHIPPED,1,1230010,,DEBIT,REQUIRED,C0003,,,,[금융리스] 제품출고-시송품-상품,[Finance Lease] Product Shipment-Goods in Transit-Merchandise
N200,FLEASE_PRODUCT_SHIPPED,2,1201010,,CREDIT,REQUIRED,C0003,,,,[금융리스] 제품출고-상품,[Finance Lease] Product Shipment-Merchandise
N200,FLEASE_PRODUCT_RECEIVED_GRADE_A,1,1201010,,DEBIT,REQUIRED,C0003,,,,[금융리스:해지] 반환입고-A급-상품,[Finance Lease:Termination] Return Received - Grade A-Merchandise
N200,FLEASE_PRODUCT_RECEIVED_GRADE_A,2,1230010,,CREDIT,REQUIRED,C0003,,,,[금융리스:해지] 반환입고-A급-시송품-상품,[Finance Lease:Termination] Return Received - Grade A-Goods in Transit-Merchandise
N200,FLEASE_PRODUCT_RECEIVED_GRADE_B,1,1201020,,DEBIT,REQUIRED,C0003,,,,[금융리스:해지] 반환입고-B급-상품-B등급,[Finance Lease:Termination] Return Received - Grade B-Merchandise - Grade B
N200,FLEASE_PRODUCT_RECEIVED_GRADE_B,2,1900010,,CREDIT,REQUIRED,C0003,,,,[금융리스:해지] 반환입고-B급-임시-반환입고,[Finance Lease:Termination] Return Received - Grade B-Temporary-Return
N200,FLEASE_INVENTORY_DISPOSED_GRADE_B,1,1900010,,DEBIT,OPTIONAL,C0003,,,,[금융리스:해지] B급 재고자산 폐기-임시-반환입고,[Finance Lease:Termination] Grade B Inventory Disposal-Temporary-Return
N200,FLEASE_INVENTORY_DISPOSED_GRADE_B,2,1201020,,CREDIT,OPTIONAL,C0003,,,,[금융리스:해지] B급 재고자산 폐기-상품-B등급,[Finance Lease:Termination] Grade B Inventory Disposal-Merchandise - Grade B
N200,FLEASE_FINANCIAL_ASSET_INTEREST_INCOME,1,2215010,,DEBIT,REQUIRED,C0003,,,,[금융리스:금융자산] 이자수익-현할차금-금융리스,[Finance Lease:Financial Asset] Interest Income-UnearnedInterestIncome-F.Lease
N200,FLEASE_FINANCIAL_ASSET_INTEREST_INCOME,2,4201010,,CREDIT,REQUIRED,C0003,,,,[금융리스:금융자산] 이자수익-이자수익-금융리스,[Finance Lease:Financial Asset] Interest Income-Interest Income-F Lease
N200,FLEASE_FINANCIAL_ASSET_DISPOSED,1,5471050,,DEBIT,REQUIRED,C0003,,,,[금융리스:금융자산] 잔여채권 정리-계약해지손실-위약금-금융리스,[Finance Lease:Financial Asset] Dispose of Remaining Receivables-Termination Gain - Penalty - Finance Lease
N200,FLEASE_FINANCIAL_ASSET_DISPOSED,2,2215010,,DEBIT,REQUIRED,C0003,,,,[금융리스:금융자산] 잔여채권 정리-현할차금-금융리스,[Finance Lease:Financial Asset] Dispose of Remaining Receivables-UnearnedInterestIncome-F.Lease
N200,FLEASE_FINANCIAL_ASSET_DISPOSED,3,1117060,,CREDIT,REQUIRED,C0003,,,,[금융리스:금융자산] 잔여채권 정리-금융리스채권-할부발생,[Finance Lease:Financial Asset] Dispose of Remaining Receivables-Accounts Receivable-F Lease-Installment
N200,FLEASE_WITHDRAWAL_SALES_CANCELLED,1,4103030,,DEBIT,REQUIRED,C0003,,,,[금용리스:철회] 매출취소 완료-상품매출-금융리스,[Operating Lease:Withdrawal] Sales Cancelled-Sales Goods-F-Lease
N200,FLEASE_WITHDRAWAL_SALES_CANCELLED,2,2215010,,DEBIT,REQUIRED,C0003,,,,[금용리스:철회] 매출취소 완료-현할차금-금융리스,[Operating Lease:Withdrawal] Sales Cancelled-UnearnedInterestIncome-F.Lease
N200,FLEASE_WITHDRAWAL_SALES_CANCELLED,3,1117060,,CREDIT,REQUIRED,C0003,,,,[금용리스:철회] 매출취소 완료-금융리스채권-할부발생,[Operating Lease:Withdrawal] Sales Cancelled-Accounts Receivable-F Lease-Installment
N200,FLEASE_WITHDRAWAL_COGS_CANCELLED,1,1900010,,DEBIT,REQUIRED,C0003,,,,[금용리스:철회] 매출원가취소 완료-임시-반환입고,[Operating Lease:Withdrawal] COGS Cancelled-Temporary-Return
N200,FLEASE_WITHDRAWAL_COGS_CANCELLED,2,5103020,,CREDIT,REQUIRED,C0003,,,,[금용리스:철회] 매출원가취소 완료-상품매출원가-금융리스,[Operating Lease:Withdrawal] COGS Cancelled-COGS-F-Lease
N200,FLEASE_REPLACEMENT_PRODUCT_SHIPPED,1,1230010,,DEBIT,REQUIRED,C0003,,,,[금융리스:교환] 교환출고-시송품-상품,[Finance Lease:Exchange] Exchange Shipment-Goods in Transit-Merchandise
N200,FLEASE_REPLACEMENT_PRODUCT_SHIPPED,2,1201010,,CREDIT,REQUIRED,C0003,,,,[금융리스:교환] 교환출고-상품,[Finance Lease:Exchange] Exchange Shipment-Merchandise
N200,FLEASE_REPLACEMENT_INSTALLATION_COMPLETED,1,5103020,,DEBIT,REQUIRED,C0003,,,,[금융리스:교환] 설치완료-상품매출원가-금융리스,[Finance Lease:Exchange] Installation Complete-COGS-F-Lease
N200,FLEASE_REPLACEMENT_INSTALLATION_COMPLETED,2,1230010,,CREDIT,REQUIRED,C0003,,,,[금융리스:교환] 설치완료-시송품-상품,[Finance Lease:Exchange] Installation Complete-Goods in Transit-Merchandise
N200,FLEASE_AS_REPAIR,1,5113020,,DEBIT,REQUIRED,C0003,,,,[금융리스:AS] 수리-렌탈매출원가-부품,[Finance Lease:AS] Repair-Cost of Rental Income - Parts
N200,FLEASE_AS_REPAIR,2,1201040,,CREDIT,REQUIRED,C0003,,,,[금융리스:AS] 수리-부품,[Finance Lease:AS] Repair-Parts
N200,LOGISTICS_GOODS_INVOICE_RECEIVED,1,1800010,,DEBIT,REQUIRED,C0004,,,,[물류] 상품 비용-GR/IR-상품,[Logistics] Goods Cost -GR/IR-Goods
N200,LOGISTICS_GOODS_INVOICE_RECEIVED,2,2101010,,CREDIT,REQUIRED,C0004,,,,[물류] 상품 비용-외상매입금,[Logistics] Goods Cost -AccountPayable
N200,LOGISTICS_GOODS_INVOICE_RECEIVED,3,5199030,,CREDIT,REQUIRED,C0004,,,,[물류] 상품 비용-가격차이-상품,[Logistics] Goods Cost -Price Variance-Goods
N200,LOGISTICS_FORWARDER_INVOICE_RECEIVED,1,1800020,,DEBIT,REQUIRED,C0004,,,,[물류] 상품 부대비용(관세/운임)-GR/IR-운임,[Logistics] Goods Extra Cost-GR/IR-Transit
N200,LOGISTICS_FORWARDER_INVOICE_RECEIVED,2,1800030,,DEBIT,REQUIRED,C0004,,,,[물류] 상품 부대비용(관세/운임)-GR/IR-기타부대비용,[Logistics] Goods Extra Cost-GR/IR-OtherExpense
N200,LOGISTICS_FORWARDER_INVOICE_RECEIVED,3,1800040,,DEBIT,REQUIRED,C0004,,,,[물류] 상품 부대비용(관세/운임)-GR/IR-관세,[Logistics] Goods Extra Cost-GR/IR-IncomeTax
N200,LOGISTICS_FORWARDER_INVOICE_RECEIVED,4,2107010,,CREDIT,REQUIRED,C0004,,,,[물류] 상품 부대비용(관세/운임)-미지급금,[Logistics] Goods Extra Cost-AccruedExpensesGroup
N200,LOGISTICS_FORWARDER_INVOICE_RECEIVED,5,5199033,,CREDIT,OPTIONAL,C0004,,,,[물류] 상품 부대비용(관세/운임)-가격차이-운임,[Logistics] Goods Extra Cost-Price Variance-Others
N200,LOGISTICS_FORWARDER_INVOICE_RECEIVED,6,2107010,,CREDIT,REQUIRED,C0004,,,,[물류] 상품 부대비용(관세/운임)-미지급금,[Logistics] Goods Extra Cost-AccruedExpensesGroup
N200,LOGISTICS_FORWARDER_INVOICE_RECEIVED,7,5199034,,CREDIT,OPTIONAL,C0004,,,,[물류] 상품 부대비용(관세/운임)-가격차이-기타부대비용,[Logistics] Goods Extra Cost-Price Variance-Other Additional Costs
N200,LOGISTICS_FORWARDER_INVOICE_RECEIVED,8,2107010,,CREDIT,REQUIRED,C0004,,,,[물류] 상품 부대비용(관세/운임)-미지급금,[Logistics] Goods Extra Cost-AccruedExpensesGroup
N200,LOGISTICS_FORWARDER_INVOICE_RECEIVED,9,5199035,,CREDIT,OPTIONAL,C0004,,,,[물류] 상품 부대비용(관세/운임)-가격차이-관세,[Logistics] Goods Extra Cost-Price Variance-Custom Duties
N200,LOGISTICS_GOODS_RECEIVED,1,1201010,,DEBIT,REQUIRED,C0004,,,,[물류] 제품 입고-상품,[Logistics] Goods Receipts-Merchandise
N200,LOGISTICS_GOODS_RECEIVED,2,1800010,,CREDIT,REQUIRED,C0004,,,,[물류] 제품 입고-GR/IR-상품,[Logistics] Goods Receipts-GR/IR-Goods
N200,LOGISTICS_GOODS_RECEIVED,3,1800020,,CREDIT,REQUIRED,C0004,,,,[물류] 제품 입고-GR/IR-운임,[Logistics] Goods Receipts-GR/IR-Transit
N200,LOGISTICS_GOODS_RECEIVED,4,1800030,,CREDIT,REQUIRED,C0004,,,,[물류] 제품 입고-GR/IR-기타부대비용,[Logistics] Goods Receipts-GR/IR-OtherExpense
N200,LOGISTICS_GOODS_RECEIVED,5,1800040,,CREDIT,REQUIRED,C0004,,,,[물류] 제품 입고-GR/IR-관세,[Logistics] Goods Receipts-GR/IR-IncomeTax
