company_code,doc_template_code,symbol,kor_text,eng_text,biz_category,biz_system,biz_process,biz_event,account_event_category,account_event,is_active,biz_event_order,document_type,processing_type,order_item_status,service_flow_type,service_flow_status,charge_status,contract_status,logistics_status
T200,FLEASE_FINANCIAL_ASSET_DISPOSED,CFFA020,[금융리스:금융자산] 잔여채권 정리,[Finance Lease:Financial Asset] Dispose of Remaining Receivables,CUSTOMER,FINANCIAL_LEASE,FINANCIAL_ASSET,DISPOSED_PROCESSED,FINANCIAL_ASSET,FINANCIAL_ASSET_DISPOSED,Y,20,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_CANCEL_RECEIVED,CFCA010,[금용리스:취소] 주문취소 접수,[Operating Lease:Cancel] Order Cancel Received,CUSTOMER,OPERATING_LEASE,CANCEL,ORDER_CANCEL_RECEIVED,,,Y,10,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_CANCEL_COMPLETED,CFCA020,[금용리스:취소] 주문취소 완료,[Operating Lease:Cancel] Order Cancel Completed,CUSTOMER,OPERATING_LEASE,CANCEL,ORDER_CANCEL_COMPLETED,,,Y,20,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_WITHDRAWAL_RECEIVED,CFWD010,[금용리스:철회] 계약철회 접수,[Operating Lease:Withdrawal] Contract Withdrawal Received,CUSTOMER,OPERATING_LEASE,WITHDRAWAL,WITHDRAWAL_RECEIVED,,,N,10,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_WITHDRAWAL_DISMANTLING,CFWD020,[금용리스:철회] 제품해체 완료,[Operating Lease:Withdrawal] Contract Withdrawal Dismantling Completed,CUSTOMER,OPERATING_LEASE,WITHDRAWAL,AS_DISMANTLING,,,N,20,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_WITHDRAWAL_SALES_CANCELLED,CFWD030,[금용리스:철회] 매출취소 완료,[Operating Lease:Withdrawal] Sales Cancelled,CUSTOMER,OPERATING_LEASE,WITHDRAWAL,WITHDRAWAL_COMPLETED,,,N,30,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_WITHDRAWAL_COGS_CANCELLED,CFWD040,[금용리스:철회] 매출원가취소 완료,[Operating Lease:Withdrawal] COGS Cancelled,CUSTOMER,OPERATING_LEASE,WITHDRAWAL,WITHDRAWAL_COMPLETED,,,Y,40,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_WITHDRAWAL_COMPLETED,CFWD050,[금용리스:철회] 계약철회 완료,[Operating Lease:Withdrawal] Contract Withdrawal Completed,CUSTOMER,OPERATING_LEASE,WITHDRAWAL,WITHDRAWAL_COMPLETED,,,Y,50,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_TERMINATION_RECEIVED,CFCT010,[금용리스:해지] 해지접수,[Operating Lease:Termination] Termination Request,CUSTOMER,OPERATING_LEASE,TERMINATION,TERMINATION_RECEIVED,,,Y,10,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_TERMINATION_DISMANTLING,CFCT020,[금용리스:해지] 해체확정,[Operating Lease:Termination] Dismantling Confirmation,CUSTOMER,OPERATING_LEASE,TERMINATION,AS_DISMANTLING,,,Y,20,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_TERMINATION_COMPLETED,CFCT030,[금용리스:해지] 해지완료,[Operating Lease:Termination] Termination Completed,CUSTOMER,OPERATING_LEASE,TERMINATION,TERMINATION_COMPLETED,,,Y,30,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_REPLACEMENT_RECEIVED,CFRP010,[금융리스:교환] 교환접수,[Finance Lease:Exchange] Exchange Request,CUSTOMER,FINANCIAL_LEASE,REPLACEMENT,REPLACEMENT_RECEIVED,,,N,10,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_REPLACEMENT_PRODUCT_SHIPPED,CFRP020,[금융리스:교환] 교환출고,[Finance Lease:Exchange] Exchange Shipment,CUSTOMER,FINANCIAL_LEASE,REPLACEMENT,PRODUCT_SHIPPED,LOGISTICS,GOODS_ISSUE,N,20,GOODS_ISSUE,AUTO,,,,,,
T200,FLEASE_REPLACEMENT_INSTALLATION_COMPLETED,CFRP030,[금융리스:교환] 설치완료,[Finance Lease:Exchange] Installation Complete,CUSTOMER,FINANCIAL_LEASE,REPLACEMENT,INSTALLATION_COMPLETED,COGS,COGS_RECOGNITION,Y,30,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_REPLACEMENT_COMPLETED,CFRP040,[금융리스:교환] 설치완료,[Finance Lease:Exchange] Installation Complete,CUSTOMER,FINANCIAL_LEASE,REPLACEMENT,INSTALLATION_COMPLETED,COGS,COGS_RECOGNITION,Y,40,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_RECEIVABLE_OVERDUE,CFRV010,[금융리스:채권] 연체,[Finance Lease:Receivables] Overdue,CUSTOMER,FINANCIAL_LEASE,RECEIVABLES,RECEIVABLES_OVERDUE,ACCOUNT_RECEIVABLE,PAYMENT_BILLING,N,10,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_RECEIVABLE_BREACHED_REGISTERED,CFRV020,[금융리스:채권] 가해약 등록,[Finance Lease:Receivables] Provisional Termination Registration,CUSTOMER,FINANCIAL_LEASE,RECEIVABLES,BREACHED_CONTRACT_REGISTERED,ACCOUNT_RECEIVABLE,PAYMENT_BILLING,N,20,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_RECEIVABLE_BREACHED_CANCELLED,CFRV030,[금융리스:채권] 가해약 취소,[Finance Lease:Receivables] Provisional Termination Cancellation,CUSTOMER,FINANCIAL_LEASE,RECEIVABLES,BREACHED_CONTRACT_CANCELLED,ACCOUNT_RECEIVABLE,PAYMENT_BILLING,N,30,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_RECEIVABLE_TRANSFER_TO_COLLECTION,CFRV040,[금융리스:채권] 추심전환,[Finance Lease:Receivables] Collection Transfer,CUSTOMER,FINANCIAL_LEASE,RECEIVABLES,TRANSFER_TO_COLLECTION,ACCOUNT_RECEIVABLE,TRANSFER_TO_COLLECTION,N,40,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_RECEIVABLE_COLLECTION_RECOVERED,CFRV050,[금융리스:채권] 추심회수,[Finance Lease:Receivables] Collection Recovery,CUSTOMER,FINANCIAL_LEASE,RECEIVABLES,COLLECTION_RECOVERED,ACCOUNT_RECEIVABLE,RECEIVABLES_COLLECTION,Y,50,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_AS_REPAIR,CFAS010,[금융리스:AS] 수리,[Finance Lease:AS] Repair,CUSTOMER,FINANCIAL_LEASE,AFTER_SERVICE,AS_REPAIR,,,Y,10,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_AS_RELOCATION,CFAS020,[금융리스:AS] 이사,[Finance Lease:AS] Moving,CUSTOMER,FINANCIAL_LEASE,AFTER_SERVICE,AS_RELOCATION,,,Y,20,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_AS_REINSTALL,CFAS030,[금융리스:AS] 이전설치,[Finance Lease:AS] Relocation Installation,CUSTOMER,FINANCIAL_LEASE,AFTER_SERVICE,AS_REINSTALL,,,Y,30,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,FLEASE_AS_DISMANTLING,CFAS040,[금융리스:AS] 해체,[Finance Lease:AS] Dismantling,CUSTOMER,FINANCIAL_LEASE,AFTER_SERVICE,AS_DISMANTLING,,,Y,40,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,LOGISTICS_GOODS_INVOICE_RECEIVED,VLGI010,[물류] 상품 비용,[Logistics] Goods Cost,VENDOR,LOGISTICS,PROCURE,PROCURE_INVOICE_RECEIVED,LOGISTICS,,Y,10,VENDOR_INVOICE,AUTO,,,,,,
T200,LOGISTICS_FORWARDER_INVOICE_RECEIVED,VLGI020,[물류] 상품 부대비용(관세/운임),[Logistics] Goods Extra Cost,VENDOR,LOGISTICS,PROCURE,PROCURE_INVOICE_RECEIVED,LOGISTICS,,Y,20,VENDOR_INVOICE,AUTO,,,,,,
T200,LOGISTICS_GOODS_RECEIVED,VLGI030,[물류] 제품 입고,[Logistics] Goods Receipts,VENDOR,LOGISTICS,PROCURE,PROCURE_GOODS_RECEIVED,LOGISTICS,,Y,30,ACCOUNTING_DOCUMENT,AUTO,,,,,,
T200,ACCOUNT_PAYABLE_EMPLOYEE_EXPENSE,VPAP010,[지급] 개인경비 지급요청,[Payout] Employee Expense,VENDOR,ACCOUNT_PAYABLE,PAYOUT,AP_EMPLOYEE_EXPENSE,ACCOUNT_PAYABLE,,Y,10,VENDOR_DOCUMENT,AUTO,,,,,,
T200,ACCOUNT_PAYABLE_VENDOR_EXPENSE,VPAP050,[지급] 공급처 지급요청,[Payout] Vendor Expense,VENDOR,ACCOUNT_PAYABLE,PAYOUT,AP_VENDOR_EXPENSE,ACCOUNT_PAYABLE,,Y,50,VENDOR_DOCUMENT,AUTO,,,,,,
T200,ACCOUNT_PAYABLE_VENDOR_INVOICE,VPAP060,[지급] 공급처 지급요청,[Payout] Vendor Invoice,VENDOR,ACCOUNT_PAYABLE,PAYOUT,AP_VENDOR_INVOICE,ACCOUNT_PAYABLE,,Y,60,VENDOR_INVOICE,AUTO,,,,,,
T200,ACCOUNT_PAYABLE_VENDOR_PAYMENT,VPAP070,[지급] 공급처 지급요청,[Payout] Vendor Payment,VENDOR,ACCOUNT_PAYABLE,PAYOUT,AP_VENDOR_PAYMENT,ACCOUNT_PAYABLE,,Y,70,VENDOR_PAYMENT,AUTO,,,,,,
