company_code,account_code,name,description,account_class,account_type,is_open_item_mgmt,consolidation_account_code,qbo_parent_account_code,qbo_account_type,qbo_account_subtype,system_source,is_active
T200,5113013,Cost of Good Sold - Rental Installation - O. Lease,렌탈매출원가-설치수수료,EXPENSE,COGS,N,420300,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5113040,Cost of Good Sold - Membership - Filter,멤버쉽매출원가-부품교환,EXPENSE,COGS,N,420300,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5199010,Cost of Other Sales,기타매출원가,EXPENSE,COGS,N,420700,,Cost of Goods Sold,OtherCostsOfServiceCos,ABC,Y
T200,5203050,Price Variance - Goods,가격차이(상품),EXPENSE,COGS,N,420300,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5203290,Price Variance - RentalAsset,렌탈자산가액조정,EXPENSE,COGS,N,420300,,Cost of Goods Sold,SuppliesMaterialsCogs,ABC,Y
T200,5301010,Payroll expense - Employees,급여-사원급여,EXPENSE,GENERAL,N,510100,,Expense,PayrollExpenses,ABC,Y
T200,5301020,Payroll expense - Bonus,급여-사원상여금,EXPENSE,GENERAL,N,510100,,Expense,PayrollExpenses,ABC,Y
T200,5301030,Payroll expense - Overtime,급여-Overtime,EXPENSE,GENERAL,N,510100,,Expense,PayrollExpenses,ABC,Y
T200,5301040,Payroll expense - Officers,급여-임원급여,EXPENSE,GENERAL,N,510100,,Expense,PayrollExpenses,ABC,Y
T200,5301050,Payroll expense - Officers Bonus,급여-임원상여금,EXPENSE,GENERAL,N,510100,,Expense,PayrollExpenses,ABC,Y
T200,5301060,Payroll expense - annual allowance,급여-연월차수당,EXPENSE,GENERAL,N,510100,,Expense,PayrollExpenses,ABC,Y
T200,5305010,Severance pay,퇴직급여,EXPENSE,GENERAL,N,510400,,Expense,PayrollExpenses,ABC,Y
T200,5309010,Compensation Expenses Associated with Stock Option,주식보상비용,EXPENSE,GENERAL,N,514200,,Expense,OtherBusinessExpenses,ABC,Y
T200,5401010,Employee welfare - Worker's compensation,복리후생비-부서운영비,EXPENSE,GENERAL,N,510600,,Expense,OtherBusinessExpenses,ABC,Y
T200,5401020,Employee welfare - Overtime meals,복리후생비-야근(특근)식대,EXPENSE,GENERAL,N,510600,,Expense,OtherBusinessExpenses,ABC,Y
T200,5401030,Employee welfare - Health Insurance,복리후생비-건강보험,EXPENSE,GENERAL,N,510600,,Expense,OtherBusinessExpenses,ABC,Y
T200,5401040,Employee welfare - Others,복리후생비-기타,EXPENSE,GENERAL,N,510600,,Expense,OtherBusinessExpenses,ABC,Y
T200,5403010,Travel Expenses - Transportation,여비교통비-교통비,EXPENSE,GENERAL,N,510800,,Expense,Travel,ABC,Y
T200,5403020,Travel Expenses - Accommodation,여비교통비-숙박,EXPENSE,GENERAL,N,510800,,Expense,Travel,ABC,Y
T200,5403030,Travel Expenses - Meals,여비교통비-식대,EXPENSE,GENERAL,N,510800,,Expense,TravelMeals,ABC,Y
T200,5405010,Meeting Expenses,회의비-업무협의비,EXPENSE,GENERAL,N,513300,,Expense,OtherBusinessExpenses,ABC,Y
T200,5407010,Telephone - Office,통신비-전화료,EXPENSE,GENERAL,N,511000,,Expense,Communications,ABC,Y
T200,5407020,Postage and stamp,통신비-우편료,EXPENSE,GENERAL,N,511000,,Expense,Communications,ABC,Y
T200,5407030,Internet fee,통신비-정보통신이용료,EXPENSE,GENERAL,N,511000,,Expense,Communications,ABC,Y
T200,5407040,Telephone - Others,통신비-기타,EXPENSE,GENERAL,N,511000,,Expense,Communications,ABC,Y
T200,5409010,Dues and Subscription,도서인쇄비-정기간행물,EXPENSE,GENERAL,N,511700,,Expense,OtherBusinessExpenses,ABC,Y
T200,5409020,Printing and reproduction,도서인쇄비-도서구입,EXPENSE,GENERAL,N,511700,,Expense,OtherBusinessExpenses,ABC,Y
T200,5411010,Training and Employee Education - Employees,교육훈련비-정직원,EXPENSE,GENERAL,N,512700,,Expense,OtherBusinessExpenses,ABC,Y
T200,5411020,Training and Employee Education - Sales Dept.,교육훈련비-판매인,EXPENSE,GENERAL,N,512700,,Expense,OtherBusinessExpenses,ABC,Y
T200,5411990,Training and Employee Education - Other,교육훈련비-기타,EXPENSE,GENERAL,N,512700,,Expense,OtherBusinessExpenses,ABC,Y
T200,5413010,Utility bills,수도광열비,EXPENSE,GENERAL,N,513800,,Expense,Utilities,ABC,Y
T200,5415010,Office supplies,소모품비-사무용품,EXPENSE,GENERAL,N,511600,,Expense,SuppliesMaterials,ABC,Y
T200,5415020,Supplies - Installation parts,소모품비-소모성설치자재,EXPENSE,GENERAL,N,511600,,Expense,SuppliesMaterials,ABC,Y
T200,5415030,CONSUMABLE TOOLS,소모품비-집기성소모품,EXPENSE,GENERAL,N,511600,,Expense,SuppliesMaterials,ABC,Y
T200,5417010,Taxes and Licenses,세금과공과,EXPENSE,GENERAL,N,511100,,Expense,Utilities,ABC,Y
T200,5419010,Rent - Office,지급임차료-사무실임차료,EXPENSE,GENERAL,N,511200,,Expense,RentOrLeaseOfBuildings,ABC,Y
T200,5419020,Equipment Rental,지급임차료-장비임차료,EXPENSE,GENERAL,N,511200,,Expense,RentOrLeaseOfBuildings,ABC,Y
T200,5419030,Rent - Others,지급임차료-기타,EXPENSE,GENERAL,N,511200,,Expense,RentOrLeaseOfBuildings,ABC,Y
T200,5423010,Bank Service Charge,지급수수료-금융거래수수료,EXPENSE,GENERAL,N,512600,,Expense,BankCharges,ABC,Y
T200,5423020,Professional fees,지급수수료-전문가자문료,EXPENSE,GENERAL,N,512600,,Expense,LegalProfessionalFees,ABC,Y
T200,5423030,Professional fees - Other,지급수수료-대행용역수수료(기타),EXPENSE,GENERAL,N,512600,,Expense,LegalProfessionalFees,ABC,Y
T200,5423040,Service Fees - IT System,지급수수료-IT유지보수료,EXPENSE,GENERAL,N,512600,,Expense,LegalProfessionalFees,ABC,Y
T200,5423050,Service Fees - Scrap,지급수수료-폐기물처리비,EXPENSE,GENERAL,N,512600,,Expense,LegalProfessionalFees,ABC,Y
T200,5423060,Service Fees - Necoa Tech,지급수수료-대행용역수수료(네코아테크),EXPENSE,GENERAL,N,512600,,Expense,LegalProfessionalFees,ABC,Y
T200,5429010,Repairs and Maintenance,수선비,EXPENSE,GENERAL,N,511500,,Expense,RepairMaintenance,ABC,Y
T200,5431010,Auto Expenses,차량유지비,EXPENSE,GENERAL,N,510900,,Expense,Auto,ABC,Y
T200,5433010,Insurances - Auto,보험료-차량보험,EXPENSE,GENERAL,N,512400,,Expense,Insurance,ABC,Y
T200,5433020,Insurances - General Liability,보험료-PL보험료,EXPENSE,GENERAL,N,512400,,Expense,Insurance,ABC,Y
T200,5437010,Sales promotion expenses - Head office,판매촉진비-영업본부,EXPENSE,GENERAL,N,512000,,Expense,OtherBusinessExpenses,ABC,Y
T200,5437020,Sales promotion expenses - Branches,판매촉진비-현장,EXPENSE,GENERAL,N,512000,,Expense,OtherBusinessExpenses,ABC,Y
T200,5437030,Sales promotion expenses - Events,판매촉진비-이벤트,EXPENSE,GENERAL,N,512000,,Expense,OtherBusinessExpenses,ABC,Y
T200,5439010,Commissions - Purchase Contract,판매수수료,EXPENSE,GENERAL,N,513000,,Expense,OtherBusinessExpenses,ABC,Y
T200,5441010,Entertainments,접대비-일반,EXPENSE,GENERAL,N,510700,,Expense,Entertainment,ABC,Y
T200,5443010,Sample Expenses,견본비,EXPENSE,GENERAL,N,513600,,Expense,OtherBusinessExpenses,ABC,Y
T200,5445010,Advertising and Promotions - TV,광고선전비-(TV),EXPENSE,GENERAL,N,511900,,Expense,AdvertisingPromotional,ABC,Y
T200,5445020,Advertising and Promotions - Radio,광고선전비-(라디오),EXPENSE,GENERAL,N,511900,,Expense,AdvertisingPromotional,ABC,Y
T200,5445030,Advertising and Promotions - Newspaper,광고선전비-신문인쇄광고,EXPENSE,GENERAL,N,511900,,Expense,AdvertisingPromotional,ABC,Y
T200,5455010,Shipping and Delivery - Regular,운반비-제상품운송비,EXPENSE,GENERAL,N,512300,,Expense,ShippingFreightDelivery,ABC,Y
T200,5455020,Shipping and Delivery - Other,운반비-운반비(기타),EXPENSE,GENERAL,N,512300,,Expense,ShippingFreightDelivery,ABC,Y
T200,5457010,Bad debt expenses - O. Lease,매출채권채권손상차손(운용리스),EXPENSE,GENERAL,N,531200,,Expense,BadDebts,ABC,Y
T200,5457011,Bad debt expenses - F. Lease,매출채권손상차손-금융리스,EXPENSE,GENERAL,N,531200,,Expense,BadDebts,ABC,Y
T200,5459010,Depreciation - Building,감가상각비-건물,EXPENSE,GENERAL,N,511300,,Other Expense,Depreciation,ABC,Y
T200,5459020,Depreciation - Vehicles,감가상각비-차량운반구,EXPENSE,GENERAL,N,511300,,Other Expense,Depreciation,ABC,Y
T200,5459030,Depreciation - Equipments,감가상각비-비품,EXPENSE,GENERAL,N,511300,,Other Expense,Depreciation,ABC,Y
T200,5459040,Depreciation - Amortization - Finance Lease Asset,감가상각비-사용권자산,EXPENSE,GENERAL,N,511300,,Other Expense,Depreciation,ABC,Y
T200,5459050,Depreciation - Other tangible asset,감가상각비-기타유형자산,EXPENSE,GENERAL,N,511300,,Other Expense,Depreciation,ABC,Y
T200,5461010,Depreciation - Amortization - Computer Software,무형자산상각비-컴퓨터소프트웨어,EXPENSE,GENERAL,N,511400,,Other Expense,Amortization,ABC,Y
T200,5461020,Depreciation - Amortization - Other intangible asset,무형자산상각비-기타,EXPENSE,GENERAL,N,511400,,Other Expense,Amortization,ABC,Y
T200,5467010,Consumer compensation,소비자보상비,EXPENSE,GENERAL,N,514600,,Expense,OtherBusinessExpenses,ABC,Y
T200,5471010,Losses on disposition of rental asset,렌탈자산폐기손실,EXPENSE,GENERAL,N,531600,,Expense,OtherBusinessExpenses,ABC,Y
T200,5471011,Losses on disposition of rental asset (Replacement),렌탈자산폐기대체,EXPENSE,GENERAL,N,531600,,Expense,OtherBusinessExpenses,ABC,Y
T200,5471030,Disposition - Rental Installation - O. Lease,렌탈폐손(렌탈원가-설치수-이연),EXPENSE,GENERAL,N,531600,,Expense,OtherBusinessExpenses,ABC,Y
T200,5471045,Losses on Suspended Rental Account,렌탈자산폐기손실-가해약,EXPENSE,GENERAL,N,531600,,Expense,OtherBusinessExpenses,ABC,Y
T200,5471070,Penalty income on rental cancellation - O. Lease,계약해지이익(위약금)-렌탈,EXPENSE,GENERAL,N,531600,,Income,SalesOfProductIncome,ABC,Y
T200,5471072,F. Lease Termination Loss_Equipment,계약해지손실(위약금)-금융리스,EXPENSE,GENERAL,N,531500,,Income,SalesOfProductIncome,ABC,Y
T200,5501010,Interest expenses,지급이자와할인료,EXPENSE,GENERAL,N,620100,,Expense,InterestPaid,ABC,Y
T200,5501020,Interest expenses - Prepayment,이자비용-렌탈선납,EXPENSE,GENERAL,N,620100,,Expense,InterestPaid,ABC,Y
T200,5501030,Interest expenses - Finance Lease,이자비용-리스부채,EXPENSE,GENERAL,N,620100,,Expense,InterestPaid,ABC,Y
T200,5507010,EXCHANGE_GAIN_OR_LOSS,외환 이익or 손실,EXPENSE,GENERAL,N,560200,,Other Expense,ExchangeGainOrLoss,ABC,Y
T200,5509010,Donation,기부금,EXPENSE,GENERAL,N,560400,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T200,5537010,Other bad debt expenses,기타의 대손상각비,EXPENSE,GENERAL,N,532000,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T200,5541010,Disposition losses on tangible asset,유형자산처분손실,EXPENSE,GENERAL,N,530300,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T200,5541020,Disposition losses on intangible asset,무형자산처분손실,EXPENSE,GENERAL,N,530500,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T200,5549010,"Impairment Losses on Property, Plant, and Equipment",자산손상차손,EXPENSE,GENERAL,N,518010,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T200,5599010,Miscellaneous Losses,잡손실,EXPENSE,GENERAL,N,560300,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T200,5599011,Miscellaneous Losses (Loss or Fire),잡손실-고객분실화재,EXPENSE,GENERAL,N,560300,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T200,5599055,Guarantee Fees,금융보증비용,EXPENSE,GENERAL,N,621300,,Other Expense,OtherMiscellaneousExpense,ABC,Y
T200,5701010,Current Income Tax,법인세비용,EXPENSE,GENERAL,N,650100,,Expense,TaxesPaid,ABC,Y
T200,9112010,GR/IR-Goods,GR/IR-상품,ASSET,MATERIAL,N,,,,,ABC,Y
T200,9112020,GR/IR-Customs,GR/IR-관세,ASSET,MATERIAL,N,,,,,ABC,Y
T200,9112030,GR/IR-Freight,GR/IR-운임,ASSET,MATERIAL,N,,,,,ABC,Y
T200,9112040,GR/IR-Other,GR/IR-기타부대비용,ASSET,MATERIAL,N,,,,,ABC,Y
T200,9113820,Temporary Return Stock,임시-반환입고,ASSET,MATERIAL,N,,,,,ABC,Y
T200,9503001,Bank Clearing,BC,ASSET,ASSET,N,211815,,Other Current Liability,OtherCurrentLiabilities,ABC,Y
