code,level,parent_code,name,eng_name,description,is_postable,is_active,system_source,created_by,updated_by
211711,04,211700,(유동성)하자보수충당부채,Current Portion of Warranty Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
211712,04,211700,(유동성)판매보증충당부채,Current Portion of Product Warranty Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
211713,04,211700,(유동성)마일리지충당부채,Current Portion of Mileage Program Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
211714,04,211700,(유동성)구조조정충당부채,Current Portion of Restructuring Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
211715,04,211700,(유동성)반품충당부채,Current Portion of Sales Return Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
211716,04,211700,(유동성)복구충당부채,Current Portion of Restoration Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
211717,04,211700,(유동성)기타(손실)충당부채,Current Portion of Other Loss Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
211800,03,210000,기타유동부채,Other Current Liabilities,,N,Y,ABC,abc-accounting,abc-accounting
211811,04,211800,선수금,Advances Received,,Y,Y,ABC,abc-accounting,abc-accounting
211812,04,211800,(유동성)선수리스료,Current Portion of Unearned Lease Income,,Y,Y,ABC,abc-accounting,abc-accounting
211813,04,211800,미지급배당금,Dividends Payable,,Y,Y,ABC,abc-accounting,abc-accounting
211814,04,211800,예수부가가치세,VAT Payable,,Y,Y,ABC,abc-accounting,abc-accounting
211815,04,211800,예수금,Withholdings,,Y,Y,ABC,abc-accounting,abc-accounting
211816,04,211800,선수수익,Unearned Revenue,,Y,Y,ABC,abc-accounting,abc-accounting
211817,04,211800,정부보조금관련부채,Government Grant Related Liabilities,,Y,Y,ABC,abc-accounting,abc-accounting
211818,04,211800,(유동성)장기선수금,Current Portion of Long-term Advances Received,,Y,Y,ABC,abc-accounting,abc-accounting
211819,04,211800,기타의기타유동부채,Other Current Liabilities - Others,,Y,Y,ABC,abc-accounting,abc-accounting
211900,03,210000,유동성금융리스부채,Current Portion of Finance Lease Liabilities,,N,Y,ABC,abc-accounting,abc-accounting
211911,04,211900,(유동성)금융리스부채,Current Portion of Finance Lease Liabilities,,Y,Y,ABC,abc-accounting,abc-accounting
211912,04,211900,(유동성금융리스부채 현재가치할인차금),Present Value Discount on Current Portion of Finance Lease Liabilities,,Y,Y,ABC,abc-accounting,abc-accounting
212000,03,210000,매각예정자산관련부채,Liabilities Related to Assets Held for Sale,,N,Y,ABC,abc-accounting,abc-accounting
212011,04,212000,매각예정자산관련부채,Liabilities Related to Assets Held for Sale,,Y,Y,ABC,abc-accounting,abc-accounting
220000,02,200000,비유동부채,Non-current Liabilities,,N,Y,ABC,abc-accounting,abc-accounting
221100,03,220000,기타비유동금융부채,Other Non-current Financial Liabilities,,N,Y,ABC,abc-accounting,abc-accounting
221110,04,221100,당기손익인식지정금융부채-비유동,Financial Liabilities at FVTPL - Non-current,,Y,Y,ABC,abc-accounting,abc-accounting
221120,04,221100,매매목적파생상품부채-비유동,Trading Derivative Liabilities - Non-current,,Y,Y,ABC,abc-accounting,abc-accounting
221130,04,221100,위험회피파생상품부채-비유동,Hedging Derivative Liabilities - Non-current,,Y,Y,ABC,abc-accounting,abc-accounting
221140,04,221100,장기금융보증계약부채,Long-term Financial Guarantee Contract Liabilities,,Y,Y,ABC,abc-accounting,abc-accounting
221150,04,221100,(장기금융보증계약부채 현재가치할인차금),Present Value Discount on Long-term Financial Guarantee Contract Liabilities,,Y,Y,ABC,abc-accounting,abc-accounting
221160,04,221100,기타의기타비유동부채,Other Non-current Liabilities - Others,,Y,Y,ABC,abc-accounting,abc-accounting
221200,03,220000,장기매입채무및기타장기채무,Long-term Trade and Other Payables,,N,Y,ABC,abc-accounting,abc-accounting
221211,04,221200,장기매입채무,Long-term Trade Payables,,Y,Y,ABC,abc-accounting,abc-accounting
221212,04,221200,(장기매입채무 현재가치할인차금),Present Value Discount on Long-term Trade Payables,,Y,Y,ABC,abc-accounting,abc-accounting
221213,04,221200,장기미지급금,Long-term Other Payables,,Y,Y,ABC,abc-accounting,abc-accounting
221214,04,221200,(장기미지급금 현재가치할인차금),Present Value Discount on Long-term Other Payables,,Y,Y,ABC,abc-accounting,abc-accounting
221215,04,221200,예수보증금,Deposits Received,,Y,Y,ABC,abc-accounting,abc-accounting
221216,04,221200,(예수보증금 현재가치할인차금),Present Value Discount on Deposits Received,,Y,Y,ABC,abc-accounting,abc-accounting
221217,04,221200,렌탈보증금,Rental Deposits,,Y,Y,ABC,abc-accounting,abc-accounting
221218,04,221200,(렌탈보증금 현재가치할인차금),Present Value Discount on Rental Deposits,,Y,Y,ABC,abc-accounting,abc-accounting
221219,04,221200,장기미지급비용,Long-term Accrued Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
221220,04,221200,(장기미지급비용 현재가치할인차금),Present Value Discount on Long-term Accrued Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
221221,04,221200,기타,Other,,Y,Y,ABC,abc-accounting,abc-accounting
221300,03,220000,장기차입금,Long-term Borrowings,,N,Y,ABC,abc-accounting,abc-accounting
221311,04,221300,장기차입금,Long-term Borrowings,,Y,Y,ABC,abc-accounting,abc-accounting
221312,04,221300,(장기차입금 현재가치할인차금),Present Value Discount on Long-term Borrowings,,Y,Y,ABC,abc-accounting,abc-accounting
221313,04,221300,부채성우선주,Redeemable Preferred Shares,,Y,Y,ABC,abc-accounting,abc-accounting
221314,04,221300,(부채성우선주 현재가치할인차금),Present Value Discount on Redeemable Preferred Shares,,Y,Y,ABC,abc-accounting,abc-accounting
221400,03,220000,사채,Bonds,,N,Y,ABC,abc-accounting,abc-accounting
221411,04,221400,사채,Bonds,,Y,Y,ABC,abc-accounting,abc-accounting
221412,04,221400,(사채할인(증)발행차금),Bond Discount (Premium),,Y,Y,ABC,abc-accounting,abc-accounting
221413,04,221400,사채상환할증금,Bond Redemption Premium,,Y,Y,ABC,abc-accounting,abc-accounting
221414,04,221400,사채_해외,Bonds - Overseas,,Y,Y,ABC,abc-accounting,abc-accounting
221415,04,221400,(사채할인(증)발행차금)_해외,Bond Discount (Premium) - Overseas,,Y,Y,ABC,abc-accounting,abc-accounting
221416,04,221400,사채상환할증금_해외,Bond Redemption Premium - Overseas,,Y,Y,ABC,abc-accounting,abc-accounting
221417,04,221400,전환사채,Convertible Bonds,,Y,Y,ABC,abc-accounting,abc-accounting
221418,04,221400,(전환사채 할인(증)발행차금),Convertible Bond Discount (Premium),,Y,Y,ABC,abc-accounting,abc-accounting
221419,04,221400,(전환사채 전환권조정),Conversion Rights Adjustment,,Y,Y,ABC,abc-accounting,abc-accounting
221420,04,221400,전환사채 상환할증금,Convertible Bond Redemption Premium,,Y,Y,ABC,abc-accounting,abc-accounting
221421,04,221400,신주인수권부사채,Bonds with Warrants,,Y,Y,ABC,abc-accounting,abc-accounting
221422,04,221400,(신주인수권 할인(증)발행차금),Warrant Bond Discount (Premium),,Y,Y,ABC,abc-accounting,abc-accounting
221423,04,221400,(신주인수권조정),Warrant Rights Adjustment,,Y,Y,ABC,abc-accounting,abc-accounting
221424,04,221400,신주인수권상환할증금,Warrant Bond Redemption Premium,,Y,Y,ABC,abc-accounting,abc-accounting
221425,04,221400,교환사채,Exchangeable Bonds,,Y,Y,ABC,abc-accounting,abc-accounting
221426,04,221400,(교환사채 할인(증)발행차금),Exchangeable Bond Discount (Premium),,Y,Y,ABC,abc-accounting,abc-accounting
221500,03,220000,확정급여부채,Defined Benefit Liabilities,,N,Y,ABC,abc-accounting,abc-accounting
221511,04,221500,확정급여채무,Defined Benefit Obligations,,Y,Y,ABC,abc-accounting,abc-accounting
221512,04,221500,사외적립자산-국민연금전환금,Plan Assets - National Pension Fund,,Y,Y,ABC,abc-accounting,abc-accounting
221513,04,221500,사외적립자산-퇴직보험연금예치금,Plan Assets - Retirement Insurance Deposits,,Y,Y,ABC,abc-accounting,abc-accounting
221514,04,221500,사외적립자산-퇴직연금예치금,Plan Assets - Retirement Pension Deposits,,Y,Y,ABC,abc-accounting,abc-accounting
221600,03,220000,이연법인세부채,Deferred Tax Liabilities,,N,Y,ABC,abc-accounting,abc-accounting
221611,04,221600,이연법인세부채,Deferred Tax Liabilities,,Y,Y,ABC,abc-accounting,abc-accounting
221700,03,220000,충당부채,Provisions,,N,Y,ABC,abc-accounting,abc-accounting
221711,04,221700,하자보수충당부채,Warranty Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
221712,04,221700,판매보증충당부채,Product Warranty Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
221713,04,221700,구조조정충당부채,Restructuring Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
221714,04,221700,복구충당부채,Restoration Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
221715,04,221700,반품충당부채,Sales Return Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
221716,04,221700,마일리지충당부채,Mileage Program Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
221717,04,221700,기타(손실)충당부채,Other Loss Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
221800,03,220000,기타비유동부채,Other Non-current Liabilities,,N,Y,ABC,abc-accounting,abc-accounting
221811,04,221800,기타장기종업원급여부채,Other Long-term Employee Benefit Liabilities,,Y,Y,ABC,abc-accounting,abc-accounting
221812,04,221800,책임이행적립금,Performance Guarantee Reserves,,Y,Y,ABC,abc-accounting,abc-accounting
221813,04,221800,장기선수수익,Long-term Unearned Revenue,,Y,Y,ABC,abc-accounting,abc-accounting
221814,04,221800,장기정부보조금관련부채,Long-term Government Grant Related Liabilities,,Y,Y,ABC,abc-accounting,abc-accounting
221815,04,221800,장기선수금,Long-term Advances Received,,Y,Y,ABC,abc-accounting,abc-accounting
221816,04,221800,장기예수금,Long-term Withholdings,,Y,Y,ABC,abc-accounting,abc-accounting
221817,04,221800,선수리스료,Unearned Lease Income,,Y,Y,ABC,abc-accounting,abc-accounting
221818,04,221800,장기미지급배당금,Long-term Dividends Payable,,Y,Y,ABC,abc-accounting,abc-accounting
221819,04,221800,기타의기타비유동부채,Other Non-current Liabilities - Others,,Y,Y,ABC,abc-accounting,abc-accounting
221900,03,220000,금융리스부채,Finance Lease Liabilities,,N,Y,ABC,abc-accounting,abc-accounting
221911,04,221900,금융리스부채,Finance Lease Liabilities,,Y,Y,ABC,abc-accounting,abc-accounting
221912,04,221900,(금융리스부채 현재가치할인차금),Present Value Discount on Finance Lease Liabilities,,Y,Y,ABC,abc-accounting,abc-accounting
300000,01,,자본,Equity,,N,Y,ABC,abc-accounting,abc-accounting
310000,02,300000,지배기업주주지분,Controlling Interest,,N,Y,ABC,abc-accounting,abc-accounting
311000,03,310000,자본금,Capital Stock,,N,Y,ABC,abc-accounting,abc-accounting
311010,04,311000,보통주,Common Stock,,Y,Y,ABC,abc-accounting,abc-accounting
311020,04,311000,우선주,Preferred Stock,,Y,Y,ABC,abc-accounting,abc-accounting
312000,03,310000,자본잉여금,Capital Surplus,,N,Y,ABC,abc-accounting,abc-accounting
312010,04,312000,재평가적립금,Revaluation Reserve,,Y,Y,ABC,abc-accounting,abc-accounting
312020,04,312000,주식발행초과금,Share Premium,,Y,Y,ABC,abc-accounting,abc-accounting
312030,04,312000,감자차익,Capital Reduction Surplus,,Y,Y,ABC,abc-accounting,abc-accounting
312040,04,312000,합병차익,Merger Surplus,,Y,Y,ABC,abc-accounting,abc-accounting
312050,04,312000,자기주식처분이익,Gain on Disposal of Treasury Stock,,Y,Y,ABC,abc-accounting,abc-accounting
312060,04,312000,전환권대가,Conversion Rights Consideration,,Y,Y,ABC,abc-accounting,abc-accounting
312070,04,312000,신주인수권대가,Stock Warrant Consideration,,Y,Y,ABC,abc-accounting,abc-accounting
312080,04,312000,연결자본잉여금,Consolidated Capital Surplus,,Y,Y,ABC,abc-accounting,abc-accounting
312090,04,312000,기타자본잉여금,Other Capital Surplus,,Y,Y,ABC,abc-accounting,abc-accounting
313000,03,310000,이익잉여금,Retained Earnings,,N,Y,ABC,abc-accounting,abc-accounting
313010,04,313000,이익준비금,Legal Reserve,,Y,Y,ABC,abc-accounting,abc-accounting
313020,04,313000,기업합리화적립금,Business Rationalization Reserve,,Y,Y,ABC,abc-accounting,abc-accounting
313030,04,313000,재무구조개선적립금,Financial Structure Improvement Reserve,,Y,Y,ABC,abc-accounting,abc-accounting
313040,04,313000,임의적립금,Voluntary Reserve,,Y,Y,ABC,abc-accounting,abc-accounting
313050,04,313000,전기이월이익잉여금,Retained Earnings Carried Forward,,Y,Y,ABC,abc-accounting,abc-accounting
313060,04,313000,지배주주지분순이익(손실)_BS,Controlling Interest Net Income (Loss)_BS,,Y,Y,ABC,abc-accounting,abc-accounting
313070,04,313000,보험수리적손익_이익잉여금변동,Actuarial Gains (Losses)_Changes in Retained Earnings,,Y,Y,ABC,abc-accounting,abc-accounting
314000,03,310000,기타포괄손익누계액,Accumulated Other Comprehensive Income,,N,Y,ABC,abc-accounting,abc-accounting
314010,04,314000,지분법자본변동,Capital Changes in Equity Method,,Y,Y,ABC,abc-accounting,abc-accounting
314020,04,314000,부의지분법자본변동,Negative Capital Changes in Equity Method,,Y,Y,ABC,abc-accounting,abc-accounting
314030,04,314000,매도가능금융자산평가이익,Gain on Valuation of Available-for-sale Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
314040,04,314000,매도가능금융자산평가손실,Loss on Valuation of Available-for-sale Financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
314050,04,314000,해외사업환산손익,Foreign Currency Translation Gain (Loss),,Y,Y,ABC,abc-accounting,abc-accounting
314060,04,314000,파생상품평가이익,Gain on Valuation of Derivatives,,Y,Y,ABC,abc-accounting,abc-accounting
314070,04,314000,파생상품평가손실,Loss on Valuation of Derivatives,,Y,Y,ABC,abc-accounting,abc-accounting
314080,04,314000,기타의기타포괄손익누계액,Other Accumulated Other Comprehensive Income,,Y,Y,ABC,abc-accounting,abc-accounting
314090,04,314000,해외사업장환산외환차이,Foreign Operation Translation Differences,,Y,Y,ABC,abc-accounting,abc-accounting
314100,04,314000,자산재평가차익,Asset Revaluation Surplus,,Y,Y,ABC,abc-accounting,abc-accounting
314110,04,314000,확정급여보험수리적손익,Actuarial Gains (Losses) on Defined Benefit Plans,,Y,Y,ABC,abc-accounting,abc-accounting
315000,03,310000,기타자본구성요소,Other Components of Equity,,N,Y,ABC,abc-accounting,abc-accounting
315010,04,315000,자기주식,Treasury Stock,,Y,Y,ABC,abc-accounting,abc-accounting
315020,04,315000,주식할인발행차금,Stock Issuance Discount,,Y,Y,ABC,abc-accounting,abc-accounting
315030,04,315000,감자차손,Capital Reduction Loss,,Y,Y,ABC,abc-accounting,abc-accounting
315040,04,315000,자기주식처분손실,Loss on Disposal of Treasury Stock,,Y,Y,ABC,abc-accounting,abc-accounting
315050,04,315000,주식선택권,Stock Options,,Y,Y,ABC,abc-accounting,abc-accounting
315090,04,315000,기타의기타자본항목,Other Capital Items,,Y,Y,ABC,abc-accounting,abc-accounting
316000,03,310000,매각예정자산관련자본,Equity Related to Assets Held for Sale,,N,Y,ABC,abc-accounting,abc-accounting
316100,04,316000,매각예정자산관련자본,Equity Related to Assets Held for Sale,,Y,Y,ABC,abc-accounting,abc-accounting
320000,02,300000,비지배주주지분,Non-controlling Interests,,N,Y,ABC,abc-accounting,abc-accounting
321000,03,320000,비지배주주지분_투자/자본상계,Non-controlling Interests_Investment/Capital Offset,,Y,Y,ABC,abc-accounting,abc-accounting
322000,03,320000,비지배주주지분_자본증가,Non-controlling Interests_Capital Increase,,Y,Y,ABC,abc-accounting,abc-accounting
323000,03,320000,비지배주주지분순이익(손실)_BS,Non-controlling Interests Net Income (Loss)_BS,,Y,Y,ABC,abc-accounting,abc-accounting
410000,01,,매출,Sales,,N,Y,ABC,abc-accounting,abc-accounting
410100,02,410000,제품매출,Sales of Finished Goods,,Y,Y,ABC,abc-accounting,abc-accounting
410200,02,410000,상품매출,Merchandise Sales,,Y,Y,ABC,abc-accounting,abc-accounting
410300,02,410000,렌탈매출,Rental Income,,Y,Y,ABC,abc-accounting,abc-accounting
410600,02,410000,기타매출,Other Sales,,Y,Y,ABC,abc-accounting,abc-accounting
410700,02,410000,지주회사관계기업주식등배당금수익,Dividend Income from Associates of Holding Company,,Y,Y,ABC,abc-accounting,abc-accounting
410800,02,410000,임대수입,Rental Revenue,,Y,Y,ABC,abc-accounting,abc-accounting
410900,02,410000,매출차감,Sales Deductions,,Y,Y,ABC,abc-accounting,abc-accounting
420000,01,,매출원가,Cost of Sales,,N,Y,ABC,abc-accounting,abc-accounting
420100,02,420000,제품매출원가,Cost of Finished Goods Sold,,Y,Y,ABC,abc-accounting,abc-accounting
420200,02,420000,상품매출원가,Cost of Merchandise Sold,,Y,Y,ABC,abc-accounting,abc-accounting
420300,02,420000,렌탈매출원가,Cost of Rental Services,,Y,Y,ABC,abc-accounting,abc-accounting
420500,02,420000,건설형매출원가,Construction Contract Costs,,Y,Y,ABC,abc-accounting,abc-accounting
420600,02,420000,용역매출원가,Service Revenue Costs,,Y,Y,ABC,abc-accounting,abc-accounting
420700,02,420000,기타매출원가,Other Cost of Sales,,Y,Y,ABC,abc-accounting,abc-accounting
420800,02,420000,임대수입매출원가,Cost of Rental Revenue,,Y,Y,ABC,abc-accounting,abc-accounting
430000,01,,매출총이익,Gross Profit,,N,Y,ABC,abc-accounting,abc-accounting
510000,01,,판매비와 일반관리비,Selling and Administrative Expenses,,N,Y,ABC,abc-accounting,abc-accounting
510100,02,510000,급여 및 상여,Salaries and Bonuses,,Y,Y,ABC,abc-accounting,abc-accounting
510400,02,510000,퇴직급여,Retirement Benefits,,Y,Y,ABC,abc-accounting,abc-accounting
510500,02,510000,해고급여,Termination Benefits,,Y,Y,ABC,abc-accounting,abc-accounting
510600,02,510000,복리후생비,Employee Benefits,,Y,Y,ABC,abc-accounting,abc-accounting
510700,02,510000,접대비,Entertainment Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
510800,02,510000,여비교통비,Travel Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
510900,02,510000,차량유지비,Vehicle Maintenance Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
511000,02,510000,통신비,Communication Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
511100,02,510000,세금과공과,Taxes and Dues,,Y,Y,ABC,abc-accounting,abc-accounting
511200,02,510000,임차료,Rent Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
511300,02,510000,감가상각비,Depreciation,,Y,Y,ABC,abc-accounting,abc-accounting
511400,02,510000,무형자산상각비,Amortization,,Y,Y,ABC,abc-accounting,abc-accounting
511500,02,510000,수선비,Repair Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
511600,02,510000,소모품비,Supplies Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
511700,02,510000,도서인쇄비,Books and Printing Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
511800,02,510000,교제비,Social Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
511900,02,510000,광고선전비,Advertising Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
512000,02,510000,판촉비,Sales Promotion Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
512100,02,510000,해외시장개척비,Overseas Market Development Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
512200,02,510000,조사연구비,Research Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
512300,02,510000,운반비,Transportation Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
512400,02,510000,보험료,Insurance Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
512500,02,510000,용역비,Service Fees,,Y,Y,ABC,abc-accounting,abc-accounting
512600,02,510000,지급수수료,Commission Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
512700,02,510000,교육훈련비,Training Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
512800,02,510000,연구비 및 경상개발비,Research and Development Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
512900,02,510000,경상개발비,Current Development Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
513000,02,510000,판매수수료,Sales Commission,,Y,Y,ABC,abc-accounting,abc-accounting
513100,02,510000,A/S비용,After-sales Service Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
513200,02,510000,행사비,Event Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
513300,02,510000,회의비,Meeting Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
513400,02,510000,판매보증비,Warranty Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
513500,02,510000,판매보증충당부채환입,Reversal of Warranty Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
513600,02,510000,견본비,Sample Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
513700,02,510000,포장비,Packaging Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
513800,02,510000,수도광열비,Utilities Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
513900,02,510000,하자보수비,Repair Service Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
514000,02,510000,하자보수충당부채환입,Reversal of Repair Service Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
514100,02,510000,안전공해비,Safety and Pollution Control Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
514200,02,510000,주식보상비용,Share-based Payment Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
514300,02,510000,주식보상비용환입,Reversal of Share-based Payment Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
514400,02,510000,잡비,Miscellaneous Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
514500,02,510000,프로젝트비,Project Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
514600,02,510000,소비자보상비,Consumer Compensation Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
514700,02,510000,기타의판매비와관리비,Other Selling and Administrative Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
514900,02,510000,인세,Royalty Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
517000,01,,구조조정비용,Restructuring Costs,,N,Y,ABC,abc-accounting,abc-accounting
517010,02,517000,인건비_구조조정관련,Restructuring-related Personnel Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
517020,02,517000,기타비용_구조조정관련,Other Restructuring-related Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
517030,02,517000,구조조정비용환입,Reversal of Restructuring Costs,,Y,Y,ABC,abc-accounting,abc-accounting
518010,02,517000,유형자산손상차손,Impairment Loss on Property Plant and Equipment,,Y,Y,ABC,abc-accounting,abc-accounting
518040,02,517000,무형자산손상차손 환입,Reversal of Impairment Loss on Intangible Assets,,Y,Y,ABC,abc-accounting,abc-accounting
518070,02,517000,기타 비금융자산 손상차손,Impairment Loss on Other Non-financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
518080,02,517000,기타 비금융자산 손상차손 환입,Reversal of Impairment Loss on Other Non-financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
518090,02,517000,지주회사관계기업주식등손상차손,Impairment Loss on Associates Shares - Holding Company,,Y,Y,ABC,abc-accounting,abc-accounting
518100,02,517000,지주회사관계기업주식등손상차손환입,Reversal of Impairment Loss on Associates Shares - Holding Company,,Y,Y,ABC,abc-accounting,abc-accounting
520100,02,517000,수입임대료,Rental Income,,Y,Y,ABC,abc-accounting,abc-accounting
520200,02,517000,수수료수익,Commission Income,,Y,Y,ABC,abc-accounting,abc-accounting
520300,02,517000,외환차익,Foreign Exchange Gain,,Y,Y,ABC,abc-accounting,abc-accounting
520400,02,517000,외화환산이익,Foreign Currency Translation Gain,,Y,Y,ABC,abc-accounting,abc-accounting
520500,02,517000,유형자산처분이익,Gain on Disposal of Property Plant and Equipment,,Y,Y,ABC,abc-accounting,abc-accounting
520600,02,517000,투자부동산처분이익,Gain on Disposal of Investment Property,,Y,Y,ABC,abc-accounting,abc-accounting
520700,02,517000,무형자산처분이익,Gain on Disposal of Intangible Assets,,Y,Y,ABC,abc-accounting,abc-accounting
520800,02,517000,기타비금융자산처분이익,Gain on Disposal of Other Non-financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
520900,02,517000,잡이익,Miscellaneous Income,,Y,Y,ABC,abc-accounting,abc-accounting
521000,02,517000,자산수증이익,Gain on Assets Contributed,,Y,Y,ABC,abc-accounting,abc-accounting
521100,02,517000,채무면제이익,Gain on Debt Forgiveness,,Y,Y,ABC,abc-accounting,abc-accounting
521200,02,517000,보험차익,Insurance Claims Income,,Y,Y,ABC,abc-accounting,abc-accounting
521300,02,517000,매출채권손상차손환입,Reversal of Impairment Loss on Trade Receivables,,Y,Y,ABC,abc-accounting,abc-accounting
521400,02,517000,전기오류수정이익,Prior Period Error Correction Gain,,Y,Y,ABC,abc-accounting,abc-accounting
521500,02,517000,판매보증충당부채환입,Reversal of Warranty Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
521600,02,517000,하자보수충당부채환입,Reversal of Repair Service Provisions,,Y,Y,ABC,abc-accounting,abc-accounting
521700,02,517000,주식보상비용환입,Reversal of Share-based Payment Expenses,,Y,Y,ABC,abc-accounting,abc-accounting
521800,02,517000,매각예정자산부채처분이익,Gain on Disposal of Assets Held for Sale,,Y,Y,ABC,abc-accounting,abc-accounting
521900,02,517000,사용손료수익,Usage Fee Income,,Y,Y,ABC,abc-accounting,abc-accounting
522000,02,517000,렌탈해지위약금수익,Income from Rental Contract Cancellation Penalties,,Y,Y,ABC,abc-accounting,abc-accounting
522100,02,517000,기타의기타영업수익,Other Operating Income - Others,,Y,Y,ABC,abc-accounting,abc-accounting
522200,02,517000,지주회사지분법이익,Equity Method Gain of Holding Company,,Y,Y,ABC,abc-accounting,abc-accounting
522300,02,517000,지주회사관계기업주식등처분이익,Gain on Disposal of Associates Shares - Holding Company,,Y,Y,ABC,abc-accounting,abc-accounting
522400,02,517000,기타채권손상차손환입,Reversal of Impairment Loss on Other Receivables,,Y,Y,ABC,abc-accounting,abc-accounting
530100,02,517000,외환차손,Foreign Exchange Loss,,Y,Y,ABC,abc-accounting,abc-accounting
530200,02,517000,외화환산손실,Foreign Currency Translation Loss,,Y,Y,ABC,abc-accounting,abc-accounting
530300,02,517000,유형자산처분손실,Loss on Disposal of Property Plant and Equipment,,Y,Y,ABC,abc-accounting,abc-accounting
530400,02,517000,투자부동산처분손실,Loss on Disposal of Investment Property,,Y,Y,ABC,abc-accounting,abc-accounting
530500,02,517000,무형자산처분손실,Loss on Disposal of Intangible Assets,,Y,Y,ABC,abc-accounting,abc-accounting
530600,02,517000,기타비금융자산처분손실,Loss on Disposal of Other Non-financial Assets,,Y,Y,ABC,abc-accounting,abc-accounting
530700,02,517000,재고자산폐기손실,Loss on Disposal of Inventories,,Y,Y,ABC,abc-accounting,abc-accounting
530800,02,517000,운휴자산감가상각비,Depreciation of Idle Assets,,Y,Y,ABC,abc-accounting,abc-accounting
530900,02,517000,잡손실,Miscellaneous Loss,,Y,Y,ABC,abc-accounting,abc-accounting
531000,02,517000,기부금,Donations,,Y,Y,ABC,abc-accounting,abc-accounting
531100,02,517000,재해손실,Disaster Loss,,Y,Y,ABC,abc-accounting,abc-accounting
531200,02,517000,매출채권손상차손,Impairment Loss on Trade Receivables,,Y,Y,ABC,abc-accounting,abc-accounting
531300,02,517000,전기오류수정손실,Prior Period Error Correction Loss,,Y,Y,ABC,abc-accounting,abc-accounting
531400,02,517000,매각예정자산부채처분손실,Loss on Disposal of Assets Held for Sale,,Y,Y,ABC,abc-accounting,abc-accounting
531500,02,517000,계약해지손실,Loss on Contract Cancellation,,Y,Y,ABC,abc-accounting,abc-accounting
531600,02,517000,렌탈자산폐기손실,Loss on Disposal of Rental Assets,,Y,Y,ABC,abc-accounting,abc-accounting
