id,charge_id,charge_status,last_charge_status,billing_cycle,target_month,contract_id,start_date,end_date,create_time,update_time
1awouHdiMpJ,0105504400003-0301-7XXXXA-18,CREATED,CREATED,18,,0105504400003-0301-7XXXXA,,,2025-02-13 06:05:18.704067,2025-02-13 06:05:18.798639
1awouHdzxxR,0105504400003-0301-7XXXXA-22,CREATED,CREATED,22,,0105504400003-0301-7XXXXA,,,2025-02-13 06:05:18.704288,2025-02-13 06:05:18.799275
1awouHdzxxV,0105504400003-0301-7XXXXA-26,CREATED,CREATED,26,,0105504400003-0301-7XXXXA,,,2025-02-13 06:05:18.704491,2025-02-13 06:05:18.799893
1awouHf8MTr,0105504400003-0301-7XXXXA-32,CREATED,CREATED,32,,0105504400003-0301-7XXXXA,,,2025-02-13 06:05:18.704805,2025-02-13 06:05:18.803663
1awouHfPxbz,0105504400003-0301-7XXXXA-36,CREATED,CREATED,36,,0105504400003-0301-7XXXXA,,,2025-02-13 06:05:18.705015,2025-02-13 06:05:18.804336
1awouHfhYk9,0105504400003-0301-7XXXXA-42,CREATED,CREATED,42,,0105504400003-0301-7XXXXA,,,2025-02-13 06:05:18.705350,2025-02-13 06:05:18.805279
1awouHfhYkD,0105504400003-0301-7XXXXA-46,CREATED,CREATED,46,,0105504400003-0301-7XXXXA,,,2025-02-13 06:05:18.705557,2025-02-13 06:05:18.805918
1awouHfz9sN,0105504400003-0301-7XXXXA-52,CREATED,CREATED,52,,0105504400003-0301-7XXXXA,,,2025-02-13 06:05:18.705875,2025-02-13 06:05:18.806790
1awouHgGl0T,0105504400003-0301-7XXXXA-54,CREATED,CREATED,54,,0105504400003-0301-7XXXXA,,,2025-02-13 06:05:18.705976,2025-02-13 06:05:18.807112
1awouHhyLmy,0105504400003-0301-7XXXXA-61,CREATED,CREATED,61,,0105504400003-0301-7XXXXA,,,2025-02-13 06:05:18.706324,2025-02-13 06:05:18.813349
1ayGMHuBXTE,0105504500004-0101-NXXXXA-14,CREATED,CREATED,14,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.057547,2025-02-14 02:57:04.072848
1ayGMHuBXTF,0105504500004-0101-NXXXXA-15,CREATED,CREATED,15,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.057600,2025-02-14 02:57:04.072953
1ayGMHuBXTD,0105504500004-0101-NXXXXA-13,CREATED,CREATED,13,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.057487,2025-02-14 02:57:04.072743
1ayaPcRabw0,0105504500016-0101-NXXXXA-01,CREATED,CREATED,1,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.544574,2025-02-14 07:37:41.552625
1ayaPcS9oCQ,0105504500016-0101-NXXXXA-20,CREATED,CREATED,20,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545330,2025-02-14 07:37:41.554013
1awouHM7FmK,0105504400003-0101-7XXXXA-03,CREATED,CREATED,3,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.686974,2025-02-13 06:05:18.736416
1awouHM7FmL,0105504400003-0101-7XXXXA-04,CREATED,CREATED,4,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687035,2025-02-13 06:05:18.736671
1awouHLpeeE,0105504400003-0101-7XXXXA-01,CREATED,CREATED,1,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.686799,2025-02-13 06:05:18.735485
1awouHM7FmJ,0105504400003-0101-7XXXXA-02,CREATED,CREATED,2,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.686905,2025-02-13 06:05:18.736110
1awouHMOquR,0105504400003-0101-7XXXXA-06,CREATED,CREATED,6,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687144,2025-02-13 06:05:18.737728
1awouHM7FmM,0105504400003-0101-7XXXXA-05,CREATED,CREATED,5,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687093,2025-02-13 06:05:18.736911
1awouHNXFQi,0105504400003-0101-7XXXXA-07,CREATED,CREATED,7,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687207,2025-02-13 06:05:18.741105
1awouHNXFQj,0105504400003-0101-7XXXXA-08,CREATED,CREATED,8,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687268,2025-02-13 06:05:18.741284
1awouHNXFQk,0105504400003-0101-7XXXXA-09,CREATED,CREATED,9,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687318,2025-02-13 06:05:18.741405
1awouHNXEMi,0105504400003-0101-7XXXXA-11,CREATED,CREATED,11,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687417,2025-02-13 06:05:18.741631
1awouHNXFQl,0105504400003-0101-7XXXXA-10,CREATED,CREATED,10,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687368,2025-02-13 06:05:18.741522
1awouHNXEMj,0105504400003-0101-7XXXXA-12,CREATED,CREATED,12,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687467,2025-02-13 06:05:18.741701
1awouHNXEMk,0105504400003-0101-7XXXXA-13,CREATED,CREATED,13,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687519,2025-02-13 06:05:18.741843
1awouHNXEMl,0105504400003-0101-7XXXXA-14,CREATED,CREATED,14,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687567,2025-02-13 06:05:18.741865
1awouHNXEMm,0105504400003-0101-7XXXXA-15,CREATED,CREATED,15,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687616,2025-02-13 06:05:18.742004
1awouHNopUr,0105504400003-0101-7XXXXA-16,CREATED,CREATED,16,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687667,2025-02-13 06:05:18.742022
1awouHNopUs,0105504400003-0101-7XXXXA-17,CREATED,CREATED,17,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687714,2025-02-13 06:05:18.742148
1awouHNopUt,0105504400003-0101-7XXXXA-18,CREATED,CREATED,18,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687763,2025-02-13 06:05:18.742175
1awouHNopUu,0105504400003-0101-7XXXXA-19,CREATED,CREATED,19,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687819,2025-02-13 06:05:18.742288
1awouHNopUv,0105504400003-0101-7XXXXA-20,CREATED,CREATED,20,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.687868,2025-02-13 06:05:18.742322
1awouHNopUz,0105504400003-0101-7XXXXA-24,CREATED,CREATED,24,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.688115,2025-02-13 06:05:18.742618
1awouHO6Qd8,0105504400003-0101-7XXXXA-29,CREATED,CREATED,29,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.688624,2025-02-13 06:05:18.743123
1awouHOO1lH,0105504400003-0101-7XXXXA-34,CREATED,CREATED,34,,0105504400003-0101-7XXXXA,,,2025-02-13 06:05:18.688910,2025-02-13 06:05:18.744070
1ayGMHuT8bO,0105504500004-0101-NXXXXA-20,CREATED,CREATED,20,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.057903,2025-02-14 02:57:04.073431
1ayGMHuT8bN,0105504500004-0101-NXXXXA-19,CREATED,CREATED,19,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.057836,2025-02-14 02:57:04.073361
1ayGMHuT8bL,0105504500004-0101-NXXXXA-17,CREATED,CREATED,17,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.057713,2025-02-14 02:57:04.073209
1ayGMHuT8bM,0105504500004-0101-NXXXXA-18,CREATED,CREATED,18,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.057781,2025-02-14 02:57:04.073312
1ayGMHuT8bS,0105504500004-0101-NXXXXA-24,CREATED,CREATED,24,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.058188,2025-02-14 02:57:04.073755
1ayGMHuT8bV,0105504500004-0101-NXXXXA-27,CREATED,CREATED,27,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.058376,2025-02-14 02:57:04.073949
1ayGMHvJvzk,0105504500004-0101-NXXXXA-30,CREATED,CREATED,30,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.058932,2025-02-14 02:57:04.076100
1ayGMHvJvzo,0105504500004-0101-NXXXXA-34,CREATED,CREATED,34,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059241,2025-02-14 02:57:04.076752
1ayGMHvbX7z,0105504500004-0101-NXXXXA-41,CREATED,CREATED,41,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059611,2025-02-14 02:57:04.077725
1ayGMHvt8G7,0105504500004-0101-NXXXXA-45,CREATED,CREATED,45,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059833,2025-02-14 02:57:04.078543
1ayGMHwAjOF,0105504500004-0101-NXXXXA-49,CREATED,CREATED,49,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060051,2025-02-14 02:57:04.079095
1ayGMHwAjOL,0105504500004-0101-NXXXXA-55,CREATED,CREATED,55,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060442,2025-02-14 02:57:04.079564
1ayGMHxJ7uh,0105504500004-0101-NXXXXA-61,CREATED,CREATED,61,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060747,2025-02-14 02:57:04.083037
1ayGMHxJ7ul,0105504500004-0101-NXXXXA-65,CREATED,CREATED,65,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.061168,2025-02-14 02:57:04.083524
1ayGMHxaj2u,0105504500004-0101-NXXXXA-70,CREATED,CREATED,70,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.061429,2025-02-14 02:57:04.084015
1ayGMHxaj32,0105504500004-0101-NXXXXA-78,CREATED,CREATED,78,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.061996,2025-02-14 02:57:04.084745
1ayGMHxsKBA,0105504500004-0101-NXXXXA-82,CREATED,CREATED,82,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.062274,2025-02-14 02:57:04.085035
1ayGMHuT8bK,0105504500004-0101-NXXXXA-16,CREATED,CREATED,16,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.057660,2025-02-14 02:57:04.073051
1ayGMHuT8bP,0105504500004-0101-NXXXXA-21,CREATED,CREATED,21,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.058023,2025-02-14 02:57:04.073534
1ayGMHuT8bU,0105504500004-0101-NXXXXA-26,CREATED,CREATED,26,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.058317,2025-02-14 02:57:04.073893
1ayGMHukjjb,0105504500004-0101-NXXXXA-29,CREATED,CREATED,29,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.058749,2025-02-14 02:57:04.074074
1ayGMHvJvzn,0105504500004-0101-NXXXXA-33,CREATED,CREATED,33,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059176,2025-02-14 02:57:04.076561
1ayGMHvbX7w,0105504500004-0101-NXXXXA-38,CREATED,CREATED,38,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059453,2025-02-14 02:57:04.077282
1ayGMHvt8G4,0105504500004-0101-NXXXXA-42,CREATED,CREATED,42,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059662,2025-02-14 02:57:04.078039
1ayGMHvt8G9,0105504500004-0101-NXXXXA-47,CREATED,CREATED,47,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059946,2025-02-14 02:57:04.078948
1ayGMHwAjOJ,0105504500004-0101-NXXXXA-53,CREATED,CREATED,53,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060340,2025-02-14 02:57:04.079384
1ayGMHwAjON,0105504500004-0101-NXXXXA-57,CREATED,CREATED,57,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060544,2025-02-14 02:57:04.079789
1ayGMHxJ7up,0105504500004-0101-NXXXXA-69,CREATED,CREATED,69,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.061378,2025-02-14 02:57:04.083920
1ayGMHxaj2v,0105504500004-0101-NXXXXA-71,CREATED,CREATED,71,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.061507,2025-02-14 02:57:04.084168
1ayGMHxaj2z,0105504500004-0101-NXXXXA-75,CREATED,CREATED,75,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.061802,2025-02-14 02:57:04.084622
1ayGMHxsKB9,0105504500004-0101-NXXXXA-81,CREATED,CREATED,81,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.062178,2025-02-14 02:57:04.085027
1ayGMHuT8bR,0105504500004-0101-NXXXXA-23,CREATED,CREATED,23,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.058136,2025-02-14 02:57:04.073687
1ayGMHuT8bT,0105504500004-0101-NXXXXA-25,CREATED,CREATED,25,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.058239,2025-02-14 02:57:04.073790
1ayGMHvJvzm,0105504500004-0101-NXXXXA-32,CREATED,CREATED,32,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059117,2025-02-14 02:57:04.076455
1ayGMHttwL1,0105504500004-0101-NXXXXA-05,CREATED,CREATED,5,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.056711,2025-02-14 02:57:04.071377
1ayGMHvJvzp,0105504500004-0101-NXXXXA-35,CREATED,CREATED,35,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059294,2025-02-14 02:57:04.076861
1ayGMHvbX7v,0105504500004-0101-NXXXXA-37,CREATED,CREATED,37,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059401,2025-02-14 02:57:04.077180
1ayGMHvbX7x,0105504500004-0101-NXXXXA-39,CREATED,CREATED,39,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059504,2025-02-14 02:57:04.077419
1ayGMHvt8G5,0105504500004-0101-NXXXXA-43,CREATED,CREATED,43,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059730,2025-02-14 02:57:04.078208
1ayGMHvt8G8,0105504500004-0101-NXXXXA-46,CREATED,CREATED,46,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.059888,2025-02-14 02:57:04.078659
1ayGMHwAjOE,0105504500004-0101-NXXXXA-48,CREATED,CREATED,48,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060000,2025-02-14 02:57:04.079059
1ayGMHwAjOG,0105504500004-0101-NXXXXA-50,CREATED,CREATED,50,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060101,2025-02-14 02:57:04.079242
1ayGMHwAjOI,0105504500004-0101-NXXXXA-52,CREATED,CREATED,52,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060201,2025-02-14 02:57:04.079364
1ayGMHwAjOK,0105504500004-0101-NXXXXA-54,CREATED,CREATED,54,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060392,2025-02-14 02:57:04.079539
1ayGMHwAjOO,0105504500004-0101-NXXXXA-58,CREATED,CREATED,58,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060593,2025-02-14 02:57:04.079913
1ayGMHwSKWT,0105504500004-0101-NXXXXA-59,CREATED,CREATED,59,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.060643,2025-02-14 02:57:04.080014
1ayGMHxJ7uj,0105504500004-0101-NXXXXA-63,CREATED,CREATED,63,,0105504500004-0101-NXXXXA,,,2025-02-14 02:57:04.061046,2025-02-14 02:57:04.083266
1ayaPcS9oCU,0105504500016-0101-NXXXXA-24,CREATED,CREATED,24,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545464,2025-02-14 07:37:41.554254
1ayaPcS9oCX,0105504500016-0101-NXXXXA-27,CREATED,CREATED,27,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545563,2025-02-14 07:37:41.554438
1ayaPcSRPKg,0105504500016-0101-NXXXXA-31,CREATED,CREATED,31,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545698,2025-02-14 07:37:41.555314
1ayaPcSRPKl,0105504500016-0101-NXXXXA-36,CREATED,CREATED,36,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545863,2025-02-14 07:37:41.555688
1ayaPcSRPKq,0105504500016-0101-NXXXXA-41,CREATED,CREATED,41,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546028,2025-02-14 07:37:41.555936
1ayaPcSj0Sy,0105504500016-0101-NXXXXA-45,CREATED,CREATED,45,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546162,2025-02-14 07:37:41.556080
1ayaPcSj0T4,0105504500016-0101-NXXXXA-51,CREATED,CREATED,51,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546364,2025-02-14 07:37:41.556296
1ayaPcRsD49,0105504500016-0101-NXXXXA-07,CREATED,CREATED,7,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.544861,2025-02-14 07:37:41.553127
1ayaPcRsD4D,0105504500016-0101-NXXXXA-11,CREATED,CREATED,11,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545000,2025-02-14 07:37:41.553587
1ayaPcRsD4I,0105504500016-0101-NXXXXA-16,CREATED,CREATED,16,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545181,2025-02-14 07:37:41.553860
1ayaPcS9oCT,0105504500016-0101-NXXXXA-23,CREATED,CREATED,23,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545431,2025-02-14 07:37:41.554187
1ayaPcRsD48,0105504500016-0101-NXXXXA-06,CREATED,CREATED,6,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.544827,2025-02-14 07:37:41.553020
1ayaPcSRPKi,0105504500016-0101-NXXXXA-34,CREATED,CREATED,34,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545798,2025-02-14 07:37:41.555531
1ayaPcSRPKm,0105504500016-0101-NXXXXA-37,CREATED,CREATED,37,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545896,2025-02-14 07:37:41.555701
1ayaPcSRPKp,0105504500016-0101-NXXXXA-40,CREATED,CREATED,40,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545995,2025-02-14 07:37:41.555864
1ayaPcSj0T0,0105504500016-0101-NXXXXA-47,CREATED,CREATED,47,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546232,2025-02-14 07:37:41.556167
1ayaPcSj0T7,0105504500016-0101-NXXXXA-54,CREATED,CREATED,54,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546473,2025-02-14 07:37:41.556380
1ayaPcSj0TB,0105504500016-0101-NXXXXA-58,CREATED,CREATED,58,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546715,2025-02-14 07:37:41.556505
1ayaPcTrOzX,0105504500016-0101-NXXXXA-64,CREATED,CREATED,64,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547001,2025-02-14 07:37:41.560432
1ayaPcTrOza,0105504500016-0101-NXXXXA-67,CREATED,CREATED,67,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547115,2025-02-14 07:37:41.560686
1ayaPcU907k,0105504500016-0101-NXXXXA-73,CREATED,CREATED,73,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547325,2025-02-14 07:37:41.561417
1ayaPcU907p,0105504500016-0101-NXXXXA-78,CREATED,CREATED,78,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547519,2025-02-14 07:37:41.561586
1ayaPcU907v,0105504500016-0101-NXXXXA-84,CREATED,CREATED,84,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547724,2025-02-14 07:37:41.561796
1ayaPcRabw1,0105504500016-0101-NXXXXA-03,CREATED,CREATED,3,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.544728,2025-02-14 07:37:41.552658
1ayaPcRsD4A,0105504500016-0101-NXXXXA-08,CREATED,CREATED,8,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.544896,2025-02-14 07:37:41.553292
1ayaPcRsD4E,0105504500016-0101-NXXXXA-12,CREATED,CREATED,12,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545047,2025-02-14 07:37:41.553670
1ayaPcRsD4H,0105504500016-0101-NXXXXA-15,CREATED,CREATED,15,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545148,2025-02-14 07:37:41.553839
1ayaPcSj0T8,0105504500016-0101-NXXXXA-55,CREATED,CREATED,55,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546507,2025-02-14 07:37:41.556385
1ayaPcTrOzW,0105504500016-0101-NXXXXA-63,CREATED,CREATED,63,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546967,2025-02-14 07:37:41.560323
1ayaPcTrOzb,0105504500016-0101-NXXXXA-68,CREATED,CREATED,68,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547150,2025-02-14 07:37:41.560879
1ayaPcU907i,0105504500016-0101-NXXXXA-71,CREATED,CREATED,71,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547254,2025-02-14 07:37:41.561315
1ayaPcU907o,0105504500016-0101-NXXXXA-77,CREATED,CREATED,77,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547484,2025-02-14 07:37:41.561558
1ayaPcU907s,0105504500016-0101-NXXXXA-81,CREATED,CREATED,81,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547622,2025-02-14 07:37:41.561723
1ayaPcRabw2,0105504500016-0101-NXXXXA-04,CREATED,CREATED,4,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.544762,2025-02-14 07:37:41.552851
1ayaPcRsD4C,0105504500016-0101-NXXXXA-10,CREATED,CREATED,10,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.544962,2025-02-14 07:37:41.553497
1ayaPcRsD4G,0105504500016-0101-NXXXXA-14,CREATED,CREATED,14,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545115,2025-02-14 07:37:41.553784
1ayaPcRsD4L,0105504500016-0101-NXXXXA-19,CREATED,CREATED,19,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545285,2025-02-14 07:37:41.554000
1ayaPcS9oCV,0105504500016-0101-NXXXXA-25,CREATED,CREATED,25,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545497,2025-02-14 07:37:41.554317
1ayaPcS9oCY,0105504500016-0101-NXXXXA-29,CREATED,CREATED,29,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545632,2025-02-14 07:37:41.554499
1ayaPcSRPKf,0105504500016-0101-NXXXXA-30,CREATED,CREATED,30,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545665,2025-02-14 07:37:41.555257
1ayaPcSRPKk,0105504500016-0101-NXXXXA-35,CREATED,CREATED,35,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545830,2025-02-14 07:37:41.555615
1ayaPcSRPKr,0105504500016-0101-NXXXXA-42,CREATED,CREATED,42,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546061,2025-02-14 07:37:41.555984
1ayaPcSj0T2,0105504500016-0101-NXXXXA-49,CREATED,CREATED,49,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546299,2025-02-14 07:37:41.556221
1ayaPcSj0T5,0105504500016-0101-NXXXXA-52,CREATED,CREATED,52,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546397,2025-02-14 07:37:41.556309
1ayaPcSj0TA,0105504500016-0101-NXXXXA-57,CREATED,CREATED,57,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546572,2025-02-14 07:37:41.556452
1ayaPcTrOzV,0105504500016-0101-NXXXXA-62,CREATED,CREATED,62,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546932,2025-02-14 07:37:41.560291
1ayaPcRsD4B,0105504500016-0101-NXXXXA-09,CREATED,CREATED,9,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.544928,2025-02-14 07:37:41.553427
1ayaPcU907l,0105504500016-0101-NXXXXA-74,CREATED,CREATED,74,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547374,2025-02-14 07:37:41.561421
1ayaPcU907q,0105504500016-0101-NXXXXA-79,CREATED,CREATED,79,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547552,2025-02-14 07:37:41.561627
1ayaPcU907u,0105504500016-0101-NXXXXA-83,CREATED,CREATED,83,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.547690,2025-02-14 07:37:41.561763
1ayaPcRabw3,0105504500016-0101-NXXXXA-05,CREATED,CREATED,5,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.544795,2025-02-14 07:37:41.552931
1ayaPcTrOzT,0105504500016-0101-NXXXXA-60,CREATED,CREATED,60,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546859,2025-02-14 07:37:41.560038
1ayaPcRsD4F,0105504500016-0101-NXXXXA-13,CREATED,CREATED,13,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545082,2025-02-14 07:37:41.553719
1ayaPcRsD4J,0105504500016-0101-NXXXXA-17,CREATED,CREATED,17,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545214,2025-02-14 07:37:41.553917
1ayaPcS9oCR,0105504500016-0101-NXXXXA-21,CREATED,CREATED,21,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545364,2025-02-14 07:37:41.554067
1ayaPcS9oCZ,0105504500016-0101-NXXXXA-28,CREATED,CREATED,28,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545597,2025-02-14 07:37:41.554524
1ayaPcSRPKh,0105504500016-0101-NXXXXA-32,CREATED,CREATED,32,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545732,2025-02-14 07:37:41.555438
1ayaPcSRPKn,0105504500016-0101-NXXXXA-38,CREATED,CREATED,38,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545929,2025-02-14 07:37:41.555770
1ayaPcSj0Sw,0105504500016-0101-NXXXXA-43,CREATED,CREATED,43,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.546094,2025-02-14 07:37:41.556006
1ayaPcRsD4K,0105504500016-0101-NXXXXA-18,CREATED,CREATED,18,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545247,2025-02-14 07:37:41.553945
1ayaPcS9oCS,0105504500016-0101-NXXXXA-22,CREATED,CREATED,22,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545399,2025-02-14 07:37:41.554099
1ayaPcS9oCW,0105504500016-0101-NXXXXA-26,CREATED,CREATED,26,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545529,2025-02-14 07:37:41.554378
1ayaPcS9oCa,0105504500016-0101-NXXXXA-02,CREATED,CREATED,2,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.544691,2025-02-14 07:37:41.554900
1ayaPcSRPKj,0105504500016-0101-NXXXXA-33,CREATED,CREATED,33,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545765,2025-02-14 07:37:41.555535
1ayaPcSRPKo,0105504500016-0101-NXXXXA-39,CREATED,CREATED,39,,0105504500016-0101-NXXXXA,,,2025-02-14 07:37:41.545962,2025-02-14 07:37:41.555848
