id,is_signed,signed_time,form_id,revision,customer_id,order_item_id,start_date,end_date,duration_in_months,contract_status_code,update_time,create_time,channel_contract_id,rental_code
0105502700030-0101-NXXXXXA,true,2025-01-27 00:32:00.311,docusign_00001,0,b4f34bb5d6c4f267c204fe743c05b7b2,0105502700030-0101,,,0,PENDING_CONFIRMATION,2025-01-27 00:32:00.567145,2025-01-27 00:32:00.567145,contract-100117379379203124,NXXXXA
0105503600015-0101-5XXXXXA,true,2025-02-05 00:30:30.336,docusign_00001,0,0264c4ba2b620fcd203ed51ae58688c9,0105503600015-0101,,,60,PENDING_CONFIRMATION,2025-02-05 00:30:31.619586,2025-02-05 00:30:31.619586,contract-100117387154303371,5XXXXA
0105503600003-0101-3XXXXXA,true,2025-02-05 00:30:00.298,docusign_00001,0,07961dfa881ded82971818d046c55de8,0105503600003-0101,2025-02-06 00:00:00.000,2028-02-06 00:00:00.000,36,ACTIVE,2025-02-06 00:45:24.817315,2025-02-05 00:30:01.677329,contract-100117387154002994,3XXXXA
0105503600011-0101-NXXXXXA,true,2025-02-05 00:30:20.152,docusign_00001,0,6267896670a713cd1fdce567de31b146,0105503600011-0101,2025-02-06 00:00:00.000,,0,ACTIVE,2025-02-06 13:07:24.005251,2025-02-05 00:30:20.640833,contract-100117387154201532,NXXXXA
0105429700020-0101-30000A,true,2024-10-23 07:35:39.899,docusign_00001,0,ef1520e5c54c8dea6078c3e980022359,0105429700020-0101,,,36,PENDING_CONFIRMATION,2024-10-23 07:35:40.713853,2024-10-23 07:35:40.713853,contract-100117296689398990,3XXXXA
0105503600009-0101-5XXXXXA,true,2025-02-05 00:30:15.626,docusign_00001,0,0898f50caa2125f06fa03f6edd1fcb35,0105503600009-0101,2025-02-06 00:00:00.000,2030-02-06 00:00:00.000,60,ACTIVE,2025-02-06 13:07:42.616172,2025-02-05 00:30:16.148190,contract-100117387154156273,5XXXXA
0105503600008-0101-5XXXXXA,true,2025-02-05 00:30:13.549,docusign_00001,0,399298a2ba672536977de1b9f9866bbd,0105503600008-0101,2025-02-06 00:00:00.000,2030-02-06 00:00:00.000,60,ACTIVE,2025-02-06 13:07:53.930695,2025-02-05 00:30:14.208444,contract-100117387154135501,5XXXXA
0105503600005-0101-7XXXXXA,true,2025-02-05 00:30:05.515,docusign_00001,0,faa0f6cf404fdfe547e5177f4f6fdfb7,0105503600005-0101,2025-02-06 00:00:00.000,2032-02-06 00:00:00.000,84,ACTIVE,2025-02-06 13:08:24.463602,2025-02-05 00:30:06.143226,contract-100117387154055160,7XXXXA
0105429700024-0101-50000A,true,2024-10-23 07:35:46.438,docusign_00001,0,bdfc45f9f5138b93b5e8012efeb2ca0a,0105429700024-0101,,,60,PENDING_CONFIRMATION,2024-10-23 07:35:47.524385,2024-10-23 07:35:47.524385,contract-100117296689464392,5XXXXA
0105502700026-0101-5XXXXXA,true,2025-01-27 00:31:52.003,docusign_00001,0,96695a905ff515fadbe20354d90dabe7,0105502700026-0101,,,60,PENDING_CONFIRMATION,2025-01-27 00:31:52.453512,2025-01-27 00:31:52.453512,contract-100117379379120043,5XXXXA
0105502700027-0101-5XXXXXA,true,2025-01-27 00:31:54.139,docusign_00001,0,0d09f3891a89f9326b4bbb55be137c6e,0105502700027-0101,,,60,PENDING_CONFIRMATION,2025-01-27 00:31:54.517083,2025-01-27 00:31:54.517083,contract-100117379379141401,5XXXXA
0105429700036-0101-70000A,true,2024-10-23 09:02:38.689,,,acd295ce799dc1edf0402cb3fcca37f2,0105429700036-0101,,,84,PENDING_CONFIRMATION,2024-10-23 09:03:00.803392,2024-10-23 09:03:00.803392,gid://shopify/SubscriptionContract/12312871128,7XXXXA
0105503600014-0101-3XXXXXA,true,2025-02-05 00:30:27.365,docusign_00001,0,a1bc58405c461fd4ff7f418ddf58dc21,0105503600014-0101,,,36,PENDING_CONFIRMATION,2025-02-05 00:30:27.888327,2025-02-05 00:30:27.888327,contract-100117387154273664,3XXXXA
0105503600018-0101-NXXXXXA,true,2025-02-05 00:30:36.716,docusign_00001,0,6cc969e5a9785d0d9e0d1ea4d57d0583,0105503600018-0101,,,0,PENDING_CONFIRMATION,2025-02-05 00:30:37.062704,2025-02-05 00:30:37.062703,contract-100117387154367174,NXXXXA
0105503600016-0101-NXXXXXA,true,2025-02-05 00:30:33.706,docusign_00001,0,c978ce08d7b1a504641f412b51074c86,0105503600016-0101,2025-02-06 00:00:00.000,,0,ACTIVE,2025-02-06 06:42:46.025357,2025-02-05 00:30:34.134773,contract-100117387154337062,NXXXXA
0105503600020-0101-NXXXXXA,true,2025-02-05 00:30:39.716,docusign_00001,0,15745c78bec517f322593e9d88108e83,0105503600020-0101,2025-02-06 00:00:00.000,,0,ACTIVE,2025-02-06 13:06:38.908253,2025-02-05 00:30:40.517511,contract-100117387154397163,NXXXXA
0105503600010-0101-5XXXXXA,true,2025-02-05 00:30:18.276,docusign_00001,0,4fcb3769da61cccb803f72f1829ed3f1,0105503600010-0101,2025-02-06 00:00:00.000,2030-02-06 00:00:00.000,60,ACTIVE,2025-02-06 13:07:35.659808,2025-02-05 00:30:18.832068,contract-100117387154182783,5XXXXA
0105503600007-0101-NXXXXXA,true,2025-02-05 00:30:09.597,docusign_00001,0,26b043069b93654dfc3854ffc3a159b3,0105503600007-0101,2025-02-06 00:00:00.000,,0,ACTIVE,2025-02-06 13:08:00.737080,2025-02-05 00:30:11.844217,contract-100117387154095972,NXXXXA
0105503600006-0101-3XXXXXA,true,2025-02-05 00:30:07.774,docusign_00001,0,a442fac5bfe061c12906883c5f812924,0105503600006-0101,2025-02-06 00:00:00.000,2028-02-06 00:00:00.000,36,ACTIVE,2025-02-06 13:08:12.088094,2025-02-05 00:30:08.206151,contract-100117387154077792,3XXXXA
0105430600001-0101-30000A,true,2024-11-01 00:33:33.778,,,bc4cd6ad0ac85d599f955860a65763d0,0105430600001-0101,,,36,PENDING_CONFIRMATION,2024-11-01 00:33:55.042224,2024-11-01 00:33:55.042223,gid://shopify/SubscriptionContract/12395512024,3XXXXA
0105501400019-0101-N0000A,true,2025-01-14 00:29:51.503,docusign_00001,0,c2a1575e0b708419c3825bbd125a6395,0105501400019-0101,2025-01-24 00:00:00.000,,0,ACTIVE,2025-02-03 03:44:01.690035,2025-01-14 00:29:52.458395,contract-100117368145915042,NXXXXA
0105502700028-0101-NXXXXXA,true,2025-01-27 00:31:55.974,docusign_00001,0,1c74aa51bf22d5f4b140f9094a22d24a,0105502700028-0101,,,0,PENDING_CONFIRMATION,2025-01-27 00:31:56.424793,2025-01-27 00:31:56.424793,contract-100117379379159752,NXXXXA
0105503600012-0101-3XXXXXA,true,2025-02-05 00:30:21.729,docusign_00001,0,c6e6b6d34d3176a0ff1c3dab55098b20,0105503600012-0101,2025-02-06 00:00:00.000,2028-02-06 00:00:00.000,36,ACTIVE,2025-02-06 13:07:12.297551,2025-02-05 00:30:22.126186,contract-100117387154217300,3XXXXA
0105502700031-0101-5XXXXXA,true,2025-01-27 00:32:02.401,docusign_00001,0,edab58ed54851b5b795f5bf0eb513560,0105502700031-0101,,,60,PENDING_CONFIRMATION,2025-01-27 00:32:02.832781,2025-01-27 00:32:02.832781,contract-100117379379224021,5XXXXA
0105503600013-0101-3XXXXXA,true,2025-02-05 00:30:23.265,docusign_00001,0,bfac3090cdbf2d90dd462246fba9ac9f,0105503600013-0101,,,36,PENDING_CONFIRMATION,2025-02-05 00:30:24.814866,2025-02-05 00:30:24.814866,contract-100117387154232684,3XXXXA
0105501500040-0101-30000A,true,2025-01-15 11:31:07.122,,,ffe9e7afce4f23210986a11b6d2fee6e,0105501500040-0101,,,36,PENDING_CONFIRMATION,2025-01-15 11:31:30.480863,2025-01-15 11:31:30.480863,15904309433,3XXXXA
0105501400023-0101-N0000A,true,2025-01-14 00:30:01.574,docusign_00001,0,454d97f1eab14896de83981870ca9369,0105501400023-0101,,,0,PENDING_CONFIRMATION,2025-01-14 00:30:02.912350,2025-01-14 00:30:02.912350,contract-100117368146015753,NXXXXA
0105429700030-0101-N0000A,true,2024-10-23 07:35:56.391,docusign_00001,0,c416f3fba16b6e4a83c27fd2913dda2b,0105429700030-0101,2024-10-24 00:00:00.000,,0,ACTIVE,2025-02-03 03:43:34.891281,2024-10-23 07:35:57.204206,contract-100117296689563923,NXXXXA
0105502700032-0101-7XXXXXA,true,2025-01-27 00:32:04.272,docusign_00001,0,3fd8531a5c551a1aa29d64da5cd4f94b,0105502700032-0101,,,84,PENDING_CONFIRMATION,2025-01-27 00:32:04.628966,2025-01-27 00:32:04.628966,contract-100117379379242720,7XXXXA
0105503600019-0101-7XXXXXA,true,2025-02-05 00:30:38.296,docusign_00001,0,1535205d6d539110e116c036ba97825d,0105503600019-0101,2025-02-06 00:00:00.000,2032-02-06 00:00:00.000,84,ACTIVE,2025-02-06 13:06:52.087021,2025-02-05 00:30:38.616741,contract-100117387154382972,7XXXXA
0105503600017-0101-5XXXXXA,true,2025-02-05 00:30:35.260,docusign_00001,0,51b8a2f939d8ed334c82f33219e6914c,0105503600017-0101,2025-02-06 00:00:00.000,2030-02-06 00:00:00.000,60,ACTIVE,2025-02-06 13:06:59.807684,2025-02-05 00:30:35.667476,contract-100117387154352611,5XXXXA
0105501400017-0101-30000A,true,2025-01-14 00:29:46.486,docusign_00001,0,25740e23207c4b7ec021546b63a5c23c,0105501400017-0101,2025-01-15 00:00:00.000,2028-01-15 00:00:00.000,36,ACTIVE,2025-02-11 02:08:32.869357,2025-01-14 00:29:47.042402,contract-100117368145864870,3XXXXA
0105429700016-0101-N0000A,true,2024-10-23 07:35:32.061,docusign_00001,0,faab5dcfce8208b729a9115945e4b4af,0105429700016-0101,2024-10-24 00:00:00.000,,0,ACTIVE,2025-02-03 03:43:34.806321,2024-10-23 07:35:32.758819,contract-100117296689320613,NXXXXA
0105502200003-0101-50000A,true,2025-01-22 00:30:01.528,docusign_00001,0,b6375ba3b8be21338c9857519d408cf2,0105502200003-0101,2025-01-24 00:00:00.000,2030-01-24 00:00:00.000,60,ACTIVE,2025-02-03 03:44:04.628963,2025-01-22 00:30:02.510203,contract-100117375058015291,5XXXXA
0105503600022-0101-5XXXXXA,true,2025-02-05 00:30:43.539,docusign_00001,0,d1165778902bad34e4d23aefc75b4bb4,0105503600022-0101,,,60,PENDING_CONFIRMATION,2025-02-05 00:30:43.868324,2025-02-05 00:30:43.868324,contract-100117387154435400,5XXXXA
0105502700033-0101-NXXXXXA,true,2025-01-27 00:32:06.213,docusign_00001,0,50d9ce3c5fc7a392593390528d858612,0105502700033-0101,,,0,PENDING_CONFIRMATION,2025-01-27 00:32:06.461474,2025-01-27 00:32:06.461474,contract-100117379379262143,NXXXXA
0105502700034-0101-7XXXXXA,true,2025-01-27 00:32:08.125,docusign_00001,0,e671a49e1a4b07751c62c09fc16f85c3,0105502700034-0101,,,84,PENDING_CONFIRMATION,2025-01-27 00:32:08.487312,2025-01-27 00:32:08.487312,contract-100117379379281250,7XXXXA
0105503600029-0101-7XXXXXA,true,2025-02-05 00:31:00.619,docusign_00001,0,c0acf699fa74ec976cf08d4061ffaab8,0105503600029-0101,,,84,PENDING_CONFIRMATION,2025-02-05 00:31:00.928289,2025-02-05 00:31:00.928289,contract-100117387154606200,7XXXXA
0105503600031-0101-7XXXXXA,true,2025-02-05 00:31:05.653,docusign_00001,0,d9217a70905c7ef574c208175097a574,0105503600031-0101,,,84,PENDING_CONFIRMATION,2025-02-05 00:31:06.034877,2025-02-05 00:31:06.034877,contract-100117387154656531,7XXXXA
0105503600033-0101-5XXXXXA,true,2025-02-05 00:31:09.457,docusign_00001,0,47aa971f6167e3ecc700253a25f281fb,0105503600033-0101,,,60,PENDING_CONFIRMATION,2025-02-05 00:31:09.788338,2025-02-05 00:31:09.788338,contract-100117387154694583,5XXXXA
0105431300034-0101-70000A,true,2024-11-08 08:48:25.614,docusign_00001,0,9656c181c9bd35f4073aa593654569df,0105431300034-0101,,,84,PENDING_CONFIRMATION,2024-11-08 08:48:26.140718,2024-11-08 08:48:26.140718,contract-100117310557056153,7XXXXA
0105503600021-0101-5XXXXXA,true,2025-02-05 00:30:41.616,docusign_00001,0,e752c9c63328c1633a54a8c116e7cef2,0105503600021-0101,2025-02-06 00:00:00.000,2030-02-06 00:00:00.000,60,ACTIVE,2025-02-06 08:53:55.861381,2025-02-05 00:30:42.377359,contract-100117387154416174,5XXXXA
0105429700021-0101-70000A,true,2024-10-23 07:35:41.333,docusign_00001,0,3c10410d6cc3bd63fb2e797c65faf6ad,0105429700021-0101,2024-10-24 00:00:00.000,2031-10-24 00:00:00.000,84,ACTIVE,2025-02-03 03:43:34.827166,2024-10-23 07:35:42.385048,contract-100117296689413344,7XXXXA
0105502800001-0101-NXXXXXA,true,2025-01-28 00:29:47.919,docusign_00001,0,a1a74bbac448fb4ea6de31dd28c296a1,0105502800001-0101,,,0,PENDING_CONFIRMATION,2025-01-28 00:29:51.740705,2025-01-28 00:29:51.740705,contract-100117380241880112,NXXXXA
0105503600023-0101-NXXXXXA,true,2025-02-05 00:30:45.952,docusign_00001,0,2ee8c7c9e00c6745d19a0d3e63298d5e,0105503600023-0101,,,0,PENDING_CONFIRMATION,2025-02-05 00:30:46.418025,2025-02-05 00:30:46.418025,contract-100117387154459523,NXXXXA
1Vr4bRNQXIM,true,2024-08-07 00:21:34.654,docusign_00001,0,6552a45c49e5ba449c40de6cef14ab6f,0105422000023-0101,,,36,CONTRACT_CANCELLED,2024-11-25 06:34:22.068998,2024-08-07 00:21:34.792466,contract-100117229900946594,3XXXXA
0105502800002-0101-5XXXXXA,true,2025-01-28 00:29:55.823,docusign_00001,0,57f381cc7f1479a8ba8c924cc26d5459,0105502800002-0101,,,60,PENDING_CONFIRMATION,2025-01-28 00:29:57.491420,2025-01-28 00:29:57.491420,contract-100117380241958253,5XXXXA
0105502800008-0101-3XXXXXA,true,2025-01-28 00:30:12.666,docusign_00001,0,afd3ba1737e55b685495415ce396dcf4,0105502800008-0101,,,36,PENDING_CONFIRMATION,2025-01-28 00:30:13.042617,2025-01-28 00:30:13.042617,contract-100117380242126674,3XXXXA
0105503600024-0101-7XXXXXA,true,2025-02-05 00:30:49.012,docusign_00001,0,88a40fb43a3aa6b108ea444e0548f19e,0105503600024-0101,,,84,PENDING_CONFIRMATION,2025-02-05 00:30:49.624942,2025-02-05 00:30:49.624941,contract-100117387154490153,7XXXXA
0105503600028-0101-7XXXXXA,true,2025-02-05 00:30:58.922,docusign_00001,0,58c55cd0d6a2a6f4dca31e32f0181087,0105503600028-0101,2025-02-05 00:00:00.000,2032-02-05 00:00:00.000,84,ACTIVE,2025-02-05 06:06:06.552725,2025-02-05 00:30:59.385221,contract-100117387154589221,7XXXXA
0105430400015-0101-70000A,true,2024-10-30 07:03:59.348,,,cec51c756b0a7bba176b9b710ae59ba6,0105430400015-0101,,,84,PENDING_CONFIRMATION,2024-10-30 07:04:17.452440,2024-10-30 07:04:17.452440,gid://shopify/SubscriptionContract/14809465017,7XXXXA
0105502800003-0101-5XXXXXA,true,2025-01-28 00:29:59.931,docusign_00001,0,f61049176c19b3166d3f60cf15ca5616,0105502800003-0101,,,60,PENDING_CONFIRMATION,2025-01-28 00:30:02.544477,2025-01-28 00:30:02.544477,contract-100117380241999324,5XXXXA
0105502800011-0101-7XXXXXA,true,2025-01-28 00:30:19.105,docusign_00001,0,7dd49118eb827c96943007bde28ba235,0105502800011-0101,,,84,PENDING_CONFIRMATION,2025-01-28 00:30:19.987671,2025-01-28 00:30:19.987671,contract-100117380242191083,7XXXXA
0105502800015-0101-NXXXXXA,true,2025-01-28 00:30:25.510,docusign_00001,0,efd3531bb24871d31f540bd640be16be,0105502800015-0101,,,0,PENDING_CONFIRMATION,2025-01-28 00:30:26.452144,2025-01-28 00:30:26.452144,contract-100117380242255110,NXXXXA
0105503600025-0101-7XXXXXA,true,2025-02-05 00:30:51.521,docusign_00001,0,2521cf257f18500e495d2ac0e370682a,0105503600025-0101,,,84,PENDING_CONFIRMATION,2025-02-05 00:30:52.006676,2025-02-05 00:30:52.006675,contract-100117387154515224,7XXXXA
0105432300039-0101-30000A,true,2024-11-18 08:22:00.781,,,f0361e559914e805a06822130f8584fc,0105432300039-0101,,,36,PENDING_CONFIRMATION,2024-11-18 08:22:21.401175,2024-11-18 08:22:21.401175,gid://shopify/SubscriptionContract/12733317336,3XXXXA
0105503600026-0101-7XXXXXA,true,2025-02-05 00:30:54.449,docusign_00001,0,088b0373548e5132d984c11fa68917b6,0105503600026-0101,,,84,PENDING_CONFIRMATION,2025-02-05 00:30:54.784814,2025-02-05 00:30:54.784814,contract-100117387154544493,7XXXXA
0105433400039-0101-30000A,true,2024-11-29 08:27:31.260,docusign_00001,0,c237321a8bbb59896ce4178210fa7b44,0105433400039-0101,,,36,PENDING_CONFIRMATION,2024-11-29 08:27:31.965970,2024-11-29 08:27:31.965969,contract-100117328688512610,3XXXXA
1VSjndEqWEB,true,,docusign_00001,0,5a2e0b8dbae4057125fd8296b426c907,0105420500295-0101,,,36,CONTRACT_CANCELLED,2024-11-25 06:55:29.933427,2024-07-23 08:27:55.799062,contract-100117217232756702,3XXXXA
0105502800004-0101-7XXXXXA,true,2025-01-28 00:30:04.116,docusign_00001,0,804c5a22c8f6254a2e04ed68671d247c,0105502800004-0101,,,84,PENDING_CONFIRMATION,2025-01-28 00:30:05.197739,2025-01-28 00:30:05.197739,contract-100117380242041174,7XXXXA
0105502800005-0101-NXXXXXA,true,2025-01-28 00:30:06.437,docusign_00001,0,7817b8582b9b6f1d27cf0d2fd37efc61,0105502800005-0101,,,0,PENDING_CONFIRMATION,2025-01-28 00:30:07.042278,2025-01-28 00:30:07.042278,contract-100117380242064401,NXXXXA
0105503600027-0101-NXXXXXA,true,2025-02-05 00:30:56.337,docusign_00001,0,962052a122ecee8167fe59e026ad0de8,0105503600027-0101,,,0,PENDING_CONFIRMATION,2025-02-05 00:30:56.742677,2025-02-05 00:30:56.742677,contract-100117387154563372,NXXXXA
0105433400042-0101-70000A,true,2024-11-29 08:27:38.047,docusign_00001,0,871ffcfdf491686a61fcc2d4c8c3dfd9,0105433400042-0101,,,84,PENDING_CONFIRMATION,2024-11-29 08:27:38.774404,2024-11-29 08:27:38.774404,contract-100117328688580484,7XXXXA
0105433400045-0101-30000A,true,2024-11-29 08:27:44.041,docusign_00001,0,3aed1bad56b9cf4311c2454a4c0694ff,0105433400045-0101,,,36,PENDING_CONFIRMATION,2024-11-29 08:27:45.070871,2024-11-29 08:27:45.070871,contract-100117328688640413,3XXXXA
0105502800006-0101-NXXXXXA,true,2025-01-28 00:30:08.273,docusign_00001,0,da9b5649de4540049ebf29bc275b882f,0105502800006-0101,,,0,PENDING_CONFIRMATION,2025-01-28 00:30:09.929372,2025-01-28 00:30:09.929372,contract-100117380242082743,NXXXXA
0105502800009-0101-3XXXXXA,true,2025-01-28 00:30:14.157,docusign_00001,0,d5fabd257ac71b0f01f75077642207d9,0105502800009-0101,,,36,PENDING_CONFIRMATION,2025-01-28 00:30:15.246172,2025-01-28 00:30:15.246172,contract-100117380242141590,3XXXXA
0105502800010-0101-7XXXXXA,true,2025-01-28 00:30:17.390,docusign_00001,0,5770498ee289a59fd4718907753a49bd,0105502800010-0101,,,84,PENDING_CONFIRMATION,2025-01-28 00:30:18.032823,2025-01-28 00:30:18.032823,contract-100117380242173914,7XXXXA
0105503600030-0101-NXXXXXA,true,2025-02-05 00:31:02.980,docusign_00001,0,9943a13dc4b6e44117a712a74b6d41e6,0105503600030-0101,,,0,PENDING_CONFIRMATION,2025-02-05 00:31:03.326584,2025-02-05 00:31:03.326584,contract-100117387154629813,NXXXXA
0105503600032-0101-7XXXXXA,true,2025-02-05 00:31:07.607,docusign_00001,0,41cc112988530a87b126514fc8925b28,0105503600032-0101,,,84,PENDING_CONFIRMATION,2025-02-05 00:31:07.910745,2025-02-05 00:31:07.910745,contract-100117387154676083,7XXXXA
0105429700057-0101-30000A,true,2024-10-23 11:26:20.816,,,9957ff1abce04f6c56c1b4056f8ac420,0105429700057-0101,,,36,PENDING_CONFIRMATION,2024-10-23 11:26:43.014212,2024-10-23 11:26:43.014211,gid://shopify/SubscriptionContract/12313526488,3XXXXA
0105430600010-0101-30000A,true,2024-11-01 03:58:44.981,,,d669fdc307c8372dc05d0b13554c007b,0105430600010-0101,,,36,PENDING_CONFIRMATION,2024-11-01 03:59:05.639437,2024-11-01 03:59:05.639436,gid://shopify/SubscriptionContract/14826340537,3XXXXA
0105433400052-0101-70000A,true,2024-11-29 08:28:02.428,docusign_00001,0,cc37cf80d2c6051bde8bb86a8d7072fd,0105433400052-0101,,,84,PENDING_CONFIRMATION,2024-11-29 08:28:02.870518,2024-11-29 08:28:02.870518,contract-100117328688824290,7XXXXA
0105434400007-0101-30000A,true,2024-12-09 03:19:10.608,,,d669fdc307c8372dc05d0b13554c007b,0105434400007-0101,,,36,PENDING_CONFIRMATION,2024-12-09 03:19:41.852611,2024-12-09 03:19:41.852611,gid://shopify/SubscriptionContract/15505359033,3XXXXA
0105434400007-0201-30000A,true,2024-12-09 03:19:10.621,,,d669fdc307c8372dc05d0b13554c007b,0105434400007-0201,,,36,CONTRACT_CANCELLED,2024-12-11 06:15:25.447756,2024-12-09 03:19:41.852933,gid://shopify/SubscriptionContract/15505391801,3XXXXA
0105434800024-0101-70000A,true,2024-12-13 08:40:44.812,docusign_00001,0,610a97a6b9fea3af86f3dfdafc425969,0105434800024-0101,,,84,PENDING_CONFIRMATION,2024-12-13 08:40:47.680129,2024-12-13 08:40:47.680129,contract-100117340792449003,7XXXXA
0105502800007-0101-3XXXXXA,true,2025-01-28 00:30:11.077,docusign_00001,0,131c0ea1d8c3983b697c03be136983c3,0105502800007-0101,,,36,PENDING_CONFIRMATION,2025-01-28 00:30:11.633254,2025-01-28 00:30:11.633253,contract-100117380242110780,3XXXXA
0105503600034-0101-5XXXXXA,true,2025-02-05 02:43:22.060,,,3d66fb03a5ed0401731ca43a76a78f05,0105503600034-0101,,,60,PENDING_CONFIRMATION,2025-02-05 02:44:04.554471,2025-02-05 02:44:04.554470,16175497401,5XXXXA
0105502800012-0101-3XXXXXA,true,2025-01-28 00:30:20.963,docusign_00001,0,40f9da47749eea0a769b1978cb0be087,0105502800012-0101,,,36,PENDING_CONFIRMATION,2025-01-28 00:30:21.589497,2025-01-28 00:30:21.589497,contract-100117380242209642,3XXXXA
0105502800014-0101-NXXXXXA,true,2025-01-28 00:30:24.114,docusign_00001,0,d3443f1776ede6dfa2815ceb36c6ec76,0105502800014-0101,,,0,PENDING_CONFIRMATION,2025-01-28 00:30:24.655334,2025-01-28 00:30:24.655334,contract-100117380242241153,NXXXXA
0105502800016-0101-3XXXXXA,true,2025-01-28 00:30:27.345,docusign_00001,0,4c8092d9d3ec29e40d13672ab9399d87,0105502800016-0101,,,36,PENDING_CONFIRMATION,2025-01-28 00:30:28.798583,2025-01-28 00:30:28.798583,contract-100117380242273461,3XXXXA
0105503600036-0101-3XXXXXA,true,2025-02-05 03:24:39.586,,,28a5313f19852c07c7d3e154fbe54112,0105503600036-0101,2025-02-06 00:00:00.000,2025-02-06 00:00:00.000,36,CONTRACT_ENDED,2025-02-07 23:30:19.108824,2025-02-05 03:25:16.894564,13711933656,3XXXXA
0105501400047-0101-30000A,true,2025-01-14 06:55:11.891,,,e903e980de58369f7cec4bb2c5f1c0e5,0105501400047-0101,,,36,PENDING_CONFIRMATION,2025-01-14 06:55:18.798284,2025-01-14 06:55:18.798284,13429375192,3XXXXA
0105502800013-0101-NXXXXXA,true,2025-01-28 00:30:22.475,docusign_00001,0,6479beeb7817ae083ffa3f68d462b40d,0105502800013-0101,,,0,PENDING_CONFIRMATION,2025-01-28 00:30:22.930949,2025-01-28 00:30:22.930949,contract-100117380242224762,NXXXXA
0105503700001-0101-7XXXXXA,true,2025-02-06 00:29:53.570,docusign_00001,0,4d211a9384aa1cae88be998d76237fe6,0105503700001-0101,2025-02-07 00:00:00.000,2032-02-07 00:00:00.000,84,ACTIVE,2025-02-07 06:16:30.282544,2025-02-06 00:29:57.276052,contract-100117388017936643,7XXXXA
0105436200016-0101-N0000A,true,2024-12-27 08:33:33.603,docusign_00001,0,bc95c18f5847e8846d166de6d454649d,0105436200016-0101,2025-01-06 00:00:00.000,,0,ACTIVE,2025-02-11 02:08:32.146100,2024-12-27 08:33:34.825783,contract-100117352884136043,NXXXXA
0105435800030-0101-30000A,true,2024-12-23 09:00:57.019,,,d669fdc307c8372dc05d0b13554c007b,0105435800030-0101,,,36,PENDING_CONFIRMATION,2024-12-23 09:01:24.821674,2024-12-23 09:01:24.821674,gid://shopify/SubscriptionContract/13161267416,3XXXXA
0105500800001-0101-N0000A,true,2025-01-08 02:03:21.512,docusign_00001,0,7e0e64d2711475b16037afc41a214a2f,0105500800001-0101,,,0,PENDING_CONFIRMATION,2025-01-08 02:03:24.692200,2025-01-08 02:03:24.692200,contract-100117363018015941,NXXXXA
0105502800017-0101-7XXXXXA,true,2025-01-28 00:30:29.800,docusign_00001,0,91b052824c0cdb99d5ca9d3a0b1999c6,0105502800017-0101,,,84,PENDING_CONFIRMATION,2025-01-28 00:30:30.151187,2025-01-28 00:30:30.151187,contract-100117380242298014,7XXXXA
0105502800021-0101-5XXXXXA,true,2025-01-28 00:30:39.938,docusign_00001,0,e87c9d5eb9b7c3594073030f3a541cdd,0105502800021-0101,,,60,PENDING_CONFIRMATION,2025-01-28 00:30:40.378731,2025-01-28 00:30:40.378731,contract-100117380242399391,5XXXXA
0105503700003-0101-NXXXXXA,true,2025-02-06 00:30:07.133,docusign_00001,0,2287a0ce217a27b87f97e509a399d53a,0105503700003-0101,2025-02-07 00:00:00.000,,0,ACTIVE,2025-02-07 13:08:12.843993,2025-02-06 00:30:09.094476,contract-100117388018071364,NXXXXA
0105503700002-0101-5XXXXXA,true,2025-02-06 00:30:02.686,docusign_00001,0,b888ec766b5c0263a28c2e63fa1cac94,0105503700002-0101,2025-02-07 00:00:00.000,2030-02-07 00:00:00.000,60,ACTIVE,2025-02-07 13:08:23.576049,2025-02-06 00:30:04.274861,contract-100117388018026881,5XXXXA
0105502800018-0101-5XXXXXA,true,2025-01-28 00:30:32.928,docusign_00001,0,ca7f13dedd88036bcd443a1366b15bff,0105502800018-0101,,,60,PENDING_CONFIRMATION,2025-01-28 00:30:33.473396,2025-01-28 00:30:33.473396,contract-100117380242329291,5XXXXA
0105502800020-0101-3XXXXXA,true,2025-01-28 00:30:37.174,docusign_00001,0,7bf8d2cdd0a36f33e5787dd15f3f4422,0105502800020-0101,,,36,PENDING_CONFIRMATION,2025-01-28 00:30:37.819151,2025-01-28 00:30:37.819151,contract-100117380242371742,3XXXXA
0105503700011-0101-5XXXXXA,true,2025-02-06 00:30:29.517,docusign_00001,0,c02e649bc27c47f3696197d107241ff7,0105503700011-0101,,,60,PENDING_CONFIRMATION,2025-02-06 00:30:30.262481,2025-02-06 00:30:30.262481,contract-100117388018295184,5XXXXA
0105503700012-0101-7XXXXXA,true,2025-02-06 00:30:33.127,docusign_00001,0,efc5826462d77fd3cd328d711ab30937,0105503700012-0101,,,84,PENDING_CONFIRMATION,2025-02-06 00:30:34.240323,2025-02-06 00:30:34.240323,contract-100117388018331281,7XXXXA
0105503700007-0101-3XXXXXA,true,2025-02-06 00:30:17.211,docusign_00001,0,b391402c2967110e2c6613ce0124c7ef,0105503700007-0101,2025-02-07 00:00:00.000,2028-02-07 00:00:00.000,36,ACTIVE,2025-02-07 13:07:39.653890,2025-02-06 00:30:17.952606,contract-100117388018172122,3XXXXA
