id,service_flow_id,service_billing_type,service_charge_status,update_time,create_time,shopify_order_id
1a7YFLUOFYQ,1a7YFLUOFYN,ON_SITE_PAYMENT,PENDING,2025-01-13 08:44:17.297876,2025-01-13 08:44:17.294628,
1a7YFOfNrqt,1a7YFOfNrqq,ON_SITE_PAYMENT,PENDING,2025-01-13 08:44:17.991965,2025-01-13 08:44:17.989040,
1a7YujBBn2V,1a7YujBBn2S,INVOICE_BILLING,PENDING,2025-01-13 08:53:37.703493,2025-01-13 08:53:37.700702,
1a7ZtgjkVQz,1a7ZtgjkVQw,INVOICE_BILLING,PENDING,2025-01-13 09:07:23.262265,2025-01-13 09:07:23.248840,
1a7asyIZgQb,1a7asyIZgQY,INVOICE_BILLING,PENDING,2025-01-13 09:21:13.159275,2025-01-13 09:21:13.155352,
1a7davP2byi,1a7davP2byf,INVOICE_BILLING,PENDING,2025-01-13 09:59:07.626041,2025-01-13 09:59:07.620243,
1a7tgNp4WVy,1a7tgNomvNr,INVOICE_BILLING,PENDING,2025-01-13 13:44:15.652135,2025-01-13 13:44:15.635881,
1a7tgVy2uwv,1a7tgVy2uws,INVOICE_BILLING,PENDING,2025-01-13 13:44:17.212026,2025-01-13 13:44:17.208451,
1a7tgZVSqX0,1a7tgZVSqWx,INVOICE_BILLING,PENDING,2025-01-13 13:44:17.985756,2025-01-13 13:44:17.981753,
1a8dl4JHy40,1a8dl4JHy3x,INVOICE_BILLING,PENDING,2025-01-14 00:29:01.581927,2025-01-14 00:29:01.564659,
1a8dlWNJEjm,1a8dlWNJEjj,INVOICE_BILLING,PENDING,2025-01-14 00:29:07.458662,2025-01-14 00:29:07.454490,
1a8dli1QZTD,1a8dli1QZTA,INVOICE_BILLING,PENDING,2025-01-14 00:29:10.005694,2025-01-14 00:29:09.998217,
1a8dlvf1oMN,1a8dlvf1oMK,INVOICE_BILLING,PENDING,2025-01-14 00:29:12.979316,2025-01-14 00:29:12.975597,
1a8dm8fjbqQ,1a8dm8fjbqN,INVOICE_BILLING,PENDING,2025-01-14 00:29:15.825341,2025-01-14 00:29:15.819389,
1a8dmNIMbHz,1a8dmNIMbHw,INVOICE_BILLING,PENDING,2025-01-14 00:29:19.017318,2025-01-14 00:29:19.013276,
1a8dmZKKFXb,1a8dmZKKFXY,INVOICE_BILLING,PENDING,2025-01-14 00:29:21.646201,2025-01-14 00:29:21.640656,
1a8dmmTq03K,1a8dmmTq03H,INVOICE_BILLING,PENDING,2025-01-14 00:29:24.516542,2025-01-14 00:29:24.512791,
1a8dmwbQud1,1a8dmwbQucy,INVOICE_BILLING,PENDING,2025-01-14 00:29:26.731435,2025-01-14 00:29:26.725828,
1a8dnENdKjI,1a8dnENdKjF,INVOICE_BILLING,PENDING,2025-01-14 00:29:30.612998,2025-01-14 00:29:30.608027,
1a8dnPj1L4v,1a8dnPj1L4s,INVOICE_BILLING,PENDING,2025-01-14 00:29:33.092706,2025-01-14 00:29:33.086469,
1a8dnYiVWZQ,1a8dnYiVWZN,INVOICE_BILLING,PENDING,2025-01-14 00:29:35.054663,2025-01-14 00:29:35.050082,
1a8dnk526uZ,1a8dnk526uW,INVOICE_BILLING,PENDING,2025-01-14 00:29:37.536967,2025-01-14 00:29:37.532161,
1a8dnuTwkTa,1a8dnuTwkTX,INVOICE_BILLING,PENDING,2025-01-14 00:29:39.808207,2025-01-14 00:29:39.804312,
1a8do5BsVkv,1a8do5BsVks,INVOICE_BILLING,PENDING,2025-01-14 00:29:42.145470,2025-01-14 00:29:42.141615,
1a8doHOLJMN,1a8doHOLJMK,INVOICE_BILLING,PENDING,2025-01-14 00:29:44.811093,2025-01-14 00:29:44.806687,
1a8doS5zfwM,1a8doS5zfwJ,INVOICE_BILLING,PENDING,2025-01-14 00:29:47.150380,2025-01-14 00:29:47.146004,
1a8doe1zw4z,1a8doe1zw4w,INVOICE_BILLING,PENDING,2025-01-14 00:29:49.755242,2025-01-14 00:29:49.751385,
1a8dor6gJbi,1a8dor6gJbf,INVOICE_BILLING,PENDING,2025-01-14 00:29:52.611646,2025-01-14 00:29:52.607901,
1a8dp3nWOCp,1a8dp3nWOCm,INVOICE_BILLING,PENDING,2025-01-14 00:29:55.385430,2025-01-14 00:29:55.381550,
1a8dpE6l3AO,1a8dpE6l3AL,INVOICE_BILLING,PENDING,2025-01-14 00:29:57.636057,2025-01-14 00:29:57.632205,
1a8dpPqGkrG,1a8dpPqGkrD,INVOICE_BILLING,PENDING,2025-01-14 00:30:00.207779,2025-01-14 00:30:00.200297,
1a8dpcyMVkr,1a8dpcy4uck,INVOICE_BILLING,PENDING,2025-01-14 00:30:03.065847,2025-01-14 00:30:03.062011,
1a8dppQRFwJ,1a8dppQRFwG,INVOICE_BILLING,PENDING,2025-01-14 00:30:05.790476,2025-01-14 00:30:05.784969,
1a8dq0WUvGj,1a8dq0WUvGg,INVOICE_BILLING,PENDING,2025-01-14 00:30:08.213040,2025-01-14 00:30:08.207250,
1a8dqCgPiYn,1a8dqCgPiYk,INVOICE_BILLING,PENDING,2025-01-14 00:30:10.868351,2025-01-14 00:30:10.864020,
1a8dqMt7biC,1a8dqMt7bi9,INVOICE_BILLING,PENDING,2025-01-14 00:30:13.095209,2025-01-14 00:30:13.091428,
1a8dqWAlvsp,1a8dqWAlvsm,INVOICE_BILLING,PENDING,2025-01-14 00:30:15.127364,2025-01-14 00:30:15.119611,
1a8lUnN0Xwy,1a8lUnN0Xwv,INVOICE_BILLING,PENDING,2025-01-14 02:17:17.901025,2025-01-14 02:17:17.895914,
1a8mbNMA5Oa,1a8mbNMA5OX,INVOICE_BILLING,PENDING,2025-01-14 02:32:46.638328,2025-01-14 02:32:46.630632,
1a8nBfNazh1,1a8nBfNJOYu,ON_SITE_PAYMENT,PENDING,2025-01-14 02:40:58.094838,2025-01-14 02:40:58.088386,
1a8o0xywpBY,1a8o0xywpBV,INVOICE_BILLING,PENDING,2025-01-14 02:52:32.806385,2025-01-14 02:52:32.802252,
1a8paOhHuGF,1a8paOhHuGC,INVOICE_BILLING,PENDING,2025-01-14 03:14:32.492199,2025-01-14 03:14:32.470017,
1a8qMShLNsX,1a8qMSgmBcM,INVOICE_BILLING,PENDING,2025-01-14 03:25:23.146402,2025-01-14 03:25:23.137748,
1a8qv5COOUo,1a8qv5COOUl,INVOICE_BILLING,PENDING,2025-01-14 03:33:11.987588,2025-01-14 03:33:11.981990,
1a8rOEcvXIA,1a8rOEcvXI7,INVOICE_BILLING,PENDING,2025-01-14 03:39:46.773598,2025-01-14 03:39:46.765058,
1a8rQkX9jHn,1a8rQkX9jHk,INVOICE_BILLING,PENDING,2025-01-14 03:40:20.820243,2025-01-14 03:40:20.816423,
1a8s51dqAQB,1a8s51dqAQ8,ON_SITE_PAYMENT,PENDING,2025-01-14 03:49:26.245694,2025-01-14 03:49:26.243215,
1a8sHckWvcI,1a8sHckWvcF,INVOICE_BILLING,PENDING,2025-01-14 03:52:16.856046,2025-01-14 03:52:16.853911,
1a8sK855Sy8,1a8sK855Sy5,INVOICE_BILLING,PENDING,2025-01-14 03:52:50.784245,2025-01-14 03:52:50.781813,
1a8v40Zkmzt,1a8v40ZTBrm,INVOICE_BILLING,PENDING,2025-01-14 04:31:11.333310,2025-01-14 04:31:11.327465,
1a8wCs16rcq,1a8wCs16rcn,INVOICE_BILLING,PENDING,2025-01-14 04:47:10.956487,2025-01-14 04:47:10.951415,
1a8wVMGlI2B,1a8wVMGlI28,INVOICE_BILLING,PENDING,2025-01-14 04:51:21.322209,2025-01-14 04:51:21.319292,
1a8zUTW9S8m,1a8zUTW9S8j,INVOICE_BILLING,PENDING,2025-01-14 05:33:08.218193,2025-01-14 05:33:08.215613,
1a90mU1QYN7,1a90mU1QYN4,INVOICE_BILLING,PENDING,2025-01-14 05:51:11.713856,2025-01-14 05:51:11.705944,
1a919xRNDDU,1a919xRNDDR,INVOICE_BILLING,PENDING,2025-01-14 05:56:29.601570,2025-01-14 05:56:29.599363,
1a95MZe9ukp,1a95MZe9ukm,INVOICE_BILLING,PENDING,2025-01-14 06:55:18.930125,2025-01-14 06:55:18.926901,
1a95R0HplKb,1a95R0HplKY,ON_SITE_PAYMENT,PENDING,2025-01-14 06:56:18.917153,2025-01-14 06:56:18.913407,
1a96zBqmeBf,1a96zBqmeBc,ON_SITE_PAYMENT,PENDING,2025-01-14 07:18:01.499205,2025-01-14 07:18:01.493038,
1a97gOzjq3I,1a97gOzjq3F,INVOICE_BILLING,PENDING,2025-01-14 07:27:46.682028,2025-01-14 07:27:46.679771,
1a97ipZSRX0,1a97ipZSRWx,INVOICE_BILLING,PENDING,2025-01-14 07:28:19.574136,2025-01-14 07:28:19.570818,
1a9A6oRYbbb,1a9A6oRYbbY,ON_SITE_PAYMENT,PENDING,2025-01-14 08:01:43.576360,2025-01-14 08:01:43.574031,
1a9AbVMb4U1,1a9AbVMJTLu,ON_SITE_PAYMENT,PENDING,2025-01-14 08:08:39.238054,2025-01-14 08:08:39.223177,
1a9Dcpr8aWH,1a9Dcpr8aWE,INVOICE_BILLING,PENDING,2025-01-14 08:50:56.091654,2025-01-14 08:50:56.089163,
1a9JcnE555O,1a9JcnE555L,INVOICE_BILLING,PENDING,2025-01-14 10:14:53.234644,2025-01-14 10:14:53.231841,
1a9JlgmOOPk,1a9JlgmOOPh,INVOICE_BILLING,PENDING,2025-01-14 10:16:53.698024,2025-01-14 10:16:53.695643,
1a9Le8Q3Rjm,1a9Le8Q3Rjj,INVOICE_BILLING,PENDING,2025-01-14 10:43:10.634015,2025-01-14 10:43:10.632184,
1a9UZzvp2VT,1a9UZzvp2VQ,INVOICE_BILLING,PENDING,2025-01-14 12:48:11.180274,2025-01-14 12:48:11.176537,
1a9UonEZ3zk,1a9UonEZ3zh,INVOICE_BILLING,PENDING,2025-01-14 12:51:31.536754,2025-01-14 12:51:31.535082,
1a9kHDqZxdM,1a9kHDqIMVF,INVOICE_BILLING,PENDING,2025-01-14 16:27:50.811893,2025-01-14 16:27:50.809180,
1a9kHHxTjRw,1a9kHHxTjRt,INVOICE_BILLING,PENDING,2025-01-14 16:27:51.703349,2025-01-14 16:27:51.701767,
1a9kHKJf9Vu,1a9kHKJf9Vr,INVOICE_BILLING,PENDING,2025-01-14 16:27:52.218504,2025-01-14 16:27:52.216686,
1a9kHMMGFbS,1a9kHMMGFbP,INVOICE_BILLING,PENDING,2025-01-14 16:27:52.664798,2025-01-14 16:27:52.662984,
1aAIjCnkMul,1aAIjCnkMui,INVOICE_BILLING,PENDING,2025-01-15 00:29:56.792850,2025-01-15 00:29:56.785738,
1aAIjcdclSw,1aAIjcdclSt,INVOICE_BILLING,PENDING,2025-01-15 00:30:02.430029,2025-01-15 00:30:02.427265,
1aAIjqAb4dm,1aAIjqAb4dj,INVOICE_BILLING,PENDING,2025-01-15 00:30:05.384855,2025-01-15 00:30:05.382431,
1aAIk83hoJJ,1aAIk83hoJG,INVOICE_BILLING,PENDING,2025-01-15 00:30:09.292590,2025-01-15 00:30:09.289837,
1aAIkNYXzdS,1aAIkNYXzdP,INVOICE_BILLING,PENDING,2025-01-15 00:30:12.675029,2025-01-15 00:30:12.672987,
1aAIkheHVGP,1aAIkheHVGM,INVOICE_BILLING,PENDING,2025-01-15 00:30:17.063728,2025-01-15 00:30:17.061740,
1aAIl35NMl7,1aAIl35NMl4,INVOICE_BILLING,PENDING,2025-01-15 00:30:21.747082,2025-01-15 00:30:21.744878,
1aAIlGTe4GA,1aAIlGTe4G7,INVOICE_BILLING,PENDING,2025-01-15 00:30:24.672138,2025-01-15 00:30:24.669800,
1aAIlTkRFDw,1aAIlTkRFDt,INVOICE_BILLING,PENDING,2025-01-15 00:30:27.571050,2025-01-15 00:30:27.568784,
1aAIlmh7Kzj,1aAIlmh7Kzg,INVOICE_BILLING,PENDING,2025-01-15 00:30:31.710271,2025-01-15 00:30:31.708143,
1aAIm3brDJv,1aAIm3brDJs,INVOICE_BILLING,PENDING,2025-01-15 00:30:35.403632,2025-01-15 00:30:35.401521,
1aAImJduSs0,1aAImJduSrx,INVOICE_BILLING,PENDING,2025-01-15 00:30:38.906545,2025-01-15 00:30:38.904270,
1aAImWubwEc,1aAImWubwEZ,INVOICE_BILLING,PENDING,2025-01-15 00:30:41.806483,2025-01-15 00:30:41.804072,
1aAImlLJaRv,1aAImlLJaRs,INVOICE_BILLING,PENDING,2025-01-15 00:30:44.959704,2025-01-15 00:30:44.955247,
1aAIn1ZlFTR,1aAIn1ZlFTO,INVOICE_BILLING,PENDING,2025-01-15 00:30:48.499876,2025-01-15 00:30:48.497971,
1aAInDBzWuW,1aAInDBzWuT,INVOICE_BILLING,PENDING,2025-01-15 00:30:51.039039,2025-01-15 00:30:51.036781,
1aAInOjaHrD,1aAInOjaHrA,INVOICE_BILLING,PENDING,2025-01-15 00:30:53.560462,2025-01-15 00:30:53.557687,
1aAInZhbFHS,1aAInZhbFHP,INVOICE_BILLING,PENDING,2025-01-15 00:30:55.955796,2025-01-15 00:30:55.953756,
1aAInnnrl4R,1aAInnnrl4O,INVOICE_BILLING,PENDING,2025-01-15 00:30:59.034171,2025-01-15 00:30:59.032240,
1aAInyyYxvm,1aAInyyYxvj,INVOICE_BILLING,PENDING,2025-01-15 00:31:01.475566,2025-01-15 00:31:01.473483,
1aAIoImVgex,1aAIoImVgeu,INVOICE_BILLING,PENDING,2025-01-15 00:31:05.802225,2025-01-15 00:31:05.799705,
1aAIoSemSGA,1aAIoSemSG7,INVOICE_BILLING,PENDING,2025-01-15 00:31:07.959761,2025-01-15 00:31:07.957449,
1aAIodOPoJV,1aAIodOPoJS,INVOICE_BILLING,PENDING,2025-01-15 00:31:10.303425,2025-01-15 00:31:10.301333,
1aAIolHxuwI,1aAIolHxuwF,INVOICE_BILLING,PENDING,2025-01-15 00:31:12.027212,2025-01-15 00:31:12.025261,
1aAMirhjdkn,1aAMirhS2cg,INVOICE_BILLING,PENDING,2025-01-15 01:25:50.652494,2025-01-15 01:25:50.649682,
1aAZOp1Pxua,1aAZOp1PxuX,ON_SITE_PAYMENT,PENDING,2025-01-15 04:23:14.260701,2025-01-15 04:23:14.257862,
1aAZc0PdnpG,1aAZc0PdnpD,ON_SITE_PAYMENT,PENDING,2025-01-15 04:26:12.796394,2025-01-15 04:26:12.793908,
1aAarZhuden,1aAarZhd2Wg,INVOICE_BILLING,PENDING,2025-01-15 04:43:43.256206,2025-01-15 04:43:43.254100,
1aAePFFmhvc,1aAePFFmhvZ,INVOICE_BILLING,PENDING,2025-01-15 05:33:18.111053,2025-01-15 05:33:18.098424,
1aAgFneiyRm,1aAgFneiyRj,INVOICE_BILLING,PENDING,2025-01-15 05:59:09.409082,2025-01-15 05:59:09.406820,
1aAguMZhTZh,1aAguMZhTZe,INVOICE_BILLING,PENDING,2025-01-15 06:08:18.728714,2025-01-15 06:08:18.725318,
1aAl2ZJN2gQ,1aAl2ZHfRtz,INVOICE_BILLING,PENDING,2025-01-15 07:06:08.571882,2025-01-15 07:06:08.555165,
1aAonwswqtn,1aAonwswqtk,INVOICE_BILLING,PENDING,2025-01-15 07:58:48.810716,2025-01-15 07:58:48.806487,
1aAw3nJtVtl,1aAw3nJtVti,ON_SITE_PAYMENT,PENDING,2025-01-15 09:40:20.956433,2025-01-15 09:40:20.940272,
1aAw5RH0ncf,1aAw5RH0ncc,ON_SITE_PAYMENT,PENDING,2025-01-15 09:40:42.992044,2025-01-15 09:40:42.988675,
1aAyvGngPco,1aAyvGngPcl,INVOICE_BILLING,PENDING,2025-01-15 10:20:24.315162,2025-01-15 10:20:24.299003,
1aAzY62caC2,1aAzY62caBz,INVOICE_BILLING,PENDING,2025-01-15 10:29:09.934808,2025-01-15 10:29:09.931650,
1aAzocScDo1,1aAzocScDny,ON_SITE_PAYMENT,PENDING,2025-01-15 10:32:53.693206,2025-01-15 10:32:53.689508,
1aB0plq44Am,1aB0plq44Aj,ON_SITE_PAYMENT,PENDING,2025-01-15 10:47:08.903365,2025-01-15 10:47:08.898973,
1aB40KIEjiM,1aB40KIEjiJ,INVOICE_BILLING,PENDING,2025-01-15 11:31:30.705526,2025-01-15 11:31:30.700844,
1aB4CaEfvT3,1aB4CaEfvT0,ON_SITE_PAYMENT,PENDING,2025-01-15 11:34:16.696983,2025-01-15 11:34:16.689658,
1aBxbDAtDoz,1aBxbDAtDow,INVOICE_BILLING,PENDING,2025-01-16 00:29:29.231385,2025-01-16 00:29:29.220504,
1aBxbZ3TQcI,1aBxbZ3TQcF,INVOICE_BILLING,PENDING,2025-01-16 00:29:34.009158,2025-01-16 00:29:33.998904,
1aBxbnZWG80,1aBxbnZWG7x,INVOICE_BILLING,PENDING,2025-01-16 00:29:37.169916,2025-01-16 00:29:37.167256,
1aBxbyBm2nd,1aBxbyBm2na,INVOICE_BILLING,PENDING,2025-01-16 00:29:39.489978,2025-01-16 00:29:39.485458,
1aBxc5o9lNN,1aBxc5o9lNK,INVOICE_BILLING,PENDING,2025-01-16 00:29:41.153952,2025-01-16 00:29:41.150644,
1aBxcFOmCyS,1aBxcFOmCyP,INVOICE_BILLING,PENDING,2025-01-16 00:29:43.246360,2025-01-16 00:29:43.243810,
1aBxcNS7o1Q,1aBxcNS7o1N,INVOICE_BILLING,PENDING,2025-01-16 00:29:45.013096,2025-01-16 00:29:45.007815,
1aBxcUcs2l5,1aBxcUcs2l2,INVOICE_BILLING,PENDING,2025-01-16 00:29:46.586310,2025-01-16 00:29:46.578219,
1aBxcdUSesz,1aBxcdUSesw,INVOICE_BILLING,PENDING,2025-01-16 00:29:48.509151,2025-01-16 00:29:48.506606,
1aBxcm8bjyH,1aBxcm8bjyE,INVOICE_BILLING,PENDING,2025-01-16 00:29:50.400214,2025-01-16 00:29:50.396152,
1aBxcshzJSy,1aBxcshzJSv,INVOICE_BILLING,PENDING,2025-01-16 00:29:51.839394,2025-01-16 00:29:51.831190,
1aBxd1Y3X9a,1aBxd1Y3X9X,INVOICE_BILLING,PENDING,2025-01-16 00:29:53.771749,2025-01-16 00:29:53.766823,
1aBxdATHjtH,1aBxdATHjtE,INVOICE_BILLING,PENDING,2025-01-16 00:29:55.714064,2025-01-16 00:29:55.711388,
1aBxdIg07fB,1aBxdIg07f8,INVOICE_BILLING,PENDING,2025-01-16 00:29:57.507731,2025-01-16 00:29:57.503858,
1aBxdTiebQi,1aBxdTiebQf,INVOICE_BILLING,PENDING,2025-01-16 00:29:59.941124,2025-01-16 00:29:59.918831,
1aBxdbsTnFb,1aBxdbsTnFY,INVOICE_BILLING,PENDING,2025-01-16 00:30:01.701492,2025-01-16 00:30:01.696106,
1aBxdihw70o,1aBxdihw70l,INVOICE_BILLING,PENDING,2025-01-16 00:30:03.191289,2025-01-16 00:30:03.188335,
1aBxdstVbSr,1aBxdstVbSo,INVOICE_BILLING,PENDING,2025-01-16 00:30:05.414684,2025-01-16 00:30:05.412181,
1aBxe44xeGm,1aBxe44g38f,INVOICE_BILLING,PENDING,2025-01-16 00:30:07.857572,2025-01-16 00:30:07.854855,
1aBxeAF4v7Q,1aBxeAF4v7N,INVOICE_BILLING,PENDING,2025-01-16 00:30:09.205322,2025-01-16 00:30:09.202161,
1aBxeHhBsuP,1aBxeHhBsuM,INVOICE_BILLING,PENDING,2025-01-16 00:30:10.833739,2025-01-16 00:30:10.830875,
1aBxeNRerqJ,1aBxeNRerqG,INVOICE_BILLING,PENDING,2025-01-16 00:30:12.087560,2025-01-16 00:30:12.085170,
1aBxeUnoFuI,1aBxeUnoFuF,INVOICE_BILLING,PENDING,2025-01-16 00:30:13.694679,2025-01-16 00:30:13.692140,
1aBxec96qat,1aBxec96qaq,INVOICE_BILLING,PENDING,2025-01-16 00:30:15.301553,2025-01-16 00:30:15.299276,
1aC1W70TEnD,1aC1W70TEnA,INVOICE_BILLING,PENDING,2025-01-16 01:24:18.637213,2025-01-16 01:24:18.634437,
1aC1WABSr5C,1aC1WABSr59,INVOICE_BILLING,PENDING,2025-01-16 01:24:19.329202,2025-01-16 01:24:19.325765,
1aC1WBnfG1D,1aC1WBnfG1A,INVOICE_BILLING,PENDING,2025-01-16 01:24:19.680009,2025-01-16 01:24:19.678000,
1aC1r9yDLMR,1aC1r9yDLMO,INVOICE_BILLING,PENDING,2025-01-16 01:29:03.671414,2025-01-16 01:29:03.667357,
1aC1rDKHJkC,1aC1rDKHJk9,INVOICE_BILLING,PENDING,2025-01-16 01:29:04.400281,2025-01-16 01:29:04.398081,
1aC1rFcCkov,1aC1rFcCkos,INVOICE_BILLING,PENDING,2025-01-16 01:29:04.900259,2025-01-16 01:29:04.897489,
1aC7E9SLjnz,1aC7E9SLjnw,ON_SITE_PAYMENT,PENDING,2025-01-16 02:44:13.123839,2025-01-16 02:44:13.120320,
1aCDSIuLExK,1aCDSIuLExH,ON_SITE_PAYMENT,PENDING,2025-01-16 04:11:22.749102,2025-01-16 04:11:22.725929,
1aCDWrVRDtf,1aCDWrVRDtc,ON_SITE_PAYMENT,PENDING,2025-01-16 04:12:24.213611,2025-01-16 04:12:24.210042,
1aCF0tcUjOz,1aCF0tcUjOw,INVOICE_BILLING,PENDING,2025-01-16 04:33:10.561157,2025-01-16 04:33:10.556582,
1aCFigN5eez,1aCFigN5eew,INVOICE_BILLING,PENDING,2025-01-16 04:43:03.535835,2025-01-16 04:43:03.522774,
1aCIPD4yr22,1aCIPD4yr1z,INVOICE_BILLING,PENDING,2025-01-16 05:20:38.684803,2025-01-16 05:20:38.676066,
1aCItafo88H,1aCItafo88E,INVOICE_BILLING,PENDING,2025-01-16 05:27:30.102428,2025-01-16 05:27:30.095948,
1aCVmo26lFA,1aCVmo26lF7,INVOICE_BILLING,PENDING,2025-01-16 08:27:53.258992,2025-01-16 08:27:53.256367,
1aCWBVf4EQ8,1aCWBVf4EQ5,INVOICE_BILLING,PENDING,2025-01-16 08:33:27.801126,2025-01-16 08:33:27.798887,
1aCWyN6Kd9t,1aCWyN6Kd9q,ON_SITE_PAYMENT,PENDING,2025-01-16 08:44:29.502966,2025-01-16 08:44:29.499907,
1aCXU5cka63,1aCXU5cka60,INVOICE_BILLING,PENDING,2025-01-16 08:51:39.035945,2025-01-16 08:51:39.033483,
1aCXmPwH9cd,1aCXmPwH9ca,INVOICE_BILLING,PENDING,2025-01-16 08:55:47.235784,2025-01-16 08:55:47.230018,
1aCY6lF1vgN,1aCY6lF1vgK,INVOICE_BILLING,PENDING,2025-01-16 09:00:22.734500,2025-01-16 09:00:22.729899,
1aCYz2emZ73,1aCYz2emZ70,INVOICE_BILLING,PENDING,2025-01-16 09:12:37.814454,2025-01-16 09:12:37.811941,
1aCZLbIptVO,1aCZLbIptVL,ON_SITE_PAYMENT,PENDING,2025-01-16 09:17:43.311500,2025-01-16 09:17:43.308967,
1aCZliT3p1p,1aCZliSmDti,ON_SITE_PAYMENT,PENDING,2025-01-16 09:23:36.974976,2025-01-16 09:23:36.971593,
1aCZwYQhUBp,1aCZwYQhUBm,INVOICE_BILLING,PENDING,2025-01-16 09:26:03.747719,2025-01-16 09:26:03.745170,
1aCZwaDyFCP,1aCZwaDyFCM,INVOICE_BILLING,PENDING,2025-01-16 09:26:04.139244,2025-01-16 09:26:04.136394,
1aCaAHCtapD,1aCaAHCtapA,INVOICE_BILLING,PENDING,2025-01-16 09:29:09.575766,2025-01-16 09:29:09.573040,
1aCaAK6ZgBU,1aCaAK6ZgBR,INVOICE_BILLING,PENDING,2025-01-16 09:29:10.207819,2025-01-16 09:29:10.205381,
1aCaNvr6Vlr,1aCaNvr6Vlo,ON_SITE_PAYMENT,PENDING,2025-01-16 09:32:14.503729,2025-01-16 09:32:14.501229,
1aCaNyjMbV0,1aCaNyjMbUx,ON_SITE_PAYMENT,PENDING,2025-01-16 09:32:15.131192,2025-01-16 09:32:15.128948,
1aCbcnQz1Ak,1aCbcnQz1Ah,INVOICE_BILLING,PENDING,2025-01-16 09:49:35.415385,2025-01-16 09:49:35.413249,
1aCbln299o0,1aCbln299nx,ON_SITE_PAYMENT,PENDING,2025-01-16 09:51:37.208263,2025-01-16 09:51:37.205986,
1aD7IIz4rA2,1aD7IIz4r9z,INVOICE_BILLING,PENDING,2025-01-16 17:12:45.709840,2025-01-16 17:12:45.707027,
1aDcUKxnoqu,1aDcUKxnoqr,INVOICE_BILLING,PENDING,2025-01-17 00:29:16.816787,2025-01-17 00:29:16.814349,
1aDcUdjbCMz,1aDcUdjbCMw,INVOICE_BILLING,PENDING,2025-01-17 00:29:20.915657,2025-01-17 00:29:20.913426,
1aDcUlkk7ja,1aDcUlkk7jX,INVOICE_BILLING,PENDING,2025-01-17 00:29:22.670926,2025-01-17 00:29:22.667952,
1aDcUszxqFc,1aDcUszxqFZ,INVOICE_BILLING,PENDING,2025-01-17 00:29:24.258515,2025-01-17 00:29:24.247957,
1aDcV0BAAd5,1aDcV0BAAd2,INVOICE_BILLING,PENDING,2025-01-17 00:29:25.818351,2025-01-17 00:29:25.815173,
1aDcV5qrB0w,1aDcV5qrB0t,INVOICE_BILLING,PENDING,2025-01-17 00:29:27.055910,2025-01-17 00:29:27.053347,
1aDcVEE1Vwx,1aDcVEE1Vwu,INVOICE_BILLING,PENDING,2025-01-17 00:29:28.883304,2025-01-17 00:29:28.881309,
1aDcVK9mLBt,1aDcVK9mLBq,INVOICE_BILLING,PENDING,2025-01-17 00:29:30.181516,2025-01-17 00:29:30.178559,
1aDcVQmLcpy,1aDcVQmLcpv,INVOICE_BILLING,PENDING,2025-01-17 00:29:31.625715,2025-01-17 00:29:31.623669,
1aDcVVd77N8,1aDcVVd77N5,INVOICE_BILLING,PENDING,2025-01-17 00:29:32.685142,2025-01-17 00:29:32.683082,
1aDcVbdvkjN,1aDcVbdvkjK,INVOICE_BILLING,PENDING,2025-01-17 00:29:34.001776,2025-01-17 00:29:33.996856,
1aDcVhZOyov,1aDcVhZOyos,INVOICE_BILLING,PENDING,2025-01-17 00:29:35.293763,2025-01-17 00:29:35.291762,
1aDcVmmQV3u,1aDcVmmQV3r,INVOICE_BILLING,PENDING,2025-01-17 00:29:36.431551,2025-01-17 00:29:36.429472,
1aDcVs27hks,1aDcVs27hkp,INVOICE_BILLING,PENDING,2025-01-17 00:29:37.579648,2025-01-17 00:29:37.576424,
1aDcVwhFf1B,1aDcVwhFf18,INVOICE_BILLING,PENDING,2025-01-17 00:29:38.598011,2025-01-17 00:29:38.596102,
1aDcW45xRF6,1aDcW45xRF3,INVOICE_BILLING,PENDING,2025-01-17 00:29:40.213375,2025-01-17 00:29:40.211494,
1aDcW8pZyEJ,1aDcW8pZyEG,INVOICE_BILLING,PENDING,2025-01-17 00:29:41.251967,2025-01-17 00:29:41.247818,
1aDcWEAGezO,1aDcWEAGezL,INVOICE_BILLING,PENDING,2025-01-17 00:29:42.412520,2025-01-17 00:29:42.410238,
1aDcWItUINr,1aDcWItUINo,INVOICE_BILLING,PENDING,2025-01-17 00:29:43.445498,2025-01-17 00:29:43.443213,
1aDcWOtmhdf,1aDcWOtmhdc,INVOICE_BILLING,PENDING,2025-01-17 00:29:44.756946,2025-01-17 00:29:44.754991,
1aDcWTvrBDu,1aDcWTvrBDr,INVOICE_BILLING,PENDING,2025-01-17 00:29:45.856209,2025-01-17 00:29:45.854349,
1aDcWZuZI47,1aDcWZuZI44,INVOICE_BILLING,PENDING,2025-01-17 00:29:47.164859,2025-01-17 00:29:47.162617,
1aDcWfVR72y,1aDcWfVR72v,INVOICE_BILLING,PENDING,2025-01-17 00:29:48.384228,2025-01-17 00:29:48.382290,
1aDcWjoXeTh,1aDcWjoXeTe,INVOICE_BILLING,PENDING,2025-01-17 00:29:49.325822,2025-01-17 00:29:49.323789,
