id,order_item_id,promotion_id,create_time,update_time,discount_price
1VW1rws21EX,0105420708626-0101,1SUGW59ZHC0,2024-07-25 08:03:36.400355,2024-07-25 08:03:36.400355,
1VW1rzPVrLp,0105420708627-0101,1SUGW59ZHC0,2024-07-25 08:03:36.955335,2024-07-25 08:03:36.955335,
1VW1s26Pzqt,0105420708628-0101,1SUGW59ZHC0,2024-07-25 08:03:37.547837,2024-07-25 08:03:37.547837,
1VW1s5VwgpJ,0105420708629-0101,1SUGW59ZHC0,2024-07-25 08:03:38.288771,2024-07-25 08:03:38.288771,
1VW1s99tONd,0105420708630-0101,1SUGW59ZHC0,2024-07-25 08:03:39.084641,2024-07-25 08:03:39.084641,
1VW1sCQqZKf,0105420708631-0101,1SUGW59ZHC0,2024-07-25 08:03:39.799319,2024-07-25 08:03:39.799319,
1VW1sF9xyqV,0105420708632-0101,1SUGW59ZHC0,2024-07-25 08:03:40.396666,2024-07-25 08:03:40.396666,
1VW1uCRE6Uf,0105420708633-0101,1SUGW59ZHC0,2024-07-25 08:04:06.886019,2024-07-25 08:04:06.886019,
1VW1uI7UIvr,0105420708634-0101,1SUGW59ZHC0,2024-07-25 08:04:08.128416,2024-07-25 08:04:08.128416,
1VW1uMGesnR,0105420708635-0101,1SUGW59ZHC0,2024-07-25 08:04:09.032530,2024-07-25 08:04:09.032530,
1VW1uQIVPPO,0105420708636-0101,1SUGW59ZHC0,2024-07-25 08:04:09.912509,2024-07-25 08:04:09.912509,
1VW1uT2FXCw,0105420708637-0101,1SUGW59ZHC0,2024-07-25 08:04:10.510045,2024-07-25 08:04:10.510045,
1VW1uWqdsPz,0105420708638-0101,1SUGW59ZHC0,2024-07-25 08:04:11.343552,2024-07-25 08:04:11.343552,
1VW1uZZsK66,0105420708639-0101,1SUGW59ZHC0,2024-07-25 08:04:11.938924,2024-07-25 08:04:11.938924,
1VW1ucwn5qY,0105420708640-0101,1SUGW59ZHC0,2024-07-25 08:04:12.675563,2024-07-25 08:04:12.675563,
1VW1ufzDE4D,0105420708641-0101,1SUGW59ZHC0,2024-07-25 08:04:13.339691,2024-07-25 08:04:13.339691,
1VW1uk89iwk,0105420708642-0101,1SUGW59ZHC0,2024-07-25 08:04:14.243884,2024-07-25 08:04:14.243884,
1VW1unFP2Np,0105420708643-0101,1SUGW59ZHC0,2024-07-25 08:04:14.925462,2024-07-25 08:04:14.925462,
1VW2K4QlMvc,0105420708644-0101,1SUGW59ZHC0,2024-07-25 08:09:57.235041,2024-07-25 08:09:57.235041,
1VcFzuBOdPk,0105421100004-0101,1SUGW59ZHC0,2024-07-29 02:06:56.841747,2024-07-29 02:06:56.841747,
1VcG00kj15N,0105421100005-0101,1SUGW59ZHC0,2024-07-29 02:06:58.271441,2024-07-29 02:06:58.271441,
1VcG05Ibngv,0105421100006-0101,1SUGW59ZHC0,2024-07-29 02:06:59.269125,2024-07-29 02:06:59.269125,
1VcG09Dqvjw,0105421100007-0101,1SUGW59ZHC0,2024-07-29 02:07:00.119094,2024-07-29 02:07:00.119094,
1VcG0EklTJ2,0105421100008-0101,1SUGW59ZHC0,2024-07-29 02:07:01.327145,2024-07-29 02:07:01.327145,
1VcG0ILsBYd,0105421100009-0101,1SUGW59ZHC0,2024-07-29 02:07:02.112951,2024-07-29 02:07:02.112951,
1VcG0LAQO7d,0105421100010-0101,1SUGW59ZHC0,2024-07-29 02:07:02.728915,2024-07-29 02:07:02.728915,
1VcG0Nmo2y6,0105421100011-0101,1SUGW59ZHC0,2024-07-29 02:07:03.300483,2024-07-29 02:07:03.300483,
1VcG0RIEmcP,0105421100012-0101,1SUGW59ZHC0,2024-07-29 02:07:04.066608,2024-07-29 02:07:04.066608,
1VcG0UXTHP4,0105421100013-0101,1SUGW59ZHC0,2024-07-29 02:07:04.775981,2024-07-29 02:07:04.775981,
1VcG0Y1V7q8,0105421100014-0101,1SUGW59ZHC0,2024-07-29 02:07:05.536222,2024-07-29 02:07:05.536222,
1VcG0a6LuSf,0105421100015-0101,1SUGW59ZHC0,2024-07-29 02:07:05.990314,2024-07-29 02:07:05.990314,
1VcG3Zt68AV,0105421100016-0101,1SUGW59ZHC0,2024-07-29 02:07:46.571873,2024-07-29 02:07:46.571873,
1VcG9TCISn7,0105421100017-0101,1SUGW59ZHC0,2024-07-29 02:09:06.363510,2024-07-29 02:09:06.363510,
1VcGDIvdUG8,0105421100018-0101,1SUGW59ZHC0,2024-07-29 02:09:58.291933,2024-07-29 02:09:58.291933,
1VcGJ7pAGtm,0105421100019-0101,1SUGW59ZHC0,2024-07-29 02:11:17.118786,2024-07-29 02:11:17.118786,
1VcGRrLq4Pk,0105421100020-0101,1SUGW59ZHC0,2024-07-29 02:13:15.398120,2024-07-29 02:13:15.398120,
1VcGSmpLQ9N,0105421100021-0101,1SUGW59ZHC0,2024-07-29 02:13:27.952483,2024-07-29 02:13:27.952483,
1VcGTiAIZVk,0105421100022-0101,1SUGW59ZHC0,2024-07-29 02:13:40.476642,2024-07-29 02:13:40.476642,
1VcGUZgozD9,0105421100023-0101,1SUGW59ZHC0,2024-07-29 02:13:52.167499,2024-07-29 02:13:52.167499,
1VcGVWjPAJS,0105421100024-0101,1SUGW59ZHC0,2024-07-29 02:14:05.062832,2024-07-29 02:14:05.062832,
1VcGWXuGsWZ,0105421100025-0101,1SUGW59ZHC0,2024-07-29 02:14:18.862954,2024-07-29 02:14:18.862954,
1VcGXOxYbpK,0105421100026-0101,1SUGW59ZHC0,2024-07-29 02:14:30.450408,2024-07-29 02:14:30.450408,
1VcGYFV3GYh,0105421100027-0101,1SUGW59ZHC0,2024-07-29 02:14:41.925655,2024-07-29 02:14:41.925655,
1VcGZ8m1Zla,0105421100028-0101,1SUGW59ZHC0,2024-07-29 02:14:53.999257,2024-07-29 02:14:53.999257,
1VcGZzKLu3O,0105421100029-0101,1SUGW59ZHC0,2024-07-29 02:15:05.478386,2024-07-29 02:15:05.478386,
1VcGasZL1MD,0105421100030-0101,1SUGW59ZHC0,2024-07-29 02:15:17.544078,2024-07-29 02:15:17.544078,
1VcGdYKEBq9,0105421100031-0101,1SUGW59ZHC0,2024-07-29 02:15:53.749243,2024-07-29 02:15:53.749243,
1VcLt6mholL,0105421100039-0101,1SUGW59ZHC0,2024-07-29 03:29:22.502281,2024-07-29 03:29:22.502281,
1VcLzvRi5yT,0105421100040-0101,1SUGW59ZHC0,2024-07-29 03:30:54.820825,2024-07-29 03:30:54.820825,
1VcM0wBe9ht,0105421100041-0101,1SUGW59ZHC0,2024-07-29 03:31:08.540075,2024-07-29 03:31:08.540075,
1VcM1tTEppY,0105421100042-0101,1SUGW59ZHC0,2024-07-29 03:31:21.473812,2024-07-29 03:31:21.473812,
1VcM2prVxzM,0105421100043-0101,1SUGW59ZHC0,2024-07-29 03:31:34.227012,2024-07-29 03:31:34.227012,
1VcM3lNqCFI,0105421100044-0101,1SUGW59ZHC0,2024-07-29 03:31:46.792728,2024-07-29 03:31:46.792728,
1VcM4bturKK,0105421100045-0101,1SUGW59ZHC0,2024-07-29 03:31:58.262026,2024-07-29 03:31:58.262026,
1VcM5VhmOZD,0105421100046-0101,1SUGW59ZHC0,2024-07-29 03:32:10.452076,2024-07-29 03:32:10.452076,
1VcM6OH2T9G,0105421100047-0101,1SUGW59ZHC0,2024-07-29 03:32:22.370271,2024-07-29 03:32:22.370271,
1VcM7MXOQJc,0105421100048-0101,1SUGW59ZHC0,2024-07-29 03:32:35.533625,2024-07-29 03:32:35.533625,
1VcM8FTLI56,0105421100049-0101,1SUGW59ZHC0,2024-07-29 03:32:47.532085,2024-07-29 03:32:47.532085,
1VcM9BvI5jk,0105421100050-0101,1SUGW59ZHC0,2024-07-29 03:33:00.298755,2024-07-29 03:33:00.298755,
1Vcf7icaOWr,0105421100060-0101,1SUGW59ZHC0,2024-07-29 07:58:33.162457,2024-07-29 07:58:33.162457,
1Vcf7tbq25v,0105421100061-0101,1SUGW59ZHC0,2024-07-29 07:58:35.635167,2024-07-29 07:58:35.635167,
1Vcf80hEk4h,0105421100062-0101,1SUGW59ZHC0,2024-07-29 07:58:37.054728,2024-07-29 07:58:37.054728,
1Vcf84qPJw7,0105421100063-0101,1SUGW59ZHC0,2024-07-29 07:58:37.961441,2024-07-29 07:58:37.961441,
1Vcf87rkvA7,0105421100064-0101,1SUGW59ZHC0,2024-07-29 07:58:38.621680,2024-07-29 07:58:38.621680,
1Vcf8Az3PNl,0105421100065-0101,1SUGW59ZHC0,2024-07-29 07:58:39.302141,2024-07-29 07:58:39.302141,
1Vcf8ErlFhR,0105421100066-0101,1SUGW59ZHC0,2024-07-29 07:58:40.149307,2024-07-29 07:58:40.149307,
1Vcf8J24E57,0105421100067-0101,1SUGW59ZHC0,2024-07-29 07:58:41.060168,2024-07-29 07:58:41.060168,
1Vcf8LjpVJ3,0105421100068-0101,1SUGW59ZHC0,2024-07-29 07:58:41.650918,2024-07-29 07:58:41.650918,
1Vcf8OOSqlR,0105421100069-0101,1SUGW59ZHC0,2024-07-29 07:58:42.230854,2024-07-29 07:58:42.230854,
1Vcf8R2F3TB,0105421100070-0101,1SUGW59ZHC0,2024-07-29 07:58:42.807625,2024-07-29 07:58:42.807625,
1Vcf8TzcGrT,0105421100071-0101,1SUGW59ZHC0,2024-07-29 07:58:43.453804,2024-07-29 07:58:43.453804,
1Vcf9p9EF1n,0105421100072-0101,1SUGW59ZHC0,2024-07-29 07:59:01.616814,2024-07-29 07:59:01.616814,
1Vcf9udI2DX,0105421100073-0101,1SUGW59ZHC0,2024-07-29 07:59:02.814857,2024-07-29 07:59:02.814857,
1Vcf9yViHP9,0105421100074-0101,1SUGW59ZHC0,2024-07-29 07:59:03.663108,2024-07-29 07:59:03.663108,
1VcfA1yIgNx,0105421100075-0101,1SUGW59ZHC0,2024-07-29 07:59:04.417930,2024-07-29 07:59:04.417930,
1VcfA4Ok5LH,0105421100076-0101,1SUGW59ZHC0,2024-07-29 07:59:04.947477,2024-07-29 07:59:04.947477,
1VcfA7PEt9T,0105421100077-0101,1SUGW59ZHC0,2024-07-29 07:59:05.612314,2024-07-29 07:59:05.612314,
1VcfABQAktX,0105421100078-0101,1SUGW59ZHC0,2024-07-29 07:59:06.481592,2024-07-29 07:59:06.481592,
1VcfAF6gBwx,0105421100079-0101,1SUGW59ZHC0,2024-07-29 07:59:07.292185,2024-07-29 07:59:07.292185,
1VcfAIDz1Xr,0105421100080-0101,1SUGW59ZHC0,2024-07-29 07:59:07.970703,2024-07-29 07:59:07.970703,
1VcfAMOqqph,0105421100081-0101,1SUGW59ZHC0,2024-07-29 07:59:08.879736,2024-07-29 07:59:08.879736,
1VcfAQDaJKd,0105421100082-0101,1SUGW59ZHC0,2024-07-29 07:59:09.713980,2024-07-29 07:59:09.713980,
1VcfASPq76R,0105421100083-0101,1SUGW59ZHC0,2024-07-29 07:59:10.194150,2024-07-29 07:59:10.194150,
1VcfG3xwx0V,0105421100084-0101,1SUGW59ZHC0,2024-07-29 08:00:26.106672,2024-07-29 08:00:26.106672,
1VcfGBvrKfR,0105421100085-0101,1SUGW59ZHC0,2024-07-29 08:00:27.846996,2024-07-29 08:00:27.846996,
1VcfGIqC1xq,0105421100086-0101,1SUGW59ZHC0,2024-07-29 08:00:29.356186,2024-07-29 08:00:29.356186,
1VcfGNNCukl,0105421100087-0101,1SUGW59ZHC0,2024-07-29 08:00:30.345608,2024-07-29 08:00:30.345608,
1VcfGQq4uri,0105421100088-0101,1SUGW59ZHC0,2024-07-29 08:00:31.102642,2024-07-29 08:00:31.102642,
1VcfGUqjWp7,0105421100089-0101,1SUGW59ZHC0,2024-07-29 08:00:31.978022,2024-07-29 08:00:31.978022,
1VcfGZZ6MoS,0105421100090-0101,1SUGW59ZHC0,2024-07-29 08:00:33.008315,2024-07-29 08:00:33.008315,
1VcfGd8EEUM,0105421100091-0101,1SUGW59ZHC0,2024-07-29 08:00:33.787318,2024-07-29 08:00:33.787318,
1VcfGibzjqp,0105421100092-0101,1SUGW59ZHC0,2024-07-29 08:00:34.984772,2024-07-29 08:00:34.984772,
1VcfGnE7Oyk,0105421100093-0101,1SUGW59ZHC0,2024-07-29 08:00:35.992544,2024-07-29 08:00:35.992544,
1VcfGr2Zbfj,0105421100094-0101,1SUGW59ZHC0,2024-07-29 08:00:36.825154,2024-07-29 08:00:36.825154,
1VcfGwLpxED,0105421100095-0101,1SUGW59ZHC0,2024-07-29 08:00:37.985771,2024-07-29 08:00:37.985771,
1VcfJ61CyBO,0105421100096-0101,1SUGW59ZHC0,2024-07-29 08:01:07.182348,2024-07-29 08:01:07.182348,
1VcfJBjjcJI,0105421100097-0101,1SUGW59ZHC0,2024-07-29 08:01:08.431082,2024-07-29 08:01:08.431082,
1VcfJFOX7Fy,0105421100098-0101,1SUGW59ZHC0,2024-07-29 08:01:09.229622,2024-07-29 08:01:09.229622,
1VcfJJd6PuK,0105421100099-0101,1SUGW59ZHC0,2024-07-29 08:01:10.154535,2024-07-29 08:01:10.154535,
1VcfJMgzibw,0105421100100-0101,1SUGW59ZHC0,2024-07-29 08:01:10.822933,2024-07-29 08:01:10.822933,
1VcfJQqAdn4,0105421100101-0101,1SUGW59ZHC0,2024-07-29 08:01:11.729131,2024-07-29 08:01:11.729131,
1VcfJTmgiRg,0105421100102-0101,1SUGW59ZHC0,2024-07-29 08:01:12.373100,2024-07-29 08:01:12.373100,
1VcfJXHpqyA,0105421100103-0101,1SUGW59ZHC0,2024-07-29 08:01:13.137452,2024-07-29 08:01:13.137452,
1VcfJaMILte,0105421100104-0101,1SUGW59ZHC0,2024-07-29 08:01:13.808950,2024-07-29 08:01:13.808950,
1VcfJeTCU4W,0105421100105-0101,1SUGW59ZHC0,2024-07-29 08:01:14.706673,2024-07-29 08:01:14.706673,
1VcfJgvuKhQ,0105421100106-0101,1SUGW59ZHC0,2024-07-29 08:01:15.244591,2024-07-29 08:01:15.244591,
1VcfJkPdTZa,0105421100107-0101,1SUGW59ZHC0,2024-07-29 08:01:16.004464,2024-07-29 08:01:16.004464,
1VcfKVMYFp0,0105421100108-0101,1SUGW59ZHC0,2024-07-29 08:01:26.259644,2024-07-29 08:01:26.259644,
1VcfKbWbzZA,0105421100109-0101,1SUGW59ZHC0,2024-07-29 08:01:27.605444,2024-07-29 08:01:27.605444,
1VcfKfhUVXo,0105421100110-0101,1SUGW59ZHC0,2024-07-29 08:01:28.517290,2024-07-29 08:01:28.517290,
1VcfKjCde4I,0105421100111-0101,1SUGW59ZHC0,2024-07-29 08:01:29.282624,2024-07-29 08:01:29.282624,
1VcfKmdo3Ow,0105421100112-0101,1SUGW59ZHC0,2024-07-29 08:01:30.033163,2024-07-29 08:01:30.033163,
1VcfKqDDWEC,0105421100113-0101,1SUGW59ZHC0,2024-07-29 08:01:30.813626,2024-07-29 08:01:30.813626,
1VcfKu6UYoA,0105421100114-0101,1SUGW59ZHC0,2024-07-29 08:01:31.662968,2024-07-29 08:01:31.662968,
1VcfKwsVTeO,0105421100115-0101,1SUGW59ZHC0,2024-07-29 08:01:32.268967,2024-07-29 08:01:32.268967,
1VcfKzLDKF2,0105421100116-0101,1SUGW59ZHC0,2024-07-29 08:01:32.807394,2024-07-29 08:01:32.807394,
1VcfL1tKF6A,0105421100117-0101,1SUGW59ZHC0,2024-07-29 08:01:33.364618,2024-07-29 08:01:33.364618,
1VcfL4pYNDW,0105421100118-0101,1SUGW59ZHC0,2024-07-29 08:01:34.005977,2024-07-29 08:01:34.005977,
1VcfL8Gj7v6,0105421100119-0101,1SUGW59ZHC0,2024-07-29 08:01:34.757405,2024-07-29 08:01:34.757405,
1VeLQiscYkc,0105421200029-0101,1SUGW59ZHC0,2024-07-30 08:18:10.824792,2024-07-30 08:18:10.824792,
1VeLQx64vci,0105421200030-0101,1SUGW59ZHC0,2024-07-30 08:18:13.915458,2024-07-30 08:18:13.915458,
1VeLR4H9xaq,0105421200031-0101,1SUGW59ZHC0,2024-07-30 08:18:15.447484,2024-07-30 08:18:15.447484,
1VeLR9x2gtY,0105421200032-0101,1SUGW59ZHC0,2024-07-30 08:18:16.687059,2024-07-30 08:18:16.687059,
1VeLREf7vl4,0105421200033-0101,1SUGW59ZHC0,2024-07-30 08:18:17.715635,2024-07-30 08:18:17.715635,
1VeLRJHFatE,0105421200034-0101,1SUGW59ZHC0,2024-07-30 08:18:18.723912,2024-07-30 08:18:18.723912,
1VeLRNIqsBw,0105421200035-0101,1SUGW59ZHC0,2024-07-30 08:18:19.603846,2024-07-30 08:18:19.603846,
1VeLRT932BE,0105421200036-0101,1SUGW59ZHC0,2024-07-30 08:18:20.878666,2024-07-30 08:18:20.878666,
1VeLRWnT41C,0105421200037-0101,1SUGW59ZHC0,2024-07-30 08:18:21.679988,2024-07-30 08:18:21.679988,
1VeLRZyq9OW,0105421200038-0101,1SUGW59ZHC0,2024-07-30 08:18:22.371561,2024-07-30 08:18:22.371561,
1VeLReTlyIk,0105421200039-0101,1SUGW59ZHC0,2024-07-30 08:18:23.355024,2024-07-30 08:18:23.355024,
1VeLRhC66S8,0105421200040-0101,1SUGW59ZHC0,2024-07-30 08:18:23.947819,2024-07-30 08:18:23.947819,
1VeLTYIXDZA,0105421200041-0101,1SUGW59ZHC0,2024-07-30 08:18:49.088604,2024-07-30 08:18:49.088604,
1VeLTf7l8WK,0105421200042-0101,1SUGW59ZHC0,2024-07-30 08:18:50.579250,2024-07-30 08:18:50.579250,
1VeLTihLzL9,0105421200043-0101,1SUGW59ZHC0,2024-07-30 08:18:51.360550,2024-07-30 08:18:51.360550,
1VeLTmvLkPp,0105421200044-0101,1SUGW59ZHC0,2024-07-30 08:18:52.283724,2024-07-30 08:18:52.283724,
1VeLTq322tE,0105421200045-0101,1SUGW59ZHC0,2024-07-30 08:18:52.965546,2024-07-30 08:18:52.965546,
1VeLTt0J3An,0105421200046-0101,1SUGW59ZHC0,2024-07-30 08:18:53.613936,2024-07-30 08:18:53.613936,
1VeLTwY6Rbo,0105421200047-0101,1SUGW59ZHC0,2024-07-30 08:18:54.385277,2024-07-30 08:18:54.385277,
1VeLTzX52g5,0105421200048-0101,1SUGW59ZHC0,2024-07-30 08:18:55.037877,2024-07-30 08:18:55.037877,
1WFyEvgEqKL,0105423500057-0101,1SUGW59ZHC0,2024-08-22 00:22:40.674270,2024-08-22 00:22:40.674270,
1WFyF4YLSQs,0105423500058-0101,1SUGW59ZHC0,2024-08-22 00:22:42.612454,2024-08-22 00:22:42.612454,
1WFyFDJM6Hn,0105423500059-0101,1SUGW59ZHC0,2024-08-22 00:22:44.525525,2024-08-22 00:22:44.525525,
1WFyFMfGb36,0105423500060-0101,1SUGW59ZHC0,2024-08-22 00:22:46.567899,2024-08-22 00:22:46.567899,
1WFyFmpU9R2,0105423500063-0101,1SUGW59ZHC0,2024-08-22 00:22:52.283557,2024-08-22 00:22:52.283557,
1WMboE4nXcn,0105423900006-0101,1SUGW59ZHC0,2024-08-26 00:22:01.813286,2024-08-26 00:22:01.813286,
1WMboL9Lnbh,0105423900008-0101,1SUGW59ZHC0,2024-08-26 00:22:03.357346,2024-08-26 00:22:03.357346,
1WMboWAIga9,0105423900011-0101,1SUGW59ZHC0,2024-08-26 00:22:05.764091,2024-08-26 00:22:05.764091,
1WOGnfjVxGU,0105424000071-0101,1SUGW59ZHC0,2024-08-27 00:23:15.001217,2024-08-27 00:23:15.001217,
1WOatzcWz5C,0105424000102-0101,1SUGW59ZHC0,2024-08-27 05:04:32.965100,2024-08-27 05:04:32.965100,
1WPvgMGMrOn,0105424100060-0101,1SUGW59ZHC0,2024-08-28 00:22:56.643898,2024-08-28 00:22:56.643898,
1WTFRE7GV8V,0105424300007-0101,1SUGW59ZHC0,2024-08-30 00:22:13.110187,2024-08-30 00:22:13.110187,
1WTFRNtrI7d,0105424300009-0101,1SUGW59ZHC0,2024-08-30 00:22:15.248181,2024-08-30 00:22:15.248181,
1WTFRchYRfT,0105424300012-0101,1SUGW59ZHC0,2024-08-30 00:22:18.480982,2024-08-30 00:22:18.480982,
1WYEGwCwrBD,0105424600034-0101,1SUGW59ZHC0,2024-09-02 00:23:55.847469,2024-09-02 00:23:55.847469,
1WYEH0lwvtE,0105424600035-0101,1SUGW59ZHC0,2024-09-02 00:23:56.844853,2024-09-02 00:23:56.844853,
1WYEHEvcd2v,0105424600039-0101,1SUGW59ZHC0,2024-09-02 00:23:59.938353,2024-09-02 00:23:59.938353,
1WYEHISTMMM,0105424600040-0101,1SUGW59ZHC0,2024-09-02 00:24:00.707583,2024-09-02 00:24:00.707583,
1WbXzfYxKOz,0105424800011-0101,1SUGW59ZHC0,2024-09-04 00:22:43.374054,2024-09-04 00:22:43.374054,
1WdCuUfNRpb,0105424900034-0101,1SUGW59ZHC0,2024-09-05 00:22:53.972677,2024-09-05 00:22:53.972677,
1WdCuXsvSIW,0105424900035-0101,1SUGW59ZHC0,2024-09-05 00:22:54.675454,2024-09-05 00:22:54.675454,
1WdCubSKZmP,0105424900036-0101,1SUGW59ZHC0,2024-09-05 00:22:55.455766,2024-09-05 00:22:55.455766,
1WdCuhefRvK,0105424900038-0101,1SUGW59ZHC0,2024-09-05 00:22:56.809425,2024-09-05 00:22:56.809425,
1WerqwSfg6Z,0105425000060-0101,1SUGW59ZHC0,2024-09-06 00:23:26.564500,2024-09-06 00:23:26.564500,
1WjqiXWGz5x,0105425300071-0101,1SUGW59ZHC0,2024-09-09 00:25:34.849206,2024-09-09 00:25:34.849206,
1WnAHZyIVFo,0105425500002-0101,1SUGW59ZHC0,2024-09-11 00:22:11.239840,2024-09-11 00:22:11.239840,4.00
1WnAHnlpVJp,0105425500003-0101,1SUGW59ZHC0,2024-09-11 00:22:14.140495,2024-09-11 00:22:14.140495,4.00
1WnAHwUqxGM,0105425500004-0101,1SUGW59ZHC0,2024-09-11 00:22:16.046473,2024-09-11 00:22:16.046473,4.00
1WnAIBePDpT,0105425500006-0101,1SUGW59ZHC0,2024-09-11 00:22:19.355212,2024-09-11 00:22:19.355212,4.00
1WnAIXGl63g,0105425500009-0101,1SUGW59ZHC0,2024-09-11 00:22:24.077649,2024-09-11 00:22:24.077649,4.00
1WnAIlCWStZ,0105425500011-0101,1SUGW59ZHC0,2024-09-11 00:22:27.120486,2024-09-11 00:22:27.120486,4.00
1WnAIxooxW2,0105425500013-0101,1SUGW59ZHC0,2024-09-11 00:22:29.875946,2024-09-11 00:22:29.875946,4.00
1WopGF8n73M,0105425600018-0101,1SUGW59ZHC0,2024-09-12 00:23:13.722173,2024-09-12 00:23:13.722173,4.00
1WopGJUARWL,0105425600019-0101,1SUGW59ZHC0,2024-09-12 00:23:14.672025,2024-09-12 00:23:14.672025,4.00
1WopGWzFW8k,0105425600022-0101,1SUGW59ZHC0,2024-09-12 00:23:17.621139,2024-09-12 00:23:17.621139,4.00
1WopGbPS1op,0105425600023-0101,1SUGW59ZHC0,2024-09-12 00:23:18.585925,2024-09-12 00:23:18.585925,4.00
1WopGkJGEiC,0105425600025-0101,1SUGW59ZHC0,2024-09-12 00:23:20.531600,2024-09-12 00:23:20.531600,4.00
1WopGnjIau9,0105425600026-0101,1SUGW59ZHC0,2024-09-12 00:23:21.277131,2024-09-12 00:23:21.277131,4.00
1WqUAnVdbvs,0105425700031-0101,1SUGW59ZHC0,2024-09-13 00:23:20.666571,2024-09-13 00:23:20.666571,4.00
1WqUBus0XAx,0105425700042-0101,1SUGW59ZHC0,2024-09-13 00:23:35.816651,2024-09-13 00:23:35.816651,3.20
1WqUBzwW5Jw,0105425700043-0101,1SUGW59ZHC0,2024-09-13 00:23:36.924631,2024-09-13 00:23:36.924631,4.50
1WqUCB20Yc5,0105425700045-0101,1SUGW59ZHC0,2024-09-13 00:23:39.346595,2024-09-13 00:23:39.346595,7.20
1WqUCG1gvXy,0105425700046-0101,1SUGW59ZHC0,2024-09-13 00:23:40.436866,2024-09-13 00:23:40.436866,2.40
1WqUCjFWVzz,0105425700050-0101,1SUGW59ZHC0,2024-09-13 00:23:46.820855,2024-09-13 00:23:46.820855,7.20
1WqUCuZm7wC,0105425700051-0101,1SUGW59ZHC0,2024-09-13 00:23:49.294710,2024-09-13 00:23:49.294710,3.60
1WqUDU3dOGH,0105425700054-0101,1SUGW59ZHC0,2024-09-13 00:23:57.043739,2024-09-13 00:23:57.043739,6.00
1WqUDsRQzAg,0105425700056-0101,1SUGW59ZHC0,2024-09-13 00:24:02.370736,2024-09-13 00:24:02.370736,3.20
1WvT4Vb94NW,0105426000052-0101,1SUGW59ZHC0,2024-09-16 00:25:57.571048,2024-09-16 00:25:57.571048,7.20
1Wx7cjYUFnL,0105426100051-0101,1SUGW59ZHC0,2024-09-17 00:21:02.127622,2024-09-17 00:21:02.127622,4.00
1Wx7ddzFwID,0105426100056-0101,1SUGW59ZHC0,2024-09-17 00:21:14.453224,2024-09-17 00:21:14.453224,7.20
1Wx7evDtd1v,0105426100063-0101,1SUGW59ZHC0,2024-09-17 00:21:31.760496,2024-09-17 00:21:31.760496,3.60
1WymjlltDDQ,0105426200043-0101,1SUGW59ZHC0,2024-09-18 00:23:58.097982,2024-09-18 00:23:58.097982,2.40
1Wymk1Tmvh3,0105426200046-0101,1SUGW59ZHC0,2024-09-18 00:24:01.528409,2024-09-18 00:24:01.528409,4.50
1Wymk67tmkI,0105426200047-0101,1SUGW59ZHC0,2024-09-18 00:24:02.543542,2024-09-18 00:24:02.543542,7.20
1WymkQnmIRY,0105426200050-0101,1SUGW59ZHC0,2024-09-18 00:24:07.059638,2024-09-18 00:24:07.059638,2.40
1Wymlcl8U55,0105426200057-0101,1SUGW59ZHC0,2024-09-18 00:24:23.213223,2024-09-18 00:24:23.213223,3.20
1WymlmkVDvc,0105426200058-0101,1SUGW59ZHC0,2024-09-18 00:24:25.395556,2024-09-18 00:24:25.395556,4.00
1WymlxbnkbV,0105426200059-0101,1SUGW59ZHC0,2024-09-18 00:24:27.767123,2024-09-18 00:24:27.767123,2.40
1X0RdbYTAvv,0105426300045-0101,1SUGW59ZHC0,2024-09-19 00:23:55.302551,2024-09-19 00:23:55.302551,7.20
1X0Rdslkw9A,0105426300048-0101,1SUGW59ZHC0,2024-09-19 00:23:59.062884,2024-09-19 00:23:59.062884,3.20
1X0RdxxMSfa,0105426300049-0101,1SUGW59ZHC0,2024-09-19 00:24:00.196080,2024-09-19 00:24:00.196080,7.20
1X0Re8mfmMx,0105426300050-0101,1SUGW59ZHC0,2024-09-19 00:24:02.560762,2024-09-19 00:24:02.560762,4.00
1X0ReJsRqYr,0105426300051-0101,1SUGW59ZHC0,2024-09-19 00:24:04.983588,2024-09-19 00:24:04.983588,4.80
1X26XPY9Liq,0105426400037-0101,1SUGW59ZHC0,2024-09-20 00:23:52.115918,2024-09-20 00:23:52.115918,4.00
1X26XgvN3Zj,0105426400040-0101,1SUGW59ZHC0,2024-09-20 00:23:55.910870,2024-09-20 00:23:55.910870,2.40
1X75IRpmZfb,0105426700015-0101,1SUGW59ZHC0,2024-09-23 00:24:31.552957,2024-09-23 00:24:31.552957,2.40
1X75IfPgpbc,0105426700017-0101,1SUGW59ZHC0,2024-09-23 00:24:34.518247,2024-09-23 00:24:34.518247,7.20
1X75Il2GFMP,0105426700018-0101,1SUGW59ZHC0,2024-09-23 00:24:35.747251,2024-09-23 00:24:35.747251,4.00
1X75Irg8DEg,0105426700019-0101,1SUGW59ZHC0,2024-09-23 00:24:37.197479,2024-09-23 00:24:37.197479,3.20
1X75J9ldMIF,0105426700022-0101,1SUGW59ZHC0,2024-09-23 00:24:41.148030,2024-09-23 00:24:41.148030,7.20
1X75K0gyJZI,0105426700032-0101,1SUGW59ZHC0,2024-09-23 00:24:52.708732,2024-09-23 00:24:52.708732,2.40
