id,title,rate,price,payment_id,service_payment_id,contract_payment_information_id,order_item_id
1Z4k9fWhFJ2,Houston City Tax,0.0100,13.50,,,,0105434000004-0502
1Z4k9fWhFJ3,Houston Mta Transit,0.0100,13.50,,,,0105434000004-0502
1Z4k9fWhFJ4,Texas State Tax,0.0625,84.38,,,,0105434000004-0602
1Z4k9fWhFJ5,Houston City Tax,0.0100,13.50,,,,0105434000004-0602
1Z4k9fWhFJ6,Houston Mta Transit,0.0100,13.50,,,,0105434000004-0602
1Z4nqlBifYA,Texas State Tax,0.0625,95.00,1Z4nqlBifY9,,,
1Z4nqlBifYB,Houston City Tax,0.0100,15.20,1Z4nqlBifY9,,,
1Z4nqlBifYC,Houston Mta Transit,0.0100,15.20,1Z4nqlBifY9,,,
1Z4nqlqauHZ,Texas State Tax,0.0625,95.00,,,,0105434000055-0102
1Z4nqlqauHa,Houston City Tax,0.0100,15.20,,,,0105434000055-0102
1Z4nqlqauHb,Houston Mta Transit,0.0100,15.20,,,,0105434000055-0102
1Z6QRIpIqWd,Texas State Tax,0.0625,95.00,1Z6QRIpIqWc,,,
1Z6QRIpIqWe,Houston City Tax,0.0100,15.20,1Z6QRIpIqWc,,,
1Z6QRIpIqWf,Houston Mta Transit,0.0100,15.20,1Z6QRIpIqWc,,,
1Z6QRIs8ppO,Texas State Tax,0.0625,95.00,,,,0105434100041-0102
1Z6QRIs8ppP,Houston City Tax,0.0100,15.20,,,,0105434100041-0102
1Z6QRIs8ppQ,Houston Mta Transit,0.0100,15.20,,,,0105434100041-0102
1Z6U8yqj4lw,Texas State Tax,0.0625,285.00,1Z6U8yqj4lv,,,
1Z6U8yqj4lx,Houston City Tax,0.0100,45.60,1Z6U8yqj4lv,,,
1Z6U8yqj4ly,Houston Mta Transit,0.0100,45.60,1Z6U8yqj4lv,,,
1Z6U8zZI6CB,Texas State Tax,0.0625,95.00,,,,0105434100044-0102
1Z6U8zZI6CC,Houston City Tax,0.0100,15.20,,,,0105434100044-0102
1Z6U8zZI6CD,Houston Mta Transit,0.0100,15.20,,,,0105434100044-0102
1Z6U8zZI6CE,Texas State Tax,0.0625,95.00,,,,0105434100044-0202
1Z6U8zZI6CF,Houston City Tax,0.0100,15.20,,,,0105434100044-0202
1Z6U8zZI6CG,Houston Mta Transit,0.0100,15.20,,,,0105434100044-0202
1Z6U8zZI6CH,Texas State Tax,0.0625,95.00,,,,0105434100044-0302
1Z6U8zZI6CI,Houston City Tax,0.0100,15.20,,,,0105434100044-0302
1Z6U8zZI6CJ,Houston Mta Transit,0.0100,15.20,,,,0105434100044-0302
1Z6WcpIyZDb,Texas State Tax,0.0625,190.00,1Z6WcpIyZDa,,,
1Z6WcpIyZDc,Houston City Tax,0.0100,30.40,1Z6WcpIyZDa,,,
1Z6WcpIyZDd,Houston Mta Transit,0.0100,30.40,1Z6WcpIyZDa,,,
1Z6WcplMSEA,Texas State Tax,0.0625,95.00,,,,0105434100045-0102
1Z6WcplMSEB,Houston City Tax,0.0100,15.20,,,,0105434100045-0102
1Z6WcplMSEC,Houston Mta Transit,0.0100,15.20,,,,0105434100045-0102
1Z6WcplMSED,Texas State Tax,0.0625,95.00,,,,0105434100045-0202
1Z6WcplMSEE,Houston City Tax,0.0100,15.20,,,,0105434100045-0202
1Z6WcplMSEF,Houston Mta Transit,0.0100,15.20,,,,0105434100045-0202
1Z88AAlQCBf,Texas State Tax,0.0625,253.13,1Z88AAlQCBe,,,
1Z88AAlQCBg,Houston City Tax,0.0100,40.50,1Z88AAlQCBe,,,
1Z88AAlQCBh,Houston Mta Transit,0.0100,40.50,1Z88AAlQCBe,,,
1Z88AAteYxe,Texas State Tax,0.0625,84.38,,,,0105434200018-0102
1Z88AAteYxf,Houston City Tax,0.0100,13.50,,,,0105434200018-0102
1Z88AAteYxg,Houston Mta Transit,0.0100,13.50,,,,0105434200018-0102
1Z88AAteYxh,Texas State Tax,0.0625,84.38,,,,0105434200018-0202
1Z88AAteYxi,Houston City Tax,0.0100,13.50,,,,0105434200018-0202
1Z88AAteYxj,Houston Mta Transit,0.0100,13.50,,,,0105434200018-0202
1Z88AAteYxk,Texas State Tax,0.0625,84.38,,,,0105434200018-0302
1Z88AAteYxl,Houston City Tax,0.0100,13.50,,,,0105434200018-0302
1Z88AAteYxm,Houston Mta Transit,0.0100,13.50,,,,0105434200018-0302
1Z8BgXth7Ca,Texas State Tax,0.0625,570.00,1Z8BgXth7CZ,,,
1Z8BgXth7Cb,Houston City Tax,0.0100,91.20,1Z8BgXth7CZ,,,
1Z8BgXth7Cc,Houston Mta Transit,0.0100,91.20,1Z8BgXth7CZ,,,
1Z8BgXx6IlT,Texas State Tax,0.0625,95.00,,,,0105434200020-0102
1Z8BgXx6IlU,Houston City Tax,0.0100,15.20,,,,0105434200020-0102
1Z8BgXx6IlV,Houston Mta Transit,0.0100,15.20,,,,0105434200020-0102
1Z8BgXx6IlW,Texas State Tax,0.0625,95.00,,,,0105434200020-0202
1Z8BgXx6IlX,Houston City Tax,0.0100,15.20,,,,0105434200020-0202
1Z8BgXx6IlY,Houston Mta Transit,0.0100,15.20,,,,0105434200020-0202
1Z8BgXx6IlZ,Texas State Tax,0.0625,95.00,,,,0105434200020-0302
1Z8BgXx6Ila,Houston City Tax,0.0100,15.20,,,,0105434200020-0302
1Z8BgXx6Ilb,Houston Mta Transit,0.0100,15.20,,,,0105434200020-0302
1Z8BgXx6Ilc,Texas State Tax,0.0625,95.00,,,,0105434200020-0402
1Z8BgXx6Ild,Houston City Tax,0.0100,15.20,,,,0105434200020-0402
1Z8BgXx6Ile,Houston Mta Transit,0.0100,15.20,,,,0105434200020-0402
1Z8BgXx6Ilf,Texas State Tax,0.0625,95.00,,,,0105434200020-0502
1Z8BgXx6Ilg,Houston City Tax,0.0100,15.20,,,,0105434200020-0502
1Z8BgXx6Ilh,Houston Mta Transit,0.0100,15.20,,,,0105434200020-0502
1Z8BgXx6Ili,Texas State Tax,0.0625,95.00,,,,0105434200020-0602
1Z8BgXx6Ilj,Houston City Tax,0.0100,15.20,,,,0105434200020-0602
1Z8BgXx6Ilk,Houston Mta Transit,0.0100,15.20,,,,0105434200020-0602
1Z8Bly6KPXG,Texas State Tax,0.0625,179.38,1Z8Bly6KPXF,,,
1Z8Bly6KPXH,Houston City Tax,0.0100,28.70,1Z8Bly6KPXF,,,
1Z8Bly6KPXI,Houston Mta Transit,0.0100,28.70,1Z8Bly6KPXF,,,
1Z8BlyAInMH,Texas State Tax,0.0625,95.00,,,,0105434200024-0102
1Z8BlyAInMI,Houston City Tax,0.0100,15.20,,,,0105434200024-0102
1Z8BlyAInMJ,Houston Mta Transit,0.0100,15.20,,,,0105434200024-0102
1Z8BlyAInMK,Texas State Tax,0.0625,84.38,,,,0105434200024-0202
1Z8BlyAInML,Houston City Tax,0.0100,13.50,,,,0105434200024-0202
1Z8BlyAInMM,Houston Mta Transit,0.0100,13.50,,,,0105434200024-0202
1Z9Tln8IcS8,Texas State Tax,0.0625,95.00,1Z9Tln8IcS7,,,
1Z9Tln8IcS9,Houston City Tax,0.0100,15.20,1Z9Tln8IcS7,,,
1Z9Tln8IcSA,Houston Mta Transit,0.0100,15.20,1Z9Tln8IcS7,,,
1Z9TlnBzP95,Texas State Tax,0.0625,95.00,,,,0105434300006-0102
1Z9TlnBzP96,Houston City Tax,0.0100,15.20,,,,0105434300006-0102
1Z9TlnBzP97,Houston Mta Transit,0.0100,15.20,,,,0105434300006-0102
1Z9iLwl4vNg,Texas State Tax,0.0625,475.00,1Z9iLwl4vNf,,,
1Z9iLwl4vNh,Houston City Tax,0.0100,76.00,1Z9iLwl4vNf,,,
1Z9iLwl4vNi,Houston Mta Transit,0.0100,76.00,1Z9iLwl4vNf,,,
1Z9iLwnuugR,Texas State Tax,0.0625,95.00,,,,0105434300015-0102
1Z9iLwnuugS,Houston City Tax,0.0100,15.20,,,,0105434300015-0102
1Z9iLwnuugT,Houston Mta Transit,0.0100,15.20,,,,0105434300015-0102
1Z9iLwnuugU,Texas State Tax,0.0625,95.00,,,,0105434300015-0202
1Z9iLwnuugV,Houston City Tax,0.0100,15.20,,,,0105434300015-0202
1Z9iLwnuugW,Houston Mta Transit,0.0100,15.20,,,,0105434300015-0202
1Z9iLwnuugX,Texas State Tax,0.0625,95.00,,,,0105434300015-0302
1Z9iLwnuugY,Houston City Tax,0.0100,15.20,,,,0105434300015-0302
1Z9iLwnuugZ,Houston Mta Transit,0.0100,15.20,,,,0105434300015-0302
1Z9iLwnuuga,Texas State Tax,0.0625,95.00,,,,0105434300015-0402
1Z9iLwnuugb,Houston City Tax,0.0100,15.20,,,,0105434300015-0402
1Z9iLwnuugc,Houston Mta Transit,0.0100,15.20,,,,0105434300015-0402
1Z9iLwnuugd,Texas State Tax,0.0625,95.00,,,,0105434300015-0502
1Z9iLwnuuge,Houston City Tax,0.0100,15.20,,,,0105434300015-0502
1Z9iLwnuugf,Houston Mta Transit,0.0100,15.20,,,,0105434300015-0502
1Z9qU7DJ5pr,Texas State Tax,0.0625,253.13,1Z9qU7DJ5pq,,,
1Z9qU7DJ5ps,Houston City Tax,0.0100,40.50,1Z9qU7DJ5pq,,,
1Z9qU7DJ5pt,Houston Mta Transit,0.0100,40.50,1Z9qU7DJ5pq,,,
1Z9qU7HHTes,Texas State Tax,0.0625,84.38,,,,0105434300022-0102
1Z9qU7HHTet,Houston City Tax,0.0100,13.50,,,,0105434300022-0102
1Z9qU7HHTeu,Houston Mta Transit,0.0100,13.50,,,,0105434300022-0102
1Z9qU7HHTev,Texas State Tax,0.0625,84.38,,,,0105434300022-0202
1Z9qU7HHTew,Houston City Tax,0.0100,13.50,,,,0105434300022-0202
1Z9qU7HHTex,Houston Mta Transit,0.0100,13.50,,,,0105434300022-0202
1Z9qU7HHTey,Texas State Tax,0.0625,84.38,,,,0105434300022-0302
1Z9qU7HHTez,Houston City Tax,0.0100,13.50,,,,0105434300022-0302
1Z9qU7HHTf0,Houston Mta Transit,0.0100,13.50,,,,0105434300022-0302
1Z9tcPsbO4y,Texas State Tax,0.0625,253.13,1Z9tcPsbO4x,,,
1Z9tcPsbO4z,Houston City Tax,0.0100,40.50,1Z9tcPsbO4x,,,
1Z9tcPsbO50,Houston Mta Transit,0.0100,40.50,1Z9tcPsbO4x,,,
1Z9tcPvRNNj,Texas State Tax,0.0625,84.38,,,,0105434300027-0102
1Z9tcPvRNNk,Houston City Tax,0.0100,13.50,,,,0105434300027-0102
1Z9tcPvRNNl,Houston Mta Transit,0.0100,13.50,,,,0105434300027-0102
1Z9tcPvRNNm,Texas State Tax,0.0625,84.38,,,,0105434300027-0202
1Z9tcPvRNNn,Houston City Tax,0.0100,13.50,,,,0105434300027-0202
1Z9tcPvRNNo,Houston Mta Transit,0.0100,13.50,,,,0105434300027-0202
1Z9tcPvRNNp,Texas State Tax,0.0625,84.38,,,,0105434300027-0302
1Z9tcPvRNNq,Houston City Tax,0.0100,13.50,,,,0105434300027-0302
1Z9tcPvRNNr,Houston Mta Transit,0.0100,13.50,,,,0105434300027-0302
1ZAJ5UZtA94,Texas State Tax,0.0625,95.00,1ZAJ5UZtA93,,,
1ZAJ5UZtA95,Houston City Tax,0.0100,15.20,1ZAJ5UZtA93,,,
1ZAJ5UZtA96,Houston Mta Transit,0.0100,15.20,1ZAJ5UZtA93,,,
1ZAJ5UdILhx,Texas State Tax,0.0625,95.00,,,,0105434300035-0102
1ZAJ5UdILhy,Houston City Tax,0.0100,15.20,,,,0105434300035-0102
1ZAJ5UdILhz,Houston Mta Transit,0.0100,15.20,,,,0105434300035-0102
1ZAOwNOtfDF,Texas State Tax,0.0625,84.38,1ZAOwNOtfDE,,,
1ZAOwNOtfDG,Houston City Tax,0.0100,13.50,1ZAOwNOtfDE,,,
1ZAOwNOtfDH,Houston Mta Transit,0.0100,13.50,1ZAOwNOtfDE,,,
1ZAOwNRASFs,Texas State Tax,0.0625,84.38,,,,0105434300039-0102
1ZAOwNRASFt,Houston City Tax,0.0100,13.50,,,,0105434300039-0102
1ZAOwNRASFu,Houston Mta Transit,0.0100,13.50,,,,0105434300039-0102
1ZBI4QXfcxv,Texas State Tax,0.0625,84.38,1ZBI4QXfcxu,,,
1ZBI4QXfcxw,Houston City Tax,0.0100,13.50,1ZBI4QXfcxu,,,
1ZBI4QXfcxx,Houston Mta Transit,0.0100,13.50,1ZBI4QXfcxu,,,
1ZBI4QmQljO,Texas State Tax,0.0625,84.38,,,,0105434400014-0102
1ZBI4QmQljP,Houston City Tax,0.0100,13.50,,,,0105434400014-0102
1ZBI4QmQljQ,Houston Mta Transit,0.0100,13.50,,,,0105434400014-0102
1ZBKQmbZcmK,Texas State Tax,0.0625,84.38,1ZBKQmbZcmJ,,,
1ZBKQmbZcmL,Houston City Tax,0.0100,13.50,1ZBKQmbZcmJ,,,
1ZBKQmbZcmM,Houston Mta Transit,0.0100,13.50,1ZBKQmbZcmJ,,,
1ZBKQmhXCVn,Texas State Tax,0.0625,84.38,,,,0105434400018-0102
1ZBKQmhXCVo,Houston City Tax,0.0100,13.50,,,,0105434400018-0102
1ZBKQmhXCVp,Houston Mta Transit,0.0100,13.50,,,,0105434400018-0102
1ZBPxYOcl26,Texas State Tax,0.0625,253.13,1ZBPxYOcl25,,,
1ZBPxYOcl27,Houston City Tax,0.0100,40.50,1ZBPxYOcl25,,,
1ZBPxYOcl28,Houston Mta Transit,0.0100,40.50,1ZBPxYOcl25,,,
1ZBPxYUaKlZ,Texas State Tax,0.0625,84.38,,,,0105434400026-0102
1ZBPxYUaKla,Houston City Tax,0.0100,13.50,,,,0105434400026-0102
1ZBPxYUaKlb,Houston Mta Transit,0.0100,13.50,,,,0105434400026-0102
1ZBPxYUaKlc,Texas State Tax,0.0625,84.38,,,,0105434400026-0202
1ZBPxYUaKld,Houston City Tax,0.0100,13.50,,,,0105434400026-0202
1ZBPxYUaKle,Houston Mta Transit,0.0100,13.50,,,,0105434400026-0202
1ZBPxYUaKlf,Texas State Tax,0.0625,84.38,,,,0105434400026-0302
1ZBPxYUaKlg,Houston City Tax,0.0100,13.50,,,,0105434400026-0302
1ZBPxYUaKlh,Houston Mta Transit,0.0100,13.50,,,,0105434400026-0302
1ZBTE12WIhy,Texas State Tax,0.0625,253.13,1ZBTE12WIhx,,,
1ZBTE12WIhz,Houston City Tax,0.0100,40.50,1ZBTE12WIhx,,,
1ZBTE12WIi0,Houston Mta Transit,0.0100,40.50,1ZBTE12WIhx,,,
1ZBTE154gsf,Texas State Tax,0.0625,84.38,,,,0105434400034-0102
1ZBTE154gsg,Houston City Tax,0.0100,13.50,,,,0105434400034-0102
1ZBTE154gsh,Houston Mta Transit,0.0100,13.50,,,,0105434400034-0102
1ZBTE154gsi,Texas State Tax,0.0625,84.38,,,,0105434400034-0202
1ZBTE154gsj,Houston City Tax,0.0100,13.50,,,,0105434400034-0202
1ZBTE154gsk,Houston Mta Transit,0.0100,13.50,,,,0105434400034-0202
1ZBTE154gsl,Texas State Tax,0.0625,84.38,,,,0105434400034-0302
1ZBTE154gsm,Houston City Tax,0.0100,13.50,,,,0105434400034-0302
1ZBTE154gsn,Houston Mta Transit,0.0100,13.50,,,,0105434400034-0302
1ZBUHssKdxL,Texas State Tax,0.0625,168.75,1ZBUHssKdxK,,,
1ZBUHssKdxM,Houston City Tax,0.0100,27.00,1ZBUHssKdxK,,,
1ZBUHssKdxN,Houston Mta Transit,0.0100,27.00,1ZBUHssKdxK,,,
1ZBUHsvAdG6,Texas State Tax,0.0625,84.38,,,,0105434400042-0102
1ZBUHsvAdG7,Houston City Tax,0.0100,13.50,,,,0105434400042-0102
1ZBUHsvAdG8,Houston Mta Transit,0.0100,13.50,,,,0105434400042-0102
1ZBUHsvAdG9,Texas State Tax,0.0625,84.38,,,,0105434400042-0202
1ZBUHsvAdGA,Houston City Tax,0.0100,13.50,,,,0105434400042-0202
1ZBUHsvAdGB,Houston Mta Transit,0.0100,13.50,,,,0105434400042-0202
1ZBUfj1MfVU,Texas State Tax,0.0625,179.38,1ZBUfj1MfVT,,,
1ZBUfj1MfVV,Houston City Tax,0.0100,28.70,1ZBUfj1MfVT,,,
1ZBUfj1MfVW,Houston Mta Transit,0.0100,28.70,1ZBUfj1MfVT,,,
1ZBUfj6l2yp,Texas State Tax,0.0625,95.00,,,,0105434400045-0102
1ZBUfj6l2yq,Houston City Tax,0.0100,15.20,,,,0105434400045-0102
1ZBUfj6l2yr,Houston Mta Transit,0.0100,15.20,,,,0105434400045-0102
1ZBUfj6l2ys,Texas State Tax,0.0625,84.38,,,,0105434400045-0202
1ZBUfj6l2yt,Houston City Tax,0.0100,13.50,,,,0105434400045-0202
1ZBUfj6l2yu,Houston Mta Transit,0.0100,13.50,,,,0105434400045-0202
1ZD5BbwvFXB,Texas State Tax,0.0625,84.38,1ZD5BbwdeP6,,,
1ZD5BbwvFXC,Houston City Tax,0.0100,13.50,1ZD5BbwdeP6,,,
1ZD5BbwvFXD,Houston Mta Transit,0.0100,13.50,1ZD5BbwdeP6,,,
1ZD5BcOSL9Y,Texas State Tax,0.0625,84.38,,,,0105434500012-0102
1ZD5BcOSL9Z,Houston City Tax,0.0100,13.50,,,,0105434500012-0102
1ZD5BcOSL9a,Houston Mta Transit,0.0100,13.50,,,,0105434500012-0102
1ZDEWv64JGe,Texas State Tax,0.0625,84.38,1ZDEWv5mi8Z,,,
1ZDEWv64JGf,Houston City Tax,0.0100,13.50,1ZDEWv5mi8Z,,,
1ZDEWv64JGg,Houston Mta Transit,0.0100,13.50,1ZDEWv5mi8Z,,,
1ZDEWvBkHs3,Texas State Tax,0.0625,84.38,,,,0105434500037-0102
1ZDEWvBkHs4,Houston City Tax,0.0100,13.50,,,,0105434500037-0102
1ZDEWvBkHs5,Houston Mta Transit,0.0100,13.50,,,,0105434500037-0102
1ZEPPmgx7Et,Texas State Tax,0.0625,168.75,1ZEPPmgfW6o,,,
1ZEPPmgx7Eu,Houston City Tax,0.0100,27.00,1ZEPPmgfW6o,,,
1ZEPPmgx7Ev,Houston Mta Transit,0.0100,27.00,1ZEPPmgfW6o,,,
1ZEPPmv93kE,Texas State Tax,0.0625,84.38,,,,0105434600003-0102
1ZEPPmv93kF,Houston City Tax,0.0100,13.50,,,,0105434600003-0102
1ZEPPmv93kG,Houston Mta Transit,0.0100,13.50,,,,0105434600003-0102
1ZEPPmv93kH,Texas State Tax,0.0625,84.38,,,,0105434600003-0202
1ZEPPmv93kI,Houston City Tax,0.0100,13.50,,,,0105434600003-0202
1ZEPPmv93kJ,Houston Mta Transit,0.0100,13.50,,,,0105434600003-0202
1ZEPnwYDJ4W,Texas State Tax,0.0625,84.38,1ZEPnwYDJ4V,,,
1ZEPnwYDJ4X,Houston City Tax,0.0100,13.50,1ZEPnwYDJ4V,,,
1ZEPnwYDJ4Y,Houston Mta Transit,0.0100,13.50,1ZEPnwYDJ4V,,,
1ZEPnwbKtVL,Texas State Tax,0.0625,84.38,,,,0105434600007-0102
1ZEPnwbKtVM,Houston City Tax,0.0100,13.50,,,,0105434600007-0102
1ZEPnwbKtVN,Houston Mta Transit,0.0100,13.50,,,,0105434600007-0102
1ZESfYmORhp,Texas State Tax,0.0625,84.38,1ZESfYmORho,,,
1ZESfYmORhq,Houston City Tax,0.0100,13.50,1ZESfYmORho,,,
1ZESfYmORhr,Houston Mta Transit,0.0100,13.50,1ZESfYmORho,,,
1ZESfYqMpWq,Texas State Tax,0.0625,84.38,,,,0105434600008-0102
1ZESfYqMpWr,Houston City Tax,0.0100,13.50,,,,0105434600008-0102
1ZESfYqMpWs,Houston Mta Transit,0.0100,13.50,,,,0105434600008-0102
1ZET0ezuAej,Texas State Tax,0.0625,84.38,1ZET0ezuAei,,,
1ZET0ezuAek,Dallas City Tax,0.0100,13.50,1ZET0ezuAei,,,
1ZET0ezuAel,Dallas Mta Transit,0.0100,13.50,1ZET0ezuAei,,,
1ZET0f31l5Y,Texas State Tax,0.0625,84.38,,,,0105434600009-0102
1ZET0f31l5Z,Dallas City Tax,0.0100,13.50,,,,0105434600009-0102
1ZET0f31l5a,Dallas Mta Transit,0.0100,13.50,,,,0105434600009-0102
1ZEyggsOwTg,Texas State Tax,0.0625,84.38,1ZEyggsOwTf,,,
1ZEyggsOwTh,Austin City Tax,0.0100,13.50,1ZEyggsOwTf,,,
1ZEyggsOwTi,Austin Mta Transit,0.0100,13.50,1ZEyggsOwTf,,,
1ZEyggw5jAd,Texas State Tax,0.0625,84.38,,,,0105434600061-0102
1ZEyggw5jAe,Austin City Tax,0.0100,13.50,,,,0105434600061-0102
1ZEyggw5jAf,Austin Mta Transit,0.0100,13.50,,,,0105434600061-0102
1ZG4G5MAEdb,Texas State Tax,0.0625,168.75,1ZG4G5MAEda,,,
1ZG4G5MAEdc,Houston City Tax,0.0100,27.00,1ZG4G5MAEda,,,
1ZG4G5MAEdd,Houston Mta Transit,0.0100,27.00,1ZG4G5MAEda,,,
1ZG4G5QzPqo,Texas State Tax,0.0625,84.38,,,,0105434700005-0102
1ZG4G5QzPqp,Houston City Tax,0.0100,13.50,,,,0105434700005-0102
1ZG4G5QzPqq,Houston Mta Transit,0.0100,13.50,,,,0105434700005-0102
1ZG4G5QzPqr,Texas State Tax,0.0625,84.38,,,,0105434700005-0202
1ZG4G5QzPqs,Houston City Tax,0.0100,13.50,,,,0105434700005-0202
1ZG4G5QzPqt,Houston Mta Transit,0.0100,13.50,,,,0105434700005-0202
1ZG7O2pDlDg,Texas State Tax,0.0625,95.00,1ZG7O2pDlDf,,,
1ZG7O2pDlDh,Houston Mta Transit,0.0100,15.20,1ZG7O2pDlDf,,,
1ZG7O2pDlDi,Harris Co Emergency Services District 29 Sp,0.0100,15.20,1ZG7O2pDlDf,,,
1ZG7O2vSw5D,Texas State Tax,0.0625,95.00,,,,0105434700008-0102
1ZG7O2vSw5E,Houston Mta Transit,0.0100,15.20,,,,0105434700008-0102
1ZG7O2vSw5F,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105434700008-0102
1ZG9xUVjcR4,Texas State Tax,0.0625,84.38,1ZG9xUVjcR3,,,
1ZG9xUVjcR5,Houston Mta Transit,0.0100,13.50,1ZG9xUVjcR3,,,
1ZG9xUVjcR6,Harris Co Emergency Services District 29 Sp,0.0100,13.50,1ZG9xUVjcR3,,,
1ZG9xUaqOmL,Texas State Tax,0.0625,84.38,,,,0105434700010-0102
1ZG9xUaqOmM,Houston Mta Transit,0.0100,13.50,,,,0105434700010-0102
1ZG9xUaqOmN,Harris Co Emergency Services District 29 Sp,0.0100,13.50,,,,0105434700010-0102
1ZGBqiYHvY2,Texas State Tax,0.0625,190.00,1ZGBqiYHvY1,,,
1ZGBqiYHvY3,Houston Mta Transit,0.0100,30.40,1ZGBqiYHvY1,,,
1ZGBqiYHvY4,Harris Co Emergency Services District 29 Sp,0.0100,30.40,1ZGBqiYHvY1,,,
1ZGBqicXuV7,Texas State Tax,0.0625,95.00,,,,0105434700011-0102
1ZGBqicXuV8,Houston Mta Transit,0.0100,15.20,,,,0105434700011-0102
1ZGBqicXuV9,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105434700011-0102
1ZGBqicXuVA,Texas State Tax,0.0625,95.00,,,,0105434700011-0202
1ZGBqicXuVB,Houston Mta Transit,0.0100,15.20,,,,0105434700011-0202
1ZGBqicXuVC,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105434700011-0202
1ZGHkjBejcV,Texas State Tax,0.0625,263.75,1ZGHkjBejcU,,,
1ZGHkjBejcW,Houston Mta Transit,0.0100,42.20,1ZGHkjBejcU,,,
1ZGHkjBejcX,Harris Co Emergency Services District 29 Sp,0.0100,42.20,1ZGHkjBejcU,,,
1ZGHkjEUivG,Texas State Tax,0.0625,84.38,,,,0105434700014-0102
1ZGHkjEUivH,Houston Mta Transit,0.0100,13.50,,,,0105434700014-0102
1ZGHkjEUivI,Harris Co Emergency Services District 29 Sp,0.0100,13.50,,,,0105434700014-0102
1ZGHkjEUivJ,Texas State Tax,0.0625,84.38,,,,0105434700014-0202
1ZGHkjEUivK,Houston Mta Transit,0.0100,13.50,,,,0105434700014-0202
1ZGHkjEUivL,Harris Co Emergency Services District 29 Sp,0.0100,13.50,,,,0105434700014-0202
1ZGHkjEUivM,Texas State Tax,0.0625,95.00,,,,0105434700014-0302
1ZGHkjEUivN,Houston Mta Transit,0.0100,15.20,,,,0105434700014-0302
1ZGHkjEUivO,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105434700014-0302
1ZGIlEkRBlT,Texas State Tax,0.0625,84.38,1ZGIlEkRBlS,,,
1ZGIlEkRBlU,Houston Mta Transit,0.0100,13.50,1ZGIlEkRBlS,,,
1ZGIlEkRBlV,Harris Co Emergency Services District 29 Sp,0.0100,13.50,1ZGIlEkRBlS,,,
1ZGIlEnHB4E,Texas State Tax,0.0625,84.38,,,,0105434700016-0102
1ZGIlEnHB4F,Houston Mta Transit,0.0100,13.50,,,,0105434700016-0102
1ZGIlEnHB4G,Harris Co Emergency Services District 29 Sp,0.0100,13.50,,,,0105434700016-0102
1ZGMKkvlQkW,Texas State Tax,0.0625,168.75,1ZGMKkvlQkV,,,
1ZGMKkvlQkX,Houston Mta Transit,0.0100,27.00,1ZGMKkvlQkV,,,
1ZGMKkvlQkY,Harris Co Emergency Services District 29 Sp,0.0100,27.00,1ZGMKkvlQkV,,,
1ZGMKl0sD5n,Texas State Tax,0.0625,84.38,,,,0105434700021-0102
1ZGMKl0sD5o,Houston Mta Transit,0.0100,13.50,,,,0105434700021-0102
1ZGMKl0sD5p,Harris Co Emergency Services District 29 Sp,0.0100,13.50,,,,0105434700021-0102
1ZGMKl0sD5q,Texas State Tax,0.0625,84.38,,,,0105434700021-0202
1ZGMKl0sD5r,Houston Mta Transit,0.0100,13.50,,,,0105434700021-0202
1ZGMKl0sD5s,Harris Co Emergency Services District 29 Sp,0.0100,13.50,,,,0105434700021-0202
1ZGNWViJexX,Texas State Tax,0.0625,538.13,1ZGNWViJexW,,,
1ZGNWViJexY,Houston Mta Transit,0.0100,86.10,1ZGNWViJexW,,,
1ZGNWViJexZ,Harris Co Emergency Services District 29 Sp,0.0100,86.10,1ZGNWViJexW,,,
1ZGNWVkaS0A,Texas State Tax,0.0625,95.00,,,,0105434700030-0102
1ZGNWVkaS0B,Houston Mta Transit,0.0100,15.20,,,,0105434700030-0102
1ZGNWVkaS0C,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105434700030-0102
1ZGNWVkaS0D,Texas State Tax,0.0625,95.00,,,,0105434700030-0202
1ZGNWVkaS0E,Houston Mta Transit,0.0100,15.20,,,,0105434700030-0202
1ZGNWVkaS0F,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105434700030-0202
1ZGNWVkaS0G,Texas State Tax,0.0625,95.00,,,,0105434700030-0302
1ZGNWVkaS0H,Houston Mta Transit,0.0100,15.20,,,,0105434700030-0302
1ZGNWVkaS0I,Harris Co Emergency Services District 29 Sp,0.0100,15.20,,,,0105434700030-0302
1ZGNWVkaS0J,Texas State Tax,0.0625,84.38,,,,0105434700030-0402
1ZGNWVkaS0K,Houston Mta Transit,0.0100,13.50,,,,0105434700030-0402
1ZGNWVkaS0L,Harris Co Emergency Services District 29 Sp,0.0100,13.50,,,,0105434700030-0402
1ZGNWVkaS0M,Texas State Tax,0.0625,84.38,,,,0105434700030-0502
1ZGNWVkaS0N,Houston Mta Transit,0.0100,13.50,,,,0105434700030-0502
1ZGNWVkaS0O,Harris Co Emergency Services District 29 Sp,0.0100,13.50,,,,0105434700030-0502
1ZGNWVkaS0P,Texas State Tax,0.0625,84.38,,,,0105434700030-0602
