id,channel_order_item_id,order_id,channel_order_id,sequence,order_item_status_code,order_item_type,material_id,quantity,item_price,registration_price,create_time,update_time,discount_price,total_price,tax,currency,shipping_information_id
0105421800092-0201,mall_order_107386,0105421800092,mall_order_35765,,BOOKING_CONFIRMED,RENTAL,WP_113819,1,0.00,0.00,2024-08-05 02:48:50.969,2024-08-05 09:03:53.421,0.00,0.00,0.00,USD,
0105421800092-0301,mall_order_107387,0105421800092,mall_order_35765,,BOOKING_CONFIRMED,RENTAL,WP_113819,1,0.00,0.00,2024-08-05 02:48:50.969,2024-08-05 09:03:53.453,0.00,0.00,0.00,USD,
0105421800157-0101,1001172283217217311113784,0105421800157,100117228321721731,,BOOKING_CONFIRMED,RENTAL,WP_113784,1,0.00,0.00,2024-08-05 04:29:32.406,2024-08-05 09:03:53.532,0.00,0.00,0.00,USD,
0105421800010-0101,1001172281645231841113818,0105421800010,100117228164523184,,CANCELLATION_COMPLETED,RENTAL,WP_113818,1,0.00,0.00,2024-08-05 00:07:32.520,2024-11-25 06:53:01.028,0.00,0.00,0.00,USD,
0105421800128-0101,1001172283110953541113784,0105421800128,100117228311095354,,SUSPENDED,RENTAL,WP_113784,1,0.00,0.00,2024-08-05 04:11:49.911,2024-08-05 04:11:51.279,0.00,0.00,0.00,USD,
0105421800158-0101,1001172283217699331113637,0105421800158,100117228321769933,,BOOKING_CONFIRMED,RENTAL,WP_113637,1,0.00,0.00,2024-08-05 04:29:37.229,2024-08-05 09:03:54.075,0.00,0.00,0.00,USD,
0105421800162-0101,1001172283218399311113818,0105421800162,100117228321839931,,BOOKING_CONFIRMED,RENTAL,WP_113818,1,0.00,0.00,2024-08-05 04:29:44.208,2024-08-05 09:03:53.563,0.00,0.00,0.00,USD,
0105421800146-0101,1001172283215985101113713,0105421800146,100117228321598510,,BOOKING_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-08-05 04:29:19.957,2024-08-05 09:03:55.038,0.00,0.00,0.00,USD,
0105421800155-0101,1001172283216869111113713,0105421800155,100117228321686911,,BOOKING_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-08-05 04:29:29.102,2024-08-05 09:03:54.038,0.00,0.00,0.00,USD,
0105421800159-0101,1001172283217872241113725,0105421800159,100117228321787224,,BOOKING_CONFIRMED,RENTAL,WP_113725,1,0.00,0.00,2024-08-05 04:29:38.935,2024-08-05 09:03:53.594,0.00,0.00,0.00,USD,
0105421800184-0202,107450,0105421800184,35775,,CANCELLATION_COMPLETED,PURCHASE,WP_113819,1,0.60,0.00,2024-08-05 07:11:24.303,2024-08-05 07:16:12.069,0.00,0.60,0.00,USD,
0105423600081-0102,107644,0105423600081,35907,,BOOKING_CONFIRMED,PURCHASE,WP_113725,1,1350.00,0.00,2024-08-23 03:05:34.432,2024-08-29 09:03:21.730,0.00,1350.00,0.00,USD,
0105420600221-0101,1001172181088473121113781,0105420600221,100117218108847312,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-07-24 08:48:05.429,2024-07-24 09:03:33.855,0.00,0.00,0.00,USD,
0105420600251-0101,1001172181101553521113792,0105420600251,100117218110155352,,BOOKING_CONFIRMED,RENTAL,WP_113792,1,0.00,0.00,2024-07-24 08:50:16.004,2024-07-24 09:03:33.894,0.00,0.00,0.00,USD,
0105420600249-0101,1001172181101353641113782,0105420600249,100117218110135364,,BOOKING_CONFIRMED,RENTAL,WP_113782,1,0.00,0.00,2024-07-24 08:50:14.230,2024-07-24 09:03:33.931,0.00,0.00,0.00,USD,
0105420603103-0102,mall_order_107003,0105420603103,mall_order_35538,,BOOKING_CONFIRMED,PURCHASE,WP_113792,1,1350.00,0.00,2024-07-24 10:45:06.306,2024-07-28 09:02:44.302,0.00,1350.00,0.00,USD,
0105420603433-0302,mall_order_107009,0105420603433,mall_order_35540,,BOOKING_CONFIRMED,PURCHASE,WP_113819,1,1350.00,0.00,2024-07-24 10:52:19.231,2024-07-28 09:02:44.357,0.00,1350.00,0.00,USD,
0105420603610-0202,mall_order_107011,0105420603610,mall_order_35541,,BOOKING_CONFIRMED,PURCHASE,WP_113792,1,1350.00,0.00,2024-07-24 10:56:06.998,2024-07-29 09:03:35.842,0.00,1350.00,0.00,USD,
0105420601170-0102,mall_order_106987,0105420601170,mall_order_35524,,REFUND_RECEIVED,PURCHASE,WP_113792,1,1350.00,0.00,2024-07-24 09:35:03.714,2024-07-24 09:46:34.096,0.00,1350.00,0.00,USD,
0105420603103-0202,mall_order_107004,0105420603103,mall_order_35538,,BOOKING_CONFIRMED,PURCHASE,WP_113792,1,1350.00,0.00,2024-07-24 10:45:06.307,2024-07-28 09:02:44.434,0.00,1350.00,0.00,USD,
0105420602354-0102,mall_order_106989,0105420602354,mall_order_35526,,CANCELLATION_COMPLETED,PURCHASE,WP_113819,1,1350.00,0.00,2024-07-24 10:19:23.460,2024-07-24 10:24:41.079,0.00,1350.00,0.00,USD,
0105420603433-0202,mall_order_107008,0105420603433,mall_order_35540,,BOOKING_CONFIRMED,PURCHASE,WP_113819,1,1350.00,0.00,2024-07-24 10:52:19.231,2024-07-28 09:02:44.375,0.00,1350.00,0.00,USD,
0105420602745-0102,mall_order_106990,0105420602745,mall_order_35527,,BOOKING_SCHEDULED,PURCHASE,WP_113819,1,1350.00,0.00,2024-07-24 10:33:21.505,2024-07-24 10:33:22.700,0.00,1350.00,0.00,USD,
0105420602745-0202,mall_order_106991,0105420602745,mall_order_35527,,BOOKING_SCHEDULED,PURCHASE,WP_113819,1,1350.00,0.00,2024-07-24 10:33:21.505,2024-07-24 10:33:23.617,0.00,1350.00,0.00,USD,
0105420602745-0302,mall_order_106992,0105420602745,mall_order_35527,,BOOKING_SCHEDULED,PURCHASE,WP_113819,1,1350.00,0.00,2024-07-24 10:33:21.505,2024-07-24 10:33:24.477,0.00,1350.00,0.00,USD,
0105420600954-0102,mall_order_106986,0105420600954,mall_order_35523,,BOOKING_CONFIRMED,PURCHASE,WP_113793,1,1350.00,0.00,2024-07-24 09:26:46.673,2024-07-26 09:02:45.149,0.00,1350.00,0.00,USD,
0105420603433-0102,mall_order_107007,0105420603433,mall_order_35540,,BOOKING_CONFIRMED,PURCHASE,WP_113819,1,1350.00,0.00,2024-07-24 10:52:19.231,2024-07-28 09:02:44.340,0.00,1350.00,0.00,USD,
0105420708597-0101,1001172189435025921113782,0105420708597,100117218943502592,,CANCELLATION_COMPLETED,RENTAL,WP_113782,1,0.00,0.00,2024-07-25 07:59:10.814,2024-11-25 06:55:02.334,0.00,0.00,0.00,USD,
0105420603103-0302,mall_order_107005,0105420603103,mall_order_35538,,BOOKING_CONFIRMED,PURCHASE,WP_113792,1,1350.00,0.00,2024-07-24 10:45:06.307,2024-07-28 09:02:44.451,0.00,1350.00,0.00,USD,
0105420603610-0102,mall_order_107010,0105420603610,mall_order_35541,,BOOKING_CONFIRMED,PURCHASE,WP_113792,1,1350.00,0.00,2024-07-24 10:56:06.998,2024-07-29 09:03:36.221,0.00,1350.00,0.00,USD,
0105420603914-0101,mall_order_107013,0105420603914,mall_order_35543,,BOOKING_CONFIRMED,RENTAL,WP_113819,1,24.00,0.00,2024-07-24 11:02:42.563,2024-07-28 09:02:44.506,0.00,24.00,0.00,USD,
0105420603281-0102,mall_order_107006,0105420603281,mall_order_35539,,BOOKING_SCHEDULED,PURCHASE,WP_113792,1,1350.00,0.00,2024-07-24 10:49:00.628,2024-07-24 10:49:01.823,0.00,1350.00,0.00,USD,
0105420708605-0101,1001172189435730801113818,0105420708605,100117218943573080,,CANCELLATION_COMPLETED,RENTAL,WP_113818,1,0.00,0.00,2024-07-25 07:59:17.602,2024-11-25 06:54:54.172,0.00,0.00,0.00,USD,
0105420603799-0101,mall_order_107012,0105420603799,mall_order_35542,,BOOKING_SCHEDULED,RENTAL,WP_113725,1,11.00,0.00,2024-07-24 11:00:12.000,2024-07-24 11:00:12.967,0.00,0.00,0.00,USD,
0105420603914-0201,mall_order_107014,0105420603914,mall_order_35543,,BOOKING_CONFIRMED,RENTAL,WP_113819,1,24.00,0.00,2024-07-24 11:02:42.564,2024-07-28 09:02:44.525,0.00,24.00,0.00,USD,
0105420603914-0301,mall_order_107015,0105420603914,mall_order_35543,,BOOKING_CONFIRMED,RENTAL,WP_113819,1,24.00,0.00,2024-07-24 11:02:42.564,2024-07-28 09:02:44.546,0.00,24.00,0.00,USD,
0105420604466-0101,mall_order_107016,0105420604466,mall_order_35544,,CANCELLATION_COMPLETED,RENTAL,WP_113818,1,40.00,0.00,2024-07-24 11:14:42.567,2024-07-24 11:26:51.259,0.00,40.00,0.00,USD,
0105420604466-0201,mall_order_107017,0105420604466,mall_order_35544,,CANCELLATION_COMPLETED,RENTAL,WP_113818,1,40.00,0.00,2024-07-24 11:14:42.567,2024-07-24 11:26:51.392,0.00,40.00,0.00,USD,
0105420708604-0101,1001172189435643331113781,0105420708604,100117218943564333,,CANCELLATION_COMPLETED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 07:59:16.926,2024-11-25 06:54:55.512,0.00,0.00,0.00,USD,
0105420708603-0101,1001172189435578231113637,0105420708603,100117218943557823,,CANCELLATION_COMPLETED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 07:59:16.043,2024-11-25 06:54:56.616,0.00,0.00,0.00,USD,
0105420708600-0101,1001172189435366311113725,0105420708600,100117218943536631,,CANCELLATION_COMPLETED,RENTAL,WP_113725,1,0.00,0.00,2024-07-25 07:59:13.990,2024-11-25 06:54:59.279,0.00,0.00,0.00,USD,
0105420708602-0101,1001172189435507501113792,0105420708602,100117218943550750,,CANCELLATION_COMPLETED,RENTAL,WP_113792,1,0.00,0.00,2024-07-25 07:59:15.358,2024-11-25 06:54:57.677,0.00,0.00,0.00,USD,
0105420708596-0101,1001172189434661931113781,0105420708596,100117218943466193,,CANCELLATION_COMPLETED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 07:59:08.549,2024-11-25 06:55:03.724,0.00,0.00,0.00,USD,
0105420708606-0101,1001172189435799101113637,0105420708606,100117218943579910,,CANCELLATION_COMPLETED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 07:59:18.508,2024-11-25 06:54:53.104,0.00,0.00,0.00,USD,
0105420602959-0102,mall_order_107002,0105420602959,mall_order_35537,,BOOKING_CONFIRMED,PURCHASE,WP_113792,1,1350.00,0.00,2024-07-24 10:42:00.500,2024-07-26 09:02:44.682,0.00,1350.00,0.00,USD,
0105420708598-0101,1001172189435157231113818,0105420708598,100117218943515723,,CANCELLATION_COMPLETED,RENTAL,WP_113818,1,0.00,0.00,2024-07-25 07:59:12.105,2024-11-25 06:55:01.326,0.00,0.00,0.00,USD,
0105420708601-0101,1001172189435446311113637,0105420708601,100117218943544631,,CANCELLATION_COMPLETED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 07:59:14.706,2024-11-25 06:54:58.528,0.00,0.00,0.00,USD,
0105420708609-0101,1001172189437032221113781,0105420708609,100117218943703222,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 07:59:30.980,2024-07-25 09:03:21.758,0.00,0.00,0.00,USD,
0105420708610-0101,1001172189437138011113637,0105420708610,100117218943713801,,BOOKING_CONFIRMED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 07:59:31.767,2024-07-25 09:03:21.919,0.00,0.00,0.00,USD,
0105420708607-0101,1001172189435915821113782,0105420708607,100117218943591582,,CANCELLATION_COMPLETED,RENTAL,WP_113782,1,0.00,0.00,2024-07-25 07:59:19.428,2024-11-25 06:54:52.170,0.00,0.00,0.00,USD,
0105420708599-0101,1001172189435262821113713,0105420708599,100117218943526282,,CANCELLATION_COMPLETED,RENTAL,WP_113713,1,0.00,0.00,2024-07-25 07:59:13.163,2024-11-25 06:55:00.261,0.00,0.00,0.00,USD,
0105420708608-0101,1001172189436818331113781,0105420708608,100117218943681833,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 07:59:29.463,2024-07-25 09:03:21.617,0.00,0.00,0.00,USD,
0105421300033-0102,mall_order_107318,0105421300033,mall_order_35720,,SUSPENDED,PURCHASE,WP_113792,1,1350.00,0.00,2024-07-31 14:55:57.671,2024-07-31 14:56:08.758,0.00,1350.00,0.00,USD,
0105420708612-0101,1001172189437303911113781,0105420708612,100117218943730391,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 07:59:33.340,2024-07-25 09:03:21.665,0.00,0.00,0.00,USD,
0105420708614-0101,1001172189437451811113637,0105420708614,100117218943745181,,BOOKING_CONFIRMED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 07:59:34.775,2024-07-25 09:03:21.781,0.00,0.00,0.00,USD,
0105420708618-0101,1001172189437749531113781,0105420708618,100117218943774953,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 07:59:37.741,2024-07-25 09:03:22.047,0.00,0.00,0.00,USD,
0105420708611-0101,1001172189437204601113781,0105420708611,100117218943720460,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 07:59:32.671,2024-07-25 09:03:22.074,0.00,0.00,0.00,USD,
0105421300033-0202,mall_order_107319,0105421300033,mall_order_35720,,SUSPENDED,PURCHASE,WP_113792,1,1350.00,0.00,2024-07-31 14:55:57.671,2024-07-31 14:56:19.707,0.00,1350.00,0.00,USD,
0105421300033-0302,mall_order_107320,0105421300033,mall_order_35720,,SUSPENDED,PURCHASE,WP_113819,1,0.60,0.00,2024-07-31 14:55:57.671,2024-07-31 14:56:30.621,0.00,0.60,0.00,USD,
0105421400142-0101,1001172249890620741113782,0105421400142,100117224989062074,,SUSPENDED,RENTAL,WP_113782,1,0.00,0.00,2024-08-01 07:55:06.340,2024-08-01 07:55:07.045,0.00,0.00,0.00,USD,
0105421300033-0402,mall_order_107321,0105421300033,mall_order_35720,,SUSPENDED,PURCHASE,WP_113819,1,0.60,0.00,2024-07-31 14:55:57.671,2024-07-31 14:56:41.530,0.00,0.60,0.00,USD,
0105421300033-0502,mall_order_107322,0105421300033,mall_order_35720,,SUSPENDED,PURCHASE,WP_113819,1,0.60,0.00,2024-07-31 14:55:57.671,2024-07-31 14:56:52.428,0.00,0.60,0.00,USD,
0105421400049-0102,gid://shopify/Order/5943241670934,0105421400049,mall_order_25337,,BOOKING_SCHEDULED,PURCHASE,WP_113784,1,100.00,0.00,2024-08-01 06:58:25.985,2024-08-01 06:58:27.400,10.00,100.00,10.00,USD,
0105421400144-0101,1001172249890873001113713,0105421400144,100117224989087300,,SUSPENDED,RENTAL,WP_113713,1,0.00,0.00,2024-08-01 07:55:08.853,2024-08-01 07:55:09.516,0.00,0.00,0.00,USD,
0105421400049-0202,gid://shopify/Order/5943241736470,0105421400049,mall_order_25337,,BOOKING_SCHEDULED,PURCHASE,WP_113784,1,100.00,0.00,2024-08-01 06:58:25.985,2024-08-01 06:58:28.495,10.00,100.00,10.00,USD,
0105421400049-0302,gid://shopify/Order/5943241802006,0105421400049,mall_order_25337,,BOOKING_SCHEDULED,PURCHASE,WP_113784,1,100.00,0.00,2024-08-01 06:58:25.986,2024-08-01 06:58:29.647,10.00,100.00,10.00,USD,
0105421400136-0101,1001172249889921131113713,0105421400136,100117224988992113,,SUSPENDED,RENTAL,WP_113713,1,0.00,0.00,2024-08-01 07:54:59.422,2024-08-01 07:55:00.524,0.00,0.00,0.00,USD,
0105421400137-0101,1001172249890075731113782,0105421400137,100117224989007573,,SUSPENDED,RENTAL,WP_113782,1,0.00,0.00,2024-08-01 07:55:00.879,2024-08-01 07:55:01.622,0.00,0.00,0.00,USD,
0105421400145-0101,1001172249890974811113784,0105421400145,100117224989097481,,SUSPENDED,RENTAL,WP_113784,1,0.00,0.00,2024-08-01 07:55:09.871,2024-08-01 07:55:10.618,0.00,0.00,0.00,USD,
0105421400138-0101,1001172249890191521113782,0105421400138,100117224989019152,,SUSPENDED,RENTAL,WP_113782,1,0.00,0.00,2024-08-01 07:55:02.134,2024-08-01 07:55:02.790,0.00,0.00,0.00,USD,
0105421400139-0101,1001172249890300331113781,0105421400139,100117224989030033,,SUSPENDED,RENTAL,WP_113781,1,0.00,0.00,2024-08-01 07:55:03.213,2024-08-01 07:55:03.887,0.00,0.00,0.00,USD,
0105421400243-0101,1001172250187565821113782,0105421400243,100117225018756582,,BOOKING_CONFIRMED,RENTAL,WP_113782,1,0.00,0.00,2024-08-01 08:44:36.049,2024-08-01 09:03:50.699,0.00,0.00,0.00,USD,
0105421400194-0101,1001172250090362821113818,0105421400194,100117225009036282,,SUSPENDED,RENTAL,WP_113818,1,0.00,0.00,2024-08-01 08:28:26.852,2024-08-01 08:28:32.861,0.00,0.00,0.00,USD,
0105421500056-0101,1001172258786144421113782,0105421500056,100117225878614442,,SUSPENDED,RENTAL,WP_113782,1,0.00,0.00,2024-08-02 08:37:41.699,2024-08-02 08:37:42.290,0.00,0.00,0.00,USD,
0105421400195-0101,1001172250091361801113781,0105421400195,100117225009136180,,SUSPENDED,RENTAL,WP_113781,1,0.00,0.00,2024-08-01 08:28:34.225,2024-08-01 08:28:36.041,0.00,0.00,0.00,USD,
0105421400197-0101,1001172250091831321113781,0105421400197,100117225009183132,,SUSPENDED,RENTAL,WP_113781,1,0.00,0.00,2024-08-01 08:28:38.824,2024-08-01 08:28:40.627,0.00,0.00,0.00,USD,
0105421400239-0101,1001172250187247431113818,0105421400239,100117225018724743,,BOOKING_CONFIRMED,RENTAL,WP_113818,1,0.00,0.00,2024-08-01 08:44:32.637,2024-08-01 09:03:50.764,0.00,0.00,0.00,USD,
0105421400227-0101,1001172250184607611113782,0105421400227,100117225018460761,,CANCELLATION_COMPLETED,RENTAL,WP_113782,1,0.00,0.00,2024-08-01 08:44:07.277,2024-11-25 06:53:19.081,0.00,0.00,0.00,USD,
0105421400230-0101,1001172250185109911113713,0105421400230,100117225018510991,,CANCELLATION_COMPLETED,RENTAL,WP_113713,1,0.00,0.00,2024-08-01 08:44:11.274,2024-11-25 06:53:16.046,0.00,0.00,0.00,USD,
0105421500060-0101,1001172258786665541113725,0105421500060,100117225878666554,,SUSPENDED,RENTAL,WP_113725,1,0.00,0.00,2024-08-02 08:37:46.979,2024-08-02 08:37:47.343,0.00,0.00,0.00,USD,
0105421400237-0101,1001172250187026121113784,0105421400237,100117225018702612,,BOOKING_CONFIRMED,RENTAL,WP_113784,1,0.00,0.00,2024-08-01 08:44:30.657,2024-08-01 09:03:50.125,0.00,0.00,0.00,USD,
0105421400228-0101,1001172250184845921113818,0105421400228,100117225018484592,,CANCELLATION_COMPLETED,RENTAL,WP_113818,1,0.00,0.00,2024-08-01 08:44:08.916,2024-11-25 06:53:17.958,0.00,0.00,0.00,USD,
0105421400238-0101,1001172250187146711113725,0105421400238,100117225018714671,,BOOKING_CONFIRMED,RENTAL,WP_113725,1,0.00,0.00,2024-08-01 08:44:31.845,2024-08-01 09:03:50.354,0.00,0.00,0.00,USD,
0105421400244-0101,1001172250187663901113818,0105421400244,100117225018766390,,BOOKING_CONFIRMED,RENTAL,WP_113818,1,0.00,0.00,2024-08-01 08:44:36.791,2024-08-01 09:03:50.403,0.00,0.00,0.00,USD,
0105421500062-0101,1001172258786898531113784,0105421500062,100117225878689853,,SUSPENDED,RENTAL,WP_113784,1,0.00,0.00,2024-08-02 08:37:49.218,2024-08-02 08:37:49.571,0.00,0.00,0.00,USD,
0105421500064-0101,1001172258787063321113782,0105421500064,100117225878706332,,SUSPENDED,RENTAL,WP_113782,1,0.00,0.00,2024-08-02 08:37:50.765,2024-08-02 08:37:51.150,0.00,0.00,0.00,USD,
0105421500066-0101,1001172258787252711113818,0105421500066,100117225878725271,,SUSPENDED,RENTAL,WP_113818,1,0.00,0.00,2024-08-02 08:37:52.620,2024-08-02 08:37:53.382,0.00,0.00,0.00,USD,
0105421500067-0101,1001172258787361521113781,0105421500067,100117225878736152,,SUSPENDED,RENTAL,WP_113781,1,0.00,0.00,2024-08-02 08:37:53.846,2024-08-02 08:37:54.205,0.00,0.00,0.00,USD,
0105421500071-0101,1001172258787661201113792,0105421500071,100117225878766120,,SUSPENDED,RENTAL,WP_113792,1,0.00,0.00,2024-08-02 08:37:56.726,2024-08-02 08:37:56.993,0.00,0.00,0.00,USD,
0105421400258-0101,1001172250258869721113781,0105421400258,100117225025886972,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-08-01 08:56:29.684,2024-08-02 09:03:06.117,0.00,0.00,0.00,USD,
0105421500072-0101,1001172258787727631113784,0105421500072,100117225878772763,,SUSPENDED,RENTAL,WP_113784,1,0.00,0.00,2024-08-02 08:37:57.373,2024-08-02 08:37:57.628,0.00,0.00,0.00,USD,
0105421400232-0101,1001172250185293441113818,0105421400232,100117225018529344,,CANCELLATION_COMPLETED,RENTAL,WP_113818,1,0.00,0.00,2024-08-01 08:44:13.083,2024-11-25 06:53:14.349,0.00,0.00,0.00,USD,
0105420708627-0101,1001172189461671501113782,0105420708627,100117218946167150,,BOOKING_CONFIRMED,RENTAL,WP_113782,1,0.00,0.00,2024-07-25 08:03:36.954,2024-07-25 09:03:21.735,0.00,0.00,0.00,USD,
0105420708619-0101,1001172189437809221113637,0105420708619,100117218943780922,,BOOKING_CONFIRMED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 07:59:38.334,2024-07-25 09:03:21.942,0.00,0.00,0.00,USD,
0105420708642-0101,1001172189465374921113713,0105420708642,100117218946537492,,CANCELLATION_COMPLETED,RENTAL,WP_113713,1,0.00,0.00,2024-07-25 08:04:14.243,2024-11-25 06:54:42.800,0.00,0.00,0.00,USD,
0105420708624-0101,1001172189461419331113782,0105420708624,100117218946141933,,BOOKING_CONFIRMED,RENTAL,WP_113782,1,0.00,0.00,2024-07-25 08:03:34.527,2024-07-25 09:03:22.160,0.00,0.00,0.00,USD,
0105420708623-0101,1001172189461308431113818,0105420708623,100117218946130843,,BOOKING_CONFIRMED,RENTAL,WP_113818,1,0.00,0.00,2024-07-25 08:03:33.807,2024-07-25 09:03:21.967,0.00,0.00,0.00,USD,
0105420708628-0101,1001172189461729901113713,0105420708628,100117218946172990,,BOOKING_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-07-25 08:03:37.543,2024-07-25 09:03:21.851,0.00,0.00,0.00,USD,
0105420708630-0101,1001172189461859741113792,0105420708630,100117218946185974,,BOOKING_CONFIRMED,RENTAL,WP_113792,1,0.00,0.00,2024-07-25 08:03:39.084,2024-07-25 09:03:22.023,0.00,0.00,0.00,USD,
0105420708638-0101,1001172189465083341113781,0105420708638,100117218946508334,,CANCELLATION_COMPLETED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 08:04:11.343,2024-11-25 06:54:46.085,0.00,0.00,0.00,USD,
0105420708620-0101,1001172189445009221113792,0105420708620,100117218944500922,,SUSPENDED,RENTAL,WP_113792,1,0.00,0.00,2024-07-25 08:00:52.360,2024-07-25 08:00:53.065,0.00,0.00,0.00,USD,
0105420708631-0101,1001172189461944701113784,0105420708631,100117218946194470,,BOOKING_CONFIRMED,RENTAL,WP_113784,1,0.00,0.00,2024-07-25 08:03:39.798,2024-07-25 09:03:21.874,0.00,0.00,0.00,USD,
0105420708617-0101,1001172189437655941113637,0105420708617,100117218943765594,,BOOKING_CONFIRMED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 07:59:37.073,2024-07-25 09:03:21.806,0.00,0.00,0.00,USD,
0105420708616-0101,1001172189437568441113781,0105420708616,100117218943756844,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 07:59:36.241,2024-07-25 09:03:22.101,0.00,0.00,0.00,USD,
0105420708629-0101,1001172189461780541113637,0105420708629,100117218946178054,,BOOKING_CONFIRMED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 08:03:38.288,2024-07-25 09:03:22.187,0.00,0.00,0.00,USD,
0105420708636-0101,1001172189464937901113725,0105420708636,100117218946493790,,CANCELLATION_COMPLETED,RENTAL,WP_113725,1,0.00,0.00,2024-07-25 08:04:09.912,2024-11-25 06:54:47.963,0.00,0.00,0.00,USD,
0105420708626-0101,1001172189461572011113784,0105420708626,100117218946157201,,BOOKING_CONFIRMED,RENTAL,WP_113784,1,0.00,0.00,2024-07-25 08:03:36.399,2024-07-25 09:03:22.134,0.00,0.00,0.00,USD,
0105420708641-0101,1001172189465299341113818,0105420708641,100117218946529934,,CANCELLATION_COMPLETED,RENTAL,WP_113818,1,0.00,0.00,2024-07-25 08:04:13.339,2024-11-25 06:54:43.845,0.00,0.00,0.00,USD,
0105420708625-0101,1001172189461482901113637,0105420708625,100117218946148290,,BOOKING_CONFIRMED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 08:03:35.344,2024-07-25 09:03:21.999,0.00,0.00,0.00,USD,
0105420708615-0101,1001172189437514321113713,0105420708615,100117218943751432,,BOOKING_CONFIRMED,RENTAL,WP_113713,1,0.00,0.00,2024-07-25 07:59:35.452,2024-07-25 09:03:21.896,0.00,0.00,0.00,USD,
0105420708635-0101,1001172189464853101113637,0105420708635,100117218946485310,,CANCELLATION_COMPLETED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 08:04:09.031,2024-11-25 06:54:48.907,0.00,0.00,0.00,USD,
0105420708621-0101,1001172189452498421113781,0105420708621,100117218945249842,,BOOKING_CONFIRMED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 08:02:06.303,2024-07-25 09:03:21.829,0.00,0.00,0.00,USD,
0105420708639-0101,1001172189465167611113637,0105420708639,100117218946516761,,CANCELLATION_COMPLETED,RENTAL,WP_113637,1,0.00,0.00,2024-07-25 08:04:11.938,2024-11-25 06:54:45.362,0.00,0.00,0.00,USD,
0105420708633-0101,1001172189464564721113725,0105420708633,100117218946456472,,CANCELLATION_COMPLETED,RENTAL,WP_113725,1,0.00,0.00,2024-07-25 08:04:06.885,2024-11-25 06:54:51.109,0.00,0.00,0.00,USD,
0105420708643-0101,1001172189465462341113782,0105420708643,100117218946546234,,CANCELLATION_COMPLETED,RENTAL,WP_113782,1,0.00,0.00,2024-07-25 08:04:14.924,2024-11-25 06:54:41.808,0.00,0.00,0.00,USD,
0105420708637-0101,1001172189465026201113782,0105420708637,100117218946502620,,CANCELLATION_COMPLETED,RENTAL,WP_113782,1,0.00,0.00,2024-07-25 08:04:10.509,2024-11-25 06:54:47.052,0.00,0.00,0.00,USD,
0105420708613-0101,1001172189437375401113725,0105420708613,100117218943737540,,BOOKING_CONFIRMED,RENTAL,WP_113725,1,0.00,0.00,2024-07-25 07:59:34.231,2024-07-25 09:03:21.641,0.00,0.00,0.00,USD,
0105420708640-0101,1001172189465243631113781,0105420708640,100117218946524363,,CANCELLATION_COMPLETED,RENTAL,WP_113781,1,0.00,0.00,2024-07-25 08:04:12.675,2024-11-25 06:54:44.460,0.00,0.00,0.00,USD,
0105420708649-0101,mall_order_107064,0105420708649,mall_order_35579,,BOOKING_CONFIRMED,RENTAL,WP_113819,1,32.00,0.00,2024-07-25 09:54:36.196,2024-07-29 09:03:35.921,0.00,0.00,0.00,USD,
0105420708647-0201,mall_order_107055,0105420708647,mall_order_35575,,BOOKING_CONFIRMED,RENTAL,WP_113818,1,32.00,0.00,2024-07-25 08:54:36.781,2024-07-28 09:02:44.079,0.00,32.00,0.00,USD,
0105420708622-0101,1001172189461099811113784,0105420708622,100117218946109981,,BOOKING_CONFIRMED,RENTAL,WP_113784,1,0.00,0.00,2024-07-25 08:03:32.293,2024-07-25 09:03:21.688,0.00,0.00,0.00,USD,
