id,service_type,order_id,order_item_id,customer_service_ticket_id,booking_id,outbound_delivery_id,billing_id,work_id,service_status_code,service_create_time,service_update_time,service_cancel_time,create_time,update_time,customer_service_id,service_complete_time
1VcG0EltrpJ,INSTALL,0105421100008,0105421100008-0101,,,1VcG0FFhwER,,,SHIPPING_SCHEDULED,2024-07-29 02:07:01.331,2024-07-29 02:07:01.501,,2024-07-29 02:07:01.331,2024-07-29 02:07:01.501,,
1Yo5uVJFz3o,INSTALL,0105433000024,0105433000024-0101,,20241204d0f612882ee04738a2e96f3dde0d58f8,1Z3FAkUswZm,,202412045f8f44ec5749412f97cd8f343260c4b5,BOOKING_CONFIRMED,2024-11-25 06:51:42.392,2025-01-09 09:12:30.141,,2024-11-25 06:51:42.392,2025-01-09 09:12:30.141,,
1VW1fptJssG,INSTALL,0105420708620,0105420708620-0101,,,1VW1fsBezm1,,,SHIPPING_SCHEDULED,2024-07-25 08:00:52.369,2024-07-25 08:00:53.037,,2024-07-25 08:00:52.369,2024-07-25 08:00:53.037,,
1VW1uk9Zib5,INSTALL,0105420708642,0105420708642-0101,,20240725e16a1ed434754ddcaca9418c535470a0,1VW1ukgrKwL,,2024072598890eb5e6c8443c99186de939112267,SERVICE_CANCELED,2024-07-25 08:04:14.249,2024-11-25 06:54:42.817,2024-11-25 06:54:42.814,2024-07-25 08:04:14.249,2024-11-25 06:54:42.817,,
1VW1s29Fz9Y,INSTALL,0105420708628,0105420708628-0101,,20240725477480da0a7d4e5e9a12cf4e89e7375f,1VW1s2WjjgR,,202407258ba1bf8d1d0a414581021fa964bb567f,BOOKING_CONFIRMED,2024-07-25 08:03:37.553,2024-07-25 09:03:21.835,,2024-07-25 08:03:37.553,2024-07-25 09:03:21.835,,
1VW1rwtjc0w,INSTALL,0105420708626,0105420708626-0101,,20240725721a6af9bf614cbfbf047d6b2878814e,1VW1rxOkQXx,,202407257ff5a47433774a59968f263f883fd9a5,BOOKING_CONFIRMED,2024-07-25 08:03:36.406,2024-07-25 09:03:22.108,,2024-07-25 08:03:36.406,2024-07-25 09:03:22.108,,
1VW1sFCElt2,INSTALL,0105420708632,0105420708632-0101,,202407253c261ba1cac5490d862615261bdca907,1VW1sFcq6p4,,20240725ba4e789983a348d18e9aa18a9e7a0aea,BOOKING_CONFIRMED,2024-07-25 08:03:40.403,2024-07-25 09:03:21.694,,2024-07-25 08:03:40.403,2024-07-25 09:03:21.694,,
1VW1uZczuWp,INSTALL,0105420708639,0105420708639-0101,,20240725fa7471c66d1e4f8fad9a4d99ff206af0,1VW1uaDgiSh,,20240725fc59eefcb962462c92ea11c65f60e01b,SERVICE_CANCELED,2024-07-25 08:04:11.950,2024-11-25 06:54:45.372,2024-11-25 06:54:45.371,2024-07-25 08:04:11.950,2024-11-25 06:54:45.372,,
1VW1rs3zCdq,INSTALL,0105420708625,0105420708625-0101,,20240725ddac60f086244d0daf773ced25e76ec0,1VW1rsSTFCI,,202407257c0924c110654c00b9d1831a2fafeb06,BOOKING_CONFIRMED,2024-07-25 08:03:35.350,2024-07-25 09:03:21.974,,2024-07-25 08:03:35.350,2024-07-25 09:03:21.974,,
1VW1aMyK6vF,INSTALL,0105420708619,0105420708619-0101,,20240725775981cf1468499cb1208366e778f5c7,1VW1aNI3Y0N,,202407254f001529c0814b8dbd91a3b6e424c486,BOOKING_CONFIRMED,2024-07-25 07:59:38.340,2024-07-25 09:03:21.925,,2024-07-25 07:59:38.340,2024-07-25 09:03:21.925,,
1VW1s5Xvsjm,INSTALL,0105420708629,0105420708629-0101,,20240725fb47c04f92824d7ca23c7aeae95a02f8,1VW1s5whWOS,,202407256e7f95ce5c424467b5b5e9b4dbc6727e,BOOKING_CONFIRMED,2024-07-25 08:03:38.294,2024-07-25 09:03:22.170,,2024-07-25 08:03:38.294,2024-07-25 09:03:22.170,,
1VW5VyoWwhG,INSTALL,0105420708647,0105420708647-0201,,202407251bcb1c1405cf418c9744415c6382f195,1VW5W0dhXkq,,202407254df6f27e401e44be8de5e49f9486bfbc,BOOKING_CONFIRMED,2024-07-25 08:54:37.368,2024-07-28 09:02:44.064,,2024-07-25 08:54:37.368,2024-07-28 09:02:44.064,,
1VsjX7k4AXF,INSTALL,0105422100049,0105422100049-0101,,20240808039dbf9a4bdc4bd987cc84dda62eca19,1VsjXDC8bp4,,202408083cd767c84ee949eeb205dbed73386be9,BOOKING_CONFIRMED,2024-08-08 00:21:57.025,2024-08-08 09:03:44.814,,2024-08-08 00:21:57.025,2024-08-08 09:03:44.814,,
1VW1s9BazA2,INSTALL,0105420708630,0105420708630-0101,,2024072588ae7f12b9dd4ac7ae2d9423ca121e5a,1VW1s9cLoiF,,20240725a6f7b2df96884efebd5ee1996fb66b22,BOOKING_CONFIRMED,2024-07-25 08:03:39.090,2024-07-25 09:03:22.005,,2024-07-25 08:03:39.090,2024-07-25 09:03:22.005,,
1VW1rzRDS8E,INSTALL,0105420708627,0105420708627-0101,,20240725b46b32d0460942e48142569bf4476df1,1VW1rzo80Q4,,20240725cf665f0c850145b4887073a3e06f7037,BOOKING_CONFIRMED,2024-07-25 08:03:36.960,2024-07-25 09:03:21.718,,2024-07-25 08:03:36.960,2024-07-25 09:03:21.718,,
1VW1roK1OI8,INSTALL,0105420708624,0105420708624-0101,,2024072505a2daa3fce24048a04a3674a2f305a2,1VW1rojCjdt,,2024072559d2d614f59146c39912db8982919c0d,BOOKING_CONFIRMED,2024-07-25 08:03:34.533,2024-07-25 09:03:22.141,,2024-07-25 08:03:34.533,2024-07-25 09:03:22.141,,
1VW1uMI4sRm,INSTALL,0105420708635,0105420708635-0101,,202407253b215b3a03a14d60ae9c2d717e086f1c,1VW1uMpUaS7,,202407258c4d3a0c980b460da153b2bac911d231,SERVICE_CANCELED,2024-07-25 08:04:09.037,2024-11-25 06:54:48.918,2024-11-25 06:54:48.917,2024-07-25 08:04:09.037,2024-11-25 06:54:48.918,,
1VW1lIQ1E3I,INSTALL,0105420708621,0105420708621-0101,,2024072581d344f60d5142ed9e4c796e864077cc,1VW1lIuSqN6,,2024072513ba540f9d6c4b63acb494ab5119aa1b,BOOKING_CONFIRMED,2024-07-25 08:02:06.310,2024-07-25 09:03:21.812,,2024-07-25 08:02:06.310,2024-07-25 09:03:21.812,,
1VW1uWsLTCO,INSTALL,0105420708638,0105420708638-0101,,2024072593bcf9971c8e44a585eac5d590ef3bce,1VW1uXSslc2,,20240725d956740c6e3a45cdb010088807e39c43,SERVICE_CANCELED,2024-07-25 08:04:11.349,2024-11-25 06:54:46.097,2024-11-25 06:54:46.095,2024-07-25 08:04:11.349,2024-11-25 06:54:46.097,,
1VW1sCSYA74,INSTALL,0105420708631,0105420708631-0101,,202407254f8e698dddd94d0fb39bbaf331eb094d,1VW1sCqkcXq,,20240725d8372d316cda4c808d7c0fa637432ff2,BOOKING_CONFIRMED,2024-07-25 08:03:39.804,2024-07-25 09:03:21.857,,2024-07-25 08:03:39.804,2024-07-25 09:03:21.857,,
1VW1ug0dDiY,INSTALL,0105420708641,0105420708641-0101,,202407252b82eb4367c04c6da26996f4a929b55b,1VW1ugXTjPx,,2024072543afbf94e25d4c46b3c00100912f0c49,SERVICE_CANCELED,2024-07-25 08:04:13.344,2024-11-25 06:54:43.866,2024-11-25 06:54:43.862,2024-07-25 08:04:13.344,2024-11-25 06:54:43.866,,
1VW1ucyUgcx,INSTALL,0105420708640,0105420708640-0101,,202407258fdc24d43f814f36a7868b10c7090096,1VW1udZBUXu,,20240725cb9bafec90f24b48bf8790459390b253,SERVICE_CANCELED,2024-07-25 08:04:12.681,2024-11-25 06:54:44.472,2024-11-25 06:54:44.471,2024-07-25 08:04:12.681,2024-11-25 06:54:44.472,,
1VW1uIA2h6S,INSTALL,0105420708634,0105420708634-0101,,202407255acb12f2bdee45b4b39b803683a98163,1VW1uIn8NjA,,202407255fb7dc6111de42c2bec7f96d666b7ca0,SERVICE_CANCELED,2024-07-25 08:04:08.135,2024-11-25 06:54:50.093,2024-11-25 06:54:50.092,2024-07-25 08:04:08.135,2024-11-25 06:54:50.093,,
1VW1uT3fWrH,INSTALL,0105420708637,0105420708637-0101,,202407256a50a27802a24f83b6fb8f44aa237246,1VW1uTfUjKK,,20240725fed4b1ba9db345bf89d112e0dac4e154,SERVICE_CANCELED,2024-07-25 08:04:10.515,2024-11-25 06:54:47.073,2024-11-25 06:54:47.070,2024-07-25 08:04:10.515,2024-11-25 06:54:47.073,,
1VW1uCTUtXC,INSTALL,0105420708633,0105420708633-0101,,20240725115086a66eee4492818273a376b6a1bc,1VW1uD1CChl,,2024072541ee13bd1d0a48ee97d3398ac8245123,SERVICE_CANCELED,2024-07-25 08:04:06.893,2024-11-25 06:54:51.131,2024-11-25 06:54:51.128,2024-07-25 08:04:06.893,2024-11-25 06:54:51.131,,
1VW1re5x2m2,INSTALL,0105420708622,0105420708622-0101,,20240725bbeb03c4e0dc4dae913552f57cb9274c,1VW1reewF9n,,202407255fbb3b74cc124d0f944481310131cc02,BOOKING_CONFIRMED,2024-07-25 08:03:32.299,2024-07-25 09:03:21.671,,2024-07-25 08:03:32.299,2024-07-25 09:03:21.671,,
1VW75M9XAol,INSTALL,0105420708648,0105420708648-0101,,202407250263b9c177a2459295721609a1651d79,1VW75OacK6R,,2024072558b5d42b468b4735bfca97507cc9706d,BOOKING_CONFIRMED,2024-07-25 09:16:36.063,2024-07-26 09:02:44.741,,2024-07-25 09:16:36.063,2024-07-26 09:02:44.741,,
1VW2K4T29y9,INSTALL,0105420708644,0105420708644-0101,,2024072532cb8727ec6246ae902f4e3d703a8229,1VW2K5DiR80,,202407255cdbdd5d4bcb44a391a27be4e8ef3bdf,SERVICE_CANCELED,2024-07-25 08:09:57.242,2024-11-25 06:54:40.661,2024-11-25 06:54:40.660,2024-07-25 08:09:57.242,2024-11-25 06:54:40.661,,
1VW1rl1vnkc,INSTALL,0105420708623,0105420708623-0101,,20240725ebcc4ba5a4f74effad3f3279c2848bbc,1VW1rlcBVBy,,20240725bc54540cef974725ac7b3472fb902e81,BOOKING_CONFIRMED,2024-07-25 08:03:33.814,2024-07-25 09:03:21.949,,2024-07-25 08:03:33.814,2024-07-25 09:03:21.949,,
1VW5VwB1zlT,INSTALL,0105420708647,0105420708647-0101,,20240725b090ed430e814bfcb791868160dae951,1VW5Vy5sZQv,,202407254affe6cdf253439da5ec3129ff7f5b63,BOOKING_CONFIRMED,2024-07-25 08:54:36.793,2024-07-28 09:02:44.379,,2024-07-25 08:54:36.793,2024-07-28 09:02:44.379,,
1VW1uQKD0Bn,INSTALL,0105420708636,0105420708636-0101,,2024072596b7208aec3346d5acf5b1f84f2b8a0f,1VW1uQu30lJ,,202407256a85c07e0af54c088bf17dc919730a11,SERVICE_CANCELED,2024-07-25 08:04:09.918,2024-11-25 06:54:47.974,2024-11-25 06:54:47.973,2024-07-25 08:04:09.918,2024-11-25 06:54:47.974,,
1VW5Vl6OK5B,INSTALL,0105420708646,0105420708646-0101,,2024072503f9536b5137460eb821ceec31ce0ca4,1VW5Vq20xNG,,20240725a66e26e49faa4e63926544e76bd52fac,BOOKING_CONFIRMED,2024-07-25 08:54:34.379,2024-07-26 09:02:44.898,,2024-07-25 08:54:34.379,2024-07-26 09:02:44.898,,
1VW75PMnaAL,INSTALL,0105420708648,0105420708648-0201,,,1VW75QsXl8k,,,SHIPPING_SCHEDULED,2024-07-25 09:16:36.765,2024-07-25 09:16:37.222,,2024-07-25 09:16:36.765,2024-07-25 09:16:37.222,,
1VW75RbJpgG,INSTALL,0105420708648,0105420708648-0301,,,1VW75T3NDvR,,,SHIPPING_SCHEDULED,2024-07-25 09:16:37.253,2024-07-25 09:16:37.663,,2024-07-25 09:16:37.253,2024-07-25 09:16:37.663,,
1VW4eXExFBl,INSTALL,0105420708645,0105420708645-0102,,20240725ca8e10049c664481a534beb9d1ae1d2d,1VW4eZJkBFz,,202407252ce8129c909947d98c9e37c18534ff51,BOOKING_CONFIRMED,2024-07-25 08:42:33.609,2024-07-30 09:03:45.345,,2024-07-25 08:42:33.609,2024-07-30 09:03:45.345,,
1VXfpIBLf87,INSTALL,0105420800009,0105420800009-0102,,20240726f5c90c3495ee4f7593116f751db742dc,1VXfpJTkh5E,,202407260a3b7ef164274c709e1f2d44ce1b81f9,BOOKING_CONFIRMED,2024-07-26 07:50:21.499,2024-07-29 09:03:36.602,,2024-07-26 07:50:21.499,2024-07-29 09:03:36.602,,
1VXHpZvOZ05,INSTALL,0105420800001,0105420800001-0101,,202407261462960edbfc408f9f6193542c97dced,1VXHpbmmpRY,,202407267da7393c3ceb4e97a2f3d1f5f40a7ae5,BOOKING_CONFIRMED,2024-07-26 02:14:34.536,2024-07-30 09:03:45.503,,2024-07-26 02:14:34.536,2024-07-30 09:03:45.503,,
1VXhhVFXZfE,INSTALL,0105420800015,0105420800015-0101,,20240726c973a40338be4fd8ac040cd7511453b9,1VXhhWVM8RF,,202407268bdd6b64e4ac44a6b05a5c4f555eff9d,BOOKING_CONFIRMED,2024-07-26 08:16:35.253,2024-07-28 09:02:44.398,,2024-07-26 08:16:35.253,2024-07-28 09:02:44.398,,
1VXhYe4na0v,INSTALL,0105420800014,0105420800014-0102,,20240726c8e02d2349dc4d77b314755653e6afdb,1VXhYfGfq7S,,2024072622f113c48b3d4fdb9a33f63c9af4bd51,BOOKING_CONFIRMED,2024-07-26 08:14:35.301,2024-07-28 09:02:44.477,,2024-07-26 08:14:35.301,2024-07-28 09:02:44.477,,
1VXOppetzPy,INSTALL,0105420800003,0105420800003-0101,,2024072695c09fcded874cfb9d1e63d7063468f4,1VXOpqwhjec,,202407266ac06a9f170e4f6885da8febab8f92d2,BOOKING_CONFIRMED,2024-07-26 03:52:35.302,2024-07-29 09:03:36.786,,2024-07-26 03:52:35.302,2024-07-29 09:03:36.786,,
1VWAN9CS8XF,INSTALL,0105420708650,0105420708650-0101,,20240725e8e79abe1192455b91150b87c652c10f,1VWAsT5oh1w,,2024072518b4c53b1377476f8f18dcb100799079,SERVICE_CANCELED,2024-07-25 10:02:35.850,2024-07-25 10:28:26.020,2024-07-25 10:28:26.016,2024-07-25 10:02:35.850,2024-07-25 10:28:26.020,,
1VWANBumGgG,INSTALL,0105420708650,0105420708650-0201,,20240725e3fdb9fa8b464307936b395381f20f8d,1VWAsVCflzj,,20240725b0a0a149cf0b49198ceb849002b2f25f,SERVICE_CANCELED,2024-07-25 10:02:36.442,2024-07-25 10:28:26.215,2024-07-25 10:28:26.213,2024-07-25 10:02:36.442,2024-07-25 10:28:26.215,,
1VXePoeoxO8,INSTALL,0105420800008,0105420800008-0102,,2024072679c55bc13123417cbe89ebeb1556f02e,1VXePpw5aHd,,20240726612582e915f846bda45aa18d3c27bbdf,BOOKING_CONFIRMED,2024-07-26 07:30:36.876,2024-07-29 09:03:36.685,,2024-07-26 07:30:36.876,2024-07-29 09:03:36.685,,
1VXHpgyoQT3,INSTALL,0105420800002,0105420800002-0101,,20240726f7f1ea0f8ef441a28a37b9241cfd2dcd,1VXHpiW3AeU,,202407262f125a6a54ca44bc8825d4d453a252be,BOOKING_CONFIRMED,2024-07-26 02:14:36.075,2024-07-29 09:03:35.857,,2024-07-26 02:14:36.075,2024-07-29 09:03:35.857,,
1VXQGRYDHq1,INSTALL,0105420800005,0105420800005-0101,,20240726d71ca75a3ac94cbcb6a06bee8205dddf,1VXQGT3SpcL,,20240726ca0ddc52a41341e0a045783604ced280,BOOKING_CONFIRMED,2024-07-26 04:12:35.293,2024-07-28 09:02:44.039,,2024-07-26 04:12:35.293,2024-07-28 09:02:44.039,,
1VWCwRhqFJA,INSTALL,0105420708652,0105420708652-0101,,202407259f6c6b15a89a43e0be6fb05c78062e3f,1VWCwT4VGQS,,2024072539e7662a431240ce8371e15919a19783,SERVICE_CANCELED,2024-07-25 10:38:33.106,2024-07-25 10:40:48.299,2024-07-25 10:40:48.296,2024-07-25 10:38:33.106,2024-07-25 10:40:48.299,,
1VWCwTqy7K1,INSTALL,0105420708652,0105420708652-0201,,,1VWCwV8WM5b,,,SERVICE_CANCELED,2024-07-25 10:38:33.575,2024-07-25 10:40:48.456,2024-07-25 10:40:48.454,2024-07-25 10:38:33.575,2024-07-25 10:40:48.456,,
1VsjWsux1Jb,INSTALL,0105422100045,0105422100045-0101,,2024080873c0dbe13d604ea3bdb4adfa245a9bb6,1VsjWu53JlW,,2024080861beb0b15f4047429f57686053b634e5,BOOKING_CONFIRMED,2024-08-08 00:21:53.788,2024-08-08 09:03:45.451,,2024-08-08 00:21:53.788,2024-08-08 09:03:45.451,,
1VXOptmMyWk,INSTALL,0105420800003,0105420800003-0301,,202407261db2fc00d25d4e3b965c61b15a330538,1VXOpv5sJVA,,20240726ac4c47947e6d407cb25e386e8ddbabca,BOOKING_CONFIRMED,2024-07-26 03:52:36.200,2024-07-29 09:03:35.762,,2024-07-26 03:52:36.200,2024-07-29 09:03:35.762,,
1VXHpe0al2F,INSTALL,0105420800001,0105420800001-0201,,,1VXHpfTr7Pf,,,SHIPPING_SCHEDULED,2024-07-26 02:14:35.427,2024-07-26 02:14:35.907,,2024-07-26 02:14:35.427,2024-07-26 02:14:35.907,,
1VsjWiUcO6l,INSTALL,0105422100042,0105422100042-0101,,20240808636f299d21d443a1ad3d344b1ae7a24f,1VsjWjT58Fp,,202408082a8e9e54a6794c969405a83380a3bca1,SERVICE_SCHEDULED,2024-08-08 00:21:51.511,2024-08-09 01:16:40.492,,2024-08-08 00:21:51.511,2024-08-09 01:16:40.492,,
1VcG0IN0a4u,INSTALL,0105421100009,0105421100009-0101,,,1VcG0Irx2zS,,,SHIPPING_SCHEDULED,2024-07-29 02:07:02.117,2024-07-29 02:07:02.307,,2024-07-29 02:07:02.117,2024-07-29 02:07:02.307,,
1VXhAAZWclw,INSTALL,0105420800013,0105420800013-0102,,2024072655cefc8da1ca422bbeee334e756bc291,1VXhABrveQV,,20240726f7790c8499dc464ab83c3d354b721905,BOOKING_CONFIRMED,2024-07-26 08:09:03.843,2024-07-29 09:03:36.627,,2024-07-26 08:09:03.843,2024-07-29 09:03:36.627,,
1VXMByWztK9,RETURN,0105418700143,0105418700143-0101,1VXMByWztK8,,,,,SERVICE_CANCELED,2024-07-26 03:15:36.312,2024-07-26 03:16:45.179,2024-07-26 03:16:45.175,2024-07-26 03:15:36.312,2024-07-26 03:16:45.179,1VXMByGX9mN,
1VXOprsHqOS,INSTALL,0105420800003,0105420800003-0201,,20240726bf5c143b9e604f2aac0f368db688186f,1VXOptDUmAf,,20240726723da8af782f43148f2ca327b02298b6,BOOKING_CONFIRMED,2024-07-26 03:52:35.784,2024-07-29 09:03:36.712,,2024-07-26 03:52:35.784,2024-07-29 09:03:36.712,,
1VXO9YHqsYG,RETURN,0105418700138,0105418700138-0101,1VXO9YHqsYF,,,,,SERVICE_CANCELED,2024-07-26 03:43:02.732,2024-07-26 07:31:21.663,2024-07-26 07:31:21.661,2024-07-26 03:43:02.732,2024-07-26 07:31:21.663,1VXO9YEA5rO,
1VXeGveHtfo,INSTALL,0105420800007,0105420800007-0101,,2024072644f39018ca5e40d5b5225a0fce5be27e,1VXeGxDRFoq,,20240726897babca582247b6af748bbc537cb5bd,SERVICE_CANCELED,2024-07-26 07:28:36.524,2024-07-26 07:34:00.528,2024-07-26 07:34:00.526,2024-07-26 07:28:36.524,2024-07-26 07:34:00.528,,
1VzNFtELfdG,INSTALL,0105422500058,0105422500058-0101,,20240812a26a25c9584f40e69b5c8f2bb00a47d4,1VzNFvax3lQ,,20240812808b0f45e90f447193dbb5f61de62443,BOOKING_CONFIRMED,2024-08-12 00:23:26.397,2024-08-12 09:03:44.978,,2024-08-12 00:23:26.397,2024-08-12 09:03:44.978,,
1VXeGy1K74U,INSTALL,0105420800007,0105420800007-0201,,2024072620bf32883887444b91adcf81c1288599,1VXeGzK0jeZ,,20240726b9a06baa891a43f0a9286b0a94cfadde,SERVICE_CANCELED,2024-07-26 07:28:37.041,2024-07-26 07:34:00.628,2024-07-26 07:34:00.626,2024-07-26 07:28:37.041,2024-07-26 07:34:00.628,,
1VXkQ0eWFjV,INSTALL,0105420800017,0105420800017-0201,,20240726c73d1484ec264673bdab56c93f94350f,1VXkQ1wtCqo,,202407264269f0a2acc24bae83a384b70d686671,SERVICE_CANCELED,2024-07-26 08:54:37.207,2024-07-26 08:55:13.094,2024-07-26 08:55:13.092,2024-07-26 08:54:37.207,2024-07-26 08:55:13.094,,
1WMbpGwzYxG,INSTALL,0105423900026,0105423900026-0101,,,1WMbpHfEFOa,,,SHIPPING_SCHEDULED,2024-08-26 00:22:15.982,2024-08-26 00:22:16.166,,2024-08-26 00:22:15.982,2024-08-26 00:22:16.166,,
1VXizMh7hOg,INSTALL,0105420800016,0105420800016-0202,,20240726aeb8e63ee794472a93b9478ab2823742,1VXizOAxGF2,,202407269a61a8cb2cce48e7a3378d344643aa37,BOOKING_CONFIRMED,2024-07-26 08:34:36.763,2024-07-28 09:02:44.107,,2024-07-26 08:34:36.763,2024-07-28 09:02:44.107,,
1VXhhXNX3AF,INSTALL,0105420800015,0105420800015-0201,,20240726238a1264fa8248338a85ca5227855b0e,1VXhhYcUoX6,,202407267d84d18febea454f99438f44cfcf8ba4,BOOKING_CONFIRMED,2024-07-26 08:16:35.717,2024-07-28 09:02:44.456,,2024-07-26 08:16:35.717,2024-07-28 09:02:44.456,,
1VXP7QEIqfA,INSTALL,0105420800004,0105420800004-0102,,202407264a89b712b7fa46c99a1bccfd508712a3,1VXP7RPbtnP,,20240726e4843487e1ce4359af5b5c11dadcaf24,BOOKING_CONFIRMED,2024-07-26 03:56:33.505,2024-07-28 09:02:44.008,,2024-07-26 03:56:33.505,2024-07-28 09:02:44.008,,
1VXkPyNRc4T,INSTALL,0105420800017,0105420800017-0101,,202407261627aafb98f746e38a6521e229b05686,1VXkPztiuZr,,2024072614cbabc3623d4f6fa8aa65cd21d4efe4,SERVICE_CANCELED,2024-07-26 08:54:36.710,2024-07-26 08:55:12.980,2024-07-26 08:55:12.978,2024-07-26 08:54:36.710,2024-07-26 08:55:12.980,,
1VXkpmude2w,INSTALL,0105420800018,0105420800018-0102,,2024072689833116897d4b53ac4c53078c82410c,1VXkpo9v5SX,,2024072632ed4692d40c4ce5894fc81d815a86ac,SERVICE_CANCELED,2024-07-26 09:00:26.304,2024-07-26 09:02:50.205,2024-07-26 09:02:50.203,2024-07-26 09:00:26.304,2024-07-26 09:02:50.205,,
1VcG0NoE2cR,INSTALL,0105421100011,0105421100011-0101,,,1VcG0OEuWZE,,,SHIPPING_SCHEDULED,2024-07-29 02:07:03.305,2024-07-29 02:07:03.479,,2024-07-29 02:07:03.305,2024-07-29 02:07:03.479,,
1VXnGYYEwBl,INSTALL,0105420800019,0105420800019-0102,,202407267f2d343165a342499f94f13210aad6ce,1VXnGakbQml,,20240726d71df7587b5e400eb216e86ad134ffab,BOOKING_SCHEDULED,2024-07-26 09:34:28.043,2024-07-26 09:34:29.054,,2024-07-26 09:34:28.043,2024-07-26 09:34:29.054,,
1VXnGdEuBOq,INSTALL,0105420800019,0105420800019-0202,,2024072630c373241bbe4f96863c880472f5b3f5,1VXnGeiheYk,,20240726a39a4c335bdd4586b90cfe50d81a12a2,BOOKING_SCHEDULED,2024-07-26 09:34:29.068,2024-07-26 09:34:29.517,,2024-07-26 09:34:29.068,2024-07-26 09:34:29.517,,
1VXizKE7uGe,INSTALL,0105420800016,0105420800016-0102,,202407266726f117a7524603af61de49494475b7,1VXizM26zMn,,20240726182ee3762280451f9eada09da447b9cb,SERVICE_CANCELED,2024-07-26 08:34:36.223,2024-07-29 06:30:39.431,2024-07-29 06:30:39.429,2024-07-26 08:34:36.223,2024-07-29 06:30:39.431,,
1VXnGfKuSzV,INSTALL,0105420800019,0105420800019-0302,,20240726856c5f5a895641a1b86125fb5b9187fb,1VXnGgpH8OT,,20240726475e484192d141c08ec67b73180943d1,BOOKING_SCHEDULED,2024-07-26 09:34:29.528,2024-07-26 09:34:29.967,,2024-07-26 09:34:29.528,2024-07-26 09:34:29.967,,
1VXnh8N47T1,INSTALL,0105420800020,0105420800020-0202,,2024072606baa2314efa445abf0fbe62bf37c655,1VXnhA0GQjj,,20240726cff861ec15a6461b9716591047b189f0,BOOKING_CONFIRMED,2024-07-26 09:40:27.966,2024-07-29 09:03:35.718,,2024-07-26 09:40:27.966,2024-07-29 09:03:35.718,,
1VakmOAIs1Y,INSTALL,0105421000001,0105421000001-0202,,2024072836430b59d95e497db92f7f1ceda19f34,1VakmPSfoZw,,20240728523c743890314a7a9a614ccb3fbbe598,BOOKING_CONFIRMED,2024-07-28 04:22:29.289,2024-07-28 09:02:44.580,,2024-07-28 04:22:29.289,2024-07-28 09:02:44.580,,
1VXqH6rNt0b,INSTALL,0105420800021,0105420800021-0202,,20240726c0d4fa0db43e4171bc0cb28e3c061448,1VXqH8KeFV9,,202407262a8e5fd3938e46d8b39da8d099f41722,BOOKING_CONFIRMED,2024-07-26 10:16:34.393,2024-07-29 09:03:36.327,,2024-07-26 10:16:34.393,2024-07-29 09:03:36.327,,
1VZ2RvZ25h9,INSTALL,0105420900003,0105420900003-0101,,20240727262aadd84fb8447280a3f0d79f15a5c0,1VZ2Rxhax4t,,2024072799481dc655094eab8f65b7c4277a10d5,BOOKING_SCHEDULED,2024-07-27 03:34:32.648,2024-07-27 03:34:33.336,,2024-07-27 03:34:32.648,2024-07-27 03:34:33.336,,
1VZ0aR9rGkC,INSTALL,0105420900001,0105420900001-0101,,20240727b4af8fcd75274c28b4724068c20c55d0,1VZ0aYEQsGz,,20240727976165217104420a9397a7f66ca32aed,BOOKING_CONFIRMED,2024-07-27 03:08:28.662,2024-08-01 09:03:41.784,,2024-07-27 03:08:28.662,2024-08-01 09:03:41.784,,
1VXnhAXbz91,INSTALL,0105420800020,0105420800020-0302,,202407269432c4bbb1ca4d50968897f8a47ec56c,1VXnhBy2LXS,,20240726d4c21a21fa9544d0877d71080e99a9fb,BOOKING_CONFIRMED,2024-07-26 09:40:28.440,2024-07-29 09:03:36.654,,2024-07-26 09:40:28.440,2024-07-29 09:03:36.654,,
1VZ2Rym0ttf,INSTALL,0105420900003,0105420900003-0201,,20240727f8f524b6647e4f8db42357df6fe70936,1VZ2S0muakQ,,202407274b8c64b8c451498d91c0373773168f57,BOOKING_SCHEDULED,2024-07-27 03:34:33.349,2024-07-27 03:34:33.963,,2024-07-27 03:34:33.349,2024-07-27 03:34:33.963,,
1VXqH3WjuJ1,INSTALL,0105420800021,0105420800021-0102,,202407264f7d95b2948d4408bab63e593dff6b4b,1VXqH5BME0i,,20240726442fada9371540638660e7e70a5c6244,BOOKING_CONFIRMED,2024-07-26 10:16:33.665,2024-07-29 09:03:36.380,,2024-07-26 10:16:33.665,2024-07-29 09:03:36.380,,
1Vau4iWn094,INSTALL,0105421000009,0105421000009-0102,,202407289446ae1ef1df4e09b498c6d6db7f75d4,1Vau4jxfuTr,,2024072802d56ec684cc416f862f175bce1cc306,SERVICE_CANCELED,2024-07-28 06:32:34.058,2024-07-28 06:33:37.303,2024-07-28 06:33:37.300,2024-07-28 06:32:34.058,2024-07-28 06:33:37.303,,
1VXrzO5edPd,INSTALL,0105420800022,0105420800022-0102,,202407261cbb8b2b3b4d48caa3a02ea7783dea16,1VXrzPhiYZR,,20240726a909b8b20b55461cac717a71ceca3bf2,BOOKING_CONFIRMED,2024-07-26 10:40:33.633,2024-07-28 09:02:44.598,,2024-07-26 10:40:33.633,2024-07-28 09:02:44.598,,
