hash_code,entity,field,value,price,rate,title,sales_tax_type,create_time,update_time,is_active
a7c93c26dc94c4c8a47e055207e2896a,CollectOrder,order_item_id,0105435900027-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
c7d32d9e6675e337299fed7cc2c7e2fa,CollectOrder,order_item_id,0105435900027-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
327eb087a1b18733379e20937b82b977,CollectOrder,order_item_id,0105435900026-0102,106.2500,0.0625,Texas State Tax,STATE,,,Y
4f561f9a44b5702b75de9eea85da114e,CollectOrder,order_item_id,0105435900026-0102,17.0000,0.0100,Houston City Tax,CITY,,,Y
cb9a77e6ffa2a59f921dcbc76e07618f,CollectOrder,order_item_id,0105435900026-0102,17.0000,0.0100,Houston Mta Transit,SPECIAL,,,Y
824d29625641dacdd3a79edb3323e7aa,CollectOrder,order_item_id,0105435900024-0102,106.2500,0.0625,Texas State Tax,STATE,,,Y
6caf0d90b912d28452714e47b7567743,CollectOrder,order_item_id,0105435900024-0102,17.0000,0.0100,Houston City Tax,CITY,,,Y
7f9a974b4914e48c7833511e894f6bdd,CollectOrder,order_item_id,0105435900024-0102,17.0000,0.0100,Houston Mta Transit,SPECIAL,,,Y
928bbd8e2a4b4542937ca1ccf54004cf,CollectOrder,order_item_id,0105435900005-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
525b222465a75e3be699bf119fe8e5a5,CollectOrder,order_item_id,0105435900005-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
bdc49d0755ad07ac74d0edee534411d0,CollectOrder,order_item_id,0105435900005-0102,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
17e722cc728ca60cc2ebfd56ad5fac76,CollectOrder,order_item_id,0105435900004-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
42792c235f0869148f4c2bbcd429c4f2,CollectOrder,order_item_id,0105435900004-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
a0790f5459fc28e77064d86019bef706,CollectOrder,order_item_id,0105435900004-0102,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
ebeeb7934c4cb156a0944e5ef966e3df,CollectOrder,order_item_id,0105435800081-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
b20bd97e17587af1a36d3c6c4793b965,CollectOrder,order_item_id,0105435800081-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
d2852feba192fc55fa872a9e6a161e68,CollectOrder,order_item_id,0105435800081-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
84600d78caae621ff36f8ac3548487ac,CollectOrder,order_item_id,0105435800007-0102,95.0000,0.0625,Texas State Tax,STATE,,,Y
62519f90fdabf94dd7e9f550f8812a0f,CollectOrder,order_item_id,0105435800007-0102,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
82f94d7ee82e920a7a02bbd9586891d3,CollectOrder,order_item_id,0105435800007-0102,15.2000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
f7eb4372f10e550cede3d2357899c7cc,CollectOrder,order_item_id,0105435800006-0102,121.8800,0.0625,Texas State Tax,STATE,,,Y
e7b75547294d4bed12da98e2434c8272,CollectOrder,order_item_id,0105435800006-0102,19.5000,0.0100,Houston City Tax,CITY,,,Y
21d59971c2ab6de0b9158e9554cf0d5f,CollectOrder,order_item_id,0105435800006-0102,19.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
d454f5ff0a8f3cdadf3ac5d9a2127c24,CollectOrder,order_item_id,0105435800004-0502,84.3800,0.0625,Texas State Tax,STATE,,,Y
baffc524d38107daa9c384f3396a70ef,CollectOrder,order_item_id,0105435800004-0502,13.5000,0.0100,Houston City Tax,CITY,,,Y
a88b5c55ba98b8c74d957e4a19259d83,CollectOrder,order_item_id,0105435800004-0502,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
01a5f74f4e15f237e323b9d13c63cc38,CollectOrder,order_item_id,0105435800004-0402,84.3800,0.0625,Texas State Tax,STATE,,,Y
91a260b95594c6c787c2f117b3884917,CollectOrder,order_item_id,0105435800004-0402,13.5000,0.0100,Houston City Tax,CITY,,,Y
294a4b4c75af3a25329afd1b406bbdc9,CollectOrder,order_item_id,0105435800004-0402,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
1e3f8fea92d4a128c13906807745e712,CollectOrder,order_item_id,0105435800004-0302,84.3800,0.0625,Texas State Tax,STATE,,,Y
dd6ccce876fc111db94c455d1c3afa1f,CollectOrder,order_item_id,0105435800004-0302,13.5000,0.0100,Houston City Tax,CITY,,,Y
18d229e5c2b6d1423d3d4796380e678f,CollectOrder,order_item_id,0105435800004-0302,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
248ef921743033485825d274ece9ac1b,CollectOrder,order_item_id,0105435800004-0202,84.3800,0.0625,Texas State Tax,STATE,,,Y
55a7c904caa6e49c795855bbaec6498f,CollectOrder,order_item_id,0105435800004-0202,13.5000,0.0100,Houston City Tax,CITY,,,Y
0c9a04872622274f06595afe5b961957,CollectOrder,order_item_id,0105435800004-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
0027d34d93da4e365b01d1d4f6b03f54,CollectOrder,order_item_id,0105435800004-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
488fcba5e8d39a451f222e09bc7d2fab,CollectOrder,order_item_id,0105435800004-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
ffc9852276acd3c1a16208719ce803ad,CollectOrder,order_item_id,0105435800004-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
247fbfa2a1fb91f7da3e9e42fc8e8857,CollectOrder,order_item_id,0105435600012-0102,0.0600,0.0625,Texas State Tax,STATE,,,Y
f438b1b7a4ba08a4ea05921a802e8f31,CollectOrder,order_item_id,0105435600012-0102,0.0100,0.0100,Houston Mta Transit,SPECIAL,,,Y
bf079a2a22a2a3382a19697408306180,CollectOrder,order_item_id,0105435600012-0102,0.0100,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
b559deb2c83d7b02c046d253a91621e8,CollectOrder,order_item_id,0105435600008-0102,77.8100,0.0625,Texas State Tax,STATE,,,Y
6e58d5dc71bc284600a4a32d5eada258,CollectOrder,order_item_id,0105435600008-0102,12.4500,0.0100,Houston Mta Transit,SPECIAL,,,Y
7fe70bd6ac7ce40166b13d091b459291,CollectOrder,order_item_id,0105435600008-0102,12.4500,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
e5d27338edda8aacc8e8d06b87c0ee06,CollectOrder,order_item_id,0105435300012-0102,77.8100,0.0625,Texas State Tax,STATE,,,Y
4e2ada28a7d24656f56fbeb9b8acacd0,CollectOrder,order_item_id,0105435300012-0102,12.4500,0.0100,Houston Mta Transit,SPECIAL,,,Y
93dab380bdcdf6dc2111fb75c12c123d,CollectOrder,order_item_id,0105435300012-0102,12.4500,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
67c0d2d4d51c1135afcae027577cd2c2,CollectOrder,order_item_id,0105435300001-0102,0.0600,0.0625,Texas State Tax,STATE,,,Y
859a3b27cf382fb78ea88507f6628360,CollectOrder,order_item_id,0105435300001-0102,0.0100,0.0100,Houston City Tax,CITY,,,Y
0ac38de1142ee6418b1e136de8514b1f,CollectOrder,order_item_id,0105435300001-0102,0.0100,0.0100,Houston Mta Transit,SPECIAL,,,Y
087d703eee7d5b78a2d73dfcbe6165f2,CollectOrder,order_item_id,0105435200062-0202,77.8100,0.0625,Texas State Tax,STATE,,,Y
e3c90c28c9c2c3a00eaaea62cf6deb30,CollectOrder,order_item_id,0105435200062-0202,12.4500,0.0100,Houston Mta Transit,SPECIAL,,,Y
ac68d6e6d1226e31b33fb9e60726b1a4,CollectOrder,order_item_id,0105435200062-0202,12.4500,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
6a2d851e862f84eb113e0b539b945a63,CollectOrder,order_item_id,0105435200062-0102,77.8100,0.0625,Texas State Tax,STATE,,,Y
0c873701303b0518080e0e8aea907c0f,CollectOrder,order_item_id,0105435200062-0102,12.4500,0.0100,Houston Mta Transit,SPECIAL,,,Y
2f857ff4f84eb83046fc9800974e6e56,CollectOrder,order_item_id,0105435200062-0102,12.4500,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
cb22eda35592791a1ec8d075c3dcb193,CollectOrder,order_item_id,0105435200061-0102,77.8100,0.0625,Texas State Tax,STATE,,,Y
2180d5bb3566d3e617d34e49c87d4ab4,CollectOrder,order_item_id,0105435200061-0102,12.4500,0.0100,Houston City Tax,CITY,,,Y
7fe65f111c990b45e0538d6c01a36682,CollectOrder,order_item_id,0105435200061-0102,12.4500,0.0100,Houston Mta Transit,SPECIAL,,,Y
aa1183c658cf52c45daf528bcd0b8109,CollectOrder,order_item_id,0105435200009-0102,77.8100,0.0625,Texas State Tax,STATE,,,Y
6ba64866b284b689048803c2956ccbda,CollectOrder,order_item_id,0105435200009-0102,12.4500,0.0100,Houston Mta Transit,SPECIAL,,,Y
68d92770b86957aa3fd4e25b58bee9a1,CollectOrder,order_item_id,0105435200009-0102,12.4500,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
59e26bc005ee711200957219139f3fbe,CollectOrder,order_item_id,0105435200008-0202,95.0000,0.0625,Texas State Tax,STATE,,,Y
8af638684cb2550314382439f6cb0f40,CollectOrder,order_item_id,0105435200008-0202,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
5a8b356caa0a2278ddb526eca2a92ce5,CollectOrder,order_item_id,0105435200008-0202,15.2000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
2d27d8c3507b66f5cb7b667b8184bdd9,CollectOrder,order_item_id,0105435200008-0102,95.0000,0.0625,Texas State Tax,STATE,,,Y
11fda95e7c6a9d9a18f7525dd964d0b6,CollectOrder,order_item_id,0105435200008-0102,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
b3e79bb97d5c8a01cf3d6840cc77fd7c,CollectOrder,order_item_id,0105435200008-0102,15.2000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
5c07e51e01c07e5ff414a4acef6988c9,CollectOrder,order_item_id,0105435100034-0102,2.3100,0.0625,Texas State Tax,STATE,,,Y
38fa5f8a045da816f1f9273c26b6bb35,CollectOrder,order_item_id,0105435100034-0102,0.3700,0.0100,Houston City Tax,CITY,,,Y
ef6271d72ba236ef811d829fe4ae6d85,CollectOrder,order_item_id,0105435100034-0102,0.3700,0.0100,Houston Mta Transit,SPECIAL,,,Y
bc70df5d5a62cef174c1a8fb7645611e,CollectOrder,order_item_id,0105435100032-0102,90.6300,0.0625,Texas State Tax,STATE,,,Y
b7747c8e521417be7543e1fc2bf8afb2,CollectOrder,order_item_id,0105435100032-0102,14.5000,0.0100,Houston City Tax,CITY,,,Y
f5be693784473f0459d0c3af8fe86f93,CollectOrder,order_item_id,0105435100032-0102,14.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
ab58b40b51a3a298427101e44deefd6c,CollectOrder,order_item_id,0105435000001-0102,84.3800,0.0625,Texas State Tax,STATE,,,Y
de557a0549fa236e92aac84e5af9a887,CollectOrder,order_item_id,0105435000001-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
59900a20cc13cc2f396cba0ff25d5e6d,CollectOrder,order_item_id,0105435000001-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
066a6f4593483d9abd7f1d34040d6b03,CollectOrder,order_item_id,0105434900006-0102,0.0600,0.0625,Texas State Tax,STATE,,,Y
9dc54d0fda6fad45e513bde3fb851ee8,CollectOrder,order_item_id,0105434900006-0102,0.0100,0.0100,Houston City Tax,CITY,,,Y
5f6cc8ea14fde45ae794df8bbae4423d,CollectOrder,order_item_id,0105434900006-0102,0.0100,0.0100,Houston Mta Transit,SPECIAL,,,Y
3575a822580677d70dbdf96bb4ed45b0,CollectOrder,order_item_id,0105434800002-0102,2.3125,0.0625,Texas State Tax,STATE,,,Y
a0ac52395ab83b7c906ad5f2a1962f41,CollectOrder,order_item_id,0105434800002-0102,0.3700,0.0100,Houston City Tax,CITY,,,Y
70f2ec7f831af484e5f50c50a39d942c,CollectOrder,order_item_id,0105434800002-0102,0.3700,0.0100,Houston Mta Transit,SPECIAL,,,Y
45e4152efc9558303459fe29d514c7c3,CollectOrder,order_item_id,0105434700074-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
e9fb6ad1b0a8a06135d82eb0f8e32e99,CollectOrder,order_item_id,0105434700074-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
d02f13c61f1dbe3ff79572756ac081bd,CollectOrder,order_item_id,0105434700074-0102,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
cca7b8e9cfe1bc407ae1ab4824076169,CollectOrder,order_item_id,0105434700030-0602,84.3750,0.0625,Texas State Tax,STATE,,,Y
a5bd5f29d68b19f253c524a468300487,CollectOrder,order_item_id,0105434700030-0602,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
363a0d53223c7404ad12fcdd113b85dd,CollectOrder,order_item_id,0105434700030-0602,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
258f7a209989b30473e526e01531bba1,CollectOrder,order_item_id,0105434700030-0502,84.3750,0.0625,Texas State Tax,STATE,,,Y
af5fa8c2484c58d06729b66b9406c952,CollectOrder,order_item_id,0105434700030-0502,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
8054e55f1b6ae5f28c4329829ac1d959,CollectOrder,order_item_id,0105434700030-0502,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
304406ef8038c58f0b7b53cc49676272,CollectOrder,order_item_id,0105434700030-0402,84.3750,0.0625,Texas State Tax,STATE,,,Y
919c7631ee0ab470a6deae189202e59e,CollectOrder,order_item_id,0105434700030-0402,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
f3e9f30a9b98a0b4336977a975b7fa4e,CollectOrder,order_item_id,0105434700030-0402,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
c1561b1423cc5ffba788e656d7017035,CollectOrder,order_item_id,0105434700030-0302,95.0000,0.0625,Texas State Tax,STATE,,,Y
3d61c5feeb2a057c1bde139b89638d02,CollectOrder,order_item_id,0105434700030-0302,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
95af081afaee9444a7f9115a9cfbc9c7,CollectOrder,order_item_id,0105434700030-0302,15.2000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
e625cfad328de26d6e854269680e65ca,CollectOrder,order_item_id,0105434700030-0202,95.0000,0.0625,Texas State Tax,STATE,,,Y
0af793a3bc8905bc29e5ceb574f64f78,CollectOrder,order_item_id,0105434700030-0202,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
ccc08b8dbfb42a42f47d8b4d9af7d6af,CollectOrder,order_item_id,0105434700030-0202,15.2000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
3cb09405b6013a789830ac261df3a331,CollectOrder,order_item_id,0105434700030-0102,95.0000,0.0625,Texas State Tax,STATE,,,Y
134f849e2975729090501c04f3df1ee6,CollectOrder,order_item_id,0105434700030-0102,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
5e4154939a21d3135ff44f40b4dad144,CollectOrder,order_item_id,0105434700030-0102,15.2000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
da47192320f8803771bc8a7118db0be3,CollectOrder,order_item_id,0105434700021-0202,84.3750,0.0625,Texas State Tax,STATE,,,Y
ac2d76db4855fb2c41f95509e00277f0,CollectOrder,order_item_id,0105434700021-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
3c1aacfb8ad53cf5fd423751659abfca,CollectOrder,order_item_id,0105434700021-0202,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
d1e94a7a7b9fed9fb4fd80c4dac4528b,CollectOrder,order_item_id,0105434700021-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
165479ecb7a0369ce5b57fd712ae7ad7,CollectOrder,order_item_id,0105434700021-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
03f1b4d3783f425927abbc8a599e9b01,CollectOrder,order_item_id,0105434700021-0102,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
7584f2a835ef3ae2efebffb3e33eeed3,CollectOrder,order_item_id,0105434700016-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
c27883fd3298f337362dd1658485ccb1,CollectOrder,order_item_id,0105434700016-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
1fec9a25cdbb7740734746c96d9942e3,CollectOrder,order_item_id,0105434700016-0102,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
2dd7e9059902955208febdc30f7bf7f1,CollectOrder,order_item_id,0105434700014-0302,95.0000,0.0625,Texas State Tax,STATE,,,Y
3ea2d2856dc0f8978145000d11b5bc24,CollectOrder,order_item_id,0105434700014-0302,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
deb4d3bce7cbbb46f7cb60db01f7c626,CollectOrder,order_item_id,0105434700014-0302,15.2000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
c0da63e6bfd480ec7e1e5ec4920852f8,CollectOrder,order_item_id,0105434700014-0202,84.3750,0.0625,Texas State Tax,STATE,,,Y
6b79a71fb648934d4ba9da7562a9a71e,CollectOrder,order_item_id,0105434700014-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
4b15b8fe370dae2aa99775894b018e0b,CollectOrder,order_item_id,0105434700014-0202,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
e088b5a7f717b7cd4d4576d2f2569d3a,CollectOrder,order_item_id,0105434700014-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
4477327e9ad7d6a5994b6540cd04d4c9,CollectOrder,order_item_id,0105434700014-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
479207507c7c63d7414da32bbeaa0bfb,CollectOrder,order_item_id,0105434700014-0102,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
24e39325d2092f9f5d0896e68cfa05e0,CollectOrder,order_item_id,0105434700011-0202,95.0000,0.0625,Texas State Tax,STATE,,,Y
f682bfad9d9702e6278b588e85845f30,CollectOrder,order_item_id,0105434700011-0202,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
84032db4df0c91d720a08a348a9752e8,CollectOrder,order_item_id,0105434700011-0202,15.2000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
43981abec35621b516951ed675a65965,CollectOrder,order_item_id,0105434700011-0102,95.0000,0.0625,Texas State Tax,STATE,,,Y
104da47751907dbc57c16a503021c752,CollectOrder,order_item_id,0105434700011-0102,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
05f11058fb05c54d97cd42242ee7be1a,CollectOrder,order_item_id,0105434700011-0102,15.2000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
2cd2093b4f4e7db90c1b48e32cc4038a,CollectOrder,order_item_id,0105434700010-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
1958eeb0cfaf8f8e6701123d09db4b25,CollectOrder,order_item_id,0105434700010-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
56b45ef089235cb05534835aff8312ab,CollectOrder,order_item_id,0105434700010-0102,13.5000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
2e61ff247b175f88b5acd8560fb14b87,CollectOrder,order_item_id,0105434700008-0102,95.0000,0.0625,Texas State Tax,STATE,,,Y
0e70611bc87b8becfd65d5660b5e5470,CollectOrder,order_item_id,0105434700008-0102,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
dec68293a0ad87d3f9698d1d15151bed,CollectOrder,order_item_id,0105434700008-0102,15.2000,0.0100,Harris Co Emergency Services District 29 Sp,SPECIAL,,,Y
68530f9711ca1d7d194279ccbac2dda2,CollectOrder,order_item_id,0105434700005-0202,84.3750,0.0625,Texas State Tax,STATE,,,Y
00dfe5d939a4c07f7d380292c738fca8,CollectOrder,order_item_id,0105434700005-0202,13.5000,0.0100,Houston City Tax,CITY,,,Y
867b4f419135600f5d7e97d5c6b1d244,CollectOrder,order_item_id,0105434700005-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
b08a8e55df75f7bbcad0a9a5298a68e2,CollectOrder,order_item_id,0105434700005-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
b771380671e9d58d59980e90122d3059,CollectOrder,order_item_id,0105434700005-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
9e742fe3c3e81d47c3f4b32fcebdde1c,CollectOrder,order_item_id,0105434700005-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
6d0065a66d169454b3c4253df8163fe1,CollectOrder,order_item_id,0105434600061-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
5ec98a90f355d7e0cc3cc9938a534a39,CollectOrder,order_item_id,0105434600061-0102,13.5000,0.0100,Austin City Tax,CITY,,,Y
64bbd16a134a49d162087280bcc792bc,CollectOrder,order_item_id,0105434600061-0102,13.5000,0.0100,Austin Mta Transit,SPECIAL,,,Y
9d50b06d028c49e9bd978623bf613526,CollectOrder,order_item_id,0105434600009-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
c2c3848cd338a6a3a31f32f9c18b90e2,CollectOrder,order_item_id,0105434600009-0102,13.5000,0.0100,Dallas City Tax,CITY,,,Y
afb288c323703e9ae56b8cf00fa5ff7c,CollectOrder,order_item_id,0105434600009-0102,13.5000,0.0100,Dallas Mta Transit,SPECIAL,,,Y
582fba868b7401fb619a7c3eb6101a20,CollectOrder,order_item_id,0105434600008-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
8115d1a0ab073c328a4cba6e2b7924f6,CollectOrder,order_item_id,0105434600008-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
f4d682bee1d7a2248ae5f9fbb4762b58,CollectOrder,order_item_id,0105434600008-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
4b63c413c6aed0d5c92ad41701ab8d1d,CollectOrder,order_item_id,0105434600007-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
4cd9f84d4475eb511a4c536e4735ee83,CollectOrder,order_item_id,0105434600007-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
2b6da6ce70ef163667c2eb227baa1c74,CollectOrder,order_item_id,0105434600007-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
8d88f1c79d565352621e746d3c7c6de5,CollectOrder,order_item_id,0105434600003-0202,84.3750,0.0625,Texas State Tax,STATE,,,Y
02ce3c78e7672bff0e094d4ded5c64ab,CollectOrder,order_item_id,0105434600003-0202,13.5000,0.0100,Houston City Tax,CITY,,,Y
bd4f95bc352561dd7b0ae96bfe0cfca9,CollectOrder,order_item_id,0105434600003-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
5579f01129308f3460159b5e328a2045,CollectOrder,order_item_id,0105434600003-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
24e0783f83e771e21b7e7fda53e21c08,CollectOrder,order_item_id,0105434600003-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
28a68ffe466df8669098e491ab5c5f1d,CollectOrder,order_item_id,0105434600003-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
ab8e4b19af6327391da6a1c12672e78c,CollectOrder,order_item_id,0105434500037-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
d250c35ff48685c7c5bbe819f74207a0,CollectOrder,order_item_id,0105434500037-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
b8c0c92a2bf955eca70176cb46f223e1,CollectOrder,order_item_id,0105434500037-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
ebe2fcfbc509a5bb30100e482ebc4b55,CollectOrder,order_item_id,0105434500012-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
00e36022acd2161fb5cdca51524decc9,CollectOrder,order_item_id,0105434500012-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
0486e682ea8060416108e730b4e0bb5d,CollectOrder,order_item_id,0105434500012-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
4ee8f999a163c765ebe283dae766b820,CollectOrder,order_item_id,0105434400045-0202,84.3750,0.0625,Texas State Tax,STATE,,,Y
b2fc34c29d3a08dafb10d0e64858b3b3,CollectOrder,order_item_id,0105434400045-0202,13.5000,0.0100,Houston City Tax,CITY,,,Y
8240c622e8dd1790b8f61c0ac86e8631,CollectOrder,order_item_id,0105434400045-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
52b65da1830893be8d2ce34d48e12e8b,CollectOrder,order_item_id,0105434400045-0102,95.0000,0.0625,Texas State Tax,STATE,,,Y
aa15ac1329445f3c55a894329a78201f,CollectOrder,order_item_id,0105434400045-0102,15.2000,0.0100,Houston City Tax,CITY,,,Y
c7b7294d3429854d5cf6d97b6d17a4fa,CollectOrder,order_item_id,0105434400045-0102,15.2000,0.0100,Houston Mta Transit,SPECIAL,,,Y
0349b420067ddf5a9ff52a06b93b6972,CollectOrder,order_item_id,0105434400042-0202,84.3750,0.0625,Texas State Tax,STATE,,,Y
4e7de89a130231abcf08811b8354e43e,CollectOrder,order_item_id,0105434400042-0202,13.5000,0.0100,Houston City Tax,CITY,,,Y
4bd8859a9888884ff6d673d06c8f0f09,CollectOrder,order_item_id,0105434400042-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
f65874b6829d35869d83f01425dfc583,CollectOrder,order_item_id,0105434400042-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
97bc6f40f802580762ae0bc40feee44a,CollectOrder,order_item_id,0105434400042-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
c424085c04f72ea853319e73d8451680,CollectOrder,order_item_id,0105434400042-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
5363a39790a6425cf6f6e490922b5dbc,CollectOrder,order_item_id,0105434400034-0302,84.3750,0.0625,Texas State Tax,STATE,,,Y
eefea2c17c42ec3354d791399500ac58,CollectOrder,order_item_id,0105434400034-0302,13.5000,0.0100,Houston City Tax,CITY,,,Y
95e28b335638d22fefd5a4c4638ab12a,CollectOrder,order_item_id,0105434400034-0302,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
90fc60ea2858924b2cee318fe9f8ad02,CollectOrder,order_item_id,0105434400034-0202,84.3750,0.0625,Texas State Tax,STATE,,,Y
daad1ce05235cb778bdf99cffcc33fef,CollectOrder,order_item_id,0105434400034-0202,13.5000,0.0100,Houston City Tax,CITY,,,Y
bb94733061a95dcd79a0f816c91454a2,CollectOrder,order_item_id,0105434400034-0202,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
75704f2222a07e26b0baf385671c203d,CollectOrder,order_item_id,0105434400034-0102,84.3750,0.0625,Texas State Tax,STATE,,,Y
b7ce79df039affd40ec86988ceb3a1ad,CollectOrder,order_item_id,0105434400034-0102,13.5000,0.0100,Houston City Tax,CITY,,,Y
1216bd8ca24ac9b7b1182017da63f671,CollectOrder,order_item_id,0105434400034-0102,13.5000,0.0100,Houston Mta Transit,SPECIAL,,,Y
21f8f416eed6efcdd991d4f90ebea393,CollectOrder,order_item_id,0105434400026-0302,84.3750,0.0625,Texas State Tax,STATE,,,Y
